real_name,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3652.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3683.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3712.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3743.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3773.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3804.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3834.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3865.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3896.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3926.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3957.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:3987.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4018.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4049.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4077.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4108.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4138.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4169.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4199.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4230.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4261.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4291.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4322.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4352.5,oname:heads.csv_otype:lst_usecol:trgw-0-2-15_time:4383.5
base,34.6265,34.6336,34.6844,34.7562,34.8133,34.8332,34.8014,34.7177,34.6023,34.4853,34.3892,34.3417,34.3513,34.4113,34.4978,34.6008,34.6797,34.7158,34.6954,34.6208,34.5127,34.4019,34.3112,34.2687,34.3073
