time,EXTIN,INFLOW,FROMMVR,GWF,OUTFLOW,EXTOUT,TOMVR
2628000.000000,0.000000000,0.000000000,32.62909565,0.2550424508E-01,-32.60359141,0.000000000,0.000000000
2803200.000000,0.000000000,0.000000000,32.62908494,0.2550424361E-01,-32.60358069,0.000000000,0.000000000
2978400.000000,0.000000000,0.000000000,32.62906327,0.2550424061E-01,-32.60355903,0.000000000,0.000000000
3153600.000000,0.000000000,0.000000000,32.62903135,0.2550423621E-01,-32.60352711,0.000000000,0.000000000
3328800.000000,0.000000000,0.000000000,32.62898995,0.2550423049E-01,-32.60348572,0.000000000,0.000000000
3504000.000000,0.000000000,0.000000000,32.62893981,0.2550422357E-01,-32.60343558,0.000000000,0.000000000
3679200.000000,0.000000000,0.000000000,32.62888161,0.2550421554E-01,-32.60337740,0.000000000,0.000000000
3854400.000000,0.000000000,0.000000000,32.62881602,0.2550420648E-01,-32.60331181,0.000000000,0.000000000
4029600.000000,0.000000000,0.000000000,32.62874361,0.2550419649E-01,-32.60323942,0.000000000,0.000000000
4204800.000000,0.000000000,0.000000000,32.62866497,0.2550418563E-01,-32.60316078,0.000000000,0.000000000
4380000.000000,0.000000000,0.000000000,32.62858061,0.2550417399E-01,-32.60307643,0.000000000,0.000000000
4555200.000000,0.000000000,0.000000000,32.62849176,0.2550416173E-01,-32.60298760,0.000000000,0.000000000
4730400.000000,0.000000000,0.000000000,32.62839938,0.2550414897E-01,-32.60289523,0.000000000,0.000000000
4905600.000000,0.000000000,0.000000000,32.62830394,0.2550413580E-01,-32.60279981,0.000000000,0.000000000
5080800.000000,0.000000000,0.000000000,32.62820582,0.2550412226E-01,-32.60270170,0.000000000,0.000000000
5256000.000000,0.000000000,0.000000000,32.62810533,0.2550410838E-01,-32.60260122,0.000000000,0.000000000
5431200.000000,0.000000000,0.000000000,32.62797678,0.2550409064E-01,-32.60247268,0.000000000,0.000000000
5606400.000000,0.000000000,0.000000000,32.62781847,0.2550406879E-01,-32.60231440,0.000000000,0.000000000
5781600.000000,0.000000000,0.000000000,32.62763199,0.2550404305E-01,-32.60212795,0.000000000,0.000000000
5956800.000000,0.000000000,0.000000000,32.62741890,0.2550401363E-01,-32.60191488,0.000000000,0.000000000
6132000.000000,0.000000000,0.000000000,32.62718078,0.2550398076E-01,-32.60167680,0.000000000,0.000000000
6307200.000000,0.000000000,0.000000000,32.62691926,0.2550394466E-01,-32.60141531,0.000000000,0.000000000
6482400.000000,0.000000000,0.000000000,32.62663587,0.2550390554E-01,-32.60113197,0.000000000,0.000000000
6657600.000000,0.000000000,0.000000000,32.62633212,0.2550386361E-01,-32.60082826,0.000000000,0.000000000
6832800.000000,0.000000000,0.000000000,32.62600940,0.2550381906E-01,-32.60050558,0.000000000,0.000000000
7008000.000000,0.000000000,0.000000000,32.62566900,0.2550377207E-01,-32.60016523,0.000000000,0.000000000
7183200.000000,0.000000000,0.000000000,32.62531212,0.2550372281E-01,-32.59980840,0.000000000,0.000000000
7358400.000000,0.000000000,0.000000000,32.62493988,0.2550367142E-01,-32.59943620,0.000000000,0.000000000
7533600.000000,0.000000000,0.000000000,32.62455328,0.2550361806E-01,-32.59904966,0.000000000,0.000000000
7708800.000000,0.000000000,0.000000000,32.62415328,0.2550356284E-01,-32.59864972,0.000000000,0.000000000
7884000.000000,0.000000000,0.000000000,32.62374076,0.2550350589E-01,-32.59823725,0.000000000,0.000000000
8059200.000000,0.000000000,0.000000000,32.62331652,0.2550344733E-01,-32.59781307,0.000000000,0.000000000
8234400.000000,0.000000000,0.000000000,32.62288132,0.2550338725E-01,-32.59737793,0.000000000,0.000000000
8409600.000000,0.000000000,0.000000000,32.62243585,0.2550332575E-01,-32.59693252,0.000000000,0.000000000
8584800.000000,0.000000000,0.000000000,32.62198075,0.2550326293E-01,-32.59647749,0.000000000,0.000000000
8760000.000000,0.000000000,0.000000000,32.62151663,0.2550319886E-01,-32.59601343,0.000000000,0.000000000
