time,EXTIN,INFLOW,FROMMVR,GWF,OUTFLOW,EXTOUT,TOMVR
2628000.000000,0.000000000,174.5281063,0.000000000,-1.375192948,0.000000000,-0.1068924007E-06,-175.9032992
2803200.000000,0.000000000,174.5280956,0.000000000,-1.375921030,0.000000000,-0.5523162372E-08,-175.9040166
2978400.000000,0.000000000,174.5280739,0.000000000,-1.376608914,0.000000000,-0.5602061037E-08,-175.9046829
3153600.000000,0.000000000,174.5280420,0.000000000,-1.377258386,0.000000000,-0.5690765192E-08,-175.9053004
3328800.000000,0.000000000,174.5280007,0.000000000,-1.377871190,0.000000000,-0.5779583034E-08,-175.9058718
3504000.000000,0.000000000,174.5279505,0.000000000,-1.378449003,0.000000000,-0.5828837857E-08,-175.9063995
3679200.000000,0.000000000,174.5278924,0.000000000,-1.378993421,0.000000000,-0.5897874189E-08,-175.9068858
3854400.000000,0.000000000,174.5278268,0.000000000,-1.379505969,0.000000000,-0.5947185855E-08,-175.9073327
4029600.000000,0.000000000,174.5277544,0.000000000,-1.379988097,0.000000000,-0.5996554364E-08,-175.9077425
4204800.000000,0.000000000,174.5276758,0.000000000,-1.380441191,0.000000000,-0.6035975275E-08,-175.9081170
4380000.000000,0.000000000,174.5275914,0.000000000,-1.380866568,0.000000000,-0.6095149274E-08,-175.9084580
4555200.000000,0.000000000,174.5275026,0.000000000,-1.381266840,0.000000000,-0.5730186103E-08,-175.9087694
4730400.000000,0.000000000,174.5274103,0.000000000,-1.381643992,0.000000000,-0.2031669055E-08,-175.9090542
4905600.000000,0.000000000,174.5273148,0.000000000,-1.381999257,0.000000000,-0.6815099596E-08,-175.9093141
5080800.000000,0.000000000,174.5272168,0.000000000,-1.382333692,0.000000000,-0.6390962426E-08,-175.9095504
5256000.000000,0.000000000,174.5271163,0.000000000,-1.382648272,0.000000000,-0.6026056099E-08,-175.9097646
5431200.000000,0.000000000,174.5269878,0.000000000,-1.382934587,0.000000000,-0.6114817097E-08,-175.9099224
5606400.000000,0.000000000,174.5268295,0.000000000,-1.383191814,0.000000000,-0.5256737268E-08,-175.9100213
5781600.000000,0.000000000,174.5266431,0.000000000,-1.383420505,0.000000000,-0.2988343795E-08,-175.9100636
5956800.000000,0.000000000,174.5264301,0.000000000,-1.383620947,0.000000000,-0.6962977750E-08,-175.9100510
6132000.000000,0.000000000,174.5261920,0.000000000,-1.383793682,0.000000000,-0.4359208106E-08,-175.9099857
6307200.000000,0.000000000,174.5259306,0.000000000,-1.383939425,0.000000000,-0.4319758773E-08,-175.9098700
6482400.000000,0.000000000,174.5256473,0.000000000,-1.384058954,0.000000000,-0.3836504447E-08,-175.9097062
6657600.000000,0.000000000,174.5253436,0.000000000,-1.384153103,0.000000000,-0.3737795851E-08,-175.9094967
6832800.000000,0.000000000,174.5250210,0.000000000,-1.384222577,0.000000000,-0.3619476274E-08,-175.9092435
7008000.000000,0.000000000,174.5246807,0.000000000,-1.384268369,0.000000000,-0.3432120366E-08,-175.9089490
7183200.000000,0.000000000,174.5243239,0.000000000,-1.384291123,0.000000000,-0.3136193527E-08,-175.9086150
7358400.000000,0.000000000,174.5239518,0.000000000,-1.384291551,0.000000000,-0.2810736532E-08,-175.9082433
7533600.000000,0.000000000,174.5235653,0.000000000,-1.384270329,0.000000000,-0.2505061047E-08,-175.9078356
7708800.000000,0.000000000,174.5231654,0.000000000,-1.384228111,0.000000000,-0.2228858875E-08,-175.9073935
7884000.000000,0.000000000,174.5227530,0.000000000,-1.384165519,0.000000000,-0.1962519036E-08,-175.9069185
8059200.000000,0.000000000,174.5223289,0.000000000,-1.384083156,0.000000000,-0.1725823040E-08,-175.9064120
8234400.000000,0.000000000,174.5218938,0.000000000,-1.383981837,0.000000000,-0.3284014838E-08,-175.9058756
8409600.000000,0.000000000,174.5214485,0.000000000,-1.383862495,0.000000000,-0.3254427838E-08,-175.9053109
8584800.000000,0.000000000,174.5209935,0.000000000,-1.383725619,0.000000000,-0.3224869261E-08,-175.9047191
8760000.000000,0.000000000,174.5205295,0.000000000,-1.383571646,0.000000000,-0.3195168574E-08,-175.9041011
8935200.000000,0.000000000,174.5200572,0.000000000,-1.383401250,0.000000000,-0.4349061555E-08,-175.9034584
9110400.000000,0.000000000,174.5195772,0.000000000,-1.383215042,0.000000000,-0.5226695521E-08,-175.9027922
9285600.000000,0.000000000,174.5190900,0.000000000,-1.383013449,0.000000000,-0.5049145102E-08,-175.9021034
