time,EXTIN,INFLOW,FROMMVR,GWF,OUTFLOW,EXTOUT,TOMVR
2628000.000000,0.000000000,189.1744555,5.441674191,-1.323865304,0.000000000,-195.9399950,0.000000000
2803200.000000,0.000000000,189.1746326,6.434717392,-1.322276545,0.000000000,-196.9316265,0.000000000
2978400.000000,0.000000000,189.1747936,6.434467272,-1.322276356,0.000000000,-196.9315373,0.000000000
3153600.000000,0.000000000,189.1749325,6.434203690,-1.322276207,0.000000000,-196.9314124,0.000000000
3328800.000000,0.000000000,189.1750463,6.433933022,-1.322276099,0.000000000,-196.9312554,0.000000000
3504000.000000,0.000000000,189.1751326,6.433656410,-1.322276037,0.000000000,-196.9310651,0.000000000
3679200.000000,0.000000000,189.1751899,6.433374310,-1.322276023,0.000000000,-196.9308403,0.000000000
3854400.000000,0.000000000,189.1752170,6.433087078,-1.322276058,0.000000000,-196.9305802,0.000000000
4029600.000000,0.000000000,189.1752131,6.432795039,-1.322276144,0.000000000,-196.9302843,0.000000000
4204800.000000,0.000000000,189.1751777,6.432498503,-1.322276282,0.000000000,-196.9299525,0.000000000
4380000.000000,0.000000000,189.1751107,6.432197766,-1.322276472,0.000000000,-196.9295849,0.000000000
4555200.000000,0.000000000,189.1978950,6.443141861,-1.322237011,0.000000000,-196.9632738,0.000000000
4730400.000000,0.000000000,189.2279643,6.457765851,-1.322184863,0.000000000,-197.0079150,0.000000000
4905600.000000,0.000000000,189.2558438,6.471392682,-1.322136475,0.000000000,-197.0493729,0.000000000
5080800.000000,0.000000000,189.2817885,6.484086909,-1.322091424,0.000000000,-197.0879668,0.000000000
5256000.000000,0.000000000,189.3058914,6.495895485,-1.322049551,0.000000000,-197.1238364,0.000000000
5431200.000000,0.000000000,189.3281352,5.755334972,-1.323211560,0.000000000,-196.4066818,0.000000000
5606400.000000,0.000000000,189.3486279,5.765086876,-1.323175947,0.000000000,-196.4368907,0.000000000
5781600.000000,0.000000000,189.3636487,5.772165878,-1.323149857,0.000000000,-196.4589644,0.000000000
