time,LAK1_STAGE,LAK2_STAGE,LAK1_TO-MVR,LAK1_FROM-MVR,LAK2_TO-MVR,LAK2_FROM-MVR
47128800.00000,1041.258573,1001.420364,-32.94112036,31.22706147,-188.5724330,177.1390038
47304000.00000,1041.258619,1001.420543,-32.94313250,31.22706147,-188.6120095,177.2017611
47479200.00000,1041.258667,1001.420742,-32.94521241,31.22706147,-188.6559477,177.2648713
47654400.00000,1041.258716,1001.420957,-32.94737885,31.22706147,-188.7037284,177.3265004
47829600.00000,1041.258768,1001.421189,-32.94963782,31.22706147,-188.7548992,177.3869679
48004800.00000,1041.258822,1001.421434,-32.95199910,31.22706147,-188.8091503,177.4464267
48180000.00000,1041.258880,1001.421710,-32.95451390,31.22706147,-188.8703232,177.5323500
48355200.00000,1041.258942,1001.422022,-32.95723132,31.22706147,-188.9394638,177.6193088
48530400.00000,1041.259009,1001.422377,-32.96016555,31.22706147,-189.0181138,177.7227466
48705600.00000,1041.259082,1001.422775,-32.96332036,31.22706147,-189.1062965,177.8353194
48880800.00000,1041.259159,1001.423209,-32.96668750,31.22706147,-189.2023882,177.9436730
49056000.00000,1041.259241,1001.423674,-32.97027641,31.22706147,-189.3052795,178.0481245
49231200.00000,1041.259328,1001.424163,-32.97409195,31.22706147,-189.4137876,178.1489322
49406400.00000,1041.259422,1001.424679,-32.97819203,31.22706147,-189.5280735,178.2468313
49581600.00000,1041.259524,1001.425226,-32.98263356,31.22706147,-189.6494218,178.3421073
49756800.00000,1041.259635,1001.425800,-32.98748949,31.22706147,-189.7767882,178.4346913
49932000.00000,1041.259756,1001.426398,-32.99277548,31.22706147,-189.9093478,178.5239308
50107200.00000,1041.259886,1001.427010,-32.99843072,31.22706147,-190.0452127,178.6039739
50282400.00000,1041.260025,1001.427629,-33.00451869,31.22706147,-190.1827488,178.6741608
50457600.00000,1041.260177,1001.428248,-33.01113012,31.22706147,-190.3201348,178.7298719
50632800.00000,1041.260341,1001.428862,-33.01832326,31.22706147,-190.4565587,178.7792875
50808000.00000,1041.260522,1001.429465,-33.02620902,31.22706147,-190.5905823,178.8161515
50983200.00000,1041.260717,1001.430057,-33.03474029,31.22706147,-190.7220680,178.8505151
51158400.00000,1041.260925,1001.430631,-33.04381751,31.22706147,-190.8497549,178.8812495
51333600.00000,1041.261144,1001.431183,-33.05338337,31.22706147,-190.9725236,178.9061664
51508800.00000,1041.261372,1001.431710,-33.06335715,31.22706147,-191.0897360,178.9274300
51684000.00000,1041.261608,1001.432213,-33.07367485,31.22706147,-191.2015647,178.9499107
51859200.00000,1041.261851,1001.432688,-33.08429843,31.22706147,-191.3073415,178.9657255
52034400.00000,1041.262101,1001.433139,-33.09522023,31.22706147,-191.4075322,178.9827597
52209600.00000,1041.262356,1001.433565,-33.10635530,31.22706147,-191.5024792,178.9995719
52384800.00000,1041.262617,1001.433982,-33.11776991,31.22706147,-191.5953322,179.0124988
52560000.00000,1041.262889,1001.434379,-33.12965339,31.22706147,-191.6837976,179.0271012
52735200.00000,1041.263169,1001.434755,-33.14192783,31.22706147,-191.7673615,179.0411525
52910400.00000,1041.263456,1001.435107,-33.15446408,31.22706147,-191.8458137,179.0514795
53085600.00000,1041.263752,1001.435439,-33.16740360,31.22706147,-191.9199241,179.0634135
53260800.00000,1041.264055,1001.435754,-33.18069969,31.22706147,-191.9900721,179.0767296
53436000.00000,1041.264365,1001.436050,-33.19425144,31.22706147,-192.0560224,179.0911269
53611200.00000,1041.264678,1001.436329,-33.20796794,31.22706147,-192.1181277,179.1064401
53786400.00000,1041.264994,1001.436590,-33.22178125,31.22706147,-192.1764831,179.1192841
53961600.00000,1041.265308,1001.436836,-33.23555136,31.22706147,-192.2312191,179.1307691
54136800.00000,1041.265620,1001.437067,-33.24920273,31.22706147,-192.2826766,179.1430347
54312000.00000,1041.265928,1001.437284,-33.26268610,31.22706147,-192.3312204,179.1559572
54487200.00000,1041.266231,1001.437488,-33.27596599,31.22706147,-192.3767251,179.1662928
54662400.00000,1041.266528,1001.437678,-33.28897911,31.22706147,-192.4190171,179.1749595
54837600.00000,1041.266818,1001.437853,-33.30170193,31.22706147,-192.4580859,179.1842179
55012800.00000,1041.267101,1001.438015,-33.31409386,31.22706147,-192.4942012,179.1940612
55188000.00000,1041.267375,1001.438165,-33.32610380,31.22706147,-192.5276827,179.2042880
