334.12 333.21 332.22 331.51 331.27 330.84 330.06 329.51 330.20 331.61 332.96 334.23 335.27 336.24 338.44 340.65 342.08 342.82 342.92 341.94 339.35 337.96 338.29 338.01 336.53 335.38 335.46 334.41 334.45 333.65 332.04 330.00 327.57 325.07 322.90 320.74 319.16 317.95 316.84 315.73 314.98 315.60 316.35 316.45 316.10 315.30 313.93 312.41 311.05 310.76 311.18 312.02 313.27 314.33 312.83 310.31 308.64 307.28 306.40 306.23 306.43 307.01 307.54 307.60 307.23 306.55 305.63 304.82 304.99 305.74 306.20 306.01 306.84 308.93 310.09 309.73 308.80
338.95 336.78 333.92 331.42 330.12 329.76 329.43 329.11 329.93 331.41 332.70 333.72 334.29 334.45 336.45 338.18 339.35 340.88 342.50 342.45 338.80 335.98 336.31 336.24 334.61 333.17 333.36 332.28 332.45 331.38 329.36 327.38 325.64 323.85 322.11 320.34 319.00 317.90 316.74 315.34 314.34 314.91 315.76 316.24 316.36 315.89 314.59 313.17 311.53 310.56 310.17 310.44 311.47 312.61 311.11 308.53 306.96 305.87 305.32 305.39 305.72 306.24 306.39 306.00 305.51 305.31 305.21 304.96 304.97 305.06 305.14 305.26 306.44 308.47 309.65 309.35 308.27
342.07 338.83 335.05 331.70 329.63 328.99 328.84 328.74 329.49 330.70 331.71 332.34 332.49 332.41 334.26 335.59 336.50 338.51 340.93 341.40 337.77 333.95 334.26 334.66 333.13 330.96 330.29 329.44 329.37 327.95 326.01 324.55 323.51 322.40 321.19 319.91 318.80 317.80 316.67 315.21 314.07 314.48 315.51 316.11 316.08 315.56 314.65 313.82 312.52 311.01 309.80 309.23 309.47 310.36 309.61 307.59 306.18 305.24 304.84 304.88 305.13 305.52 305.21 304.37 303.78 303.83 304.41 305.20 305.54 304.97 304.52 304.59 305.49 306.82 307.77 308.26 307.51
342.84 339.00 335.08 331.74 329.49 328.58 328.35 328.34 328.89 329.66 330.27 330.51 330.38 330.40 331.86 332.76 333.59 335.68 337.83 338.02 335.02 331.22 331.44 331.93 330.49 327.96 326.59 326.32 326.10 324.62 323.14 322.27 321.70 321.02 320.25 319.39 318.48 317.58 316.54 315.19 314.03 314.49 315.85 316.45 316.00 314.96 313.92 313.21 312.89 311.62 310.17 308.99 308.34 308.51 308.21 306.88 305.71 305.00 304.76 304.68 304.70 304.84 304.14 303.00 302.31 302.43 303.54 305.52 306.40 305.36 304.27 303.71 303.78 304.30 305.63 307.27 306.72
343.26 339.19 334.86 331.47 329.32 328.36 327.99 327.92 328.25 328.64 328.88 328.82 328.50 328.38 329.02 329.38 330.31 332.03 333.10 332.43 330.02 327.39 327.59 327.55 326.17 324.26 323.30 323.69 323.60 322.44 321.41 320.82 320.41 319.90 319.38 318.79 318.04 317.22 316.25 315.06 314.03 314.83 316.57 317.26 316.67 315.22 313.59 312.35 312.73 312.08 310.82 309.37 308.11 307.46 307.05 306.17 305.31 304.92 304.89 304.74 304.61 304.46 303.54 302.29 301.48 301.47 302.77 305.50 306.92 305.79 304.07 302.52 301.51 301.47 303.71 306.27 305.99
342.07 339.22 335.15 331.66 329.37 328.28 327.76 327.52 327.64 327.82 327.90 327.73 327.23 326.52 326.27 326.27 326.79 327.32 327.11 326.06 324.57 323.63 323.97 323.82 322.99 322.16 321.92 322.29 322.16 321.24 320.33 319.79 319.48 319.13 318.72 318.22 317.58 316.76 315.74 314.69 313.96 315.18 317.18 318.18 318.14 317.17 315.34 313.47 313.06 312.32 311.07 309.60 308.18 307.14 306.35 305.58 304.99 304.94 305.14 305.12 305.13 304.76 303.73 302.45 301.42 301.11 302.19 305.03 306.88 305.91 303.75 301.26 299.35 299.11 302.27 305.23 305.36
339.78 337.58 334.50 331.62 329.48 328.29 327.59 327.08 327.02 327.09 327.10 326.94 326.47 325.58 324.64 324.42 324.43 324.20 323.59 322.90 322.34 322.16 322.34 322.16 321.63 321.12 320.95 321.03 320.74 320.09 319.46 319.05 318.78 318.52 318.20 317.78 317.18 316.30 315.21 314.24 313.90 315.55 317.84 319.01 319.27 319.11 318.19 316.34 314.32 312.43 310.78 309.35 308.06 307.03 306.16 305.39 305.05 305.31 305.79 306.16 306.58 305.98 304.69 303.18 301.84 301.20 301.95 304.68 306.85 305.70 303.39 300.62 298.37 297.97 301.36 304.34 304.79
337.95 336.49 334.46 332.23 330.21 328.70 327.60 326.71 326.41 326.38 326.35 326.16 325.69 324.75 323.63 323.16 322.84 322.39 321.83 321.41 321.20 321.19 321.17 320.91 320.49 320.14 319.98 319.91 319.59 319.11 318.66 318.33 318.11 317.92 317.68 317.29 316.67 315.75 314.70 313.90 313.90 315.97 318.62 319.67 319.49 319.02 318.16 316.21 313.75 311.70 310.13 308.90 307.85 307.01 306.35 305.81 305.74 306.25 306.83 307.16 307.49 306.79 305.37 303.85 302.36 301.43 301.85 304.29 305.82 304.97 303.69 301.66 299.43 298.58 301.40 303.61 304.07
336.38 335.79 334.64 332.96 331.05 329.24 327.75 326.51 325.90 325.62 325.47 325.27 324.81 323.97 323.00 322.26 321.63 321.12 320.73 320.49 320.38 320.34 320.21 319.91 319.55 319.25 319.05 318.88 318.57 318.18 317.82 317.55 317.38 317.22 316.96 316.52 315.90 315.10 314.24 313.61 313.73 315.65 318.27 319.44 318.80 317.43 316.12 314.47 312.31 310.53 309.23 308.31 307.68 307.27 306.99 306.72 306.68 307.12 307.56 307.60 307.60 306.98 305.80 304.51 303.04 301.75 301.53 303.07 304.11 303.68 303.06 302.04 300.74 300.11 301.59 302.66 303.81
334.84 334.92 334.38 333.11 331.38 329.51 327.85 326.47 325.50 324.82 324.47 324.29 323.97 323.39 322.68 321.72 320.86 320.36 320.12 319.97 319.84 319.68 319.43 319.10 318.75 318.45 318.18 317.94 317.66 317.33 317.03 316.81 316.64 316.43 316.04 315.53 314.99 314.44 313.87 313.36 313.28 314.51 316.51 317.77 317.15 315.30 313.54 312.12 310.51 309.19 308.37 307.97 307.87 307.93 307.99 307.85 307.73 308.00 308.25 307.98 307.61 307.11 306.27 305.27 303.90 302.30 301.39 301.85 302.42 302.29 302.04 301.65 301.10 300.67 300.85 301.52 303.31
