,nodeStart,nodeEnd,geometry
0,77,310626,"LINESTRING (457934.7813 7605680.25, 457947.2813 7605692.75, 457959.7813 7605705.25, 457972.2813 7605717.75, 457984.7813 7605730.25, 457984.7813 7605742.75, 457984.7813 7605755.25, 457984.7813 7605767.75, 457984.7813 7605780.25, 457997.2813 7605792.75, 458009.7813 7605805.25, 458022.2813 7605817.75, 458034.7813 7605830.25, 458047.2813 7605842.75, 458059.7813 7605842.75, 458072.2813 7605842.75, 458084.7813 7605842.75, 458097.2813 7605842.75, 458109.7813 7605842.75, 458122.2813 7605855.25, 458134.7813 7605867.75, 458147.2813 7605880.25, 458159.7813 7605892.75, 458172.2813 7605905.25, 458184.7813 7605917.75, 458197.2813 7605930.25, 458209.7813 7605942.75, 458222.2813 7605955.25, 458234.7813 7605967.75, 458247.2813 7605980.25, 458259.7813 7605992.75, 458272.2813 7606005.25, 458284.7813 7606017.75, 458297.2813 7606030.25, 458309.7813 7606042.75, 458322.2813 7606055.25, 458334.7813 7606067.75, 458347.2813 7606080.25, 458359.7813 7606092.75, 458372.2813 7606105.25, 458384.7813 7606117.75, 458397.2813 7606130.25, 458409.7813 7606142.75, 458422.2813 7606155.25, 458434.7813 7606167.75, 458447.2813 7606180.25, 458459.7813 7606192.75, 458472.2813 7606205.25, 458484.7813 7606217.75, 458497.2813 7606230.25, 458497.2813 7606242.75, 458497.2813 7606255.25, 458497.2813 7606267.75, 458497.2813 7606280.25, 458497.2813 7606292.75, 458497.2813 7606305.25, 458497.2813 7606317.75, 458497.2813 7606330.25, 458497.2813 7606342.75, 458497.2813 7606355.25, 458497.2813 7606367.75, 458497.2813 7606380.25, 458497.2813 7606392.75, 458497.2813 7606405.25, 458497.2813 7606417.75, 458497.2813 7606430.25, 458497.2813 7606442.75, 458497.2813 7606455.25, 458497.2813 7606467.75, 458509.7813 7606480.25, 458509.7813 7606492.75, 458509.7813 7606505.25, 458509.7813 7606517.75, 458509.7813 7606530.25, 458522.2813 7606542.75, 458522.2813 7606555.25, 458522.2813 7606567.75, 458534.7813 7606580.25, 458534.7813 7606592.75, 458547.2813 7606605.25, 458559.7813 7606617.75, 458559.7813 7606630.25, 458572.2813 7606642.75, 458572.2813 7606655.25, 458572.2813 7606667.75, 458572.2813 7606680.25, 458584.7813 7606692.75, 458597.2813 7606705.25, 458597.2813 7606717.75, 458597.2813 7606730.25, 458597.2813 7606742.75, 458609.7813 7606755.25, 458597.2813 7606767.75, 458609.7813 7606780.25, 458622.2813 7606792.75, 458634.7813 7606805.25, 458647.2813 7606817.75, 458659.7813 7606830.25, 458672.2813 7606842.75, 458672.2813 7606855.25, 458672.2813 7606867.75, 458672.2813 7606880.25, 458672.2813 7606892.75, 458672.2813 7606905.25, 458672.2813 7606917.75, 458672.2813 7606930.25, 458672.2813 7606942.75, 458672.2813 7606955.25, 458684.7813 7606967.75, 458684.7813 7606980.25, 458684.7813 7606992.75, 458684.7813 7607005.25, 458684.7813 7607017.75, 458697.2813 7607030.25, 458709.7813 7607042.75, 458709.7813 7607055.25, 458722.2813 7607067.75, 458722.2813 7607080.25, 458734.7813 7607092.75, 458747.2813 7607105.25, 458747.2813 7607117.75, 458747.2813 7607130.25, 458747.2813 7607142.75, 458747.2813 7607155.25, 458759.7813 7607167.75, 458772.2813 7607180.25, 458784.7813 7607192.75, 458797.2813 7607205.25, 458809.7813 7607217.75, 458822.2813 7607230.25, 458834.7813 7607242.75, 458847.2813 7607255.25, 458859.7813 7607267.75, 458872.2813 7607280.25, 458884.7813 7607292.75, 458884.7813 7607305.25, 458884.7813 7607317.75, 458884.7813 7607330.25, 458884.7813 7607342.75, 458884.7813 7607355.25, 458884.7813 7607367.75, 458884.7813 7607380.25, 458884.7813 7607392.75, 458884.7813 7607405.25, 458884.7813 7607417.75, 458884.7813 7607430.25, 458897.2813 7607442.75, 458909.7813 7607455.25, 458922.2813 7607467.75, 458922.2813 7607480.25, 458922.2813 7607492.75, 458922.2813 7607505.25, 458922.2813 7607517.75, 458909.7813 7607530.25, 458909.7813 7607542.75, 458909.7813 7607555.25, 458909.7813 7607567.75, 458909.7813 7607580.25, 458909.7813 7607592.75, 458909.7813 7607605.25, 458909.7813 7607617.75, 458909.7813 7607630.25, 458909.7813 7607642.75, 458909.7813 7607655.25, 458909.7813 7607667.75, 458909.7813 7607680.25, 458922.2813 7607692.75, 458934.7813 7607705.25, 458947.2813 7607717.75, 458959.7813 7607730.25, 458959.7813 7607742.75, 458972.2813 7607755.25, 458972.2813 7607767.75, 458972.2813 7607780.25, 458959.7813 7607792.75, 458947.2813 7607805.25, 458947.2813 7607817.75, 458959.7813 7607830.25, 458959.7813 7607842.75, 458972.2813 7607855.25, 458984.7813 7607867.75, 458997.2813 7607880.25, 459009.7813 7607892.75, 459022.2813 7607905.25, 459034.7813 7607917.75, 459047.2813 7607930.25, 459059.7813 7607942.75, 459072.2813 7607955.25, 459072.2813 7607967.75, 459072.2813 7607980.25, 459084.7813 7607992.75, 459072.2813 7608005.25, 459059.7813 7608005.25, 459047.2813 7608017.75, 459059.7813 7608030.25, 459059.7813 7608042.75, 459047.2813 7608055.25)"
1,310626,402078,"LINESTRING (459047.2813 7608055.25, 459034.7813 7608067.75, 459022.2813 7608080.25, 459009.7813 7608092.75, 458997.2813 7608105.25, 458984.7813 7608117.75, 458972.2813 7608130.25, 458959.7813 7608142.75, 458947.2813 7608155.25, 458934.7813 7608167.75, 458922.2813 7608180.25, 458909.7813 7608192.75, 458897.2813 7608205.25, 458884.7813 7608217.75, 458872.2813 7608230.25, 458859.7813 7608242.75, 458847.2813 7608255.25, 458847.2813 7608267.75, 458847.2813 7608280.25, 458847.2813 7608292.75, 458847.2813 7608305.25, 458834.7813 7608317.75, 458822.2813 7608330.25, 458809.7813 7608342.75, 458797.2813 7608355.25, 458784.7813 7608367.75, 458772.2813 7608380.25, 458759.7813 7608392.75, 458747.2813 7608405.25, 458734.7813 7608417.75, 458722.2813 7608430.25, 458709.7813 7608442.75, 458697.2813 7608455.25, 458684.7813 7608467.75, 458672.2813 7608480.25, 458659.7813 7608492.75, 458647.2813 7608505.25, 458634.7813 7608517.75, 458622.2813 7608530.25, 458609.7813 7608542.75, 458597.2813 7608555.25, 458584.7813 7608567.75, 458572.2813 7608580.25, 458559.7813 7608592.75, 458547.2813 7608605.25, 458534.7813 7608617.75, 458522.2813 7608630.25, 458509.7813 7608642.75, 458497.2813 7608655.25, 458484.7813 7608667.75, 458472.2813 7608680.25, 458459.7813 7608692.75, 458447.2813 7608705.25, 458434.7813 7608717.75, 458422.2813 7608730.25, 458409.7813 7608742.75, 458397.2813 7608755.25)"
2,310626,474488,"LINESTRING (459047.2813 7608055.25, 459059.7813 7608067.75, 459059.7813 7608080.25, 459072.2813 7608092.75, 459072.2813 7608105.25, 459084.7813 7608117.75, 459097.2813 7608130.25, 459109.7813 7608142.75, 459122.2813 7608155.25, 459122.2813 7608167.75, 459134.7813 7608180.25, 459147.2813 7608192.75, 459159.7813 7608205.25, 459172.2813 7608217.75, 459172.2813 7608230.25, 459172.2813 7608242.75, 459184.7813 7608255.25, 459197.2813 7608267.75, 459209.7813 7608280.25, 459222.2813 7608280.25, 459234.7813 7608267.75, 459247.2813 7608267.75, 459259.7813 7608267.75, 459272.2813 7608267.75, 459284.7813 7608267.75, 459297.2813 7608267.75, 459309.7813 7608267.75, 459322.2813 7608267.75, 459334.7813 7608267.75, 459347.2813 7608267.75, 459359.7813 7608267.75, 459372.2813 7608255.25, 459384.7813 7608242.75, 459397.2813 7608230.25, 459409.7813 7608230.25, 459422.2813 7608217.75, 459409.7813 7608205.25, 459397.2813 7608205.25, 459384.7813 7608205.25, 459372.2813 7608205.25, 459359.7813 7608205.25, 459347.2813 7608192.75, 459334.7813 7608192.75, 459322.2813 7608192.75, 459309.7813 7608180.25, 459322.2813 7608167.75, 459334.7813 7608155.25, 459347.2813 7608142.75, 459359.7813 7608130.25, 459372.2813 7608117.75, 459384.7813 7608105.25, 459397.2813 7608092.75, 459409.7813 7608080.25, 459422.2813 7608067.75, 459422.2813 7608055.25, 459434.7813 7608042.75, 459447.2813 7608030.25, 459459.7813 7608017.75, 459472.2813 7608005.25, 459484.7813 7607992.75, 459497.2813 7607980.25, 459509.7813 7607967.75, 459522.2813 7607955.25, 459534.7813 7607942.75, 459547.2813 7607930.25, 459559.7813 7607930.25, 459572.2813 7607930.25, 459584.7813 7607930.25, 459597.2813 7607930.25, 459609.7813 7607930.25, 459622.2813 7607930.25, 459634.7813 7607930.25, 459647.2813 7607930.25, 459659.7813 7607930.25, 459672.2813 7607930.25, 459684.7813 7607930.25, 459697.2813 7607930.25, 459709.7813 7607930.25, 459722.2813 7607930.25, 459734.7813 7607930.25, 459747.2813 7607942.75, 459759.7813 7607942.75, 459772.2813 7607942.75, 459784.7813 7607942.75, 459797.2813 7607942.75, 459809.7813 7607942.75, 459822.2813 7607942.75, 459834.7813 7607942.75, 459847.2813 7607942.75, 459859.7813 7607942.75, 459872.2813 7607942.75, 459884.7813 7607942.75, 459897.2813 7607942.75, 459909.7813 7607955.25, 459922.2813 7607967.75, 459934.7813 7607980.25, 459947.2813 7607992.75, 459959.7813 7608005.25, 459972.2813 7608017.75, 459984.7813 7608030.25, 459997.2813 7608042.75, 460009.7813 7608055.25, 460022.2813 7608067.75, 460034.7813 7608067.75, 460047.2813 7608067.75, 460059.7813 7608080.25, 460072.2813 7608092.75, 460084.7813 7608105.25, 460097.2813 7608117.75, 460109.7813 7608117.75, 460122.2813 7608130.25, 460134.7813 7608130.25, 460147.2813 7608130.25, 460159.7813 7608142.75, 460172.2813 7608142.75, 460184.7813 7608155.25, 460197.2813 7608155.25, 460209.7813 7608155.25, 460222.2813 7608155.25, 460234.7813 7608167.75, 460247.2813 7608180.25, 460259.7813 7608180.25, 460272.2813 7608180.25, 460284.7813 7608180.25, 460297.2813 7608192.75, 460309.7813 7608205.25, 460322.2813 7608192.75, 460334.7813 7608205.25, 460347.2813 7608217.75, 460359.7813 7608230.25, 460372.2813 7608230.25, 460384.7813 7608230.25, 460397.2813 7608230.25, 460409.7813 7608230.25, 460422.2813 7608230.25, 460434.7813 7608230.25, 460447.2813 7608230.25, 460459.7813 7608230.25, 460472.2813 7608230.25, 460484.7813 7608230.25, 460497.2813 7608230.25, 460509.7813 7608230.25, 460522.2813 7608230.25, 460534.7813 7608230.25, 460547.2813 7608230.25, 460559.7813 7608230.25, 460572.2813 7608230.25, 460584.7813 7608230.25, 460597.2813 7608230.25, 460609.7813 7608230.25, 460622.2813 7608230.25, 460634.7813 7608230.25, 460647.2813 7608230.25, 460659.7813 7608230.25, 460672.2813 7608230.25, 460684.7813 7608230.25, 460697.2813 7608230.25, 460709.7813 7608230.25, 460722.2813 7608230.25, 460734.7813 7608230.25, 460747.2813 7608230.25, 460759.7813 7608230.25, 460772.2813 7608230.25, 460784.7813 7608230.25, 460797.2813 7608230.25, 460809.7813 7608230.25, 460822.2813 7608230.25, 460834.7813 7608230.25, 460847.2813 7608230.25, 460859.7813 7608230.25, 460872.2813 7608230.25, 460884.7813 7608217.75, 460897.2813 7608205.25, 460909.7813 7608192.75, 460922.2813 7608180.25, 460934.7813 7608167.75, 460947.2813 7608155.25, 460959.7813 7608142.75, 460972.2813 7608130.25, 460984.7813 7608117.75, 460997.2813 7608105.25, 461009.7813 7608092.75, 461022.2813 7608080.25, 461034.7813 7608067.75, 461047.2813 7608055.25, 461059.7813 7608042.75, 461072.2813 7608042.75, 461084.7813 7608030.25, 461097.2813 7608017.75, 461109.7813 7608005.25, 461122.2813 7607992.75, 461134.7813 7607980.25, 461147.2813 7607967.75, 461159.7813 7607955.25, 461172.2813 7607942.75, 461184.7813 7607930.25, 461197.2813 7607917.75, 461209.7813 7607917.75, 461222.2813 7607905.25, 461234.7813 7607892.75, 461247.2813 7607880.25, 461259.7813 7607867.75, 461272.2813 7607855.25, 461284.7813 7607842.75, 461297.2813 7607830.25, 461309.7813 7607817.75, 461322.2813 7607805.25, 461334.7813 7607805.25, 461347.2813 7607792.75, 461359.7813 7607780.25, 461372.2813 7607767.75, 461384.7813 7607755.25, 461397.2813 7607742.75, 461409.7813 7607730.25, 461422.2813 7607717.75, 461434.7813 7607705.25, 461447.2813 7607692.75, 461459.7813 7607680.25, 461472.2813 7607667.75, 461484.7813 7607655.25, 461497.2813 7607655.25, 461509.7813 7607655.25, 461522.2813 7607655.25, 461534.7813 7607655.25, 461547.2813 7607642.75, 461559.7813 7607630.25, 461572.2813 7607630.25, 461584.7813 7607630.25, 461597.2813 7607630.25, 461609.7813 7607630.25, 461622.2813 7607630.25, 461634.7813 7607630.25, 461647.2813 7607630.25, 461659.7813 7607630.25, 461672.2813 7607630.25, 461684.7813 7607630.25, 461697.2813 7607630.25, 461709.7813 7607617.75, 461722.2813 7607617.75, 461734.7813 7607605.25, 461747.2813 7607592.75, 461759.7813 7607580.25, 461772.2813 7607567.75, 461784.7813 7607555.25, 461784.7813 7607542.75, 461797.2813 7607530.25, 461809.7813 7607517.75, 461822.2813 7607505.25, 461834.7813 7607492.75, 461847.2813 7607480.25, 461859.7813 7607467.75, 461872.2813 7607455.25, 461884.7813 7607442.75, 461897.2813 7607430.25, 461909.7813 7607417.75, 461922.2813 7607405.25, 461934.7813 7607405.25, 461947.2813 7607405.25, 461959.7813 7607405.25, 461972.2813 7607405.25, 461984.7813 7607405.25, 461997.2813 7607405.25, 462009.7813 7607405.25, 462022.2813 7607405.25, 462034.7813 7607392.75, 462047.2813 7607392.75, 462059.7813 7607380.25, 462072.2813 7607367.75, 462084.7813 7607355.25, 462097.2813 7607355.25, 462109.7813 7607355.25, 462122.2813 7607355.25, 462134.7813 7607355.25, 462147.2813 7607367.75, 462159.7813 7607355.25, 462172.2813 7607355.25, 462184.7813 7607355.25, 462197.2813 7607355.25, 462209.7813 7607355.25, 462222.2813 7607355.25, 462234.7813 7607355.25, 462247.2813 7607355.25, 462259.7813 7607342.75, 462272.2813 7607342.75, 462284.7813 7607342.75, 462297.2813 7607330.25, 462309.7813 7607317.75, 462322.2813 7607305.25, 462334.7813 7607292.75, 462347.2813 7607280.25, 462359.7813 7607267.75, 462359.7813 7607255.25, 462359.7813 7607242.75, 462372.2813 7607242.75, 462384.7813 7607242.75, 462397.2813 7607255.25, 462409.7813 7607242.75, 462422.2813 7607255.25, 462434.7813 7607267.75, 462447.2813 7607280.25, 462459.7813 7607292.75, 462472.2813 7607305.25, 462484.7813 7607317.75, 462497.2813 7607330.25, 462509.7813 7607342.75, 462522.2813 7607355.25, 462522.2813 7607367.75, 462534.7813 7607380.25, 462547.2813 7607392.75, 462559.7813 7607405.25, 462572.2813 7607417.75, 462584.7813 7607430.25, 462597.2813 7607442.75, 462609.7813 7607455.25, 462622.2813 7607467.75, 462634.7813 7607480.25, 462647.2813 7607480.25, 462659.7813 7607492.75, 462672.2813 7607505.25, 462684.7813 7607505.25, 462697.2813 7607505.25, 462709.7813 7607505.25, 462722.2813 7607517.75, 462734.7813 7607530.25, 462734.7813 7607542.75, 462734.7813 7607555.25, 462734.7813 7607567.75, 462747.2813 7607580.25, 462759.7813 7607567.75, 462772.2813 7607580.25, 462784.7813 7607592.75, 462797.2813 7607605.25, 462809.7813 7607617.75, 462822.2813 7607605.25, 462834.7813 7607605.25, 462847.2813 7607592.75, 462859.7813 7607592.75, 462872.2813 7607592.75, 462884.7813 7607592.75, 462897.2813 7607605.25, 462909.7813 7607617.75, 462922.2813 7607605.25, 462934.7813 7607605.25, 462947.2813 7607605.25, 462959.7813 7607592.75, 462972.2813 7607580.25, 462984.7813 7607580.25, 462997.2813 7607580.25, 463009.7813 7607567.75, 463022.2813 7607555.25, 463034.7813 7607555.25, 463047.2813 7607542.75, 463059.7813 7607542.75, 463072.2813 7607542.75, 463084.7813 7607555.25, 463097.2813 7607555.25, 463109.7813 7607555.25, 463122.2813 7607567.75, 463134.7813 7607555.25, 463147.2813 7607567.75, 463159.7813 7607580.25, 463172.2813 7607592.75, 463184.7813 7607605.25, 463197.2813 7607617.75, 463209.7813 7607630.25, 463222.2813 7607642.75, 463234.7813 7607655.25, 463247.2813 7607667.75, 463259.7813 7607667.75, 463272.2813 7607667.75, 463284.7813 7607667.75, 463297.2813 7607667.75, 463309.7813 7607655.25, 463322.2813 7607642.75, 463334.7813 7607630.25, 463347.2813 7607617.75, 463359.7813 7607605.25, 463372.2813 7607592.75, 463384.7813 7607580.25, 463397.2813 7607580.25, 463409.7813 7607580.25, 463422.2813 7607580.25, 463434.7813 7607580.25, 463447.2813 7607580.25, 463459.7813 7607592.75, 463472.2813 7607580.25, 463484.7813 7607580.25, 463497.2813 7607580.25, 463509.7813 7607580.25, 463522.2813 7607580.25, 463534.7813 7607580.25, 463547.2813 7607580.25, 463559.7813 7607580.25, 463572.2813 7607580.25, 463584.7813 7607580.25, 463597.2813 7607580.25, 463609.7813 7607592.75, 463622.2813 7607605.25, 463634.7813 7607617.75, 463647.2813 7607630.25, 463659.7813 7607642.75, 463672.2813 7607655.25, 463684.7813 7607667.75, 463697.2813 7607680.25, 463709.7813 7607692.75, 463722.2813 7607705.25, 463734.7813 7607717.75, 463747.2813 7607730.25, 463759.7813 7607742.75, 463772.2813 7607755.25, 463784.7813 7607767.75, 463797.2813 7607780.25, 463809.7813 7607792.75, 463822.2813 7607792.75, 463834.7813 7607805.25, 463847.2813 7607805.25, 463859.7813 7607805.25, 463872.2813 7607805.25, 463884.7813 7607805.25, 463897.2813 7607805.25, 463909.7813 7607805.25, 463922.2813 7607805.25, 463934.7813 7607805.25, 463947.2813 7607805.25, 463959.7813 7607805.25, 463972.2813 7607805.25, 463972.2813 7607792.75, 463984.7813 7607780.25, 463997.2813 7607780.25, 464009.7813 7607780.25, 464022.2813 7607780.25, 464034.7813 7607792.75, 464047.2813 7607805.25, 464059.7813 7607817.75, 464072.2813 7607830.25, 464084.7813 7607842.75, 464097.2813 7607855.25, 464109.7813 7607867.75, 464122.2813 7607880.25, 464134.7813 7607892.75, 464147.2813 7607905.25, 464159.7813 7607917.75, 464172.2813 7607930.25, 464172.2813 7607942.75, 464172.2813 7607955.25, 464172.2813 7607967.75, 464172.2813 7607980.25, 464172.2813 7607992.75, 464172.2813 7608005.25, 464172.2813 7608017.75, 464172.2813 7608030.25, 464172.2813 7608042.75, 464172.2813 7608055.25, 464172.2813 7608067.75, 464172.2813 7608080.25, 464172.2813 7608092.75, 464172.2813 7608105.25, 464172.2813 7608117.75, 464172.2813 7608130.25, 464172.2813 7608142.75, 464172.2813 7608155.25, 464172.2813 7608167.75, 464184.7813 7608180.25, 464184.7813 7608192.75, 464197.2813 7608205.25, 464197.2813 7608217.75, 464197.2813 7608230.25, 464197.2813 7608242.75, 464209.7813 7608255.25, 464222.2813 7608267.75, 464234.7813 7608280.25, 464247.2813 7608292.75, 464259.7813 7608305.25, 464272.2813 7608317.75, 464284.7813 7608330.25, 464297.2813 7608342.75, 464309.7813 7608355.25, 464309.7813 7608367.75, 464309.7813 7608380.25, 464322.2813 7608392.75, 464334.7813 7608405.25, 464347.2813 7608417.75, 464359.7813 7608430.25, 464372.2813 7608442.75, 464384.7813 7608455.25, 464397.2813 7608467.75, 464409.7813 7608480.25, 464422.2813 7608492.75, 464434.7813 7608505.25, 464447.2813 7608517.75, 464459.7813 7608530.25, 464472.2813 7608542.75, 464484.7813 7608555.25, 464497.2813 7608567.75, 464509.7813 7608580.25, 464522.2813 7608592.75, 464534.7813 7608605.25, 464547.2813 7608617.75, 464559.7813 7608630.25, 464572.2813 7608642.75, 464584.7813 7608655.25, 464597.2813 7608667.75, 464609.7813 7608680.25, 464622.2813 7608692.75, 464634.7813 7608705.25, 464647.2813 7608717.75, 464647.2813 7608730.25, 464659.7813 7608742.75, 464659.7813 7608755.25, 464672.2813 7608767.75, 464684.7813 7608780.25, 464684.7813 7608792.75, 464684.7813 7608805.25, 464684.7813 7608817.75, 464684.7813 7608830.25, 464684.7813 7608842.75, 464697.2813 7608855.25, 464697.2813 7608867.75, 464697.2813 7608880.25, 464697.2813 7608892.75, 464697.2813 7608905.25, 464697.2813 7608917.75, 464697.2813 7608930.25, 464697.2813 7608942.75, 464709.7813 7608955.25, 464722.2813 7608967.75, 464722.2813 7608980.25, 464734.7813 7608992.75, 464734.7813 7609005.25, 464734.7813 7609017.75, 464734.7813 7609030.25, 464747.2813 7609042.75, 464747.2813 7609055.25, 464747.2813 7609067.75, 464759.7813 7609080.25, 464759.7813 7609092.75, 464759.7813 7609105.25, 464759.7813 7609117.75, 464772.2813 7609130.25, 464784.7813 7609142.75, 464784.7813 7609155.25, 464797.2813 7609167.75, 464797.2813 7609180.25, 464809.7813 7609192.75, 464809.7813 7609205.25, 464809.7813 7609217.75, 464809.7813 7609230.25, 464809.7813 7609242.75, 464809.7813 7609255.25, 464809.7813 7609267.75, 464809.7813 7609280.25, 464809.7813 7609292.75, 464822.2813 7609305.25)"
