#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
166 4 25 15 1370.1298 3.122488191839412 6.038067573810619e-05 32.56989338683263 1 1.0 0.03700000047683716 2 1.0 0 17956913
167 4 26 15 364.64728 3.21058861083374 0.00013934788390539956 32.48716402603013 1 1.0 0.03700000047683716 2 1.0 0 17956913
168 4 26 14 700.86237 3.264700370731767 0.00011577664624435947 32.43635119949237 1 1.0 0.03700000047683716 2 1.0 0 17956913
169 1 27 14 1000.6598 3.351111963505789 0.001 32.355207705310114 1 1.0 0.03700000047683716 1 1.0 0 17956913
170 1 28 14 390.03632 6.6891853382932345 0.0006818625491072092 32.65512976007584 1 2.319579 0.03700000047683716 2 1.0 0 17956919
171 1 28 15 172.9214 6.727982478414694 0.001 32.38917860345963 1 6.7781124 0.03700000047683716 1 1.0 0 17956919
172 1 26 12 116.209755 25.23727612666066 0.0006525096969766243 29.66454411836076 1 9.604974 0.03700000047683716 2 1.0 0 17956955
173 1 27 11 333.36008 25.240832890111605 0.0006123785386998544 29.58871612637662 1 1.0 0.03700000047683716 2 1.0 0 17956955
174 1 27 12 876.96234 25.250408335348265 0.0004491134784317679 29.384573569621097 1 1.2098312 0.03700000047683716 2 1.0 0 17956955
175 1 28 12 1458.133 25.268882400047307 0.001 28.990717962062327 1 1.0 0.03700000047683716 1 1.0 0 17956955
176 1 27 7 794.92035 4.676767042862946 1e-05 33.31502914428711 1 1.0 0.03700000047683716 1 1.0 0 17956961
177 1 28 7 1001.65826 4.761114770643042 0.001 33.31502914428711 1 1.0 0.03700000047683716 1 1.0 0 17956961
178 4 1 8 160.48048 19.42144575224556 1e-05 32.91991424560547 1 3.6370275 0.03700000047683716 2 1.0 0 17957815
179 4 2 8 1066.5188 19.429203281462495 1e-05 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957815
180 4 3 8 720.3323 19.440500394633805 1e-05 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957815
181 4 3 7 481.51633 19.448098914159942 1e-05 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957815
182 4 4 7 870.5771 19.456647332557083 1e-05 32.91991424560547 1 1.0 0.03700000047683716 2 1.0 0 17957815
183 4 4 6 913.12683 19.467924546351817 0.001 32.91991424560547 1 1.0 0.03700000047683716 1 1.0 0 17957815
184 1 18 3 1006.08044 31.74934959411621 0.001 30.79560089111328 1 1.0 0.03700000047683716 1 1.0 0 17958207
185 4 11 33 1370.5671 3.0025441646575928 0.001 37.34619140625 1 1.0 0.03700000047683716 0 1.0 0 18022216
186 4 26 32 94.49058 73.419189453125 1e-05 34.17790222167969 1 13.223722 0.03700000047683716 2 1.0 0 18022256
187 4 27 32 850.6508 73.419189453125 0.00036955418799498863 34.17790222167969 1 1.0 0.03700000047683716 1 1.0 0 18022256
188 4 9 27 632.4843 3.7127557006903973 1e-05 36.60846911138268 1 1.0 0.03700000047683716 2 1.0 0 18047170
189 4 8 27 1129.0331 3.772529631061626 1e-05 36.603173220040894 1 1.0 0.03700000047683716 2 1.0 0 18047170
190 4 7 27 57.912148 3.8128064949164187 5.64010601699156e-05 36.59960474306041 1 1.0 0.03700000047683716 2 1.0 0 18047170
191 4 7 28 1028.5258 3.8496728061216716 1e-05 36.596338436543455 1 1.0 0.03700000047683716 2 1.0 0 18047170
192 4 6 28 1017.33453 3.9190954138678062 1e-05 36.5901876851205 1 1.0 0.03700000047683716 2 1.0 0 18047170
193 4 5 28 1110.3428 3.991294331429864 1e-05 36.583790956311994 1 1.0 0.03700000047683716 2 1.0 0 18047170
194 4 4 28 147.3212 4.033970909438067 0.000680264788640836 36.580009867824636 1 1.0 0.03700000047683716 1 1.0 0 18047170
195 4 1 33 1110.7822 61.72013473510742 0.00014540682992285407 37.38289605524359 1 1.0 0.03700000047683716 1 1.0 0 18046670
196 4 1 32 1014.7993 61.72013473510742 0.00014120048793733815 37.22138073294449 1 1.0 0.03700000047683716 2 1.0 0 18046670
197 4 1 31 870.93427 61.72013473510742 8.83626528254634e-05 37.07809057430945 1 1.0 0.03700000047683716 2 1.0 0 18046670
198 4 2 31 141.85274 61.72013473510742 0.0003720238581466546 37.00113251220537 1 1.0 0.03700000047683716 2 1.0 0 18046670
199 4 2 30 552.64825 61.72013473510742 0.00018307107257307012 36.94835990953921 1 1.0 0.03700000047683716 2 1.0 0 18046670
200 4 1 30 778.8255 61.72013473510742 0.00010586837034847912 36.847186000851565 1 1.0 0.03700000047683716 1 1.0 0 18046670
