#k i j q boundname
10 12 23 -565.548 wel_100684
9 12 30 -121.332 wel_100688
9 14 31 -121.332 wel_101083
9 14 33 -121.332 wel_101084
10 15 13 -565.548 wel_101466
10 15 20 -1252.43 wel_101470
9 20 23 -121.332 wel_102654
10 22 4 -570.139 wel_103036
10 22 13 -1131.1 wel_103042
7 27 4 -151.686 wel_104218
7 27 7 -106.18 wel_104220
10 27 17 -1696.64 wel_104226
9 28 4 -120.502 wel_104612
7 28 17 -1483.88 wel_104620
10 28 22 -565.548 wel_104623
13 27 16 -22.5509 wel_58522
4 27 30 -5.63772 wel_58531
4 26 18 -5.63772 wel_58917
13 26 19 -45.1017 wel_58918
13 26 29 -11.2754 wel_58924
13 26 30 -16.9131 wel_58925
13 24 18 -5.63772 wel_59311
13 24 32 -33.8263 wel_59320
4 23 18 -16.9131 wel_59705
1 21 9 -5.63772 wel_60094
4 21 16 -11.2754 wel_60098
4 21 18 -5.63772 wel_60099
13 21 29 -5.63772 wel_60106
13 21 32 -5.63772 wel_60108
13 19 16 -11.2754 wel_60492
13 19 24 -16.9131 wel_60497
13 19 29 -5.63772 wel_60500
4 18 14 -28.1886 wel_60885
4 18 16 -11.2754 wel_60886
4 18 18 -16.9131 wel_60887
13 18 24 -22.5509 wel_60891
13 18 30 -11.2754 wel_60895
4 16 14 -67.6526 wel_61279
4 16 16 -264.973 wel_61280
13 16 18 -33.8263 wel_61281
13 16 26 -11.2754 wel_61286
4 15 16 -11.2754 wel_61674
4 15 22 -28.1886 wel_61678
13 15 26 -39.464 wel_61680
8 15 27 -11.2754 wel_61681
8 15 32 -5.63772 wel_61684
13 13 27 -22.5509 wel_62075
13 13 29 -39.464 wel_62076
13 13 30 -11.2754 wel_62077
13 13 32 -28.1886 wel_62078
13 11 19 -5.63772 wel_62464
13 11 26 -5.63772 wel_62468
13 11 27 -22.5509 wel_62469
13 11 29 -129.667 wel_62470
13 10 24 -5.63772 wel_62861
13 10 26 -5.63772 wel_62862
13 10 27 -11.2754 wel_62863
13 10 29 -11.2754 wel_62864
13 8 24 -11.2754 wel_63255
13 7 19 -50.7394 wel_63646
13 7 21 -11.2754 wel_63647
13 7 22 -11.2754 wel_63648
8 7 30 -5.63772 wel_63653
13 5 18 -5.63772 wel_64039
13 5 24 -16.9131 wel_64043
2 3 3 -5.63772 wel_64424
13 3 30 -5.63772 wel_64441
13 2 32 -11.2754 wel_64836
9 3 23 -6445.99 wel_98320
10 4 20 -565.548 wel_98712
9 4 23 -121.332 wel_98714
10 7 9 -570.139 wel_99493
10 9 28 -565.548 wel_99899
