2.292552e-01 2.280895e-01 2.269322e-01 2.257839e-01 2.246451e-01 2.235160e-01 2.223970e-01 2.212884e-01 2.201903e-01 2.191032e-01 2.180270e-01 2.169621e-01 2.159084e-01 2.148662e-01 2.138357e-01 2.128167e-01 2.118096e-01 2.108145e-01 2.098314e-01 2.088602e-01 2.079013e-01 2.069545e-01 2.060200e-01 2.050978e-01 2.041878e-01
2.286001e-01 2.274466e-01 2.263009e-01 2.251633e-01 2.240342e-01 2.229142e-01 2.218034e-01 2.207025e-01 2.196115e-01 2.185308e-01 2.174604e-01 2.164009e-01 2.153522e-01 2.143146e-01 2.132880e-01 2.122728e-01 2.112692e-01 2.102772e-01 2.092968e-01 2.083281e-01 2.073713e-01 2.064264e-01 2.054935e-01 2.045728e-01 2.036642e-01
2.279110e-01 2.267709e-01 2.256375e-01 2.245112e-01 2.233927e-01 2.222823e-01 2.211806e-01 2.200879e-01 2.190046e-01 2.179308e-01 2.168671e-01 2.158135e-01 2.147704e-01 2.137378e-01 2.127160e-01 2.117052e-01 2.107053e-01 2.097167e-01 2.087395e-01 2.077736e-01 2.068195e-01 2.058770e-01 2.049461e-01 2.040272e-01 2.031201e-01
2.271899e-01 2.260636e-01 2.249432e-01 2.238289e-01 2.227215e-01 2.216215e-01 2.205294e-01 2.194457e-01 2.183706e-01 2.173046e-01 2.162478e-01 2.152009e-01 2.141636e-01 2.131367e-01 2.121200e-01 2.111137e-01 2.101184e-01 2.091338e-01 2.081600e-01 2.071975e-01 2.062463e-01 2.053065e-01 2.043780e-01 2.034613e-01 2.025562e-01
2.264383e-01 2.253265e-01 2.242195e-01 2.231178e-01 2.220222e-01 2.209331e-01 2.198511e-01 2.187767e-01 2.177105e-01 2.166527e-01 2.156035e-01 2.145635e-01 2.135329e-01 2.125118e-01 2.115008e-01 2.104998e-01 2.095089e-01 2.085287e-01 2.075590e-01 2.066002e-01 2.056522e-01 2.047154e-01 2.037898e-01 2.028755e-01 2.019725e-01
2.256579e-01 2.245611e-01 2.234681e-01 2.223792e-01 2.212958e-01 2.202181e-01 2.191468e-01 2.180823e-01 2.170252e-01 2.159760e-01 2.149349e-01 2.139024e-01 2.128787e-01 2.118641e-01 2.108589e-01 2.098633e-01 2.088776e-01 2.079021e-01 2.069368e-01 2.059819e-01 2.050377e-01 2.041041e-01 2.031815e-01 2.022700e-01 2.013695e-01
2.248507e-01 2.237690e-01 2.226901e-01 2.216147e-01 2.205438e-01 2.194778e-01 2.184174e-01 2.173633e-01 2.163158e-01 2.152755e-01 2.142428e-01 2.132181e-01 2.122018e-01 2.111940e-01 2.101951e-01 2.092054e-01 2.082253e-01 2.072547e-01 2.062939e-01 2.053434e-01 2.044032e-01 2.034732e-01 2.025539e-01 2.016453e-01 2.007478e-01
2.240182e-01 2.229518e-01 2.218873e-01 2.208254e-01 2.197674e-01 2.187133e-01 2.176643e-01 2.166207e-01 2.155833e-01 2.145524e-01 2.135283e-01 2.125118e-01 2.115031e-01 2.105024e-01 2.095101e-01 2.085266e-01 2.075522e-01 2.065869e-01 2.056312e-01 2.046852e-01 2.037492e-01 2.028231e-01 2.019075e-01 2.010023e-01 2.001074e-01
2.231618e-01 2.221110e-01 2.210610e-01 2.200129e-01 2.189677e-01 2.179261e-01 2.168886e-01 2.158559e-01 2.148286e-01 2.138073e-01 2.127923e-01 2.117841e-01 2.107833e-01 2.097900e-01 2.088047e-01 2.078277e-01 2.068593e-01 2.058997e-01 2.049491e-01 2.040080e-01 2.030763e-01 2.021544e-01 2.012426e-01 2.003407e-01 1.994493e-01
2.222836e-01 2.212480e-01 2.202128e-01 2.191785e-01 2.181465e-01 2.171172e-01 2.160914e-01 2.150698e-01 2.140529e-01 2.130413e-01 2.120356e-01 2.110361e-01 2.100434e-01 2.090578e-01 2.080797e-01 2.071093e-01 2.061472e-01 2.051934e-01 2.042483e-01 2.033120e-01 2.023851e-01 2.014675e-01 2.005597e-01 1.996616e-01 1.987735e-01
2.213848e-01 2.203645e-01 2.193438e-01 2.183235e-01 2.173046e-01 2.162879e-01 2.152738e-01 2.142634e-01 2.132571e-01 2.122555e-01 2.112592e-01 2.102685e-01 2.092841e-01 2.083064e-01 2.073356e-01 2.063721e-01 2.054163e-01 2.044685e-01 2.035291e-01 2.025982e-01 2.016761e-01 2.007631e-01 1.998594e-01 1.989653e-01 1.980806e-01
2.204669e-01 2.194619e-01 2.184558e-01 2.174493e-01 2.164435e-01 2.154391e-01 2.144372e-01 2.134378e-01 2.124423e-01 2.114507e-01 2.104639e-01 2.094823e-01 2.085064e-01 2.075366e-01 2.065733e-01 2.056169e-01 2.046676e-01 2.037261e-01 2.027925e-01 2.018669e-01 2.009499e-01 2.000417e-01 1.991423e-01 1.982520e-01 1.973713e-01
