#k i j head boundname
5 25 22 288.071 perimeter-heads
5 25 23 287.476 perimeter-heads
5 25 24 286.92 perimeter-heads
5 1 2 312.867 perimeter-heads
5 1 3 312.534 perimeter-heads
5 1 4 312.199 perimeter-heads
5 1 5 311.844 perimeter-heads
5 1 6 311.459 perimeter-heads
5 1 7 311.039 perimeter-heads
5 1 8 310.574 perimeter-heads
5 1 9 310.061 perimeter-heads
5 1 10 309.502 perimeter-heads
5 1 11 308.908 perimeter-heads
5 1 12 308.266 perimeter-heads
5 1 13 307.564 perimeter-heads
5 1 14 306.788 perimeter-heads
5 1 15 305.966 perimeter-heads
5 1 16 305.115 perimeter-heads
5 1 17 304.239 perimeter-heads
5 1 18 303.348 perimeter-heads
5 1 19 302.477 perimeter-heads
5 1 20 301.681 perimeter-heads
5 1 21 300.934 perimeter-heads
5 1 22 300.213 perimeter-heads
5 1 23 299.515 perimeter-heads
5 1 24 298.825 perimeter-heads
