#k i j head boundname
1 11 25 290.71 perimeter-heads
1 12 25 290.149 perimeter-heads
1 13 25 290.038 perimeter-heads
1 18 25 288.82 perimeter-heads
1 25 23 287.071 perimeter-heads
2 1 25 298.196 perimeter-heads
2 2 25 297.541 perimeter-heads
2 3 25 296.739 perimeter-heads
2 4 25 296.088 perimeter-heads
2 5 25 295.483 perimeter-heads
2 6 25 294.835 perimeter-heads
2 7 25 294.01 perimeter-heads
2 8 25 293.006 perimeter-heads
2 9 25 292.117 perimeter-heads
2 10 25 291.346 perimeter-heads
2 11 25 290.719 perimeter-heads
2 12 25 290.182 perimeter-heads
2 13 25 290.045 perimeter-heads
2 14 25 289.886 perimeter-heads
2 15 25 289.691 perimeter-heads
2 16 25 289.444 perimeter-heads
2 17 25 289.148 perimeter-heads
2 18 25 288.824 perimeter-heads
2 19 25 288.568 perimeter-heads
2 21 25 287.992 perimeter-heads
2 24 25 286.697 perimeter-heads
2 25 25 286.189 perimeter-heads
2 25 19 289.285 perimeter-heads
2 25 20 288.698 perimeter-heads
2 25 21 288.09 perimeter-heads
2 25 22 287.611 perimeter-heads
2 25 23 287.072 perimeter-heads
2 1 18 303.297 perimeter-heads
2 1 19 302.293 perimeter-heads
2 1 20 301.588 perimeter-heads
2 1 21 300.897 perimeter-heads
2 1 22 300.18 perimeter-heads
2 1 23 299.535 perimeter-heads
2 1 24 298.837 perimeter-heads
3 1 25 298.182 perimeter-heads
3 2 25 297.521 perimeter-heads
3 3 25 296.749 perimeter-heads
3 4 25 296.091 perimeter-heads
3 5 25 295.474 perimeter-heads
3 6 25 294.812 perimeter-heads
3 7 25 293.987 perimeter-heads
3 8 25 293.011 perimeter-heads
3 9 25 292.139 perimeter-heads
3 10 25 291.373 perimeter-heads
3 11 25 290.734 perimeter-heads
3 12 25 290.245 perimeter-heads
3 13 25 290.06 perimeter-heads
3 14 25 289.878 perimeter-heads
3 15 25 289.67 perimeter-heads
3 16 25 289.427 perimeter-heads
3 17 25 289.141 perimeter-heads
3 18 25 288.832 perimeter-heads
3 19 25 288.572 perimeter-heads
3 20 25 288.346 perimeter-heads
3 21 25 287.991 perimeter-heads
3 22 25 287.627 perimeter-heads
3 23 25 287.204 perimeter-heads
3 24 25 286.7 perimeter-heads
3 25 25 286.202 perimeter-heads
3 1 1 313.307 perimeter-heads
3 2 1 313.043 perimeter-heads
3 3 1 312.581 perimeter-heads
3 4 1 312.387 perimeter-heads
3 5 1 312.157 perimeter-heads
3 6 1 311.943 perimeter-heads
3 7 1 311.711 perimeter-heads
3 8 1 311.453 perimeter-heads
3 25 18 290.722 perimeter-heads
3 25 19 289.286 perimeter-heads
3 25 20 288.696 perimeter-heads
3 25 21 288.092 perimeter-heads
3 25 22 287.611 perimeter-heads
3 25 23 287.079 perimeter-heads
3 25 24 286.658 perimeter-heads
3 1 2 312.838 perimeter-heads
3 1 3 312.532 perimeter-heads
3 1 4 312.212 perimeter-heads
3 1 5 311.869 perimeter-heads
3 1 6 311.52 perimeter-heads
3 1 7 311.129 perimeter-heads
3 1 8 310.689 perimeter-heads
3 1 9 310.165 perimeter-heads
3 1 10 309.595 perimeter-heads
3 1 11 309.019 perimeter-heads
3 1 12 308.407 perimeter-heads
3 1 13 307.721 perimeter-heads
3 1 14 306.892 perimeter-heads
3 1 15 306.016 perimeter-heads
3 1 16 305.127 perimeter-heads
3 1 17 304.244 perimeter-heads
3 1 18 303.298 perimeter-heads
3 1 19 302.333 perimeter-heads
3 1 20 301.603 perimeter-heads
3 1 21 300.901 perimeter-heads
3 1 22 300.185 perimeter-heads
3 1 23 299.526 perimeter-heads
3 1 24 298.835 perimeter-heads
4 1 25 298.167 perimeter-heads
4 2 25 297.501 perimeter-heads
4 3 25 296.759 perimeter-heads
4 4 25 296.094 perimeter-heads
4 5 25 295.465 perimeter-heads
4 6 25 294.789 perimeter-heads
4 7 25 293.964 perimeter-heads
4 8 25 293.014 perimeter-heads
4 9 25 292.165 perimeter-heads
4 10 25 291.409 perimeter-heads
4 11 25 290.765 perimeter-heads
4 12 25 290.318 perimeter-heads
4 13 25 290.086 perimeter-heads
4 14 25 289.879 perimeter-heads
4 15 25 289.658 perimeter-heads
4 16 25 289.416 perimeter-heads
4 17 25 289.14 perimeter-heads
4 18 25 288.843 perimeter-heads
4 19 25 288.578 perimeter-heads
4 20 25 288.326 perimeter-heads
4 21 25 287.983 perimeter-heads
4 22 25 287.621 perimeter-heads
4 23 25 287.198 perimeter-heads
4 24 25 286.705 perimeter-heads
4 25 25 286.217 perimeter-heads
4 1 1 313.251 perimeter-heads
4 2 1 312.945 perimeter-heads
4 3 1 312.522 perimeter-heads
4 4 1 312.361 perimeter-heads
4 5 1 312.133 perimeter-heads
4 6 1 311.919 perimeter-heads
4 7 1 311.694 perimeter-heads
4 8 1 311.435 perimeter-heads
4 9 1 311.136 perimeter-heads
4 10 1 310.851 perimeter-heads
4 11 1 310.573 perimeter-heads
4 12 1 310.272 perimeter-heads
4 13 1 309.954 perimeter-heads
4 14 1 309.616 perimeter-heads
4 15 1 309.255 perimeter-heads
4 25 13 295.58 perimeter-heads
4 25 14 294.596 perimeter-heads
4 25 15 293.687 perimeter-heads
4 25 16 292.768 perimeter-heads
4 25 17 291.83 perimeter-heads
4 25 18 290.721 perimeter-heads
4 25 19 289.286 perimeter-heads
4 25 20 288.705 perimeter-heads
4 25 21 288.105 perimeter-heads
4 25 22 287.623 perimeter-heads
4 25 23 287.096 perimeter-heads
4 25 24 286.678 perimeter-heads
4 1 2 312.791 perimeter-heads
4 1 3 312.516 perimeter-heads
4 1 4 312.197 perimeter-heads
4 1 5 311.857 perimeter-heads
4 1 6 311.505 perimeter-heads
4 1 7 311.116 perimeter-heads
4 1 8 310.68 perimeter-heads
4 1 9 310.156 perimeter-heads
4 1 10 309.582 perimeter-heads
4 1 11 309.008 perimeter-heads
4 1 12 308.399 perimeter-heads
4 1 13 307.715 perimeter-heads
4 1 14 306.886 perimeter-heads
4 1 15 306.008 perimeter-heads
4 1 16 305.12 perimeter-heads
4 1 17 304.238 perimeter-heads
4 1 18 303.302 perimeter-heads
4 1 19 302.376 perimeter-heads
4 1 20 301.619 perimeter-heads
4 1 21 300.905 perimeter-heads
4 1 22 300.19 perimeter-heads
4 1 23 299.514 perimeter-heads
4 1 24 298.833 perimeter-heads
5 1 25 298.137 perimeter-heads
5 2 25 297.473 perimeter-heads
5 3 25 296.781 perimeter-heads
5 4 25 296.1 perimeter-heads
5 5 25 295.42 perimeter-heads
5 6 25 294.702 perimeter-heads
5 7 25 293.92 perimeter-heads
5 8 25 293.094 perimeter-heads
5 9 25 292.287 perimeter-heads
5 10 25 291.554 perimeter-heads
5 11 25 290.935 perimeter-heads
5 12 25 290.459 perimeter-heads
5 13 25 290.157 perimeter-heads
5 14 25 289.914 perimeter-heads
5 15 25 289.673 perimeter-heads
5 16 25 289.42 perimeter-heads
5 17 25 289.16 perimeter-heads
5 18 25 288.889 perimeter-heads
5 19 25 288.614 perimeter-heads
5 20 25 288.317 perimeter-heads
5 21 25 287.978 perimeter-heads
5 22 25 287.609 perimeter-heads
5 23 25 287.207 perimeter-heads
5 24 25 286.785 perimeter-heads
5 25 25 286.381 perimeter-heads
5 1 1 313.247 perimeter-heads
5 2 1 312.975 perimeter-heads
5 3 1 312.692 perimeter-heads
5 4 1 312.429 perimeter-heads
5 5 1 312.182 perimeter-heads
5 6 1 311.927 perimeter-heads
5 7 1 311.662 perimeter-heads
5 8 1 311.381 perimeter-heads
5 9 1 311.084 perimeter-heads
5 10 1 310.779 perimeter-heads
5 11 1 310.47 perimeter-heads
5 12 1 310.156 perimeter-heads
5 13 1 309.836 perimeter-heads
5 14 1 309.507 perimeter-heads
5 15 1 309.17 perimeter-heads
5 16 1 308.83 perimeter-heads
5 17 1 308.494 perimeter-heads
5 18 1 308.15 perimeter-heads
5 19 1 307.791 perimeter-heads
5 20 1 307.413 perimeter-heads
5 21 1 307.016 perimeter-heads
5 22 1 306.6 perimeter-heads
5 23 1 306.165 perimeter-heads
5 24 1 305.714 perimeter-heads
5 25 1 305.25 perimeter-heads
5 25 2 304.654 perimeter-heads
5 25 3 304.025 perimeter-heads
5 25 4 303.36 perimeter-heads
5 25 5 302.655 perimeter-heads
5 25 6 301.9 perimeter-heads
5 25 7 301.084 perimeter-heads
5 25 8 300.208 perimeter-heads
5 25 9 299.334 perimeter-heads
5 25 10 298.429 perimeter-heads
5 25 11 297.499 perimeter-heads
5 25 12 296.563 perimeter-heads
5 25 13 295.627 perimeter-heads
5 25 14 294.669 perimeter-heads
5 25 15 293.707 perimeter-heads
5 25 16 292.742 perimeter-heads
5 25 17 291.791 perimeter-heads
5 25 18 290.873 perimeter-heads
5 25 19 289.996 perimeter-heads
5 25 20 289.323 perimeter-heads
5 25 21 288.682 perimeter-heads
