#k i j head boundname
1 11 25 290.747 perimeter-heads
1 12 25 290.221 perimeter-heads
1 13 25 290.152 perimeter-heads
1 18 25 288.976 perimeter-heads
1 25 23 287.145 perimeter-heads
2 1 25 298.401 perimeter-heads
2 2 25 297.749 perimeter-heads
2 3 25 296.946 perimeter-heads
2 4 25 296.279 perimeter-heads
2 5 25 295.653 perimeter-heads
2 6 25 294.968 perimeter-heads
2 7 25 294.083 perimeter-heads
2 8 25 293.004 perimeter-heads
2 9 25 292.068 perimeter-heads
2 10 25 291.327 perimeter-heads
2 11 25 290.751 perimeter-heads
2 12 25 290.251 perimeter-heads
2 13 25 290.157 perimeter-heads
2 14 25 290.03 perimeter-heads
2 15 25 289.855 perimeter-heads
2 16 25 289.615 perimeter-heads
2 17 25 289.316 perimeter-heads
2 18 25 288.98 perimeter-heads
2 19 25 288.706 perimeter-heads
2 21 25 288.104 perimeter-heads
2 24 25 286.82 perimeter-heads
2 25 25 286.317 perimeter-heads
2 25 19 289.332 perimeter-heads
2 25 20 288.762 perimeter-heads
2 25 21 288.159 perimeter-heads
2 25 22 287.677 perimeter-heads
2 25 23 287.145 perimeter-heads
2 1 18 303.375 perimeter-heads
2 1 19 302.423 perimeter-heads
2 1 20 301.741 perimeter-heads
2 1 21 301.07 perimeter-heads
2 1 22 300.369 perimeter-heads
2 1 23 299.73 perimeter-heads
2 1 24 299.038 perimeter-heads
3 1 25 298.387 perimeter-heads
3 2 25 297.729 perimeter-heads
3 3 25 296.955 perimeter-heads
3 4 25 296.281 perimeter-heads
3 5 25 295.641 perimeter-heads
3 6 25 294.939 perimeter-heads
3 7 25 294.049 perimeter-heads
3 8 25 292.994 perimeter-heads
3 9 25 292.07 perimeter-heads
3 10 25 291.338 perimeter-heads
3 11 25 290.757 perimeter-heads
3 12 25 290.309 perimeter-heads
3 13 25 290.168 perimeter-heads
3 14 25 290.018 perimeter-heads
3 15 25 289.83 perimeter-heads
3 16 25 289.594 perimeter-heads
3 17 25 289.306 perimeter-heads
3 18 25 288.985 perimeter-heads
3 19 25 288.71 perimeter-heads
3 20 25 288.463 perimeter-heads
3 21 25 288.103 perimeter-heads
3 22 25 287.736 perimeter-heads
3 23 25 287.321 perimeter-heads
3 24 25 286.823 perimeter-heads
3 25 25 286.328 perimeter-heads
3 1 1 313.277 perimeter-heads
3 2 1 313.045 perimeter-heads
3 3 1 312.629 perimeter-heads
3 4 1 312.434 perimeter-heads
3 5 1 312.214 perimeter-heads
3 6 1 312.007 perimeter-heads
3 7 1 311.794 perimeter-heads
3 8 1 311.551 perimeter-heads
3 25 18 290.784 perimeter-heads
3 25 19 289.332 perimeter-heads
3 25 20 288.761 perimeter-heads
3 25 21 288.16 perimeter-heads
3 25 22 287.677 perimeter-heads
3 25 23 287.152 perimeter-heads
3 25 24 286.768 perimeter-heads
3 1 2 312.881 perimeter-heads
3 1 3 312.579 perimeter-heads
3 1 4 312.261 perimeter-heads
3 1 5 311.919 perimeter-heads
3 1 6 311.569 perimeter-heads
3 1 7 311.178 perimeter-heads
3 1 8 310.741 perimeter-heads
3 1 9 310.218 perimeter-heads
3 1 10 309.649 perimeter-heads
3 1 11 309.073 perimeter-heads
3 1 12 308.461 perimeter-heads
3 1 13 307.771 perimeter-heads
3 1 14 306.947 perimeter-heads
3 1 15 306.073 perimeter-heads
3 1 16 305.191 perimeter-heads
3 1 17 304.318 perimeter-heads
3 1 18 303.381 perimeter-heads
3 1 19 302.461 perimeter-heads
3 1 20 301.755 perimeter-heads
3 1 21 301.072 perimeter-heads
3 1 22 300.372 perimeter-heads
3 1 23 299.72 perimeter-heads
3 1 24 299.035 perimeter-heads
4 1 25 298.372 perimeter-heads
4 2 25 297.709 perimeter-heads
4 3 25 296.963 perimeter-heads
4 4 25 296.283 perimeter-heads
4 5 25 295.628 perimeter-heads
4 6 25 294.908 perimeter-heads
4 7 25 294.015 perimeter-heads
4 8 25 292.979 perimeter-heads
4 9 25 292.064 perimeter-heads
4 10 25 291.345 perimeter-heads
4 11 25 290.769 perimeter-heads
4 12 25 290.373 perimeter-heads
4 13 25 290.188 perimeter-heads
4 14 25 290.014 perimeter-heads
4 15 25 289.812 perimeter-heads
4 16 25 289.578 perimeter-heads
4 17 25 289.301 perimeter-heads
4 18 25 288.994 perimeter-heads
4 19 25 288.715 perimeter-heads
4 20 25 288.444 perimeter-heads
4 21 25 288.095 perimeter-heads
4 22 25 287.731 perimeter-heads
4 23 25 287.316 perimeter-heads
4 24 25 286.828 perimeter-heads
4 25 25 286.342 perimeter-heads
4 1 1 313.186 perimeter-heads
4 2 1 312.919 perimeter-heads
4 3 1 312.541 perimeter-heads
4 4 1 312.384 perimeter-heads
4 5 1 312.171 perimeter-heads
4 6 1 311.967 perimeter-heads
4 7 1 311.761 perimeter-heads
4 8 1 311.52 perimeter-heads
4 9 1 311.235 perimeter-heads
4 10 1 310.974 perimeter-heads
4 11 1 310.725 perimeter-heads
4 12 1 310.453 perimeter-heads
4 13 1 310.155 perimeter-heads
4 14 1 309.835 perimeter-heads
4 15 1 309.488 perimeter-heads
4 25 13 295.696 perimeter-heads
4 25 14 294.699 perimeter-heads
4 25 15 293.778 perimeter-heads
4 25 16 292.85 perimeter-heads
4 25 17 291.897 perimeter-heads
4 25 18 290.783 perimeter-heads
4 25 19 289.332 perimeter-heads
4 25 20 288.77 perimeter-heads
4 25 21 288.174 perimeter-heads
4 25 22 287.691 perimeter-heads
4 25 23 287.172 perimeter-heads
4 25 24 286.787 perimeter-heads
4 1 2 312.814 perimeter-heads
4 1 3 312.554 perimeter-heads
4 1 4 312.241 perimeter-heads
4 1 5 311.903 perimeter-heads
4 1 6 311.554 perimeter-heads
4 1 7 311.165 perimeter-heads
4 1 8 310.732 perimeter-heads
4 1 9 310.208 perimeter-heads
4 1 10 309.635 perimeter-heads
4 1 11 309.062 perimeter-heads
4 1 12 308.453 perimeter-heads
4 1 13 307.767 perimeter-heads
4 1 14 306.941 perimeter-heads
4 1 15 306.066 perimeter-heads
4 1 16 305.185 perimeter-heads
4 1 17 304.314 perimeter-heads
4 1 18 303.391 perimeter-heads
4 1 19 302.502 perimeter-heads
4 1 20 301.771 perimeter-heads
4 1 21 301.076 perimeter-heads
4 1 22 300.375 perimeter-heads
4 1 23 299.708 perimeter-heads
4 1 24 299.032 perimeter-heads
5 1 25 298.339 perimeter-heads
5 2 25 297.673 perimeter-heads
5 3 25 296.971 perimeter-heads
5 4 25 296.268 perimeter-heads
5 5 25 295.547 perimeter-heads
5 6 25 294.755 perimeter-heads
5 7 25 293.852 perimeter-heads
5 8 25 292.851 perimeter-heads
5 9 25 291.884 perimeter-heads
5 10 25 291.309 perimeter-heads
