#k i j head boundname
4 1 9 310.161 perimeter-heads
4 1 10 309.588 perimeter-heads
4 1 11 309.015 perimeter-heads
4 1 12 308.406 perimeter-heads
4 1 13 307.72 perimeter-heads
4 1 14 306.894 perimeter-heads
4 1 15 306.02 perimeter-heads
4 1 16 305.138 perimeter-heads
4 1 17 304.26 perimeter-heads
4 1 18 303.323 perimeter-heads
4 1 19 302.413 perimeter-heads
4 1 20 301.669 perimeter-heads
4 1 21 300.965 perimeter-heads
4 1 22 300.259 perimeter-heads
4 1 23 299.589 perimeter-heads
4 1 24 298.91 perimeter-heads
5 1 25 298.214 perimeter-heads
5 2 25 297.541 perimeter-heads
5 3 25 296.83 perimeter-heads
5 4 25 296.118 perimeter-heads
5 5 25 295.388 perimeter-heads
5 6 25 294.587 perimeter-heads
5 7 25 293.673 perimeter-heads
5 8 25 292.666 perimeter-heads
5 9 25 291.7 perimeter-heads
5 10 25 291.13 perimeter-heads
5 11 25 290.687 perimeter-heads
5 12 25 290.332 perimeter-heads
5 13 25 290.099 perimeter-heads
5 14 25 289.899 perimeter-heads
5 15 25 289.685 perimeter-heads
5 16 25 289.447 perimeter-heads
5 17 25 289.191 perimeter-heads
5 18 25 288.916 perimeter-heads
5 19 25 288.633 perimeter-heads
5 20 25 288.331 perimeter-heads
5 21 25 287.998 perimeter-heads
5 22 25 287.638 perimeter-heads
5 23 25 287.244 perimeter-heads
5 24 25 286.825 perimeter-heads
5 25 25 286.419 perimeter-heads
5 1 1 312.611 perimeter-heads
5 2 1 312.47 perimeter-heads
5 3 1 312.298 perimeter-heads
5 4 1 312.1 perimeter-heads
5 5 1 311.893 perimeter-heads
5 6 1 311.675 perimeter-heads
5 7 1 311.439 perimeter-heads
5 8 1 311.176 perimeter-heads
5 9 1 310.894 perimeter-heads
5 10 1 310.617 perimeter-heads
5 11 1 310.342 perimeter-heads
5 12 1 310.063 perimeter-heads
5 13 1 309.774 perimeter-heads
5 14 1 309.475 perimeter-heads
5 15 1 309.167 perimeter-heads
5 16 1 308.852 perimeter-heads
5 17 1 308.534 perimeter-heads
5 18 1 308.203 perimeter-heads
5 19 1 307.848 perimeter-heads
5 20 1 307.47 perimeter-heads
5 21 1 307.069 perimeter-heads
5 22 1 306.648 perimeter-heads
5 23 1 306.208 perimeter-heads
5 24 1 305.753 perimeter-heads
5 25 1 305.285 perimeter-heads
5 25 2 304.699 perimeter-heads
5 25 3 304.078 perimeter-heads
5 25 4 303.421 perimeter-heads
5 25 5 302.723 perimeter-heads
5 25 6 301.975 perimeter-heads
5 25 7 301.162 perimeter-heads
5 25 8 300.292 perimeter-heads
5 25 9 299.416 perimeter-heads
5 25 10 298.506 perimeter-heads
5 25 11 297.569 perimeter-heads
5 25 12 296.625 perimeter-heads
5 25 13 295.683 perimeter-heads
5 25 14 294.719 perimeter-heads
5 25 15 293.751 perimeter-heads
5 25 16 292.78 perimeter-heads
5 25 17 291.823 perimeter-heads
5 25 18 290.901 perimeter-heads
5 25 19 290.02 perimeter-heads
5 25 20 289.348 perimeter-heads
5 25 21 288.707 perimeter-heads
5 25 22 288.098 perimeter-heads
5 25 23 287.506 perimeter-heads
5 25 24 286.955 perimeter-heads
5 1 2 312.523 perimeter-heads
5 1 3 312.348 perimeter-heads
5 1 4 312.099 perimeter-heads
5 1 5 311.792 perimeter-heads
5 1 6 311.434 perimeter-heads
5 1 7 311.028 perimeter-heads
5 1 8 310.571 perimeter-heads
5 1 9 310.062 perimeter-heads
5 1 10 309.507 perimeter-heads
5 1 11 308.913 perimeter-heads
5 1 12 308.273 perimeter-heads
5 1 13 307.572 perimeter-heads
5 1 14 306.799 perimeter-heads
5 1 15 305.981 perimeter-heads
5 1 16 305.134 perimeter-heads
5 1 17 304.262 perimeter-heads
5 1 18 303.375 perimeter-heads
5 1 19 302.513 perimeter-heads
5 1 20 301.726 perimeter-heads
5 1 21 300.988 perimeter-heads
5 1 22 300.274 perimeter-heads
5 1 23 299.581 perimeter-heads
5 1 24 298.896 perimeter-heads
