321.91 320.66 319.41 319.38 319.35 319.33 319.30 319.27 318.89 318.51 318.13 317.74 317.36 317.61 317.85 318.10 318.34 318.59 318.96 319.34 319.71 320.08 320.46 320.40 320.34 320.28 320.22 320.16 320.14 320.12 320.10 320.08 320.06 318.74 317.42 316.10 314.79 313.47 312.29 311.12 309.94 308.77 307.59 307.45 307.31 307.16 307.02 306.87 306.26 305.64 305.03 304.41 303.80 304.34 304.89 305.43 305.98 306.52 305.51 304.49 303.48 302.47 301.46 300.48 299.50 298.53 297.55 296.57 296.02 295.46 294.90 294.35 293.79 294.17 294.54 294.92 295.29 295.66 295.68 295.69 295.70 295.71 295.72 295.78 295.84
320.95 319.81 318.67 318.55 318.43 318.31 318.19 318.07 317.83 317.59 317.35 317.11 316.87 317.12 317.38 317.64 317.89 318.15 318.64 319.13 319.62 320.11 320.60 320.52 320.43 320.35 320.27 320.18 320.11 320.04 319.97 319.89 319.82 318.58 317.33 316.09 314.85 313.61 312.39 311.18 309.97 308.75 307.54 307.41 307.28 307.14 307.01 306.88 306.30 305.72 305.14 304.56 303.98 304.29 304.59 304.90 305.21 305.51 304.45 303.38 302.32 301.25 300.19 299.45 298.71 297.97 297.23 296.49 296.13 295.77 295.41 295.05 294.69 294.88 295.08 295.27 295.47 295.66 295.65 295.63 295.62 295.60 295.59 295.63 295.68
319.99 318.97 317.94 317.72 317.51 317.29 317.08 316.86 316.76 316.66 316.57 316.47 316.37 316.64 316.91 317.17 317.44 317.70 318.31 318.92 319.53 320.13 320.74 320.64 320.53 320.42 320.32 320.21 320.08 319.96 319.83 319.71 319.58 318.41 317.25 316.08 314.91 313.74 312.49 311.24 309.99 308.74 307.49 307.37 307.25 307.12 307.00 306.88 306.34 305.79 305.25 304.70 304.16 304.23 304.30 304.37 304.44 304.51 303.39 302.27 301.15 300.04 298.92 298.42 297.91 297.41 296.91 296.40 296.24 296.07 295.91 295.75 295.58 295.60 295.61 295.63 295.64 295.66 295.62 295.58 295.54 295.50 295.45 295.49 295.52
320.95 320.25 319.54 319.09 318.64 318.19 317.74 317.29 317.03 316.78 316.52 316.26 316.01 316.07 316.13 316.19 316.26 316.32 316.80 317.28 317.75 318.23 318.71 318.79 318.86 318.94 319.02 319.09 318.90 318.70 318.51 318.31 318.12 317.11 316.10 315.10 314.09 313.08 311.98 310.88 309.77 308.67 307.56 307.47 307.38 307.30 307.21 307.12 306.54 305.97 305.40 304.83 304.25 304.11 303.96 303.81 303.67 303.52 302.51 301.51 300.50 299.50 298.49 297.98 297.47 296.96 296.45 295.94 295.85 295.77 295.68 295.59 295.51 295.28 295.05 294.82 294.59 294.36 294.47 294.58 294.69 294.79 294.90 295.05 295.19
321.92 321.53 321.15 320.46 319.78 319.09 318.41 317.72 317.31 316.89 316.47 316.06 315.64 315.50 315.36 315.22 315.07 314.93 315.28 315.63 315.98 316.33 316.68 316.94 317.20 317.46 317.72 317.98 317.71 317.45 317.18 316.92 316.65 315.81 314.96 314.12 313.27 312.43 311.47 310.51 309.55 308.59 307.63 307.58 307.52 307.47 307.41 307.36 306.75 306.15 305.55 304.95 304.35 303.98 303.62 303.26 302.90 302.53 301.64 300.75 299.85 298.96 298.06 297.55 297.03 296.51 296.00 295.48 295.47 295.46 295.45 295.44 295.43 294.96 294.48 294.01 293.54 293.06 293.32 293.58 293.84 294.09 294.35 294.60 294.85
322.88 322.81 322.75 321.83 320.91 319.99 319.07 318.15 317.58 317.00 316.43 315.85 315.28 314.93 314.58 314.24 313.89 313.55 313.77 313.99 314.21 314.43 314.65 315.09 315.53 315.98 316.42 316.86 316.52 316.19 315.86 315.52 315.19 314.50 313.82 313.14 312.46 311.77 310.96 310.15 309.33 308.52 307.71 307.68 307.66 307.64 307.62 307.59 306.96 306.33 305.70 305.07 304.44 303.86 303.28 302.70 302.13 301.55 300.76 299.98 299.20 298.42 297.63 297.11 296.59 296.06 295.54 295.02 295.08 295.15 295.22 295.29 295.36 294.64 293.92 293.20 292.48 291.76 292.17 292.58 292.99 293.39 293.80 294.16 294.52
323.84 324.10 324.35 323.20 322.05 320.89 319.74 318.59 317.85 317.12 316.38 315.65 314.91 314.36 313.81 313.26 312.71 312.16 312.25 312.34 312.44 312.53 312.62 313.25 313.87 314.49 315.12 315.74 315.34 314.93 314.53 314.13 313.72 313.20 312.68 312.16 311.64 311.12 310.45 309.78 309.11 308.44 307.78 307.79 307.80 307.81 307.82 307.83 307.17 306.51 305.85 305.19 304.53 303.74 302.94 302.15 301.36 300.56 299.89 299.22 298.55 297.88 297.21 296.68 296.14 295.61 295.08 294.55 294.70 294.85 294.99 295.14 295.28 294.32 293.36 292.39 291.43 290.47 291.02 291.58 292.14 292.69 293.25 293.72 294.19
324.81 325.38 325.95 324.57 323.18 321.79 320.41 319.02 318.12 317.23 316.34 315.44 314.55 313.79 313.04 312.28 311.53 310.77 310.74 310.70 310.66 310.63 310.59 311.40 312.20 313.01 313.82 314.63 314.15 313.68 313.20 312.73 312.26 311.90 311.54 311.18 310.82 310.46 309.94 309.42 308.89 308.37 307.85 307.89 307.94 307.98 308.02 308.07 307.38 306.69 306.00 305.32 304.63 303.62 302.61 301.60 300.58 299.57 299.01 298.46 297.90 297.34 296.78 296.24 295.70 295.17 294.63 294.09 294.32 294.54 294.76 294.99 295.21 294.00 292.79 291.58 290.38 289.17 289.87 290.58 291.29 291.99 292.70 293.27 293.85
323.84 324.28 324.72 323.53 322.34 321.15 319.95 318.76 317.80 316.83 315.86 314.90 313.93 313.18 312.44 311.70 310.95 310.21 310.16 310.12 310.07 310.02 309.97 310.76 311.55 312.33 313.12 313.91 313.58 313.25 312.92 312.59 312.26 311.92 311.58 311.23 310.89 310.55 310.02 309.48 308.95 308.42 307.88 307.87 307.86 307.85 307.83 307.82 307.04 306.25 305.47 304.69 303.90 303.00 302.10 301.20 300.30 299.40 298.94 298.47 298.01 297.55 297.08 296.50 295.93 295.35 294.77 294.19 294.20 294.21 294.21 294.22 294.23 293.22 292.21 291.20 290.19 289.18 289.86 290.53 291.21 291.88 292.55 293.11 293.68
322.87 323.18 323.49 322.49 321.50 320.50 319.50 318.51 317.47 316.43 315.39 314.35 313.31 312.58 311.84 311.11 310.38 309.65 309.59 309.53 309.47 309.41 309.35 310.12 310.89 311.65 312.42 313.19 313.00 312.82 312.63 312.45 312.26 311.94 311.61 311.29 310.96 310.64 310.09 309.55 309.01 308.46 307.92 307.85 307.78 307.71 307.64 307.58 306.70 305.82 304.94 304.06 303.18 302.39 301.60 300.81 300.02 299.23 298.86 298.49 298.12 297.76 297.39 296.77 296.15 295.53 294.91 294.29 294.08 293.87 293.66 293.46 293.25 292.44 291.63 290.82 290.01 289.20 289.84 290.48 291.13 291.77 292.41 292.95 293.50
