#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -78.9894 perimeter-fluxes
1 10 4 137.778 perimeter-fluxes
1 11 4 110.905 perimeter-fluxes
1 12 4 -17.6924 perimeter-fluxes
1 13 4 87.3709 perimeter-fluxes
1 14 4 -21.1052 perimeter-fluxes
1 15 4 98.5133 perimeter-fluxes
1 16 4 209.364 perimeter-fluxes
1 17 5 -130.128 perimeter-fluxes
1 18 5 -86.3948 perimeter-fluxes
1 19 5 33.3103 perimeter-fluxes
1 20 5 -46.9963 perimeter-fluxes
1 21 5 -51.5329 perimeter-fluxes
1 22 5 40.1469 perimeter-fluxes
1 23 5 241.234 perimeter-fluxes
1 24 5 267.023 perimeter-fluxes
1 25 5 153.786 perimeter-fluxes
1 26 5 248.361 perimeter-fluxes
1 27 10 -219.586 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -13.2506 perimeter-fluxes
1 26 5 -75.924 perimeter-fluxes
1 26 6 51.9463 perimeter-fluxes
1 26 7 -53.6209 perimeter-fluxes
1 26 8 -88.6371 perimeter-fluxes
1 26 9 -429.525 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 454.223 perimeter-fluxes
1 9 6 281.512 perimeter-fluxes
1 10 4 125.34 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -92.8108 perimeter-fluxes
2 10 4 133.771 perimeter-fluxes
2 11 4 111.408 perimeter-fluxes
2 12 4 -16.6503 perimeter-fluxes
2 13 4 96.5223 perimeter-fluxes
2 14 4 -20.7165 perimeter-fluxes
2 15 4 108.258 perimeter-fluxes
2 16 4 204.499 perimeter-fluxes
2 17 5 -122.571 perimeter-fluxes
2 18 5 -77.9628 perimeter-fluxes
2 19 5 32.6891 perimeter-fluxes
2 20 5 -43.8862 perimeter-fluxes
2 21 5 -49.3094 perimeter-fluxes
2 22 5 38.9367 perimeter-fluxes
2 23 5 217.464 perimeter-fluxes
2 24 5 241.769 perimeter-fluxes
2 25 5 156.745 perimeter-fluxes
2 26 5 242.007 perimeter-fluxes
2 27 10 -221.368 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -13.8441 perimeter-fluxes
2 26 5 -74.0925 perimeter-fluxes
2 26 6 51.7552 perimeter-fluxes
2 26 7 -54.9663 perimeter-fluxes
2 26 8 -93.4912 perimeter-fluxes
2 26 9 -396.115 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 350.992 perimeter-fluxes
2 9 6 257.889 perimeter-fluxes
2 10 4 122.905 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -92.9614 perimeter-fluxes
3 10 4 132.231 perimeter-fluxes
3 11 4 110.232 perimeter-fluxes
3 12 4 -16.6436 perimeter-fluxes
3 13 4 94.9202 perimeter-fluxes
3 14 4 -20.712 perimeter-fluxes
3 15 4 106.938 perimeter-fluxes
3 16 4 201.891 perimeter-fluxes
3 17 5 -122.713 perimeter-fluxes
3 18 5 -78.1144 perimeter-fluxes
3 19 5 31.6018 perimeter-fluxes
3 20 5 -43.9446 perimeter-fluxes
3 21 5 -49.0943 perimeter-fluxes
3 22 5 38.8921 perimeter-fluxes
3 23 5 216.525 perimeter-fluxes
3 24 5 240.944 perimeter-fluxes
3 25 5 156.726 perimeter-fluxes
3 26 5 241.157 perimeter-fluxes
3 27 10 -222.729 perimeter-fluxes
3 28 11 0 perimeter-fluxes
3 16 4 -13.9026 perimeter-fluxes
3 26 5 -74.016 perimeter-fluxes
3 26 6 50.8026 perimeter-fluxes
3 26 7 -55.0056 perimeter-fluxes
3 26 8 -94.2555 perimeter-fluxes
3 26 9 -394.416 perimeter-fluxes
3 27 10 -0 perimeter-fluxes
3 28 11 -0 perimeter-fluxes
3 28 12 -0 perimeter-fluxes
3 28 13 -0 perimeter-fluxes
3 28 14 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 349.893 perimeter-fluxes
3 9 6 257.243 perimeter-fluxes
3 10 4 122.908 perimeter-fluxes
4 4 16 631.984 perimeter-fluxes
4 4 27 382.476 perimeter-fluxes
4 5 33 -71.7727 perimeter-fluxes
4 6 18 717.118 perimeter-fluxes
4 6 33 -55.3118 perimeter-fluxes
4 7 19 856.802 perimeter-fluxes
4 10 33 -48.9993 perimeter-fluxes
4 11 33 -39.7973 perimeter-fluxes
4 12 33 -21.738 perimeter-fluxes
4 13 33 -72.5747 perimeter-fluxes
4 14 33 -73.0734 perimeter-fluxes
4 15 33 -114.026 perimeter-fluxes
4 18 35 -0 perimeter-fluxes
4 19 35 -0 perimeter-fluxes
4 21 35 -0 perimeter-fluxes
4 22 35 -0 perimeter-fluxes
4 24 35 -0 perimeter-fluxes
4 26 35 -0 perimeter-fluxes
4 27 35 -0 perimeter-fluxes
4 28 21 -0 perimeter-fluxes
4 4 12 -552.537 perimeter-fluxes
4 4 24 -823.12 perimeter-fluxes
4 5 32 -49.18 perimeter-fluxes
4 6 8 -300.909 perimeter-fluxes
4 6 23 -801.056 perimeter-fluxes
4 7 7 -0.985429 perimeter-fluxes
4 7 22 -889.481 perimeter-fluxes
4 8 6 0 perimeter-fluxes
4 9 5 -0.0666798 perimeter-fluxes
4 10 4 0.0835619 perimeter-fluxes
4 11 4 0.0614465 perimeter-fluxes
4 12 4 -0.00821109 perimeter-fluxes
4 13 4 0.0416186 perimeter-fluxes
4 14 4 -0.00854824 perimeter-fluxes
4 15 4 0.0405851 perimeter-fluxes
4 16 4 0.0756289 perimeter-fluxes
4 17 5 -0.0470987 perimeter-fluxes
4 18 5 -0.0310211 perimeter-fluxes
4 19 5 0.012961 perimeter-fluxes
4 20 5 -0.0195235 perimeter-fluxes
4 21 5 -0.023166 perimeter-fluxes
4 22 5 0.0200569 perimeter-fluxes
4 23 5 0.119385 perimeter-fluxes
4 24 5 0.146212 perimeter-fluxes
4 25 5 0.103392 perimeter-fluxes
4 26 5 0.194404 perimeter-fluxes
4 27 10 -0.161131 perimeter-fluxes
4 28 11 0 perimeter-fluxes
4 16 4 -0.0051477 perimeter-fluxes
4 26 5 -0.0600567 perimeter-fluxes
4 26 6 0.0399298 perimeter-fluxes
4 26 7 -0.0416989 perimeter-fluxes
4 26 8 -0.0683554 perimeter-fluxes
4 26 9 -0.267361 perimeter-fluxes
4 27 10 -0 perimeter-fluxes
4 27 22 -0 perimeter-fluxes
4 27 23 -0 perimeter-fluxes
4 27 24 -0 perimeter-fluxes
4 27 25 -0 perimeter-fluxes
4 27 27 -0 perimeter-fluxes
4 27 28 -0 perimeter-fluxes
4 27 29 -0 perimeter-fluxes
4 27 30 -0 perimeter-fluxes
4 27 31 -0 perimeter-fluxes
4 27 32 -0 perimeter-fluxes
4 27 33 -0 perimeter-fluxes
4 27 34 -0 perimeter-fluxes
4 28 11 -0 perimeter-fluxes
4 28 12 -0 perimeter-fluxes
4 28 13 -0 perimeter-fluxes
4 28 14 -0 perimeter-fluxes
4 28 15 -0 perimeter-fluxes
4 28 16 -0 perimeter-fluxes
4 28 17 -0 perimeter-fluxes
4 28 18 -0 perimeter-fluxes
4 28 20 -0 perimeter-fluxes
4 28 21 -0 perimeter-fluxes
4 4 12 130.971 perimeter-fluxes
4 4 13 158.833 perimeter-fluxes
4 4 14 114.803 perimeter-fluxes
4 4 15 86.7031 perimeter-fluxes
4 4 16 63.6123 perimeter-fluxes
4 4 24 -173.992 perimeter-fluxes
4 4 25 -104.27 perimeter-fluxes
4 4 27 -33.4442 perimeter-fluxes
4 5 11 -18.2161 perimeter-fluxes
4 5 17 73.9963 perimeter-fluxes
4 5 32 26.9059 perimeter-fluxes
4 5 33 20.913 perimeter-fluxes
4 6 8 361.859 perimeter-fluxes
4 6 18 107.293 perimeter-fluxes
4 7 7 0.375974 perimeter-fluxes
4 7 19 164.564 perimeter-fluxes
4 7 22 5.70377 perimeter-fluxes
4 7 31 42.2335 perimeter-fluxes
4 8 6 -175.72 perimeter-fluxes
4 8 20 189.801 perimeter-fluxes
4 8 21 198.349 perimeter-fluxes
4 9 5 0.244101 perimeter-fluxes
4 10 4 0.0762473 perimeter-fluxes
