#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -75.7539 perimeter-fluxes
1 10 4 -7.17536 perimeter-fluxes
1 11 4 -27.9008 perimeter-fluxes
1 12 4 -55.6987 perimeter-fluxes
1 13 4 -86.8201 perimeter-fluxes
1 14 4 -128.581 perimeter-fluxes
1 15 4 -220.861 perimeter-fluxes
1 16 4 -299.877 perimeter-fluxes
1 17 5 -194.601 perimeter-fluxes
1 18 5 -186.249 perimeter-fluxes
1 19 5 -163.079 perimeter-fluxes
1 20 5 -160.572 perimeter-fluxes
1 21 5 -149.783 perimeter-fluxes
1 22 5 -133.802 perimeter-fluxes
1 23 5 -89.6225 perimeter-fluxes
1 24 5 -64.3271 perimeter-fluxes
1 25 5 -56.9259 perimeter-fluxes
1 26 5 -54.9958 perimeter-fluxes
1 27 10 417.843 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -100.75 perimeter-fluxes
1 26 5 -44.8625 perimeter-fluxes
1 26 6 -44.4861 perimeter-fluxes
1 26 7 -41.6771 perimeter-fluxes
1 26 8 -46.6205 perimeter-fluxes
1 26 9 -67.9599 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 11.0218 perimeter-fluxes
1 9 6 70.8359 perimeter-fluxes
1 10 4 53.4481 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -82.4934 perimeter-fluxes
2 10 4 -7.19034 perimeter-fluxes
2 11 4 -27.3006 perimeter-fluxes
2 12 4 -54.271 perimeter-fluxes
2 13 4 -82.0169 perimeter-fluxes
2 14 4 -126.556 perimeter-fluxes
2 15 4 -206.885 perimeter-fluxes
2 16 4 -285.397 perimeter-fluxes
2 17 5 -189.084 perimeter-fluxes
2 18 5 -177.451 perimeter-fluxes
2 19 5 -159.028 perimeter-fluxes
2 20 5 -154.018 perimeter-fluxes
2 21 5 -146.138 perimeter-fluxes
2 22 5 -133.808 perimeter-fluxes
2 23 5 -90.9139 perimeter-fluxes
2 24 5 -65.1343 perimeter-fluxes
2 25 5 -55.1713 perimeter-fluxes
2 26 5 -53.8824 perimeter-fluxes
2 27 10 393.023 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -100.588 perimeter-fluxes
2 26 5 -44.3892 perimeter-fluxes
2 26 6 -43.7065 perimeter-fluxes
2 26 7 -42.2213 perimeter-fluxes
2 26 8 -47.7708 perimeter-fluxes
2 26 9 -68.2965 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 10.3148 perimeter-fluxes
2 9 6 69.2459 perimeter-fluxes
2 10 4 53.0515 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -82.3036 perimeter-fluxes
3 10 4 -7.24789 perimeter-fluxes
3 11 4 -27.3134 perimeter-fluxes
3 12 4 -54.2884 perimeter-fluxes
3 13 4 -82.0099 perimeter-fluxes
3 14 4 -126.455 perimeter-fluxes
3 15 4 -207.006 perimeter-fluxes
3 16 4 -285.163 perimeter-fluxes
