#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -32.7931 perimeter-fluxes
1 10 4 -3.26317 perimeter-fluxes
1 11 4 -8.35211 perimeter-fluxes
1 12 4 -84.3303 perimeter-fluxes
1 13 4 -41.6201 perimeter-fluxes
1 14 4 -10.8888 perimeter-fluxes
1 15 4 -3.244 perimeter-fluxes
1 16 4 -7.15436 perimeter-fluxes
1 17 5 -58.7285 perimeter-fluxes
1 18 5 -21.0188 perimeter-fluxes
1 19 5 -53.2566 perimeter-fluxes
1 20 5 -46.7469 perimeter-fluxes
1 21 5 -13.7388 perimeter-fluxes
1 22 5 -75.8358 perimeter-fluxes
1 23 5 -104.204 perimeter-fluxes
1 24 5 -25.2663 perimeter-fluxes
1 25 5 -82.514 perimeter-fluxes
1 26 5 -6.54777 perimeter-fluxes
1 27 10 -276.118 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -188.447 perimeter-fluxes
1 26 5 -143.007 perimeter-fluxes
1 26 6 -96.3287 perimeter-fluxes
1 26 7 -152.106 perimeter-fluxes
1 26 8 -112.522 perimeter-fluxes
1 26 9 -243.332 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 106.943 perimeter-fluxes
1 9 6 97.8131 perimeter-fluxes
1 10 4 209.505 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -37.3964 perimeter-fluxes
2 10 4 -3.20202 perimeter-fluxes
2 11 4 -8.05367 perimeter-fluxes
2 12 4 -80.3546 perimeter-fluxes
2 13 4 -38.2613 perimeter-fluxes
2 14 4 -10.7884 perimeter-fluxes
2 15 4 -2.97743 perimeter-fluxes
2 16 4 -6.89536 perimeter-fluxes
2 17 5 -57.2678 perimeter-fluxes
2 18 5 -19.969 perimeter-fluxes
2 19 5 -51.9651 perimeter-fluxes
2 20 5 -44.466 perimeter-fluxes
2 21 5 -13.4797 perimeter-fluxes
2 22 5 -76.4631 perimeter-fluxes
2 23 5 -106.797 perimeter-fluxes
