#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -96.569 perimeter-fluxes
1 10 4 -97.3315 perimeter-fluxes
1 11 4 -111.832 perimeter-fluxes
1 12 4 -123.37 perimeter-fluxes
1 13 4 -138.226 perimeter-fluxes
1 14 4 -124.748 perimeter-fluxes
1 15 4 -141.04 perimeter-fluxes
1 16 4 -116.254 perimeter-fluxes
1 17 5 -123.06 perimeter-fluxes
1 18 5 -108.876 perimeter-fluxes
1 19 5 -90.6029 perimeter-fluxes
1 20 5 -83.7684 perimeter-fluxes
1 21 5 -61.4907 perimeter-fluxes
1 22 5 -40.7337 perimeter-fluxes
1 23 5 -22.543 perimeter-fluxes
1 24 5 -15.4903 perimeter-fluxes
1 25 5 -10.1058 perimeter-fluxes
1 26 5 -16.9285 perimeter-fluxes
1 27 10 -293.197 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -67.2479 perimeter-fluxes
1 26 5 -91.75 perimeter-fluxes
1 26 6 -87.134 perimeter-fluxes
1 26 7 -76.3809 perimeter-fluxes
1 26 8 -64.2646 perimeter-fluxes
1 26 9 -59.3923 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 238.094 perimeter-fluxes
1 9 6 206.213 perimeter-fluxes
1 10 4 204.389 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -111.413 perimeter-fluxes
2 10 4 -92.5953 perimeter-fluxes
2 11 4 -103.553 perimeter-fluxes
2 12 4 -113.42 perimeter-fluxes
2 13 4 -118.564 perimeter-fluxes
2 14 4 -119.484 perimeter-fluxes
2 15 4 -123.016 perimeter-fluxes
2 16 4 -107.847 perimeter-fluxes
2 17 5 -117.399 perimeter-fluxes
2 18 5 -100.147 perimeter-fluxes
2 19 5 -87.1664 perimeter-fluxes
2 20 5 -78.3299 perimeter-fluxes
2 21 5 -59.5199 perimeter-fluxes
2 22 5 -41.3947 perimeter-fluxes
2 23 5 -23.579 perimeter-fluxes
2 24 5 -16.1075 perimeter-fluxes
2 25 5 -9.73091 perimeter-fluxes
2 26 5 -16.5702 perimeter-fluxes
2 27 10 -289.97 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -68.186 perimeter-fluxes
