time,W 1,W 2,W 3,W 4,W 5,W 6,W 7,W 8,W 9,W 10,W 11,W 12,W 13,W 14,W 15,W 16,W 17
1.000000000000,9.433876779867862,9.158788421771741,9.449022163412463,8.936747703764992,8.679701427282229,8.527223427978006,7.612161267734757,7.326096279626324,7.223042749050400,8.368119816689481,3.532906378786722,3.530040229171636,6.175681879194321,2.176527703303983,4.019242726036140,2.688155995893188,5.211149431958350
