rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name
16,220,3,6,10,7,5,1165.3746,18.543873,0.00022907447507224444,34.684323047475516,1,1.0,0.0,0.0,0.0,0.0,17,8,-0.5827209,17955663,Dugan Bayou
17,255,3,7,10,8,1,136.09346,18.556557,0.0034925216278133423,34.41736546497778,1,1.0,0.0,0.0,0.0,0.0,18,9,-0.30960906,17955689,None
18,254,3,7,9,8,2,241.56232,18.559044,0.0012585783672015636,33.94205611223392,1,1.0,0.0,0.0,0.0,0.0,19,9,-0.12078116,17955689,None
19,254,3,7,9,9,1,489.6241,18.563858,0.0001,33.638031005859375,1,1.0,0.0,0.0,0.0,0.0,20,10,-0.24481206,17955711,None
20,254,3,7,9,10,1,254.3504,18.793036,0.0001,33.625018278212785,1,1.0,0.0,0.0,0.0,0.0,21,11,-0.28090885,17955739,Rattlesnake Bayou
21,289,3,8,9,10,2,153.73366,18.795687,0.0001,33.60414044007802,1,1.0,0.0,0.0,0.0,0.0,22,11,-0.07686683,17955739,Rattlesnake Bayou
22,289,3,8,9,11,1,577.2553,18.828735,0.0001,33.590926750834925,1,1.0,0.0,0.0,0.0,0.0,23,13,-1.0663044,938030572,Rattlesnake Bayou
23,290,3,8,10,11,2,553.964,18.836073,0.0001,33.58044540098305,1,1.0,0.0,0.0,0.0,0.0,24,13,-0.50069475,938030572,Rattlesnake Bayou
24,325,3,9,10,11,3,223.71275,18.841118,0.00015852815337921196,33.57323980934023,1,1.0,0.0,0.0,0.0,0.0,31,13,-0.11185638,938030572,Rattlesnake Bayou
25,337,3,9,22,12,1,636.6879,4.0219703,0.0001,38.27274703979492,1,1.0,0.0,0.0,0.0,0.0,26,14,-3.8570645,17955893,None
26,301,3,8,21,12,2,395.87054,4.053239,0.0001,38.27274703979492,1,1.0,0.0,0.0,0.0,0.0,27,14,-3.2976532,17955893,None
27,336,3,9,21,12,3,1108.653,4.095287,0.0001,38.27274703979492,1,1.0,0.0,0.0,0.0,0.0,28,14,-2.5453913,17955893,None
28,371,3,10,21,12,4,227.21962,4.1326213,0.0001,38.27274703979492,1,1.0,0.0,0.0,0.0,0.0,29,14,-1.877455,17955893,None
29,370,3,10,20,12,5,1150.314,4.1711206,0.0001,38.27274703979492,1,1.0,0.0,0.0,0.0,0.0,30,14,-1.1886883,17955893,None
30,369,3,10,19,12,6,613.53125,4.220416,0.0001,38.27274703979492,1,1.0,0.0,0.0,0.0,0.0,32,14,-0.30676565,17955893,None
31,325,3,9,10,13,1,74.29544,18.982002,0.0005397469927709961,33.53777503967285,1,1.0,0.0,0.0,0.0,0.0,35,15,-0.037147723,938030573,Rattlesnake Bayou
32,369,3,10,19,14,1,656.8548,4.348885,0.0001084928558332697,38.245890672584636,1,1.0,0.0,0.0,0.0,0.0,33,17,-2.0920699,17955879,None
33,333,3,9,18,14,2,1086.1262,4.396826,0.0001,38.17462661975091,1,1.0,0.0,0.0,0.0,0.0,34,17,-1.1794684,17955879,None
34,332,3,9,17,14,3,636.4053,4.4420695,0.000409498456821331,38.10419866744909,1,1.0,0.0,0.0,0.0,0.0,38,17,-0.3182026,17955879,None
35,325,3,9,10,15,1,1053.5045,18.98926,0.0001,33.49767429899256,1,1.0,0.0,0.0,0.0,0.0,36,18,-0.73781115,17955835,None
36,326,3,9,11,15,2,211.0589,18.997402,0.0001,33.48962147228747,1,1.0,0.0,0.0,0.0,0.0,39,18,-0.10552945,17955835,None
37,284,0,8,4,16,1,1651.1492,19.867657,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,40,19,-0.8255746,17958153,None
38,332,3,9,17,17,1,173.6006,4.6688848,0.0017460098581013126,37.84359169006348,1,1.0,0.0,0.0,0.0,0.0,49,20,-0.0868003,17955805,None
39,326,3,9,11,18,1,154.76143,19.044966,0.0001,33.488277435302734,1,1.0,0.0,0.0,0.0,0.0,59,23,-0.11138536,17955845,None
40,284,0,8,4,19,1,222.74397,19.893711,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,41,24,-4.2855144,17957903,None
41,319,0,9,4,19,2,487.3536,19.898075,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,42,24,-3.9304655,17957903,None
42,320,0,9,5,19,3,312.1024,19.90299,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,43,24,-3.5307374,17957903,None
43,319,0,9,4,19,4,203.54909,19.90616,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,44,24,-3.2729118,17957903,None
44,320,0,9,5,19,5,263.05402,19.909029,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,45,24,-3.0396101,17957903,None
45,355,0,10,5,19,6,1228.1797,19.918196,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,46,24,-2.2939932,17957903,None
46,356,3,10,6,19,7,651.97723,19.929752,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,47,24,-1.3539149,17957903,None
47,391,3,11,6,19,8,180.46259,19.93487,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,48,24,-0.9376949,17957903,None
48,390,0,11,5,19,9,827.8507,19.941067,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,62,24,-0.43353823,17957903,None
49,332,3,9,17,20,1,451.77704,5.153628,0.0005220704096415001,37.54048332900244,1,1.0,0.0,0.0,0.0,0.0,50,26,-2.7001216,17955819,None
50,296,3,8,16,20,2,1103.2919,5.1889067,0.00017092314967969476,37.304623905407375,1,1.0,0.0,0.0,0.0,0.0,51,26,-1.9096242,17955819,None
51,295,3,8,15,20,3,140.0418,5.2166505,0.001470749754225759,37.116045783950945,1,1.0,0.0,0.0,0.0,0.0,52,26,-1.2879574,17955819,None
52,330,3,9,15,20,4,1217.9365,5.246953,0.00019881895633928727,36.91007935010408,1,1.0,0.0,0.0,0.0,0.0,75,26,-0.60896826,17955819,None
53,259,3,7,14,21,1,307.98782,3.2412798,0.0006523745062098209,37.27877743564523,1,1.0,0.0,0.0,0.0,0.0,54,26,-1.858219,17955821,None
54,294,3,8,14,21,2,1010.96204,3.2869122,0.00022143169428719443,37.0778540313797,1,1.0,0.0,0.0,0.0,0.0,55,26,-1.198744,17955821,None
55,329,3,9,14,21,3,458.54755,3.3377535,0.0002164388598320741,36.85399499485878,1,1.0,0.0,0.0,0.0,0.0,56,26,-0.4639893,17955821,None
56,330,3,9,15,21,4,192.95674,3.3631833,0.0004499298885001401,36.754747486740044,1,1.0,0.0,0.0,0.0,0.0,75,26,-0.09647837,17955821,None
57,328,3,9,13,22,1,367.43936,4.05738,0.0001,36.70667266845703,1,1.0,0.0,0.0,0.0,0.0,58,27,-0.7316472,17955809,None
58,327,3,9,12,22,2,547.9275,4.0832443,0.0005301812954533884,36.70667266845703,1,1.0,0.0,0.0,0.0,0.0,79,27,-0.27396375,17955809,None
59,361,3,10,11,23,1,1043.7516,19.718868,0.0001,33.48074317491936,1,1.0,0.0,0.0,0.0,0.0,60,28,-1.4746667,17955907,None
60,396,3,11,11,23,2,60.352333,19.725721,0.00011395858979420876,33.47277326499028,1,1.0,0.0,0.0,0.0,0.0,61,28,-0.92261475,17955907,None
61,395,3,11,10,23,3,892.4386,19.731634,0.0006117859015218767,33.465895598222964,1,1.0,0.0,0.0,0.0,0.0,81,28,-0.4462193,17955907,None
62,391,3,11,6,24,1,308.38718,22.020105,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,63,28,-6.9416018,17955933,None
63,426,3,12,6,24,2,408.78516,22.024101,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,64,28,-6.5830154,17955933,None
64,391,3,11,6,24,3,1011.4173,22.032017,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,65,28,-5.8729143,17955933,None
65,392,3,11,7,24,4,750.88696,22.041838,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,66,28,-4.991762,17955933,None
66,357,3,10,7,24,5,585.7987,22.049288,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,67,28,-4.3234196,17955933,None
67,358,3,10,8,24,6,1303.6846,22.059818,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,68,28,-3.3786778,17955933,None
68,393,3,11,8,24,7,361.3985,22.069098,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,69,28,-2.5461361,17955933,None
69,394,3,11,9,24,8,282.57385,22.072687,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,70,28,-2.2241502,17955933,None
70,359,3,10,9,24,9,660.79047,22.077944,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,71,28,-1.7524679,17955933,None
71,394,3,11,9,24,10,1019.84735,22.08731,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,72,28,-0.912149,17955933,None
72,395,3,11,10,24,11,402.22534,22.095236,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,81,28,-0.20111267,17955933,None
73,581,3,16,21,25,1,223.72618,2.9556274,0.0001,36.7502326965332,1,1.0,0.0,0.0,0.0,0.0,74,29,-0.423388,17956199,None
74,616,3,17,21,25,2,311.5249,2.9761295,0.0003870291852075931,36.7502326965332,1,1.0,0.0,0.0,0.0,0.0,84,29,-0.15576246,17956199,None
75,329,3,9,14,26,1,363.17252,6.3041654,0.0003741143343302971,36.66793048162673,1,1.0,0.0,0.0,0.0,0.0,76,30,-1.6259731,17955905,None
76,364,3,10,14,26,2,496.13037,6.320061,0.0003510203836444411,36.53206243760529,1,1.0,0.0,0.0,0.0,0.0,77,30,-1.1963216,17955905,None
77,365,3,10,15,26,3,605.29987,6.3404355,0.0002477001469529875,36.3579105644063,1,1.0,0.0,0.0,0.0,0.0,78,30,-0.64560646,17955905,None
78,400,3,11,15,26,4,342.95654,6.357977,0.0018788150031033438,36.20797769871618,1,1.0,0.0,0.0,0.0,0.0,85,30,-0.17147827,17955905,None
79,327,3,9,12,27,1,595.67303,4.304224,0.0005501463073580548,36.41617176187005,1,1.0,0.0,0.0,0.0,0.0,80,31,-0.3741283,17955829,None
80,326,3,9,11,27,2,76.29178,4.3222284,0.0015415465424446332,36.0884644414547,1,1.0,0.0,0.0,0.0,0.0,88,31,-0.038145892,17955829,None
81,395,3,11,10,28,1,671.19965,22.756369,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,82,32,-3.0762863,17955969,None
82,430,3,12,10,28,2,1238.3945,22.76669,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,83,32,-2.1214893,17955969,None
83,431,3,12,11,28,3,1502.292,22.781504,0.0001,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,93,32,-0.751146,17955969,None
84,616,3,17,21,29,1,444.39325,3.225498,0.000312875249045323,36.62966346740723,1,1.0,0.0,0.0,0.0,0.0,95,33,-0.22219662,17956213,None
