rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name
80,432,3,12,12,33,1,407.3329,22.836376,1e-05,32.91991424560547,1,3.1620903,0.0,0.0,0.0,0.0,81,36,-2.1078787,17956047,None
81,467,3,13,12,33,2,900.32275,22.843424,1e-05,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,82,36,-1.4540508,17956047,None
82,468,3,13,13,33,3,558.095,22.851284,1e-05,32.91991424560547,1,1.0,0.0,0.0,0.0,0.0,89,36,-0.7248419,17956047,None
83,469,3,13,14,34,1,391.37238,7.349758,0.0007894417243882603,33.22887992858887,1,2.7173939,0.0,0.0,0.0,0.0,89,36,-0.6507275,17956055,None
84,509,3,14,19,35,1,952.12286,3.7636976,0.00010298543872495662,35.734064658144966,1,1.1964816,0.0,0.0,0.0,0.0,85,37,-5.484429,17956121,None
85,508,3,14,18,35,2,1023.58716,3.8217623,0.00010656542580329207,35.6360098672996,1,1.0,0.0,0.0,0.0,0.0,86,37,-4.496574,17956121,None
86,507,3,14,17,35,3,1174.2501,3.8863554,0.00010224017808954142,35.5269308659389,1,1.0,0.0,0.0,0.0,0.0,87,37,-3.397655,17956121,None
87,506,3,14,16,35,4,1244.7539,3.957448,0.00010032874284815637,35.40687532433677,1,1.0,0.0,0.0,0.0,0.0,88,37,-2.188153,17956121,None
88,541,3,15,16,35,5,1271.5502,4.0314007,0.0004474890180178189,35.28199072976737,1,1.0,0.0,0.0,0.0,0.0,90,37,-0.9300011,17956121,None
89,503,3,14,13,36,1,62.79178,23.75714,0.007311235244058378,32.91991424560547,1,12.000295,0.0,0.0,0.0,0.0,101,39,-0.36780384,17956075,None
90,576,3,16,16,37,1,438.50827,4.402204,0.002968161372119563,34.71298599243164,1,2.4374192,0.0,0.0,0.0,0.0,102,40,-0.24899277,17956161,None
91,460,0,13,5,38,1,989.15027,2.4059052,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,92,41,-9.341121,17956107,Pecan Bayou
92,425,0,12,5,38,2,551.1244,2.4690175,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,93,41,-8.570983,17956107,Pecan Bayou
93,461,0,13,6,38,3,1220.3386,2.6415303,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,94,41,-6.465873,17956107,Pecan Bayou
94,496,0,14,6,38,4,946.3642,2.7303104,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,95,41,-5.382521,17956107,Pecan Bayou
95,497,0,14,7,38,5,905.7902,2.806202,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,96,41,-4.456444,17956107,Pecan Bayou
96,532,0,15,7,38,6,531.92285,2.8651118,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,97,41,-3.7375875,17956107,Pecan Bayou
97,533,3,15,8,38,7,1298.2706,2.9401035,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,98,41,-2.8224907,17956107,Pecan Bayou
98,568,3,16,8,38,8,340.49152,3.0072513,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,99,41,-2.0031097,17956107,Pecan Bayou
99,569,3,16,9,38,9,467.7516,3.0403688,1e-05,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,100,41,-1.598988,17956107,Pecan Bayou
100,534,3,15,9,38,10,570.8549,3.0829256,0.00066712133738065,35.69922637939453,1,1.0,0.0,0.0,0.0,0.0,104,41,-1.0796847,17956107,Pecan Bayou
101,504,3,14,14,39,1,584.18994,23.780394,0.0008816515929311166,32.46082878112793,1,1.7010468,0.0,0.0,0.0,0.0,108,42,-0.7009792,17956091,None
102,575,3,16,15,40,1,1181.2313,4.5950203,0.001044035679954705,33.411422683280044,1,1.0,0.0,0.0,0.0,0.0,103,42,-1.6911979,17956151,None
103,540,3,15,15,40,2,197.2023,4.629523,0.0011784763444134198,32.17817503553509,1,1.0,0.0,0.0,0.0,0.0,108,42,-1.001981,17956151,None
104,535,3,15,10,41,1,720.16724,3.6396668,0.0011787376981594517,35.31839688209167,1,1.9511265,0.0,0.0,0.0,0.0,105,43,-3.6221442,17956169,None
105,536,3,15,11,41,2,885.122,3.6889193,0.0010448454636202925,34.4695086116524,1,1.0,0.0,0.0,0.0,0.0,106,43,-2.8194995,17956169,None
106,571,3,16,11,41,3,863.7497,3.7425773,0.0012552533507090105,33.54469289550849,1,1.0,0.0,0.0,0.0,0.0,107,43,-1.9450637,17956169,None
107,572,3,16,12,41,4,1186.5725,3.8054843,0.0005514865634217681,32.460468196906504,1,1.0,0.0,0.0,0.0,0.0,110,43,-0.9199027,17956169,None
108,539,3,15,14,42,1,838.2556,24.286957,0.000100651358892324,31.945776788712774,1,1.6843586,0.0,0.0,0.0,0.0,109,43,-1.8791698,17957929,None
109,574,3,16,14,42,2,425.44507,24.293375,0.0001300187140692629,31.861405221940313,1,1.0,0.0,0.0,0.0,0.0,110,43,-1.2473195,17957929,None
110,573,3,16,13,43,1,157.261,24.640656,0.0002563923800094124,31.806089401245117,1,7.8127794,0.0,0.0,0.0,0.0,111,44,-1.1447699,17957955,None
111,608,3,17,13,44,1,526.4451,24.669632,9.485096964334979e-05,31.765768878765584,1,3.0112324,0.0,0.0,0.0,0.0,112,46,-4.184316,17957983,None
112,643,3,18,13,44,2,1433.8779,24.679436,3.1244844421496046e-05,31.715835047778494,1,1.0,0.0,0.0,0.0,0.0,113,46,-3.2041547,17957983,None
113,641,3,18,11,44,3,324.94995,24.701214,4.503969577727196e-05,31.67103375494599,1,1.0,0.0,0.0,0.0,0.0,114,46,-1.0270183,17957983,None
114,642,3,18,12,44,4,249.62218,24.704086,0.0009749153381761154,31.65639810800237,1,6.196434,0.0,0.0,0.0,0.0,118,46,-0.7397322,17957983,None
115,935,3,26,25,45,1,437.29074,3.1031027,1e-05,34.78607177734375,1,1.0,0.0,0.0,0.0,0.0,116,47,-2.8657467,17956813,None
