per,rno,inflow,runoff,specified_line_id,category,n_measured,n_estimated,start_datetime,line_id_in_model
1,144,,13971.391794466666,,,,,1998-04-01,17956827
1,149,,6282.813288333334,,,,,1998-04-01,17955371
1,150,,402.55045333333334,,,,,1998-04-01,17958205
1,151,,402.55045333333334,,,,,1998-04-01,17958205
1,152,,402.55045333333334,,,,,1998-04-01,17958205
1,153,,10946.422702,,,,,1998-04-01,18022250
1,154,,3536.72215,,,,,1998-04-01,18046688
1,155,,3536.72215,,,,,1998-04-01,18046688
1,156,,1759.8753720666668,,,,,1998-04-01,17955487
1,157,,1759.8753720666668,,,,,1998-04-01,17955487
1,158,,314.05739,,,,,1998-04-01,17956199
1,160,,704.4704072583334,,,,,1998-04-01,17956869
1,161,,704.4704072583334,,,,,1998-04-01,17956869
1,162,,704.4704072583334,,,,,1998-04-01,17956869
1,163,,704.4704072583334,,,,,1998-04-01,17956869
1,165,,1276.8120666666669,,,,,1998-04-01,17956913
1,166,,1276.8120666666669,,,,,1998-04-01,17956913
1,167,,1276.8120666666669,,,,,1998-04-01,17956913
1,168,,1276.8120666666669,,,,,1998-04-01,17956913
1,169,,1276.8120666666669,,,,,1998-04-01,17956913
1,172,,2342.8244065833333,,,,,1998-04-01,17956955
1,173,,2342.8244065833333,,,,,1998-04-01,17956955
1,174,,2342.8244065833333,,,,,1998-04-01,17956955
1,175,,2342.8244065833333,,,,,1998-04-01,17956955
1,176,,144.24794999999997,,,,,1998-04-01,17956961
1,177,,144.24794999999997,,,,,1998-04-01,17956961
1,178,,183.60751377777777,,,,,1998-04-01,17957815
1,179,,183.60751377777777,,,,,1998-04-01,17957815
1,180,,183.60751377777777,,,,,1998-04-01,17957815
1,181,,183.60751377777777,,,,,1998-04-01,17957815
1,182,,183.60751377777777,,,,,1998-04-01,17957815
1,183,,183.60751377777777,,,,,1998-04-01,17957815
1,184,,907.4433143666668,,,,,1998-04-01,17958207
1,185,,1826.2716333333335,,,,,1998-04-01,18022216
1,188,,170.54377142857143,,,,,1998-04-01,18047170
1,189,,170.54377142857143,,,,,1998-04-01,18047170
1,190,,170.54377142857143,,,,,1998-04-01,18047170
1,191,,170.54377142857143,,,,,1998-04-01,18047170
1,192,,170.54377142857143,,,,,1998-04-01,18047170
1,193,,170.54377142857143,,,,,1998-04-01,18047170
1,194,,170.54377142857143,,,,,1998-04-01,18047170
1,195,24737787.254938275,,18047162,estimated,0.0,81.0,1998-04-01,18046670
2,1,,1314.7317555555555,,,,,2007-04-01,17955471
2,2,,1314.7317555555555,,,,,2007-04-01,17955471
2,3,,1314.7317555555555,,,,,2007-04-01,17955471
2,4,,553.9633827777778,,,,,2007-04-01,17955445
2,5,,553.9633827777778,,,,,2007-04-01,17955445
2,6,,553.9633827777778,,,,,2007-04-01,17955445
2,9,,206.0170416666667,,,,,2007-04-01,17957809
2,10,,206.0170416666667,,,,,2007-04-01,17957809
2,13,,412.0340833333334,,,,,2007-04-01,17955543
2,14,,178.07128333333333,,,,,2007-04-01,17979087
2,15,,189.40842,,,,,2007-04-01,17955663
2,16,,189.40842,,,,,2007-04-01,17955663
2,17,,189.40842,,,,,2007-04-01,17955663
2,18,,189.40842,,,,,2007-04-01,17955663
2,19,,189.40842,,,,,2007-04-01,17955663
2,22,,178.07128333333333,,,,,2007-04-01,17979089
2,23,,479.52855,,,,,2007-04-01,17955739
2,24,,178.07128333333333,,,,,2007-04-01,17958139
2,25,,4444.907221016667,,,,,2007-04-01,17955893
2,26,,4444.907221016667,,,,,2007-04-01,17955893
2,27,,4444.907221016667,,,,,2007-04-01,17955893
2,28,,4444.907221016667,,,,,2007-04-01,17955893
2,29,,4444.907221016667,,,,,2007-04-01,17955893
2,30,,198.8615,,,,,2007-04-01,938030572
2,31,,198.8615,,,,,2007-04-01,938030572
2,32,14951932.793333335,187.73973333333333,17958153,estimated,0.0,6.0,2007-04-01,17958153
2,33,,187.73973333333333,,,,,2007-04-01,17958153
2,34,,187.73973333333333,,,,,2007-04-01,17958153
2,35,,187.73973333333333,,,,,2007-04-01,17958153
2,36,,494.239865,,,,,2007-04-01,17955879
