per,k,i,j,q,boundname
6,0,25,4,-2193.6355,wel_58909
8,0,25,4,-2787.1528,wel_58909
10,0,25,4,-4639.6733,wel_58909
12,0,25,4,-2486.431,wel_58909
14,0,25,4,-2572.0344,wel_58909
16,0,25,4,-2089.2405,wel_58909
18,0,25,4,-3278.5466,wel_58909
2,0,25,5,-7713.5557,wel_58910
4,0,25,5,-5873.7676,wel_58910
6,0,25,5,-2018.3267,wel_58910
8,0,25,5,-8769.54,wel_58910
10,0,25,5,-8574.814,wel_58910
12,0,25,5,-4847.9546,wel_58910
14,0,25,5,-3956.5654,wel_58910
16,0,25,5,-3461.996,wel_58910
18,0,25,5,-3205.3716,wel_58910
2,0,25,7,-4996.6914,wel_58911
4,0,25,7,-6187.9575,wel_58911
6,0,25,7,-3396.8906,wel_58911
8,0,25,7,-7659.605,wel_58911
10,0,25,7,-7744.235,wel_58911
12,0,25,7,-6779.965999999999,wel_58911
14,0,25,7,-2947.163,wel_58911
16,0,25,7,-5297.9834,wel_58911
18,0,25,7,-3085.5886,wel_58911
2,0,25,8,-6051.982,wel_58912
4,0,25,8,-4733.1567,wel_58912
6,0,25,8,-3214.0566,wel_58912
8,0,25,8,-5520.7505,wel_58912
10,0,25,8,-5358.0340000000015,wel_58912
12,0,25,8,-6944.6494,wel_58912
14,0,25,8,-2086.2595,wel_58912
16,0,25,8,-3885.0356,wel_58912
18,0,25,8,-2315.5388,wel_58912
2,0,25,10,-3261.4504,wel_58913
4,0,25,10,-5677.1084,wel_58913
6,0,25,10,-3497.0068,wel_58913
8,0,25,10,-6302.324000000001,wel_58913
10,0,25,10,-4350.062,wel_58913
12,0,25,10,-6112.754,wel_58913
14,0,25,10,-2051.3235,wel_58913
16,0,25,10,-4195.6343,wel_58913
18,0,25,10,-3205.738,wel_58913
2,0,25,12,-1651.9663,wel_58914
4,0,25,12,-2505.95,wel_58914
6,0,25,12,-2117.928,wel_58914
8,0,25,12,-2672.5122,wel_58914
10,0,25,12,-2650.322,wel_58914
12,0,25,12,-2766.1494,wel_58914
14,0,25,12,-1683.7609,wel_58914
16,0,25,12,-2236.2670000000007,wel_58914
18,0,25,12,-1988.4039,wel_58914
2,12,25,13,-724.53687,wel_58915
4,12,25,13,-1450.6383,wel_58915
6,12,25,13,-1054.2247,wel_58915
8,12,25,13,-1655.5879,wel_58915
10,12,25,13,-2062.3381,wel_58915
12,12,25,13,-2069.2922,wel_58915
13,12,25,13,-9.834178,wel_58915
14,12,25,13,-1041.7008,wel_58915
16,12,25,13,-1310.3214,wel_58915
18,12,25,13,-1275.8577,wel_58915
2,12,25,15,-736.6354,wel_58916
3,12,25,15,-2.156908,wel_58916
4,12,25,15,-1920.807,wel_58916
6,12,25,15,-770.7950400000002,wel_58916
8,12,25,15,-861.8138,wel_58916
10,12,25,15,-1696.6119,wel_58916
12,12,25,15,-937.7314,wel_58916
14,12,25,15,-473.4678,wel_58916
16,12,25,15,-493.1933,wel_58916
18,12,25,15,-844.8945,wel_58916
2,3,25,17,-543.9516,wel_58917
3,3,25,17,-12.941448,wel_58917
4,3,25,17,-188.4472,wel_58917
6,3,25,17,-100.94329,wel_58917
8,3,25,17,-443.7867,wel_58917
9,3,25,17,-6.853656,wel_58917
10,3,25,17,-547.0849599999998,wel_58917
11,3,25,17,-10.267474,wel_58917
12,3,25,17,-629.92615,wel_58917
14,3,25,17,-524.1700400000002,wel_58917
15,3,25,17,-8.622547,wel_58917
16,3,25,17,-475.4907,wel_58917
17,3,25,17,-5.6377163,wel_58917
18,3,25,17,-327.0315,wel_58917
2,12,25,18,-667.20355,wel_58918
3,12,25,18,-17.255264,wel_58918
4,12,25,18,-422.75397,wel_58918
6,12,25,18,-291.47015,wel_58918
8,12,25,18,-2461.559,wel_58918
9,12,25,18,-34.26828,wel_58918
10,12,25,18,-3101.4546,wel_58918
11,12,25,18,-25.668686,wel_58918
12,12,25,18,-2808.4653,wel_58918
13,12,25,18,-24.585445,wel_58918
14,12,25,18,-2303.2288,wel_58918
15,12,25,18,-20.119276,wel_58918
16,12,25,18,-2522.7524,wel_58918
17,12,25,18,-45.10173,wel_58918
18,12,25,18,-2531.3303,wel_58918
2,12,25,20,-166.80088999999995,wel_58919
3,12,25,20,-4.313816,wel_58919
2,12,25,21,-166.80088999999995,wel_58920
3,12,25,21,-4.313816,wel_58920
8,12,25,21,-837.4649,wel_58920
9,12,25,21,-6.853656,wel_58920
10,12,25,21,-689.13495,wel_58920
12,12,25,21,-818.4812,wel_58920
13,12,25,21,-4.917089,wel_58920
14,12,25,21,-431.0902,wel_58920
15,12,25,21,-2.8741825,wel_58920
16,12,25,21,-502.86697,wel_58920
18,12,25,21,-504.68005,wel_58920
2,12,25,23,-195.78625,wel_58921
4,12,25,23,-309.1443,wel_58921
6,12,25,23,-242.8918,wel_58921
8,12,25,23,-1534.4758,wel_58921
10,12,25,23,-1736.9479,wel_58921
12,12,25,23,-1322.1393,wel_58921
14,12,25,23,-1003.3363,wel_58921
16,12,25,23,-1080.4353,wel_58921
18,12,25,23,-926.61395,wel_58921
2,12,25,25,-760.2862,wel_58922
4,12,25,25,-1042.1768,wel_58922
6,12,25,25,-523.6493,wel_58922
8,12,25,25,-6504.6934,wel_58922
10,12,25,25,-7342.644,wel_58922
12,12,25,25,-4832.925,wel_58922
14,12,25,25,-3017.8857,wel_58922
16,12,25,25,-3166.9583,wel_58922
18,12,25,25,-1467.6144,wel_58922
2,12,25,26,-1724.8514,wel_58923
4,12,25,26,-4091.1675,wel_58923
6,12,25,26,-1648.2971,wel_58923
8,12,25,26,-3426.0662,wel_58923
10,12,25,26,-3486.775,wel_58923
12,12,25,26,-4785.2783,wel_58923
14,12,25,26,-1992.4664,wel_58923
16,12,25,26,-2484.4863,wel_58923
18,12,25,26,-2483.028,wel_58923
2,12,25,28,-604.8993,wel_58924
3,12,25,28,-8.627632,wel_58924
4,12,25,28,-385.76767,wel_58924
6,12,25,28,-254.25153,wel_58924
8,12,25,28,-1688.4149,wel_58924
9,12,25,28,-13.707312,wel_58924
10,12,25,28,-1435.6774,wel_58924
11,12,25,28,-10.267474,wel_58924
12,12,25,28,-1433.5562,wel_58924
13,12,25,28,-9.834178,wel_58924
14,12,25,28,-905.26105,wel_58924
15,12,25,28,-5.748365,wel_58924
16,12,25,28,-1070.6865,wel_58924
17,12,25,28,-11.275433,wel_58924
18,12,25,28,-1432.0361,wel_58924
2,12,25,29,-28.43597,wel_58925
4,12,25,29,-285.73715,wel_58925
6,12,25,29,-220.4959,wel_58925
8,12,25,29,-1181.9332,wel_58925
9,12,25,29,-6.853656,wel_58925
10,12,25,29,-1593.0344,wel_58925
11,12,25,29,-25.668686,wel_58925
12,12,25,29,-1174.4418,wel_58925
13,12,25,29,-4.917089,wel_58925
14,12,25,29,-926.92883,wel_58925
15,12,25,29,-17.245094,wel_58925
16,12,25,29,-1033.9535,wel_58925
17,12,25,29,-16.913149,wel_58925
18,12,25,29,-1479.9326,wel_58925
10,12,25,31,-223.73274,wel_58926
11,12,25,31,-10.267474,wel_58926
14,12,25,31,-62.287445,wel_58926
15,12,25,31,-2.8741825,wel_58926
2,0,23,2,-1351.2026,wel_59302
4,0,23,2,-3073.58,wel_59302
6,0,23,2,-1376.287,wel_59302
8,0,23,2,-2988.478,wel_59302
10,0,23,2,-2338.9714,wel_59302
12,0,23,2,-2237.4666,wel_59302
14,0,23,2,-1835.9847,wel_59302
16,0,23,2,-2086.9883,wel_59302
18,0,23,2,-1594.8391,wel_59302
2,0,23,4,-3525.8920000000007,wel_59303
4,0,23,4,-4596.915,wel_59303
6,0,23,4,-4443.0503,wel_59303
8,0,23,4,-3699.8472,wel_59303
10,0,23,4,-2344.3213,wel_59303
12,0,23,4,-2802.3032,wel_59303
14,0,23,4,-1495.5054,wel_59303
16,0,23,4,-1551.0883,wel_59303
18,0,23,4,-1529.2269,wel_59303
2,0,23,5,-3942.169,wel_59304
4,0,23,5,-8465.464,wel_59304
6,0,23,5,-5186.405,wel_59304
8,0,23,5,-5767.059,wel_59304
10,0,23,5,-8037.001999999998,wel_59304
12,0,23,5,-7175.851,wel_59304
14,0,23,5,-4483.75,wel_59304
16,0,23,5,-2967.3892,wel_59304
18,0,23,5,-2339.4453,wel_59304
2,0,23,7,-4384.206,wel_59305
3,0,23,7,-2.156908,wel_59305
4,0,23,7,-6952.741999999998,wel_59305
6,0,23,7,-3221.5815,wel_59305
8,0,23,7,-6478.1685,wel_59305
10,0,23,7,-7257.571,wel_59305
12,0,23,7,-7840.842,wel_59305
14,0,23,7,-2702.929,wel_59305
16,0,23,7,-3083.4822,wel_59305
18,0,23,7,-3042.3057,wel_59305
2,0,23,8,-8609.481,wel_59306
4,0,23,8,-3950.0928,wel_59306
6,0,23,8,-2896.416,wel_59306
8,0,23,8,-11350.502,wel_59306
10,0,23,8,-11293.226,wel_59306
12,0,23,8,-10989.361,wel_59306
14,0,23,8,-3176.182,wel_59306
16,0,23,8,-4742.929,wel_59306
18,0,23,8,-4829.0283,wel_59306
2,0,23,10,-2019.3386,wel_59307
4,0,23,10,-4181.956,wel_59307
6,0,23,10,-2790.5596,wel_59307
8,0,23,10,-8422.273000000001,wel_59307
10,0,23,10,-7148.6787,wel_59307
12,0,23,10,-7971.4097,wel_59307
14,0,23,10,-2698.5835,wel_59307
16,0,23,10,-2928.4702,wel_59307
18,0,23,10,-3603.8813,wel_59307
2,0,23,12,-699.55225,wel_59308
4,0,23,12,-787.3738400000002,wel_59308
6,0,23,12,-2611.656,wel_59308
8,0,23,12,-6916.49,wel_59308
10,0,23,12,-5678.7256,wel_59308
12,0,23,12,-4120.9966,wel_59308
14,0,23,12,-2751.057,wel_59308
16,0,23,12,-2889.0142,wel_59308
18,0,23,12,-3269.138,wel_59308
2,3,23,13,-1763.7147,wel_59309
4,3,23,13,-2600.5159,wel_59309
6,3,23,13,-2489.9705,wel_59309
8,3,23,13,-5306.6274,wel_59309
10,3,23,13,-5242.3477,wel_59309
12,3,23,13,-3806.143,wel_59309
14,3,23,13,-3220.8735,wel_59309
16,3,23,13,-2854.918,wel_59309
18,3,23,13,-3235.752,wel_59309
2,3,23,15,-2571.9539,wel_59310
4,3,23,15,-4696.392,wel_59310
6,3,23,15,-2386.1394,wel_59310
8,3,23,15,-5185.355,wel_59310
10,3,23,15,-4209.9478,wel_59310
12,3,23,15,-3895.9436,wel_59310
14,3,23,15,-2032.2511,wel_59310
16,3,23,15,-2705.5964,wel_59310
18,3,23,15,-2890.5986,wel_59310
2,12,23,17,-555.0443,wel_59311
3,12,23,17,-6.470724,wel_59311
4,12,23,17,-389.2021,wel_59311
6,12,23,17,-322.51767,wel_59311
8,12,23,17,-1225.542,wel_59311
10,12,23,17,-1120.9977,wel_59311
12,12,23,17,-1276.397,wel_59311
14,12,23,17,-727.3016,wel_59311
16,12,23,17,-829.4836,wel_59311
17,12,23,17,-5.6377163,wel_59311
18,12,23,17,-960.25183,wel_59311
2,12,23,18,-43.548996,wel_59312
4,12,23,18,-315.53537,wel_59312
6,12,23,18,-149.52164,wel_59312
8,12,23,18,-2035.4664,wel_59312
10,12,23,18,-2584.5535,wel_59312
12,12,23,18,-2504.0847,wel_59312
13,12,23,18,-9.834178,wel_59312
14,12,23,18,-1943.6825,wel_59312
16,12,23,18,-1718.6665,wel_59312
18,12,23,18,-1621.0001,wel_59312
2,12,23,20,-223.6728,wel_59313
3,12,23,20,-4.313816,wel_59313
4,12,23,20,-88.32694000000002,wel_59313
6,12,23,20,-52.364933,wel_59313
8,12,23,20,-1859.1895,wel_59313
9,12,23,20,-20.560966,wel_59313
10,12,23,20,-1230.5981,wel_59313
12,12,23,20,-1502.6742,wel_59313
14,12,23,20,-737.6055,wel_59313
16,12,23,20,-923.1071,wel_59313
18,12,23,20,-960.93304,wel_59313
2,12,23,21,-284.3597,wel_59314
4,12,23,21,-561.61847,wel_59314
6,12,23,21,-329.01233,wel_59314
8,12,23,21,-1771.5519,wel_59314
10,12,23,21,-1821.2853,wel_59314
12,12,23,21,-1988.066,wel_59314
13,12,23,21,-4.917089,wel_59314
14,12,23,21,-974.693,wel_59314
16,12,23,21,-1048.1194,wel_59314
18,12,23,21,-1269.8043,wel_59314
2,12,23,23,-135.64876999999998,wel_59315
4,12,23,23,-812.4862,wel_59315
6,12,23,23,-288.0071,wel_59315
8,12,23,23,-1968.3909,wel_59315
10,12,23,23,-2380.864,wel_59315
12,12,23,23,-2135.7634,wel_59315
14,12,23,23,-1350.948,wel_59315
16,12,23,23,-1923.5802,wel_59315
18,12,23,23,-1785.6235,wel_59315
2,12,23,25,-142.17986000000005,wel_59316
4,12,23,25,-220.81734,wel_59316
6,12,23,25,-130.91232,wel_59316
8,12,23,25,-4786.807,wel_59316
10,12,23,25,-6948.102,wel_59316
12,12,23,25,-5917.018,wel_59316
14,12,23,25,-5081.025,wel_59316
16,12,23,25,-4183.446,wel_59316
18,12,23,25,-5434.666,wel_59316
2,3,23,26,-1661.3944,wel_59317
4,3,23,26,-2938.8865,wel_59317
6,3,23,26,-1466.2179999999996,wel_59317
8,3,23,26,-4576.509,wel_59317
10,3,23,26,-6092.2036,wel_59317
12,3,23,26,-8848.511,wel_59317
14,3,23,26,-5358.5684,wel_59317
16,3,23,26,-2990.0215,wel_59317
18,3,23,26,-4248.5034,wel_59317
2,12,23,28,-500.14334,wel_59318
3,12,23,28,-2.156908,wel_59318
4,12,23,28,-525.525,wel_59318
6,12,23,28,-362.76797,wel_59318
8,12,23,28,-2263.6494,wel_59318
10,12,23,28,-2931.3853,wel_59318
12,12,23,28,-2926.9934,wel_59318
13,12,23,28,-4.917089,wel_59318
14,12,23,28,-1368.9675,wel_59318
16,12,23,28,-2535.092,wel_59318
18,12,23,28,-3531.8618,wel_59318
2,12,23,29,-1206.3424,wel_59319
4,12,23,29,-2262.35,wel_59319
6,12,23,29,-1309.1233,wel_59319
8,12,23,29,-2697.4475,wel_59319
10,12,23,29,-2559.6443,wel_59319
12,12,23,29,-2695.1301,wel_59319
14,12,23,29,-1369.8389,wel_59319
16,12,23,29,-1565.8177,wel_59319
18,12,23,29,-1750.2708,wel_59319
4,12,23,31,-181.18028,wel_59320
6,12,23,31,-48.578358,wel_59320
8,12,23,31,-466.04047,wel_59320
9,12,23,31,-6.853656,wel_59320
10,12,23,31,-1812.2489,wel_59320
11,12,23,31,-71.87232,wel_59320
12,12,23,31,-360.81763,wel_59320
13,12,23,31,-4.917089,wel_59320
14,12,23,31,-816.8772,wel_59320
15,12,23,31,-31.616005,wel_59320
16,12,23,31,-863.727,wel_59320
17,12,23,31,-33.826298,wel_59320
18,12,23,31,-1183.9058,wel_59320
2,0,22,2,-1169.613,wel_59696
3,0,22,2,-4.313816,wel_59696
4,0,22,2,-946.89044,wel_59696
6,0,22,2,-366.5545,wel_59696
8,0,22,2,-1959.4795,wel_59696
10,0,22,2,-1181.3741,wel_59696
12,0,22,2,-1271.2877,wel_59696
14,0,22,2,-706.1104,wel_59696
16,0,22,2,-1170.456,wel_59696
18,0,22,2,-985.0973,wel_59696
2,0,22,4,-656.00323,wel_59697
4,0,22,4,-2562.7556,wel_59697
6,0,22,4,-609.0269,wel_59697
8,0,22,4,-2026.5735,wel_59697
10,0,22,4,-1722.8374,wel_59697
12,0,22,4,-1898.0508,wel_59697
14,0,22,4,-1183.6947,wel_59697
16,0,22,4,-2499.362,wel_59697
18,0,22,4,-2575.9949,wel_59697
2,0,22,5,-5691.2534,wel_59698
4,0,22,5,-6691.7056,wel_59698
6,0,22,5,-6665.1455,wel_59698
8,0,22,5,-7301.3364,wel_59698
10,0,22,5,-7714.767,wel_59698
12,0,22,5,-5862.6646,wel_59698
14,0,22,5,-6799.826999999998,wel_59698
16,0,22,5,-2534.9822,wel_59698
18,0,22,5,-4119.3926,wel_59698
2,0,22,7,-5904.0293,wel_59699
4,0,22,7,-6566.3784,wel_59699
6,0,22,7,-5906.9917,wel_59699
8,0,22,7,-6151.5044,wel_59699
10,0,22,7,-8850.965,wel_59699
12,0,22,7,-6920.7163,wel_59699
14,0,22,7,-4376.66,wel_59699
16,0,22,7,-3008.1,wel_59699
18,0,22,7,-4037.5696,wel_59699
2,0,22,8,-2578.2708,wel_59700
4,0,22,8,-3923.4644,wel_59700
6,0,22,8,-4677.5547,wel_59700
8,0,22,8,-4719.7935,wel_59700
10,0,22,8,-6025.727,wel_59700
12,0,22,8,-6525.9487,wel_59700
14,0,22,8,-4038.5576,wel_59700
16,0,22,8,-3416.1628,wel_59700
18,0,22,8,-3355.5170000000007,wel_59700
2,0,22,10,-7450.439,wel_59701
4,0,22,10,-5062.0073,wel_59701
6,0,22,10,-3721.325,wel_59701
8,0,22,10,-5529.581999999999,wel_59701
10,0,22,10,-5774.6255,wel_59701
12,0,22,10,-6890.8823,wel_59701
14,0,22,10,-5321.5,wel_59701
16,0,22,10,-4357.735,wel_59701
18,0,22,10,-3946.7642,wel_59701
2,8,22,12,-6865.433000000001,wel_59702
4,8,22,12,-5820.121999999999,wel_59702
6,8,22,12,-7908.243,wel_59702
8,8,22,12,-8840.379,wel_59702
10,8,22,12,-9334.67,wel_59702
12,8,22,12,-6810.1680000000015,wel_59702
14,8,22,12,-2449.904,wel_59702
16,8,22,12,-3867.756,wel_59702
18,8,22,12,-4611.965,wel_59702
2,3,22,13,-4774.4546,wel_59703
4,3,22,13,-3460.8306,wel_59703
6,3,22,13,-5197.1895,wel_59703
8,3,22,13,-9386.716,wel_59703
10,3,22,13,-3539.7637,wel_59703
12,3,22,13,-4320.4966,wel_59703
14,3,22,13,-1775.0032,wel_59703
16,3,22,13,-2753.2715,wel_59703
18,3,22,13,-3610.3955,wel_59703
2,3,22,15,-6110.1772,wel_59704
4,3,22,15,-6653.486999999999,wel_59704
6,3,22,15,-3736.9153,wel_59704
8,3,22,15,-11162.494,wel_59704
10,3,22,15,-5660.075,wel_59704
11,3,22,15,-10.267474,wel_59704
12,3,22,15,-6107.111999999999,wel_59704
13,3,22,15,-9.834178,wel_59704
14,3,22,15,-2568.7266,wel_59704
16,3,22,15,-3960.3613,wel_59704
18,3,22,15,-4524.1406,wel_59704
2,3,22,17,-4593.5093,wel_59705
4,3,22,17,-3523.7983,wel_59705
6,3,22,17,-2918.6199,wel_59705
8,3,22,17,-8675.472,wel_59705
10,3,22,17,-7293.1514,wel_59705
12,3,22,17,-4813.4004,wel_59705
14,3,22,17,-5536.2363,wel_59705
16,3,22,17,-3554.9207,wel_59705
17,3,22,17,-16.913149,wel_59705
18,3,22,17,-4306.1245,wel_59705
2,3,22,18,-1000.1433,wel_59706
4,3,22,18,-1385.5986,wel_59706
6,3,22,18,-314.18958,wel_59706
8,3,22,18,-3055.4924,wel_59706
10,3,22,18,-3264.6301,wel_59706
12,3,22,18,-2958.5447,wel_59706
14,3,22,18,-1775.8716,wel_59706
16,3,22,18,-2110.518,wel_59706
18,3,22,18,-2279.169,wel_59706
8,12,22,20,-1279.454,wel_59707
10,12,22,20,-1279.8221,wel_59707
12,12,22,20,-1322.1393,wel_59707
14,12,22,20,-684.91943,wel_59707
16,12,22,20,-820.6835,wel_59707
18,12,22,20,-892.29486,wel_59707
8,12,22,21,-196.83907,wel_59708
10,12,22,21,-246.11961,wel_59708
12,12,22,21,-254.25757,wel_59708
14,12,22,21,-131.71526,wel_59708
16,12,22,21,-158.9101,wel_59708
18,12,22,21,-171.59518,wel_59708
8,11,22,23,-836.56616,wel_59709
10,11,22,23,-787.5828,wel_59709
12,11,22,23,-833.3322,wel_59709
14,11,22,23,-474.175,wel_59709
16,11,22,23,-690.66254,wel_59709
18,11,22,23,-617.7426,wel_59709
2,12,22,25,-451.71,wel_59710
4,12,22,25,-706.61554,wel_59710
6,12,22,25,-104.729866,wel_59710
8,12,22,25,-1002.06134,wel_59710
10,12,22,25,-1272.1936,wel_59710
12,12,22,25,-1121.8044,wel_59710
14,12,22,25,-631.36194,wel_59710
16,12,22,25,-658.06555,wel_59710
18,12,22,25,-717.6738,wel_59710
2,12,22,26,-280.54477,wel_59711
3,12,22,26,-4.313816,wel_59711
4,12,22,26,-176.65388000000004,wel_59711
6,12,22,26,-104.729866,wel_59711
8,12,22,26,-1575.6113,wel_59711
9,12,22,26,-6.853656,wel_59711
10,12,22,26,-1804.599,wel_59711
12,12,22,26,-2703.9756,wel_59711
14,12,22,26,-1443.6398,wel_59711
16,12,22,26,-1048.8066,wel_59711
18,12,22,26,-1443.3562,wel_59711
2,12,22,28,-637.6996,wel_59712
4,12,22,28,-883.26935,wel_59712
6,12,22,28,-680.42053,wel_59712
8,12,22,28,-1131.8247,wel_59712
10,12,22,28,-1363.848,wel_59712
12,12,22,28,-1473.2244,wel_59712
13,12,22,28,-4.917089,wel_59712
14,12,22,28,-2162.304,wel_59712
16,12,22,28,-1443.5927,wel_59712
18,12,22,28,-1034.9432,wel_59712
2,12,22,29,-1247.9171,wel_59713
4,12,22,29,-1987.3562,wel_59713
6,12,22,29,-1174.4244,wel_59713
8,12,22,29,-2478.3545,wel_59713
10,12,22,29,-2536.1643,wel_59713
12,12,22,29,-2699.987,wel_59713
13,12,22,29,-4.917089,wel_59713
14,12,22,29,-2153.185,wel_59713
16,12,22,29,-1959.183,wel_59713
18,12,22,29,-1699.7928,wel_59713
2,12,22,31,-454.97552,wel_59714
4,12,22,31,-1104.0867,wel_59714
6,12,22,31,-628.37915,wel_59714
8,12,22,31,-1717.6396,wel_59714
10,12,22,31,-1575.1656,wel_59714
12,12,22,31,-1627.2483,wel_59714
14,12,22,31,-842.9777,wel_59714
16,12,22,31,-988.77954,wel_59714
18,12,22,31,-1100.2104,wel_59714
2,0,20,2,-1798.382,wel_60090
4,0,20,2,-4769.6807,wel_60090
6,0,20,2,-1098.5253,wel_60090
8,0,20,2,-5829.87,wel_60090
10,0,20,2,-2332.532,wel_60090
12,0,20,2,-3247.9226,wel_60090
14,0,20,2,-1264.4666,wel_60090
16,0,20,2,-2896.9836,wel_60090
18,0,20,2,-1839.075,wel_60090
2,0,20,4,-3982.1313,wel_60091
4,0,20,4,-6638.4355,wel_60091
6,0,20,4,-3429.1602,wel_60091
8,0,20,4,-7498.3975,wel_60091
10,0,20,4,-5467.394,wel_60091
12,0,20,4,-1639.5332,wel_60091
14,0,20,4,-919.3929,wel_60091
16,0,20,4,-4397.459,wel_60091
18,0,20,4,-1211.2776,wel_60091
2,0,20,5,-4402.6714,wel_60092
4,0,20,5,-5621.285,wel_60092
6,0,20,5,-3370.061,wel_60092
8,0,20,5,-5897.026,wel_60092
10,0,20,5,-5535.0454,wel_60092
12,0,20,5,-3545.6084,wel_60092
14,0,20,5,-4016.2651,wel_60092
16,0,20,5,-3210.8315,wel_60092
18,0,20,5,-3495.5986,wel_60092
2,0,20,7,-1530.9873,wel_60093
4,0,20,7,-3981.5251,wel_60093
6,0,20,7,-3056.5183,wel_60093
8,0,20,7,-3766.8616,wel_60093
10,0,20,7,-5743.4043,wel_60093
12,0,20,7,-4163.25,wel_60093
14,0,20,7,-1983.1815,wel_60093
16,0,20,7,-2765.8816,wel_60093
18,0,20,7,-3104.8948,wel_60093
2,0,20,8,-3015.6294,wel_60094
3,0,20,8,-2.156908,wel_60094
4,0,20,8,-7092.473000000001,wel_60094
6,0,20,8,-1593.3439,wel_60094
8,0,20,8,-7749.6895,wel_60094
9,0,20,8,-6.853656,wel_60094
10,0,20,8,-3913.431,wel_60094
11,0,20,8,-5.133737,wel_60094
12,0,20,8,-6925.946,wel_60094
14,0,20,8,-2216.8342,wel_60094
16,0,20,8,-4502.892,wel_60094
17,0,20,8,-5.6377163,wel_60094
18,0,20,8,-3301.7205,wel_60094
2,0,20,10,-1166.9312,wel_60095
3,0,20,10,-2.156908,wel_60095
4,0,20,10,-883.26935,wel_60095
6,0,20,10,-2652.3975,wel_60095
8,0,20,10,-2872.0325,wel_60095
10,0,20,10,-3114.6938,wel_60095
12,0,20,10,-3801.1472,wel_60095
14,0,20,10,-2712.9702,wel_60095
16,0,20,10,-2196.3694,wel_60095
18,0,20,10,-3192.6638,wel_60095
2,3,20,12,-3051.5405,wel_60096
4,3,20,12,-6196.6284,wel_60096
6,3,20,12,-5170.4683,wel_60096
8,3,20,12,-6361.944,wel_60096
10,3,20,12,-8961.019,wel_60096
12,3,20,12,-10525.555,wel_60096
14,3,20,12,-3198.1687,wel_60096
16,3,20,12,-2155.024,wel_60096
18,3,20,12,-3492.5723,wel_60096
2,3,20,13,-2950.6013,wel_60097
3,3,20,13,-2.156908,wel_60097
4,3,20,13,-6368.4090000000015,wel_60097
6,3,20,13,-5375.374,wel_60097
8,3,20,13,-10800.222,wel_60097
10,3,20,13,-3957.6448,wel_60097
11,3,20,13,-5.133737,wel_60097
12,3,20,13,-7720.1885,wel_60097
14,3,20,13,-3716.4175,wel_60097
16,3,20,13,-1818.8744,wel_60097
18,3,20,13,-3907.4268,wel_60097
2,3,20,15,-4899.714,wel_60098
3,3,20,15,-4.313816,wel_60098
4,3,20,15,-9160.644,wel_60098
6,3,20,15,-1544.394,wel_60098
8,3,20,15,-10491.504,wel_60098
10,3,20,15,-8951.437,wel_60098
12,3,20,15,-2501.4382,wel_60098
13,3,20,15,-9.834178,wel_60098
14,3,20,15,-1913.2965,wel_60098
16,3,20,15,-3444.7358,wel_60098
17,3,20,15,-11.275433,wel_60098
18,3,20,15,-3128.533,wel_60098
2,3,20,17,-3115.6738,wel_60099
3,3,20,17,-2.156908,wel_60099
4,3,20,17,-4203.7334,wel_60099
6,3,20,17,-2025.1567,wel_60099
8,3,20,17,-7144.9556,wel_60099
10,3,20,17,-6536.1816,wel_60099
12,3,20,17,-5170.2036,wel_60099
14,3,20,17,-2643.2979,wel_60099
16,3,20,17,-3027.7356,wel_60099
17,3,20,17,-5.6377163,wel_60099
18,3,20,17,-2900.4036,wel_60099
2,3,20,18,-4367.499,wel_60100
4,3,20,18,-4808.799,wel_60100
6,3,20,18,-157.09479,wel_60100
8,3,20,18,-2197.0369,wel_60100
10,3,20,18,-5870.5264,wel_60100
12,3,20,18,-5291.2744,wel_60100
14,3,20,18,-2669.5647,wel_60100
16,3,20,18,-2249.5352,wel_60100
18,3,20,18,-1464.6483,wel_60100
8,12,20,20,-295.25864,wel_60101
10,12,20,20,-449.80872,wel_60101
12,12,20,20,-518.22906,wel_60101
13,12,20,20,-9.834178,wel_60101
14,12,20,20,-158.05832,wel_60101
16,12,20,20,-173.74507,wel_60101
18,12,20,20,-205.91423,wel_60101
8,12,20,28,-246.04886,wel_60106
10,12,20,28,-246.11961,wel_60106
12,12,20,28,-254.25757,wel_60106
14,12,20,28,-131.71526,wel_60106
16,12,20,28,-275.43808,wel_60106
17,12,20,28,-5.6377163,wel_60106
18,12,20,28,-177.64857,wel_60106
2,12,20,29,-284.3597,wel_60107
4,12,20,29,-502.0281,wel_60107
6,12,20,29,-261.82465,wel_60107
8,12,20,29,-2706.5376,wel_60107
10,12,20,29,-2671.5103,wel_60107
11,12,20,29,-5.133737,wel_60107
12,12,20,29,-2598.2842,wel_60107
13,12,20,29,-4.917089,wel_60107
14,12,20,29,-1422.5249,wel_60107
16,12,20,29,-1611.0099,wel_60107
18,12,20,29,-1715.9518,wel_60107
2,12,20,31,-1160.1523,wel_60108
3,12,20,31,-6.470724,wel_60108
4,12,20,31,-1743.1316,wel_60108
6,12,20,31,-1106.8893,wel_60108
8,12,20,31,-3002.6948,wel_60108
9,12,20,31,-6.853656,wel_60108
10,12,20,31,-3127.9443,wel_60108
11,12,20,31,-10.267474,wel_60108
12,12,20,31,-3218.216,wel_60108
13,12,20,31,-14.751266500000002,wel_60108
14,12,20,31,-1741.1025,wel_60108
15,12,20,31,-8.622547,wel_60108
16,12,20,31,-1942.9381,wel_60108
17,12,20,31,-5.6377163,wel_60108
