time,HEADWATER,TAILWATER,GAGE-1
3652.5,0.0,0.0,0.0
3683.5,83.34807173490981,31.161780359272598,-113.99484518119698
3712.5,-6.567036617320127,-40.31804922967535,44.486138295645105
3743.5,-170.39467822126403,-165.7387482757117,329.32760685174117
3773.5,-305.29595798671903,-266.3565819946948,561.572067104561
3804.5,-347.3532500713552,-290.4847531711598,627.3405096660772
3834.5,-348.43162046385805,-291.9421339545129,629.79865552095
3865.5,-40.312373566004,-27.79816170103595,67.28307495992112
3896.5,257.9547381822789,214.28098592927927,-464.9485799888639
3926.5,557.4800016315005,452.1176312659485,-994.7108642919779
3957.5,801.0215393791216,640.7138075266917,-1421.231160571721
3987.5,923.4321232952017,741.877576841744,-1642.460588573903
4018.5,902.2009721328018,736.2906678308391,-1616.80216704509
4049.5,754.8673532486509,634.9957467642373,-1372.23607795988
4077.5,536.6784405512955,475.06355517659154,-999.8175515038849
4108.5,277.4709054399967,284.59034159260216,-556.46686630371
4138.5,78.88628390267081,140.92505559306449,-218.7180348608631
4169.5,-8.739855265710048,86.47836810443198,-77.92715633141779
4199.5,-10.378580991948184,83.49343578927835,-73.48155923263903
4230.5,242.65197114358693,310.4582583882725,-544.8726818267551
4261.5,521.6381139582113,538.0423244741764,-1043.8051439345559
4291.5,805.5322763992409,763.6110746243168,-1546.102216391032
4322.5,1035.282040862798,941.0460489377776,-1948.1062323857095
4352.5,1141.7805660562924,1021.663614975074,-2133.2540032023057
4383.5,1144.4168671421153,1027.656253922511,-2141.5022120469016
