#k i j head boundname
1 11 25 290.755 perimeter-heads
1 12 25 290.196 perimeter-heads
1 13 25 290.098 perimeter-heads
1 18 25 288.902 perimeter-heads
2 1 25 298.283 perimeter-heads
2 2 25 297.628 perimeter-heads
2 3 25 296.828 perimeter-heads
2 4 25 296.176 perimeter-heads
2 5 25 295.569 perimeter-heads
2 6 25 294.913 perimeter-heads
2 7 25 294.076 perimeter-heads
2 8 25 293.059 perimeter-heads
2 9 25 292.156 perimeter-heads
2 10 25 291.383 perimeter-heads
2 11 25 290.763 perimeter-heads
2 12 25 290.228 perimeter-heads
2 13 25 290.105 perimeter-heads
2 14 25 289.956 perimeter-heads
2 15 25 289.768 perimeter-heads
2 16 25 289.526 perimeter-heads
2 17 25 289.231 perimeter-heads
2 18 25 288.906 perimeter-heads
2 19 25 288.643 perimeter-heads
2 21 25 288.044 perimeter-heads
2 24 25 286.763 perimeter-heads
2 25 25 286.259 perimeter-heads
2 25 22 287.661 perimeter-heads
2 25 23 287.122 perimeter-heads
2 1 18 303.342 perimeter-heads
2 1 19 302.359 perimeter-heads
2 1 20 301.66 perimeter-heads
2 1 21 300.976 perimeter-heads
2 1 22 300.265 perimeter-heads
2 1 23 299.62 perimeter-heads
2 1 24 298.922 perimeter-heads
3 1 25 298.269 perimeter-heads
3 2 25 297.608 perimeter-heads
3 3 25 296.838 perimeter-heads
3 4 25 296.179 perimeter-heads
3 5 25 295.559 perimeter-heads
3 6 25 294.889 perimeter-heads
3 7 25 294.05 perimeter-heads
3 8 25 293.06 perimeter-heads
3 9 25 292.173 perimeter-heads
3 10 25 291.407 perimeter-heads
3 11 25 290.776 perimeter-heads
3 12 25 290.292 perimeter-heads
3 13 25 290.119 perimeter-heads
3 14 25 289.947 perimeter-heads
3 15 25 289.746 perimeter-heads
3 16 25 289.507 perimeter-heads
3 17 25 289.223 perimeter-heads
3 18 25 288.912 perimeter-heads
3 19 25 288.646 perimeter-heads
3 20 25 288.401 perimeter-heads
3 21 25 288.039 perimeter-heads
3 22 25 287.675 perimeter-heads
3 23 25 287.255 perimeter-heads
3 24 25 286.765 perimeter-heads
3 25 25 286.271 perimeter-heads
3 1 1 313.393 perimeter-heads
3 2 1 313.126 perimeter-heads
3 3 1 312.629 perimeter-heads
3 4 1 312.43 perimeter-heads
3 5 1 312.199 perimeter-heads
3 6 1 311.979 perimeter-heads
3 7 1 311.76 perimeter-heads
3 8 1 311.507 perimeter-heads
3 25 18 290.758 perimeter-heads
3 25 19 289.311 perimeter-heads
3 25 20 288.744 perimeter-heads
3 25 21 288.142 perimeter-heads
3 25 22 287.66 perimeter-heads
3 25 23 287.128 perimeter-heads
3 25 24 286.722 perimeter-heads
3 1 2 312.887 perimeter-heads
3 1 3 312.573 perimeter-heads
3 1 4 312.253 perimeter-heads
3 1 5 311.909 perimeter-heads
3 1 6 311.559 perimeter-heads
3 1 7 311.168 perimeter-heads
3 1 8 310.73 perimeter-heads
3 1 9 310.206 perimeter-heads
3 1 10 309.636 perimeter-heads
3 1 11 309.058 perimeter-heads
3 1 12 308.449 perimeter-heads
3 1 13 307.759 perimeter-heads
3 1 14 306.934 perimeter-heads
3 1 15 306.064 perimeter-heads
3 1 16 305.171 perimeter-heads
3 1 17 304.284 perimeter-heads
3 1 18 303.344 perimeter-heads
3 1 19 302.398 perimeter-heads
3 1 20 301.675 perimeter-heads
3 1 21 300.98 perimeter-heads
3 1 22 300.269 perimeter-heads
3 1 23 299.611 perimeter-heads
3 1 24 298.921 perimeter-heads
4 1 25 298.254 perimeter-heads
4 2 25 297.589 perimeter-heads
4 3 25 296.848 perimeter-heads
4 4 25 296.182 perimeter-heads
4 5 25 295.549 perimeter-heads
4 6 25 294.864 perimeter-heads
4 7 25 294.026 perimeter-heads
4 8 25 293.059 perimeter-heads
4 9 25 292.192 perimeter-heads
4 10 25 291.438 perimeter-heads
4 11 25 290.804 perimeter-heads
4 12 25 290.365 perimeter-heads
4 13 25 290.144 perimeter-heads
4 14 25 289.947 perimeter-heads
4 15 25 289.732 perimeter-heads
4 16 25 289.495 perimeter-heads
4 17 25 289.22 perimeter-heads
4 18 25 288.921 perimeter-heads
4 19 25 288.65 perimeter-heads
4 20 25 288.382 perimeter-heads
4 21 25 288.033 perimeter-heads
4 22 25 287.669 perimeter-heads
4 23 25 287.25 perimeter-heads
4 24 25 286.769 perimeter-heads
4 25 25 286.285 perimeter-heads
4 1 1 313.324 perimeter-heads
4 2 1 313.013 perimeter-heads
4 3 1 312.572 perimeter-heads
