#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
1 1 31 64 37.851482 4.359013713511824 0.0001 297.03528 1 1.0 0.03700000047683716 1 1.0 0 6867619
2 1 30 64 11.301521 4.3629378436298785 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
3 1 30 65 50.517265 4.367873146545615 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
4 1 30 66 3.140187 4.3721568907937085 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
5 1 29 66 44.41411 4.375953388881669 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
6 1 29 67 33.07612 4.382139820632415 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
7 1 28 67 12.040193 4.385741680704372 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
8 1 28 68 42.997604 4.39013562444428 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
9 1 28 69 42.265347 4.396942591333917 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
10 1 28 70 40.121178 4.4035199205215 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
11 1 28 71 40.121178 4.409926070290213 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
12 1 28 72 13.225701 4.414185017155368 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
13 1 28 72 26.684704 4.417371264025973 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
14 1 28 73 41.76604 4.422836029318472 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
15 1 28 74 42.09797 4.429531312966421 0.0001 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
16 1 28 75 17.727654 4.43430749162646 0.007378209407044848 297.03528 1 1.0 0.03700000047683716 2 1.0 0 6867619
17 1 29 75 45.51093 4.439356139388834 0.0001 296.90448 1 1.0 0.03700000047683716 2 1.0 0 6867619
18 1 30 75 11.589502 4.443914755000961 0.03268601932413104 296.90448 1 1.0 0.03700000047683716 2 1.0 0 6867619
19 1 30 76 50.765102 4.448892825971336 0.004036740348700124 296.52567 1 1.0 0.03700000047683716 2 1.0 0 6867619
20 1 30 77 40.083187 4.456145707207107 0.007187962732000662 296.32074 1 1.0 0.03700000047683716 2 1.0 0 6867619
21 1 30 78 40.083187 4.462545790412299 0.005102608434473937 296.03262 1 1.0 0.03700000047683716 2 1.0 0 6867619
22 1 30 79 40.083187 4.46894587361749 0.0036849634173163016 295.8281 1 1.0 0.03700000047683716 2 1.0 0 6867619
23 1 30 80 40.083187 4.475345956822681 0.003171809420772668 295.6804 1 1.0 0.03700000047683716 2 1.0 0 6867619
24 1 30 81 40.083187 4.481746040027873 0.0001 295.55325 1 1.0 0.03700000047683716 2 1.0 0 6867619
25 1 30 82 40.083187 4.488146123233064 0.005675909561176246 295.55325 1 1.0 0.03700000047683716 2 1.0 0 6867619
26 1 30 83 40.083187 4.4945462064382555 0.005627182772186939 295.32574 1 1.0 0.03700000047683716 2 1.0 0 6867619
27 1 30 84 41.901207 4.501091419384741 0.007997705785154062 295.1002 1 1.0 0.03700000047683716 2 1.0 0 6867619
28 1 30 85 29.57511 4.506797741105697 0.0001 294.76508 1 1.0 0.03700000047683716 2 1.0 0 6867619
29 1 31 85 13.876072 4.510266665472675 0.001 294.76508 1 1.0 0.03700000047683716 1 1.0 0 6867619
30 4 70 53 35.499134 3.9786859435522226 0.0001 290.36386 1 1.0 0.03700000047683716 1 1.0 0 6867623
31 4 70 54 35.149265 3.984913765214198 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
32 4 71 54 8.284713 3.98874257152277 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
33 4 71 55 47.501663 3.993660270879781 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
34 4 71 56 20.110542 3.9996204453026216 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
35 4 72 56 32.41226 4.004250452435672 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
36 4 72 57 25.177607 4.009327134291064 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
37 4 73 57 34.78511 4.014612986936796 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
38 4 73 58 16.073383 4.019096281554292 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
39 4 74 58 48.043114 4.024748304814474 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
40 5 75 58 8.099156 4.029697371853959 0.0001 290.36386 1 1.0 0.03700000047683716 2 1.0 0 6867623
41 5 75 59 39.43017 4.033887195707018 0.001 290.36386 1 1.0 0.03700000047683716 1 1.0 0 6867623
