,rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name,geometry
845,748,7381,0,46,21,17,19,272.9496,3.917693,0.01810095182373993,957.0193602726172,1,1.0,0.0,0.0,0.0,0.0,749,36,1031.5577,1814763,None,"LINESTRING (684353.7847152329 5143928.8, 684347.2927691917 5143951.813070332, 684334.0700486015 5143969.220708892, 684330.995402986 5143986.906800438, 684323.797726758 5144005)"
846,749,7221,0,45,21,17,20,172.93419,4.0454974,0.023316619013547236,952.0787129849294,1,1.0,0.0,0.0,0.0,0.0,750,36,1099.5104,1814763,None,"LINESTRING (684323.797726758 5144005, 684320.0056308236 5144014.532402727, 684288.2 5144042.648583714)"
847,750,7220,0,45,20,17,21,190.96802,4.1469216,0.01936107162134978,948.0464723892657,1,1.0,0.0,0.0,0.0,0.0,751,36,1154.9691,1814763,None,"LINESTRING (684288.2 5144042.648583714, 684244.5898057601 5144081.2)"
848,751,7060,0,44,20,17,22,142.70999,4.237816,0.02702310000372263,944.3491269235484,1,1.0,0.0,0.0,0.0,0.0,752,36,1205.8217,1814763,None,"LINESTRING (684244.5898057601 5144081.2, 684212 5144110.009391714)"
849,752,7059,0,44,19,17,23,205.32872,4.330615,0.02247659541803981,940.4926605529274,1,1.0,0.0,0.0,0.0,0.0,753,36,1258.8627,1814763,None,"LINESTRING (684212 5144110.009391714, 684192.1054132653 5144127.5962084755, 684171.8583946546 5144157.4)"
850,753,6899,0,43,19,17,24,211.17455,4.4391513,0.015506250271472335,935.8775699836982,1,1.0,0.0,0.0,0.0,0.0,754,36,1322.3378,1814763,None,"LINESTRING (684171.8583946546 5144157.4, 684136.2741920234 5144209.780262852, 684135.8 5144210.708129801)"
851,754,6898,0,43,18,17,25,84.34407,4.514598,0.04876687737803435,932.6030446334968,1,1.0,0.0,0.0,0.0,0.0,755,36,1367.3749,1814763,None,"LINESTRING (684135.8 5144210.708129801, 684124.1009710978 5144233.6)"
852,755,6738,0,42,18,17,26,286.86435,4.60764,0.016190358896381447,928.4898476930498,1,1.0,0.0,0.0,0.0,0.0,756,36,1423.947,1814763,None,"LINESTRING (684124.1009710978 5144233.6, 684111.9723991426 5144257.332371055, 684081.282397338 5144309.8)"
853,756,6578,0,41,18,17,27,132.28691,4.710518,0.028440929182536535,923.8454109222497,1,1.0,0.0,0.0,0.0,0.0,757,36,1487.8257,1814763,None,"LINESTRING (684081.282397338 5144309.8, 684063.7647336652 5144339.748198876, 684059.6 5144343.530284139)"
854,757,6577,0,41,17,17,28,207.25941,4.7922583,0.017725895692004476,920.0830482544167,1,1.0,0.0,0.0,0.0,0.0,758,36,1539.5725,1814763,None,"LINESTRING (684059.6 5144343.530284139, 684012.8334563853 5144386)"
855,758,6417,0,40,17,17,29,124.29945,4.8707685,0.035405122029275725,916.4091894887398,1,1.0,0.0,0.0,0.0,0.0,759,36,1590.102,1814763,None,"LINESTRING (684012.8334563853 5144386, 683990.6203387128 5144406.172215499, 683983.4 5144409.330319427)"
856,759,6416,0,40,16,17,30,272.86786,4.9632006,0.017876328257058954,912.0083521610674,1,1.0,0.0,0.0,0.0,0.0,760,36,1650.6304,1814763,None,"LINESTRING (683983.4 5144409.330319427, 683907.2 5144442.659437194)"
857,760,6415,0,40,15,17,31,167.35062,5.0637054,0.017897208198078392,907.1304767448075,1,1.0,0.0,0.0,0.0,0.0,761,36,1717.7197,1814763,None,"LINESTRING (683907.2 5144442.659437194, 683892.775959415 5144448.968368261, 683860.0873253499 5144462.2)"
858,761,6255,0,39,15,17,32,102.952385,5.124453,0.04096542780606553,904.1353679200342,1,1.0,0.0,0.0,0.0,0.0,762,36,1758.914,1814763,None,"LINESTRING (683860.0873253499 5144462.2, 683831 5144473.973902102)"
859,762,6254,0,39,14,17,33,277.66858,5.208807,0.01680382624733876,899.9178794269548,1,1.0,0.0,0.0,0.0,0.0,763,36,1816.9205,1814763,None,"LINESTRING (683831 5144473.973902102, 683764.160462711 5144501.029059599, 683754.8 5144509.3523467835)"
860,763,6253,0,39,13,17,34,143.41887,5.3005853,0.031945888912552164,895.2519848693867,1,1.0,0.0,0.0,0.0,0.0,764,36,1881.0942,1814763,None,"LINESTRING (683754.8 5144509.3523467835, 683722.1326813352 5144538.4)"
861,764,6093,0,38,13,17,35,270.06598,5.389205,0.012125509756324924,890.670341611756,1,1.0,0.0,0.0,0.0,0.0,765,36,1944.1094,1814763,None,"LINESTRING (683722.1326813352 5144538.4, 683717.1734754111 5144542.809706698, 683678.6 5144607.921413075)"
862,765,6092,0,38,12,17,36,25.467781,5.451673,0.1599682437340137,887.3956539484927,1,1.0,0.0,0.0,0.0,0.0,766,36,1989.1487,1814763,None,"LINESTRING (683678.6 5144607.921413075, 683674.6434717067 5144614.6)"
863,766,5932,0,37,12,17,37,342.20554,5.5284166,0.01295330877612563,883.3216177394193,1,1.0,0.0,0.0,0.0,0.0,767,36,2045.1821,1814763,None,"LINESTRING (683674.6434717067 5144614.6, 683660.9577134788 5144637.701446312, 683604.5702361391 5144690.8)"
864,767,5771,0,36,11,17,38,57.8367,5.614734,0.09027623274792466,878.8889237681537,1,1.0,0.0,0.0,0.0,0.0,1325,36,2109.1296,1814763,None,"LINESTRING (683602.4 5144692.843652342, 683600.815225139 5144694.335991723, 683585.6548436262 5144691.349210236)"
680,768,9783,0,61,23,18,1,40.89165,1.0,0.01627145528189354,1019.2791087952891,1,1.0,0.0,0.0,0.0,0.0,769,36,6.2318873,1814785,None,"LINESTRING (684449.0084890494 5142846.92059263, 684440.6 5142856.120755664)"
681,769,9782,0,61,22,18,2,26.131277,1.0,0.13859561578715998,1018.613742122141,1,1.0,0.0,0.0,0.0,0.0,770,36,16.446182,1814785,None,"LINESTRING (684440.6 5142856.120755664, 684435.22666461 5142862)"
682,770,9622,0,60,22,18,3,338.68353,1.0265582,0.02012570091746709,1014.9920616833306,1,1.0,0.0,0.0,0.0,0.0,771,36,72.04396,1814785,None,"LINESTRING (684435.22666461 5142862, 684365.5836742364 5142938.2)"
683,771,9461,0,59,21,18,4,347.92215,1.6202719,0.018952060745761782,1008.1758181982404,1,1.0,0.0,0.0,0.0,0.0,772,36,178.43721,1814785,None,"LINESTRING (684364.4 5142939.495119241, 684351.7967645098 5142953.284971446, 684288.2 5143013.185801874)"
684,772,9300,0,58,20,18,5,316.28094,2.0378194,0.012414159165059268,1001.5819764831222,1,1.0,0.0,0.0,0.0,0.0,773,36,281.43265,1814785,None,"LINESTRING (684286.910884778 5143014.4, 684257.6687981306 5143041.942679052, 684218.7419605877 5143068.73576649, 684212 5143074.660234825)"
685,773,9299,0,58,19,18,6,79.22448,2.2468574,0.04170362197488479,997.655614493199,1,1.0,0.0,0.0,0.0,0.0,774,36,341.70767,1814785,None,"LINESTRING (684212 5143074.660234825, 684193.8607742471 5143090.6)"
686,774,9139,0,57,19,18,7,253.58495,2.4089088,0.014826775111591101,994.3516667416636,1,1.0,0.0,0.0,0.0,0.0,775,36,392.42786,1814785,None,"LINESTRING (684193.8607742471 5143090.6, 684135.8 5143141.620651046)"
687,775,9138,0,57,18,18,8,125.14744,2.58112,0.03135264500086558,990.5918197804003,1,1.0,0.0,0.0,0.0,0.0,776,36,450.14667,1814785,None,"LINESTRING (684135.8 5143141.620651046, 684107.1462594976 5143166.8)"
688,776,8978,0,56,18,18,9,270.0902,2.7494948,0.019373274327315712,986.6681165824723,1,1.0,0.0,0.0,0.0,0.0,777,36,510.3809,1814785,None,"LINESTRING (684107.1462594976 5143166.8, 684101.2974891732 5143171.939581303, 684084.9282546293 5143209.567423743, 684087.1021699844 5143243)"
689,777,8818,0,55,18,18,10,256.98724,2.9593413,0.02073570058857833,981.4355848517768,1,1.0,0.0,0.0,0.0,0.0,778,36,590.70746,1814785,None,"LINESTRING (684087.1021699844 5143243, 684088.4048019851 5143263.033136801, 684103.8593405443 5143319.2)"
690,778,8658,0,54,18,18,11,279.78802,3.1589236,0.01302131900264074,976.1067743123177,1,1.0,0.0,0.0,0.0,0.0,779,36,672.512,1814785,None,"LINESTRING (684103.8593405443 5143319.2, 684106.7366909353 5143329.657235276, 684100.6752432636 5143362.503953992, 684076.1499109846 5143395.4)"
691,779,8498,0,53,18,18,12,87.195404,3.2884943,0.03963776403473384,972.4635651869455,1,1.0,0.0,0.0,0.0,0.0,780,36,728.4403,1814785,None,"LINESTRING (684076.1499109846 5143395.4, 684063.604602654 5143412.2271334855, 684059.6 5143416.1246873895)"
692,780,8497,0,53,17,18,13,260.95352,3.406919,0.013477617039844222,969.00733433619,1,1.0,0.0,0.0,0.0,0.0,781,36,781.49817,1814785,None,"LINESTRING (684059.6 5143416.1246873895, 684002.6010233178 5143471.6)"
693,781,8337,0,52,17,18,14,93.3198,3.5233934,0.03331178262387487,965.4903027051344,1,1.0,0.0,0.0,0.0,0.0,782,36,835.48944,1814785,None,"LINESTRING (684002.6010233178 5143471.6, 683985.0865463535 5143488.646289974, 683983.4 5143492.277186413)"
694,782,8336,0,52,16,18,15,219.81699,3.623266,0.01881258434033873,962.3816537687073,1,1.0,0.0,0.0,0.0,0.0,783,36,883.2115,1814785,None,"LINESTRING (683983.4 5143492.277186413, 683968.7852060092 5143523.740776691, 683947.2222544019 5143547.8)"
695,783,8176,0,51,16,18,16,196.73811,3.7520554,0.016392920571316548,958.2463281785633,1,1.0,0.0,0.0,0.0,0.0,784,36,946.6945,1814785,None,"LINESTRING (683947.2222544019 5143547.8, 683907.2 5143592.455498631)"
696,784,8175,0,51,15,18,17,128.12993,3.8495448,0.03289911147315235,955.021215912192,1,1.0,0.0,0.0,0.0,0.0,785,36,996.2044,1814785,None,"LINESTRING (683907.2 5143592.455498631, 683897.8099983167 5143602.932549802, 683884.3784737743 5143624)"
697,785,8015,0,50,15,18,18,296.48654,3.9734075,0.01090775438175495,950.8058551084998,1,1.0,0.0,0.0,0.0,0.0,786,36,1060.9159,1814785,None,"LINESTRING (683884.3784737743 5143624, 683835.7972662481 5143700.2)"
698,786,7855,0,49,15,18,19,29.277266,4.065909,0.09213247354636757,947.5718527336162,1,1.0,0.0,0.0,0.0,0.0,787,36,1110.5624,1814785,None,"LINESTRING (683835.7972662481 5143700.2, 683831 5143707.724549239)"
699,787,7854,0,49,14,18,20,242.43268,4.1415014,0.020367479948923396,944.8744658399401,1,1.0,0.0,0.0,0.0,0.0,788,36,1151.971,1814785,None,"LINESTRING (683831 5143707.724549239, 683815.152687842 5143732.581181009, 683831 5143774.072649406)"
700,788,7695,0,48,15,18,21,254.95013,4.280825,0.012930301667453334,939.9367231272763,1,1.0,0.0,0.0,0.0,0.0,789,36,1230.2634,1814785,None,"LINESTRING (683831.8889116918 5143776.4, 683838.7110357689 5143794.261700629, 683833.3010345908 5143852.6)"
701,789,7535,0,47,15,18,22,77.117836,4.368548,0.033251421051416145,936.6401409809125,1,1.0,0.0,0.0,0.0,0.0,790,36,1280.8706,1814785,None,"LINESTRING (683833.3010345908 5143852.6, 683831.190996714 5143875.353418582, 683831 5143875.979399501)"
702,790,7534,0,47,14,18,23,181.18301,4.435599,0.024596590482587694,934.0758633455512,1,1.0,0.0,0.0,0.0,0.0,791,36,1320.2356,1814785,None,"LINESTRING (683831 5143875.979399501, 683814.8835964075 5143928.8)"
703,791,7374,0,46,14,18,24,267.7226,4.5498066,0.01663185290538881,929.619378949858,1,1.0,0.0,0.0,0.0,0.0,792,36,1388.6488,1814785,None,"LINESTRING (683814.8835964075 5143928.8, 683805.8351778224 5143958.455679723, 683785.995090425 5144005)"
704,792,7214,0,45,14,18,25,180.80386,4.661159,0.01704699640546496,925.1666561267957,1,1.0,0.0,0.0,0.0,0.0,793,36,1457.0043,1814785,None,"LINESTRING (683785.995090425 5144005, 683781.2327917371 5144016.172226762, 683754.8 5144050.042929068)"
705,793,7213,0,45,13,18,26,129.66524,4.7367234,0.03088041627160246,922.0844933151842,1,1.0,0.0,0.0,0.0,0.0,794,36,1504.3197,1814785,None,"LINESTRING (683754.8 5144050.042929068, 683730.4849338515 5144081.2)"
706,794,7053,0,44,13,18,27,273.6734,4.8331485,0.019124261727259038,918.0803768074898,1,1.0,0.0,0.0,0.0,0.0,795,36,1565.7886,1814785,None,"LINESTRING (683730.4849338515 5144081.2, 683723.1016052292 5144090.660919917, 683706.4959009117 5144135.911707279, 683715.2769683311 5144157.4)"
707,795,6893,0,43,13,18,28,253.53052,4.9563937,0.02016044823948458,912.8465750612925,1,1.0,0.0,0.0,0.0,0.0,796,36,1646.1344,1814785,None,"LINESTRING (683715.2769683311 5144157.4, 683715.956748985 5144159.063502281, 683704.0655987572 5144233.6)"
708,796,6733,0,42,13,18,29,261.3333,5.073901,0.010451104096053924,907.735286184529,1,1.0,0.0,0.0,0.0,0.0,797,36,1724.5996,1814785,None,"LINESTRING (683704.0655987572 5144233.6, 683703.4495802188 5144237.4613475995, 683693.0621107832 5144244.776296156, 683681.2311784977 5144300.321707722, 683678.6 5144305.98884452)"
709,797,6732,0,42,12,18,30,13.7857485,5.1356034,0.2076038954017352,905.0040645267218,1,1.0,0.0,0.0,0.0,0.0,798,36,1766.5278,1814785,None,"LINESTRING (683678.6 5144305.98884452, 683676.830529683 5144309.8)"
710,798,6572,0,41,12,18,31,274.50317,5.1994834,0.020524325010640374,902.1420894408818,1,1.0,0.0,0.0,0.0,0.0,799,36,1810.463,1814785,None,"LINESTRING (683676.830529683 5144309.8, 683656.7896768844 5144352.964785087, 683648.5540277148 5144373.045489384, 683642.3248273694 5144386)"
711,799,6412,0,40,12,18,32,293.0137,5.3230247,0.019105687843497175,896.5080970847811,1,1.0,0.0,0.0,0.0,0.0,800,36,1896.9526,1814785,None,"LINESTRING (683642.3248273694 5144386, 683637.7167403982 5144395.583174128, 683632.4924369389 5144400.511311911, 683634.6489166747 5144413.284550458, 683602.4876831608 5144462.2)"
712,800,6251,0,39,11,18,33,270.90048,5.4432597,0.01917167833296786,890.9098687530011,1,1.0,0.0,0.0,0.0,0.0,801,36,1983.0527,1814785,None,"LINESTRING (683602.4 5144462.333361217, 683592.0521477126 5144478.071869698, 683591.4378102348 5144498.390547489, 683583.6017629141 5144505.77540515, 683582.6188554269 5144538.4)"
713,801,6091,0,38,11,18,34,252.25664,5.552305,0.019766481982476887,885.7162518484437,1,1.0,0.0,0.0,0.0,0.0,802,36,2062.782,1814785,None,"LINESTRING (683582.6188554269 5144538.4, 683582.1482474115 5144554.020387509, 683586.7685180978 5144569.403792268, 683586.3557607871 5144614.6)"
714,802,5931,0,37,11,18,35,250.01042,5.6550436,0.02824834732674317,880.730025566892,1,1.0,0.0,0.0,0.0,0.0,1325,36,2139.3274,1814785,None,"LINESTRING (683586.3557607871 5144614.6, 683585.6598593245 5144690.8)"
519,803,17599,0,109,159,19,1,134.03668,1.0,0.0001,1384.842529296875,1,1.0,0.0,0.0,0.0,0.0,804,38,20.427189,1814971,None,"LINESTRING (694861.6922682428 5139194.088426758, 694872.7732588882 5139166.489235634, 694880 5139158.045886466)"
520,804,17759,0,110,159,19,2,201.63583,1.0232526,0.003628004727933328,1384.842529296875,1,1.0,0.0,0.0,0.0,0.0,1366,38,71.58368,1814971,None,"LINESTRING (694880 5139069.588354704, 694878.5902004994 5139067.575198503, 694843.1303245863 5139063.851231867, 694823.0160397954 5139052)"
325,805,4319,0,26,159,20,1,323.12848,42.09459,0.012733424280250611,1200.5147753934498,1,1.0,0.0,0.0,0.0,0.0,806,39,115549.99,1814675,Potato River,"LINESTRING (694878.6722657167 5145452.8, 694803.8 5145516.787003763)"
326,806,4318,0,26,158,20,2,61.674503,42.10534,0.06161819246243976,1196.400243373261,1,1.0,0.0,0.0,0.0,0.0,807,39,115608.63,1814675,Potato River,"LINESTRING (694803.8 5145516.787003763, 694789.5093683762 5145529)"
327,807,4158,0,25,158,20,3,293.73795,42.11526,0.01984125096484658,1192.5999719572685,1,1.0,0.0,0.0,0.0,0.0,808,39,115662.8,1814675,Potato River,"LINESTRING (694789.5093683762 5145529, 694765.5521434919 5145549.474217311, 694754.4704748342 5145577.065876032, 694751.569472921 5145605.2)"
328,808,3998,0,24,158,20,4,251.32553,42.13048,0.016198612103659374,1186.7718436615808,1,1.0,0.0,0.0,0.0,0.0,809,39,115745.87,1814675,Potato River,"LINESTRING (694751.569472921 5145605.2, 694743.7122406843 5145681.4)"
329,809,3838,0,23,158,20,5,129.41786,42.141106,0.026626966303434196,1182.7007188730706,1,1.0,0.0,0.0,0.0,0.0,810,39,115803.89,1814675,Potato River,"LINESTRING (694743.7122406843 5145681.4, 694743.2406579682 5145685.973442898, 694727.6 5145717.115273412)"
330,810,3837,0,23,157,20,6,192.8624,42.1501,0.01956082383391512,1179.2547138241723,1,1.0,0.0,0.0,0.0,0.0,811,39,115853.01,1814675,Potato River,"LINESTRING (694727.6 5145717.115273412, 694726.9164777629 5145718.476222146, 694685.1048773874 5145757.6)"
331,811,3677,0,22,157,20,7,159.95728,42.159943,0.020089791190950026,1175.4821664671304,1,1.0,0.0,0.0,0.0,0.0,812,39,115906.78,1814675,Potato River,"LINESTRING (694685.1048773874 5145757.6, 694653.4783161492 5145787.1934751365, 694651.4 5145792.222995352)"
332,812,3676,0,22,156,20,8,140.57938,42.168324,0.021973264932304955,1172.2686582050594,1,1.0,0.0,0.0,0.0,0.0,813,39,115952.58,1814675,Potato River,"LINESTRING (694651.4 5145792.222995352, 694645.1865449434 5145807.259542044, 694646.6144908447 5145833.8)"
333,813,3516,0,21,156,20,9,148.3119,42.17638,0.01833080619318026,1169.1796703273437,1,1.0,0.0,0.0,0.0,0.0,814,39,115996.61,1814675,Potato River,"LINESTRING (694646.6144908447 5145833.8, 694648.3372865238 5145865.820671261, 694651.4 5145878.597196128)"
334,814,3517,0,21,157,20,10,105.94636,42.18347,0.03688053443028584,1166.460993542348,1,1.0,0.0,0.0,0.0,0.0,815,39,116035.36,1814675,Potato River,"LINESTRING (694651.4 5145878.597196128, 694658.9276956462 5145910)"
335,815,3357,0,20,157,20,11,259.48117,42.193657,0.01965179815125855,1162.553635248432,1,1.0,0.0,0.0,0.0,0.0,816,39,116091.05,1814675,Potato River,"LINESTRING (694658.9276956462 5145910, 694672.9008394026 5145968.290865291, 694679.6753238312 5145986.2)"
336,816,3197,0,19,157,20,12,217.41714,42.206947,0.02327672471504767,1157.4543636586816,1,1.0,0.0,0.0,0.0,0.0,817,39,116163.73,1814675,Potato River,"LINESTRING (694679.6753238312 5145986.2, 694684.5818709801 5145999.171026028, 694709.2977324254 5146020.318237807, 694727.6 5146028.060840595)"
337,817,3198,0,19,158,20,13,255.87988,42.22013,0.021627291042958116,1152.3936046314132,1,1.0,0.0,0.0,0.0,0.0,818,39,116235.86,1814675,Potato River,"LINESTRING (694727.6 5146028.060840595, 694741.8822620143 5146034.102817702, 694787.654321551 5146033.080360015, 694803.8 5146028.809391981)"
338,818,3199,0,19,159,20,14,261.6745,42.234547,0.022997786316233698,1146.8596159337892,1,1.0,0.0,0.0,0.0,0.0,1370,39,116314.734,1814675,Potato River,"LINESTRING (694803.8 5146028.809391981, 694813.3021705045 5146026.295811236, 694858.6615821756 5146037.9700255105, 694880 5146046.7961762855)"
1354,819,6490,0,40,90,21,1,39.13481,1.0,0.021934252973581928,1144.9016615852258,1,1.0,0.0,0.0,0.0,0.0,820,40,5.964145,1814707,Barr Creek,"LINESTRING (689557.3781068698 5144435.751282517, 689546 5144432.170389691)"
1355,820,6489,0,40,89,21,2,262.08865,1.0,0.005599938262228971,1144.0432687318748,1,1.0,0.0,0.0,0.0,0.0,821,40,51.870598,1814707,Barr Creek,"LINESTRING (689546 5144432.170389691, 689469.8 5144408.188892906)"
1356,821,6488,0,40,88,21,3,252.94315,1.3835138,0.005864868784035509,1142.5755884526832,1,1.0,0.0,0.0,0.0,0.0,822,40,130.36145,1814707,Barr Creek,"LINESTRING (689469.8 5144408.188892906, 689459.1974699036 5144404.8520879, 689410.8825163477 5144405.9545078995, 689393.6 5144409.55868132)"
1357,822,6487,0,40,87,21,4,267.63263,1.7573807,0.004717781985411423,1141.0921100930268,1,1.0,0.0,0.0,0.0,0.0,823,40,209.69719,1814707,Barr Creek,"LINESTRING (689393.6 5144409.55868132, 689346.9540983369 5144419.286426726, 689317.4 5144435.943560211)"
1358,823,6486,0,40,86,21,5,175.44472,2.0224206,0.004661213939609963,1139.829477695361,1,1.0,0.0,0.0,0.0,0.0,824,40,277.2222,1814707,Barr Creek,"LINESTRING (689317.4 5144435.943560211, 689270.814229153 5144462.2)"
1359,824,6326,0,39,86,21,6,111.52891,2.1771305,0.010255835289653728,1139.0116923329515,1,1.0,0.0,0.0,0.0,0.0,825,40,320.95697,1814707,Barr Creek,"LINESTRING (689270.814229153 5144462.2, 689241.2 5144478.891024116)"
1360,825,6325,0,39,85,21,7,289.85623,2.376884,0.003564532262182888,1137.867870224767,1,1.0,0.0,0.0,0.0,0.0,826,40,382.12805,1814707,Barr Creek,"LINESTRING (689241.2 5144478.891024116, 689209.9662097362 5144496.494857186, 689178.3482887577 5144538.4)"
1361,826,6165,0,38,85,21,8,72.710304,2.5440302,0.004981562826620103,1136.8346683355153,1,1.0,0.0,0.0,0.0,0.0,827,40,437.3832,1814707,Barr Creek,"LINESTRING (689178.3482887577 5144538.4, 689165 5144556.091294348)"
1362,827,6165,0,38,85,21,9,54.395412,2.6007519,0.011085836383664055,1136.4724573867002,1,1.0,0.0,0.0,0.0,0.0,828,40,456.97623,1814707,Barr Creek,"LINESTRING (689165 5144556.301218243, 689167.136534044 5144568.898539833, 689165 5144572.044053739)"
1363,828,6164,0,38,84,21,10,157.21312,2.691543,0.007413478097630098,1135.8694387443122,1,1.0,0.0,0.0,0.0,0.0,829,40,489.22537,1814707,Barr Creek,"LINESTRING (689165 5144572.044053739, 689148.5236592095 5144596.301359265, 689145.2185359075 5144614.6)"
1364,829,6004,0,37,84,21,11,251.77745,2.8589604,0.0062151957475754,1134.7039427261882,1,1.0,0.0,0.0,0.0,0.0,830,40,551.55554,1814707,Barr Creek,"LINESTRING (689145.2185359075 5144614.6, 689139.3918978412 5144646.858874153, 689138.0732524811 5144690.8)"
1365,830,5844,0,36,84,21,12,297.35147,3.0695853,0.0031516790650851913,1133.1390965861228,1,1.0,0.0,0.0,0.0,0.0,831,40,635.2428,1814707,Barr Creek,"LINESTRING (689138.0732524811 5144690.8, 689137.6397282118 5144705.246298488, 689132.4107129248 5144710.177227259, 689124.1031753827 5144732.799918222, 689095.0218660989 5144767)"
1366,831,5684,0,35,84,21,13,31.51149,3.1891522,0.02817726020995197,1132.201940180166,1,1.0,0.0,0.0,0.0,0.0,832,40,685.3615,1814707,Barr Creek,"LINESTRING (689095.0218660989 5144767, 689088.8 5144774.3170133885)"
1367,832,5683,0,35,83,21,14,280.0689,3.2984884,0.005666296533504543,1131.3140327305475,1,1.0,0.0,0.0,0.0,0.0,833,40,732.8463,1814707,Barr Creek,"LINESTRING (689088.8 5144774.3170133885, 689081.9617877917 5144782.358859595, 689027.8839963113 5144806.143894463, 689012.6 5144809.869336196)"
