#k i j head boundname
4 4 20 40.8127 unnamed
4 4 21 40.8127 unnamed
4 4 22 40.8127 unnamed
4 5 20 40.8127 unnamed
4 5 21 40.8127 unnamed
4 5 22 40.8127 unnamed
4 6 22 40.8127 unnamed
