per,k,i,j,q,boundname
7,8,11,29,-121.332016,shellmound_8-11-29
8,8,11,29,-121.332016,shellmound_8-11-29
9,8,11,29,-121.332016,shellmound_8-11-29
10,8,11,29,-121.332016,shellmound_8-11-29
11,8,11,29,-121.332016,shellmound_8-11-29
12,8,11,29,-121.332016,shellmound_8-11-29
13,8,11,29,-121.332016,shellmound_8-11-29
14,8,11,29,-121.332016,shellmound_8-11-29
15,8,11,29,-121.332016,shellmound_8-11-29
16,8,11,29,-121.332016,shellmound_8-11-29
17,8,11,29,-121.332016,shellmound_8-11-29
18,8,11,29,-121.332016,shellmound_8-11-29
1,8,13,30,-963.46655,shellmound_8-13-30
2,8,13,30,-121.332016,shellmound_8-13-30
3,8,13,30,-121.332016,shellmound_8-13-30
4,8,13,30,-121.332016,shellmound_8-13-30
5,8,13,30,-121.332016,shellmound_8-13-30
6,8,13,30,-121.332016,shellmound_8-13-30
7,8,13,30,-121.332016,shellmound_8-13-30
8,8,13,30,-121.332016,shellmound_8-13-30
9,8,13,30,-121.332016,shellmound_8-13-30
10,8,13,30,-121.332016,shellmound_8-13-30
11,8,13,30,-121.332016,shellmound_8-13-30
12,8,13,30,-121.332016,shellmound_8-13-30
13,8,13,30,-121.332016,shellmound_8-13-30
14,8,13,30,-121.332016,shellmound_8-13-30
15,8,13,30,-121.332016,shellmound_8-13-30
16,8,13,30,-121.332016,shellmound_8-13-30
17,8,13,30,-121.332016,shellmound_8-13-30
18,8,13,30,-121.332016,shellmound_8-13-30
1,8,13,32,-147.49553,shellmound_8-13-32
2,8,13,32,-121.332016,shellmound_8-13-32
3,8,13,32,-121.332016,shellmound_8-13-32
4,8,13,32,-121.332016,shellmound_8-13-32
5,8,13,32,-121.332016,shellmound_8-13-32
6,8,13,32,-121.332016,shellmound_8-13-32
7,8,13,32,-121.332016,shellmound_8-13-32
8,8,13,32,-121.332016,shellmound_8-13-32
9,8,13,32,-121.332016,shellmound_8-13-32
10,8,13,32,-121.332016,shellmound_8-13-32
11,8,13,32,-121.332016,shellmound_8-13-32
12,8,13,32,-121.332016,shellmound_8-13-32
13,8,13,32,-121.332016,shellmound_8-13-32
14,8,13,32,-121.332016,shellmound_8-13-32
15,8,13,32,-121.332016,shellmound_8-13-32
16,8,13,32,-121.332016,shellmound_8-13-32
17,8,13,32,-121.332016,shellmound_8-13-32
18,8,13,32,-121.332016,shellmound_8-13-32
1,8,14,12,-1996.2651,shellmound_8-14-12
2,8,14,13,-426.53955,shellmound_8-14-13
4,8,14,13,-662.452,shellmound_8-14-13
6,8,14,13,-392.73697,shellmound_8-14-13
8,8,14,13,-3087.5593,shellmound_8-14-13
10,8,14,13,-2838.5984,shellmound_8-14-13
12,8,14,13,-2934.7888,shellmound_8-14-13
14,8,14,13,-1538.784,shellmound_8-14-13
16,8,14,13,-2017.1128,shellmound_8-14-13
18,8,14,13,-1994.5068,shellmound_8-14-13
1,8,19,22,-741.96796,shellmound_8-19-22
2,8,19,22,-121.332016,shellmound_8-19-22
3,8,19,22,-121.332016,shellmound_8-19-22
4,8,19,22,-121.332016,shellmound_8-19-22
5,8,19,22,-121.332016,shellmound_8-19-22
6,8,19,22,-121.332016,shellmound_8-19-22
7,8,19,22,-121.332016,shellmound_8-19-22
8,8,19,22,-121.332016,shellmound_8-19-22
9,8,19,22,-121.332016,shellmound_8-19-22
10,8,19,22,-121.332016,shellmound_8-19-22
11,8,19,22,-121.332016,shellmound_8-19-22
12,8,19,22,-121.332016,shellmound_8-19-22
13,8,19,22,-121.332016,shellmound_8-19-22
14,8,19,22,-121.332016,shellmound_8-19-22
15,8,19,22,-121.332016,shellmound_8-19-22
16,8,19,22,-121.332016,shellmound_8-19-22
17,8,19,22,-121.332016,shellmound_8-19-22
18,8,19,22,-121.332016,shellmound_8-19-22
1,8,21,33,-1134.9875,shellmound_8-21-33
2,8,21,33,-686.88007,shellmound_8-21-33
3,8,21,33,-686.88007,shellmound_8-21-33
4,8,21,33,-686.88007,shellmound_8-21-33
5,8,21,33,-686.88007,shellmound_8-21-33
6,8,21,33,-686.88007,shellmound_8-21-33
7,8,21,33,-686.88007,shellmound_8-21-33
8,8,21,33,-686.88007,shellmound_8-21-33
9,8,21,33,-686.88007,shellmound_8-21-33
10,8,21,33,-686.88007,shellmound_8-21-33
11,8,21,33,-686.88007,shellmound_8-21-33
12,8,21,33,-686.88007,shellmound_8-21-33
13,8,21,33,-686.88007,shellmound_8-21-33
14,8,21,33,-686.88007,shellmound_8-21-33
15,8,21,33,-686.88007,shellmound_8-21-33
16,8,21,33,-686.88007,shellmound_8-21-33
17,8,21,33,-686.88007,shellmound_8-21-33
18,8,21,33,-686.88007,shellmound_8-21-33
2,8,22,12,-6865.433,shellmound_8-22-12
4,8,22,12,-5820.122,shellmound_8-22-12
6,8,22,12,-7908.243,shellmound_8-22-12
8,8,22,12,-8840.379,shellmound_8-22-12
10,8,22,12,-9334.67,shellmound_8-22-12
12,8,22,12,-6810.168,shellmound_8-22-12
14,8,22,12,-2449.904,shellmound_8-22-12
16,8,22,12,-3867.756,shellmound_8-22-12
18,8,22,12,-4611.965,shellmound_8-22-12
1,8,6,8,-1799.7498,shellmound_8-6-8
2,9,11,22,-565.54803,shellmound_9-11-22
3,9,11,22,-565.54803,shellmound_9-11-22
4,9,11,22,-565.54803,shellmound_9-11-22
5,9,11,22,-565.54803,shellmound_9-11-22
6,9,11,22,-565.54803,shellmound_9-11-22
7,9,11,22,-565.54803,shellmound_9-11-22
8,9,11,22,-565.54803,shellmound_9-11-22
9,9,11,22,-565.54803,shellmound_9-11-22
10,9,11,22,-565.54803,shellmound_9-11-22
11,9,11,22,-565.54803,shellmound_9-11-22
12,9,11,22,-565.54803,shellmound_9-11-22
13,9,11,22,-565.54803,shellmound_9-11-22
14,9,11,22,-565.54803,shellmound_9-11-22
15,9,11,22,-565.54803,shellmound_9-11-22
16,9,11,22,-565.54803,shellmound_9-11-22
17,9,11,22,-565.54803,shellmound_9-11-22
18,9,11,22,-565.54803,shellmound_9-11-22
2,9,14,12,-565.54803,shellmound_9-14-12
3,9,14,12,-565.54803,shellmound_9-14-12
4,9,14,12,-565.54803,shellmound_9-14-12
5,9,14,12,-565.54803,shellmound_9-14-12
6,9,14,12,-565.54803,shellmound_9-14-12
7,9,14,12,-565.54803,shellmound_9-14-12
8,9,14,12,-565.54803,shellmound_9-14-12
9,9,14,12,-565.54803,shellmound_9-14-12
10,9,14,12,-565.54803,shellmound_9-14-12
11,9,14,12,-565.54803,shellmound_9-14-12
12,9,14,12,-565.54803,shellmound_9-14-12
13,9,14,12,-565.54803,shellmound_9-14-12
14,9,14,12,-565.54803,shellmound_9-14-12
15,9,14,12,-565.54803,shellmound_9-14-12
16,9,14,12,-565.54803,shellmound_9-14-12
17,9,14,12,-565.54803,shellmound_9-14-12
18,9,14,12,-565.54803,shellmound_9-14-12
2,9,14,19,-1252.4281,shellmound_9-14-19
3,9,14,19,-1252.4281,shellmound_9-14-19
4,9,14,19,-1252.4281,shellmound_9-14-19
5,9,14,19,-1252.4281,shellmound_9-14-19
6,9,14,19,-1252.4281,shellmound_9-14-19
7,9,14,19,-1252.4281,shellmound_9-14-19
8,9,14,19,-1252.4281,shellmound_9-14-19
9,9,14,19,-1252.4281,shellmound_9-14-19
10,9,14,19,-1252.4281,shellmound_9-14-19
11,9,14,19,-1252.4281,shellmound_9-14-19
12,9,14,19,-1252.4281,shellmound_9-14-19
13,9,14,19,-1252.4281,shellmound_9-14-19
14,9,14,19,-1252.4281,shellmound_9-14-19
15,9,14,19,-1252.4281,shellmound_9-14-19
16,9,14,19,-1252.4281,shellmound_9-14-19
17,9,14,19,-1252.4281,shellmound_9-14-19
18,9,14,19,-1252.4281,shellmound_9-14-19
2,9,21,12,-1131.0961,shellmound_9-21-12
3,9,21,12,-1131.0961,shellmound_9-21-12
4,9,21,12,-1131.0961,shellmound_9-21-12
5,9,21,12,-1131.0961,shellmound_9-21-12
6,9,21,12,-1131.0961,shellmound_9-21-12
7,9,21,12,-1131.0961,shellmound_9-21-12
8,9,21,12,-1131.0961,shellmound_9-21-12
9,9,21,12,-1131.0961,shellmound_9-21-12
10,9,21,12,-1131.0961,shellmound_9-21-12
11,9,21,12,-1131.0961,shellmound_9-21-12
12,9,21,12,-1131.0961,shellmound_9-21-12
13,9,21,12,-1131.0961,shellmound_9-21-12
14,9,21,12,-1131.0961,shellmound_9-21-12
15,9,21,12,-1131.0961,shellmound_9-21-12
16,9,21,12,-1131.0961,shellmound_9-21-12
17,9,21,12,-1131.0961,shellmound_9-21-12
18,9,21,12,-1131.0961,shellmound_9-21-12
2,9,26,16,-1696.644,shellmound_9-26-16
3,9,26,16,-1696.644,shellmound_9-26-16
4,9,26,16,-1696.644,shellmound_9-26-16
5,9,26,16,-1696.644,shellmound_9-26-16
6,9,26,16,-1696.644,shellmound_9-26-16
7,9,26,16,-1696.644,shellmound_9-26-16
8,9,26,16,-1696.644,shellmound_9-26-16
9,9,26,16,-1696.644,shellmound_9-26-16
10,9,26,16,-1696.644,shellmound_9-26-16
11,9,26,16,-1696.644,shellmound_9-26-16
12,9,26,16,-1696.644,shellmound_9-26-16
13,9,26,16,-1696.644,shellmound_9-26-16
14,9,26,16,-1696.644,shellmound_9-26-16
15,9,26,16,-1696.644,shellmound_9-26-16
16,9,26,16,-1696.644,shellmound_9-26-16
17,9,26,16,-1696.644,shellmound_9-26-16
18,9,26,16,-1696.644,shellmound_9-26-16
2,9,6,8,-570.13873,shellmound_9-6-8
3,9,6,8,-570.13873,shellmound_9-6-8
4,9,6,8,-570.13873,shellmound_9-6-8
5,9,6,8,-570.13873,shellmound_9-6-8
6,9,6,8,-570.13873,shellmound_9-6-8
7,9,6,8,-570.13873,shellmound_9-6-8
8,9,6,8,-570.13873,shellmound_9-6-8
9,9,6,8,-570.13873,shellmound_9-6-8
10,9,6,8,-570.13873,shellmound_9-6-8
11,9,6,8,-570.13873,shellmound_9-6-8
12,9,6,8,-570.13873,shellmound_9-6-8
13,9,6,8,-570.13873,shellmound_9-6-8
14,9,6,8,-570.13873,shellmound_9-6-8
15,9,6,8,-570.13873,shellmound_9-6-8
16,9,6,8,-570.13873,shellmound_9-6-8
17,9,6,8,-570.13873,shellmound_9-6-8
18,9,6,8,-570.13873,shellmound_9-6-8
2,9,8,27,-565.54803,shellmound_9-8-27
3,9,8,27,-565.54803,shellmound_9-8-27
4,9,8,27,-565.54803,shellmound_9-8-27
5,9,8,27,-565.54803,shellmound_9-8-27
6,9,8,27,-565.54803,shellmound_9-8-27
7,9,8,27,-565.54803,shellmound_9-8-27
8,9,8,27,-565.54803,shellmound_9-8-27
9,9,8,27,-565.54803,shellmound_9-8-27
10,9,8,27,-565.54803,shellmound_9-8-27
11,9,8,27,-565.54803,shellmound_9-8-27
12,9,8,27,-565.54803,shellmound_9-8-27
13,9,8,27,-565.54803,shellmound_9-8-27
14,9,8,27,-565.54803,shellmound_9-8-27
15,9,8,27,-565.54803,shellmound_9-8-27
16,9,8,27,-565.54803,shellmound_9-8-27
17,9,8,27,-565.54803,shellmound_9-8-27
18,9,8,27,-565.54803,shellmound_9-8-27
