per,k,i,j,q,boundname
2,0,10,4,-7900.5435,shellmound_0-10-4
3,0,10,4,-2.156908,shellmound_0-10-4
4,0,10,4,-5734.9575,shellmound_0-10-4
6,0,10,4,-8517.2705,shellmound_0-10-4
8,0,10,4,-9900.845,shellmound_0-10-4
10,0,10,4,-7925.561,shellmound_0-10-4
12,0,10,4,-8408.573,shellmound_0-10-4
14,0,10,4,-6262.879,shellmound_0-10-4
16,0,10,4,-3258.2468,shellmound_0-10-4
18,0,10,4,-3446.075,shellmound_0-10-4
2,0,10,5,-4389.7056,shellmound_0-10-5
4,0,10,5,-2154.731,shellmound_0-10-5
6,0,10,5,-6421.558,shellmound_0-10-5
8,0,10,5,-4871.909,shellmound_0-10-5
10,0,10,5,-8020.98,shellmound_0-10-5
12,0,10,5,-4022.3784,shellmound_0-10-5
14,0,10,5,-3487.7546,shellmound_0-10-5
16,0,10,5,-3617.8958,shellmound_0-10-5
18,0,10,5,-3046.35,shellmound_0-10-5
2,0,12,4,-8261.359,shellmound_0-12-4
4,0,12,4,-6668.71,shellmound_0-12-4
6,0,12,4,-9103.53,shellmound_0-12-4
8,0,12,4,-8907.534,shellmound_0-12-4
10,0,12,4,-7076.159,shellmound_0-12-4
12,0,12,4,-7516.456,shellmound_0-12-4
14,0,12,4,-5273.7275,shellmound_0-12-4
16,0,12,4,-4187.027,shellmound_0-12-4
18,0,12,4,-4259.6953,shellmound_0-12-4
2,0,12,5,-3335.9001,shellmound_0-12-5
4,0,12,5,-4873.6675,shellmound_0-12-5
6,0,12,5,-5044.109,shellmound_0-12-5
8,0,12,5,-7565.251,shellmound_0-12-5
10,0,12,5,-7713.2676,shellmound_0-12-5
12,0,12,5,-5758.074,shellmound_0-12-5
14,0,12,5,-2416.666,shellmound_0-12-5
16,0,12,5,-3302.4104,shellmound_0-12-5
18,0,12,5,-3198.7588,shellmound_0-12-5
2,0,14,4,-6761.0605,shellmound_0-14-4
4,0,14,4,-5570.917,shellmound_0-14-4
6,0,14,4,-4406.623,shellmound_0-14-4
8,0,14,4,-8988.009,shellmound_0-14-4
10,0,14,4,-7783.9463,shellmound_0-14-4
12,0,14,4,-7707.5776,shellmound_0-14-4
14,0,14,4,-5836.1274,shellmound_0-14-4
16,0,14,4,-4654.6436,shellmound_0-14-4
18,0,14,4,-4495.87,shellmound_0-14-4
2,0,14,5,-6888.5283,shellmound_0-14-5
4,0,14,5,-4376.4175,shellmound_0-14-5
6,0,14,5,-4369.0566,shellmound_0-14-5
8,0,14,5,-8938.843,shellmound_0-14-5
10,0,14,5,-3494.899,shellmound_0-14-5
12,0,14,5,-3590.6572,shellmound_0-14-5
14,0,14,5,-3979.8987,shellmound_0-14-5
16,0,14,5,-3523.8247,shellmound_0-14-5
18,0,14,5,-3797.2761,shellmound_0-14-5
2,0,14,7,-4607.397,shellmound_0-14-7
4,0,14,7,-6004.9536,shellmound_0-14-7
6,0,14,7,-1668.1046,shellmound_0-14-7
8,0,14,7,-7301.417,shellmound_0-14-7
10,0,14,7,-6371.8516,shellmound_0-14-7
12,0,14,7,-7192.4883,shellmound_0-14-7
14,0,14,7,-4194.8477,shellmound_0-14-7
16,0,14,7,-3132.2998,shellmound_0-14-7
18,0,14,7,-3137.2092,shellmound_0-14-7
2,0,15,4,-5474.526,shellmound_0-15-4
4,0,15,4,-9647.871,shellmound_0-15-4
6,0,15,4,-5022.4795,shellmound_0-15-4
8,0,15,4,-5829.327,shellmound_0-15-4
10,0,15,4,-11423.998,shellmound_0-15-4
12,0,15,4,-5735.202,shellmound_0-15-4
14,0,15,4,-3075.1665,shellmound_0-15-4
16,0,15,4,-4408.3843,shellmound_0-15-4
18,0,15,4,-4256.669,shellmound_0-15-4
2,0,15,5,-6316.844,shellmound_0-15-5
4,0,15,5,-6986.2363,shellmound_0-15-5
6,0,15,5,-2647.844,shellmound_0-15-5
8,0,15,5,-8558.303,shellmound_0-15-5
10,0,15,5,-7651.674,shellmound_0-15-5
12,0,15,5,-5535.2075,shellmound_0-15-5
14,0,15,5,-2967.044,shellmound_0-15-5
16,0,15,5,-3435.1587,shellmound_0-15-5
18,0,15,5,-3711.3396,shellmound_0-15-5
2,0,15,7,-4402.743,shellmound_0-15-7
4,0,15,7,-11366.477,shellmound_0-15-7
6,0,15,7,-2232.3398,shellmound_0-15-7
8,0,15,7,-8066.341,shellmound_0-15-7
10,0,15,7,-5728.6567,shellmound_0-15-7
12,0,15,7,-9423.013,shellmound_0-15-7
14,0,15,7,-6866.155,shellmound_0-15-7
16,0,15,7,-2962.644,shellmound_0-15-7
18,0,15,7,-3978.0574,shellmound_0-15-7
2,0,17,4,-10661.835,shellmound_0-17-4
4,0,17,4,-5639.0615,shellmound_0-17-4
6,0,17,4,-6254.194,shellmound_0-17-4
8,0,17,4,-8656.999,shellmound_0-17-4
10,0,17,4,-6070.196,shellmound_0-17-4
12,0,17,4,-8134.5156,shellmound_0-17-4
14,0,17,4,-3630.62,shellmound_0-17-4
16,0,17,4,-5223.693,shellmound_0-17-4
18,0,17,4,-1921.8661,shellmound_0-17-4
2,0,17,5,-3117.1965,shellmound_0-17-5
4,0,17,5,-6156.409,shellmound_0-17-5
6,0,17,5,-2998.4614,shellmound_0-17-5
8,0,17,5,-4281.25,shellmound_0-17-5
10,0,17,5,-6019.401,shellmound_0-17-5
12,0,17,5,-5941.7725,shellmound_0-17-5
14,0,17,5,-3786.5364,shellmound_0-17-5
16,0,17,5,-2957.5293,shellmound_0-17-5
18,0,17,5,-4201.976,shellmound_0-17-5
2,0,17,7,-4559.3335,shellmound_0-17-7
4,0,17,7,-3624.71,shellmound_0-17-7
6,0,17,7,-1839.6028,shellmound_0-17-7
8,0,17,7,-7046.254,shellmound_0-17-7
10,0,17,7,-4385.458,shellmound_0-17-7
12,0,17,7,-6051.627,shellmound_0-17-7
14,0,17,7,-2390.3484,shellmound_0-17-7
16,0,17,7,-2801.5334,shellmound_0-17-7
18,0,17,7,-4051.5671,shellmound_0-17-7
2,0,17,8,-2561.2134,shellmound_0-17-8
4,0,17,8,-5939.536,shellmound_0-17-8
6,0,17,8,-7213.8384,shellmound_0-17-8
8,0,17,8,-6929.8877,shellmound_0-17-8
10,0,17,8,-11535.75,shellmound_0-17-8
12,0,17,8,-5369.335,shellmound_0-17-8
14,0,17,8,-3691.4937,shellmound_0-17-8
16,0,17,8,-3061.6843,shellmound_0-17-8
18,0,17,8,-3989.1272,shellmound_0-17-8
2,0,18,4,-9305.693,shellmound_0-18-4
4,0,18,4,-3003.116,shellmound_0-18-4
6,0,18,4,-7281.0024,shellmound_0-18-4
8,0,18,4,-7994.84,shellmound_0-18-4
10,0,18,4,-4687.8784,shellmound_0-18-4
12,0,18,4,-6893.953,shellmound_0-18-4
14,0,18,4,-2132.07,shellmound_0-18-4
16,0,18,4,-5749.3374,shellmound_0-18-4
18,0,18,4,-3164.4385,shellmound_0-18-4
2,0,18,5,-3115.475,shellmound_0-18-5
4,0,18,5,-7246.6323,shellmound_0-18-5
6,0,18,5,-2907.392,shellmound_0-18-5
8,0,18,5,-4424.534,shellmound_0-18-5
10,0,18,5,-3625.884,shellmound_0-18-5
12,0,18,5,-6804.535,shellmound_0-18-5
14,0,18,5,-5988.2983,shellmound_0-18-5
16,0,18,5,-2928.6414,shellmound_0-18-5
18,0,18,5,-3159.4187,shellmound_0-18-5
2,0,18,7,-3736.024,shellmound_0-18-7
3,0,18,7,-2.156908,shellmound_0-18-7
4,0,18,7,-2828.579,shellmound_0-18-7
6,0,18,7,-1850.9866,shellmound_0-18-7
8,0,18,7,-5453.7363,shellmound_0-18-7
10,0,18,7,-1836.896,shellmound_0-18-7
12,0,18,7,-1070.9529,shellmound_0-18-7
14,0,18,7,-1033.0887,shellmound_0-18-7
16,0,18,7,-1424.7255,shellmound_0-18-7
18,0,18,7,-1501.9933,shellmound_0-18-7
2,0,18,8,-6378.6562,shellmound_0-18-8
4,0,18,8,-2159.5735,shellmound_0-18-8
6,0,18,8,-3333.142,shellmound_0-18-8
8,0,18,8,-8827.062,shellmound_0-18-8
10,0,18,8,-6296.6,shellmound_0-18-8
12,0,18,8,-4017.2698,shellmound_0-18-8
14,0,18,8,-2932.3264,shellmound_0-18-8
16,0,18,8,-5002.4536,shellmound_0-18-8
18,0,18,8,-2642.566,shellmound_0-18-8
2,0,20,10,-1166.9312,shellmound_0-20-10
3,0,20,10,-2.156908,shellmound_0-20-10
4,0,20,10,-883.26935,shellmound_0-20-10
6,0,20,10,-2652.3975,shellmound_0-20-10
8,0,20,10,-2872.0325,shellmound_0-20-10
10,0,20,10,-3114.6938,shellmound_0-20-10
12,0,20,10,-3801.1472,shellmound_0-20-10
14,0,20,10,-2712.9702,shellmound_0-20-10
16,0,20,10,-2196.3694,shellmound_0-20-10
18,0,20,10,-3192.6638,shellmound_0-20-10
2,0,20,4,-3982.1313,shellmound_0-20-4
4,0,20,4,-6638.4355,shellmound_0-20-4
6,0,20,4,-3429.1602,shellmound_0-20-4
8,0,20,4,-7498.3975,shellmound_0-20-4
10,0,20,4,-5467.394,shellmound_0-20-4
12,0,20,4,-1639.5332,shellmound_0-20-4
14,0,20,4,-919.3929,shellmound_0-20-4
16,0,20,4,-4397.459,shellmound_0-20-4
18,0,20,4,-1211.2776,shellmound_0-20-4
2,0,20,5,-4402.6714,shellmound_0-20-5
4,0,20,5,-5621.285,shellmound_0-20-5
6,0,20,5,-3370.061,shellmound_0-20-5
8,0,20,5,-5897.026,shellmound_0-20-5
10,0,20,5,-5535.0454,shellmound_0-20-5
12,0,20,5,-3545.6084,shellmound_0-20-5
14,0,20,5,-4016.2651,shellmound_0-20-5
16,0,20,5,-3210.8315,shellmound_0-20-5
18,0,20,5,-3495.5986,shellmound_0-20-5
2,0,20,7,-1530.9873,shellmound_0-20-7
4,0,20,7,-3981.5251,shellmound_0-20-7
6,0,20,7,-3056.5183,shellmound_0-20-7
8,0,20,7,-3766.8616,shellmound_0-20-7
10,0,20,7,-5743.4043,shellmound_0-20-7
12,0,20,7,-4163.25,shellmound_0-20-7
14,0,20,7,-1983.1815,shellmound_0-20-7
16,0,20,7,-2765.8816,shellmound_0-20-7
18,0,20,7,-3104.8948,shellmound_0-20-7
2,0,20,8,-3015.6294,shellmound_0-20-8
3,0,20,8,-2.156908,shellmound_0-20-8
4,0,20,8,-7092.473,shellmound_0-20-8
6,0,20,8,-1593.3439,shellmound_0-20-8
8,0,20,8,-7749.6895,shellmound_0-20-8
9,0,20,8,-6.853656,shellmound_0-20-8
10,0,20,8,-3913.431,shellmound_0-20-8
11,0,20,8,-5.133737,shellmound_0-20-8
12,0,20,8,-6925.946,shellmound_0-20-8
14,0,20,8,-2216.8342,shellmound_0-20-8
16,0,20,8,-4502.892,shellmound_0-20-8
17,0,20,8,-5.6377163,shellmound_0-20-8
18,0,20,8,-3301.7205,shellmound_0-20-8
2,0,22,10,-7450.439,shellmound_0-22-10
4,0,22,10,-5062.0073,shellmound_0-22-10
6,0,22,10,-3721.325,shellmound_0-22-10
8,0,22,10,-5529.582,shellmound_0-22-10
10,0,22,10,-5774.6255,shellmound_0-22-10
12,0,22,10,-6890.8823,shellmound_0-22-10
14,0,22,10,-5321.5,shellmound_0-22-10
16,0,22,10,-4357.735,shellmound_0-22-10
18,0,22,10,-3946.7642,shellmound_0-22-10
2,0,22,4,-656.00323,shellmound_0-22-4
4,0,22,4,-2562.7556,shellmound_0-22-4
6,0,22,4,-609.0269,shellmound_0-22-4
8,0,22,4,-2026.5735,shellmound_0-22-4
10,0,22,4,-1722.8374,shellmound_0-22-4
12,0,22,4,-1898.0508,shellmound_0-22-4
14,0,22,4,-1183.6947,shellmound_0-22-4
16,0,22,4,-2499.362,shellmound_0-22-4
18,0,22,4,-2575.9949,shellmound_0-22-4
2,0,22,5,-5691.2534,shellmound_0-22-5
4,0,22,5,-6691.7056,shellmound_0-22-5
6,0,22,5,-6665.1455,shellmound_0-22-5
8,0,22,5,-7301.3364,shellmound_0-22-5
10,0,22,5,-7714.767,shellmound_0-22-5
12,0,22,5,-5862.6646,shellmound_0-22-5
14,0,22,5,-6799.827,shellmound_0-22-5
16,0,22,5,-2534.9822,shellmound_0-22-5
18,0,22,5,-4119.3926,shellmound_0-22-5
2,0,22,7,-5904.0293,shellmound_0-22-7
4,0,22,7,-6566.3784,shellmound_0-22-7
6,0,22,7,-5906.9917,shellmound_0-22-7
8,0,22,7,-6151.5044,shellmound_0-22-7
10,0,22,7,-8850.965,shellmound_0-22-7
12,0,22,7,-6920.7163,shellmound_0-22-7
14,0,22,7,-4376.66,shellmound_0-22-7
16,0,22,7,-3008.1,shellmound_0-22-7
18,0,22,7,-4037.5696,shellmound_0-22-7
2,0,22,8,-2578.2708,shellmound_0-22-8
4,0,22,8,-3923.4644,shellmound_0-22-8
6,0,22,8,-4677.5547,shellmound_0-22-8
8,0,22,8,-4719.7935,shellmound_0-22-8
10,0,22,8,-6025.727,shellmound_0-22-8
12,0,22,8,-6525.9487,shellmound_0-22-8
14,0,22,8,-4038.5576,shellmound_0-22-8
16,0,22,8,-3416.1628,shellmound_0-22-8
18,0,22,8,-3355.517,shellmound_0-22-8
2,0,23,10,-2019.3386,shellmound_0-23-10
4,0,23,10,-4181.956,shellmound_0-23-10
6,0,23,10,-2790.5596,shellmound_0-23-10
8,0,23,10,-8422.273,shellmound_0-23-10
10,0,23,10,-7148.6787,shellmound_0-23-10
12,0,23,10,-7971.4097,shellmound_0-23-10
14,0,23,10,-2698.5835,shellmound_0-23-10
16,0,23,10,-2928.4702,shellmound_0-23-10
18,0,23,10,-3603.8813,shellmound_0-23-10
2,0,23,12,-699.55225,shellmound_0-23-12
4,0,23,12,-787.37384,shellmound_0-23-12
6,0,23,12,-2611.656,shellmound_0-23-12
8,0,23,12,-6916.49,shellmound_0-23-12
10,0,23,12,-5678.7256,shellmound_0-23-12
12,0,23,12,-4120.9966,shellmound_0-23-12
14,0,23,12,-2751.057,shellmound_0-23-12
16,0,23,12,-2889.0142,shellmound_0-23-12
18,0,23,12,-3269.138,shellmound_0-23-12
2,0,23,4,-3525.892,shellmound_0-23-4
4,0,23,4,-4596.915,shellmound_0-23-4
6,0,23,4,-4443.0503,shellmound_0-23-4
8,0,23,4,-3699.8472,shellmound_0-23-4
10,0,23,4,-2344.3213,shellmound_0-23-4
12,0,23,4,-2802.3032,shellmound_0-23-4
14,0,23,4,-1495.5054,shellmound_0-23-4
16,0,23,4,-1551.0883,shellmound_0-23-4
18,0,23,4,-1529.2269,shellmound_0-23-4
2,0,23,5,-3942.169,shellmound_0-23-5
4,0,23,5,-8465.464,shellmound_0-23-5
6,0,23,5,-5186.405,shellmound_0-23-5
8,0,23,5,-5767.059,shellmound_0-23-5
10,0,23,5,-8037.002,shellmound_0-23-5
12,0,23,5,-7175.851,shellmound_0-23-5
14,0,23,5,-4483.75,shellmound_0-23-5
16,0,23,5,-2967.3892,shellmound_0-23-5
18,0,23,5,-2339.4453,shellmound_0-23-5
2,0,23,7,-4384.206,shellmound_0-23-7
3,0,23,7,-2.156908,shellmound_0-23-7
4,0,23,7,-6952.742,shellmound_0-23-7
6,0,23,7,-3221.5815,shellmound_0-23-7
8,0,23,7,-6478.1685,shellmound_0-23-7
10,0,23,7,-7257.571,shellmound_0-23-7
12,0,23,7,-7840.842,shellmound_0-23-7
14,0,23,7,-2702.929,shellmound_0-23-7
16,0,23,7,-3083.4822,shellmound_0-23-7
18,0,23,7,-3042.3057,shellmound_0-23-7
2,0,23,8,-8609.481,shellmound_0-23-8
4,0,23,8,-3950.0928,shellmound_0-23-8
6,0,23,8,-2896.416,shellmound_0-23-8
8,0,23,8,-11350.502,shellmound_0-23-8
10,0,23,8,-11293.226,shellmound_0-23-8
12,0,23,8,-10989.361,shellmound_0-23-8
14,0,23,8,-3176.182,shellmound_0-23-8
16,0,23,8,-4742.929,shellmound_0-23-8
18,0,23,8,-4829.0283,shellmound_0-23-8
2,0,25,10,-3261.4504,shellmound_0-25-10
4,0,25,10,-5677.1084,shellmound_0-25-10
6,0,25,10,-3497.0068,shellmound_0-25-10
8,0,25,10,-6302.324,shellmound_0-25-10
10,0,25,10,-4350.062,shellmound_0-25-10
12,0,25,10,-6112.754,shellmound_0-25-10
14,0,25,10,-2051.3235,shellmound_0-25-10
16,0,25,10,-4195.6343,shellmound_0-25-10
18,0,25,10,-3205.738,shellmound_0-25-10
2,0,25,12,-1651.9663,shellmound_0-25-12
4,0,25,12,-2505.95,shellmound_0-25-12
6,0,25,12,-2117.928,shellmound_0-25-12
8,0,25,12,-2672.5122,shellmound_0-25-12
10,0,25,12,-2650.322,shellmound_0-25-12
12,0,25,12,-2766.1494,shellmound_0-25-12
14,0,25,12,-1683.7609,shellmound_0-25-12
16,0,25,12,-2236.267,shellmound_0-25-12
18,0,25,12,-1988.4039,shellmound_0-25-12
2,0,25,4,-1862.7484,shellmound_0-25-4
4,0,25,4,-1916.5732,shellmound_0-25-4
6,0,25,4,-2193.6355,shellmound_0-25-4
8,0,25,4,-2787.1528,shellmound_0-25-4
10,0,25,4,-4639.6733,shellmound_0-25-4
12,0,25,4,-2486.431,shellmound_0-25-4
14,0,25,4,-2572.0344,shellmound_0-25-4
16,0,25,4,-2089.2405,shellmound_0-25-4
18,0,25,4,-3278.5466,shellmound_0-25-4
2,0,25,5,-7713.5557,shellmound_0-25-5
4,0,25,5,-5873.7676,shellmound_0-25-5
6,0,25,5,-2018.3267,shellmound_0-25-5
8,0,25,5,-8769.54,shellmound_0-25-5
10,0,25,5,-8574.814,shellmound_0-25-5
12,0,25,5,-4847.9546,shellmound_0-25-5
14,0,25,5,-3956.5654,shellmound_0-25-5
16,0,25,5,-3461.996,shellmound_0-25-5
18,0,25,5,-3205.3716,shellmound_0-25-5
2,0,25,7,-4996.6914,shellmound_0-25-7
4,0,25,7,-6187.9575,shellmound_0-25-7
6,0,25,7,-3396.8906,shellmound_0-25-7
8,0,25,7,-7659.605,shellmound_0-25-7
10,0,25,7,-7744.235,shellmound_0-25-7
12,0,25,7,-6779.966,shellmound_0-25-7
14,0,25,7,-2947.163,shellmound_0-25-7
16,0,25,7,-5297.9834,shellmound_0-25-7
18,0,25,7,-3085.5886,shellmound_0-25-7
2,0,25,8,-6051.982,shellmound_0-25-8
4,0,25,8,-4733.1567,shellmound_0-25-8
6,0,25,8,-3214.0566,shellmound_0-25-8
8,0,25,8,-5520.7505,shellmound_0-25-8
10,0,25,8,-5358.034,shellmound_0-25-8
12,0,25,8,-6944.6494,shellmound_0-25-8
14,0,25,8,-2086.2595,shellmound_0-25-8
16,0,25,8,-3885.0356,shellmound_0-25-8
18,0,25,8,-2315.5388,shellmound_0-25-8
2,0,26,10,-1831.1414,shellmound_0-26-10
4,0,26,10,-5134.166,shellmound_0-26-10
6,0,26,10,-3812.634,shellmound_0-26-10
8,0,26,10,-3013.7793,shellmound_0-26-10
10,0,26,10,-3521.2092,shellmound_0-26-10
12,0,26,10,-3229.4885,shellmound_0-26-10
14,0,26,10,-1864.5386,shellmound_0-26-10
16,0,26,10,-3496.3743,shellmound_0-26-10
18,0,26,10,-2697.5576,shellmound_0-26-10
2,0,26,12,-1142.2775,shellmound_0-26-12
4,0,26,12,-2188.0642,shellmound_0-26-12
6,0,26,12,-1237.1426,shellmound_0-26-12
8,0,26,12,-2711.246,shellmound_0-26-12
10,0,26,12,-3141.3015,shellmound_0-26-12
12,0,26,12,-2966.725,shellmound_0-26-12
14,0,26,12,-1920.1411,shellmound_0-26-12
16,0,26,12,-2059.079,shellmound_0-26-12
18,0,26,12,-2927.596,shellmound_0-26-12
2,3,7,5,-4592.383,shellmound_0-7-5
4,3,7,5,-6624.517,shellmound_0-7-5
6,3,7,5,-5868.2876,shellmound_0-7-5
8,3,7,5,-1207.9535,shellmound_0-7-5
10,3,7,5,-1389.8752,shellmound_0-7-5
12,3,7,5,-7814.56,shellmound_0-7-5
14,3,7,5,-256.56116,shellmound_0-7-5
16,3,7,5,-567.40454,shellmound_0-7-5
18,3,7,5,-3517.8137,shellmound_0-7-5
2,0,9,4,-4264.5835,shellmound_0-9-4
3,0,9,4,-2.156908,shellmound_0-9-4
4,0,9,4,-7298.365,shellmound_0-9-4
6,0,9,4,-7680.1978,shellmound_0-9-4
8,0,9,4,-5122.506,shellmound_0-9-4
10,0,9,4,-6999.8887,shellmound_0-9-4
12,0,9,4,-10779.813,shellmound_0-9-4
14,0,9,4,-4768.2954,shellmound_0-9-4
16,0,9,4,-3255.419,shellmound_0-9-4
18,0,9,4,-3566.229,shellmound_0-9-4
2,0,9,5,-1880.8474,shellmound_0-9-5
3,0,9,5,-2.156908,shellmound_0-9-5
4,0,9,5,-3921.935,shellmound_0-9-5
6,0,9,5,-3052.732,shellmound_0-9-5
8,0,9,5,-3602.8926,shellmound_0-9-5
10,0,9,5,-3950.015,shellmound_0-9-5
12,0,9,5,-3510.1133,shellmound_0-9-5
14,0,9,5,-1441.0511,shellmound_0-9-5
16,0,9,5,-1494.8992,shellmound_0-9-5
18,0,9,5,-1707.9076,shellmound_0-9-5
2,12,10,13,-135.64877,shellmound_12-10-13
4,12,10,13,-192.08069,shellmound_12-10-13
6,12,10,13,-78.54739,shellmound_12-10-13
8,12,10,13,-1230.2443,shellmound_12-10-13
10,12,10,13,-1418.1954,shellmound_12-10-13
12,12,10,13,-1479.8031,shellmound_12-10-13
14,12,10,13,-976.9933,shellmound_12-10-13
16,12,10,13,-831.4688,shellmound_12-10-13
18,12,10,13,-929.12823,shellmound_12-10-13
2,12,10,17,-142.17986,shellmound_12-10-17
4,12,10,17,-300.27103,shellmound_12-10-17
6,12,10,17,-153.30823,shellmound_12-10-17
8,12,10,17,-196.83907,shellmound_12-10-17
10,12,10,17,-196.8957,shellmound_12-10-17
12,12,10,17,-282.2379,shellmound_12-10-17
14,12,10,17,-203.87508,shellmound_12-10-17
16,12,10,17,-127.12808,shellmound_12-10-17
18,12,10,17,-161.48975,shellmound_12-10-17
2,12,10,18,-1483.3477,shellmound_12-10-18
4,12,10,18,-2791.2131,shellmound_12-10-18
6,12,10,18,-1136.1512,shellmound_12-10-18
8,12,10,18,-1379.0939,shellmound_12-10-18
9,12,10,18,-6.853656,shellmound_12-10-18
10,12,10,18,-1174.9912,shellmound_12-10-18
12,12,10,18,-1267.7992,shellmound_12-10-18
14,12,10,18,-614.7889,shellmound_12-10-18
16,12,10,18,-1001.49603,shellmound_12-10-18
17,12,10,18,-5.6377163,shellmound_12-10-18
18,12,10,18,-1047.7327,shellmound_12-10-18
2,12,10,21,-1529.415,shellmound_12-10-21
4,12,10,21,-1856.78,shellmound_12-10-21
6,12,10,21,-1147.7386,shellmound_12-10-21
8,12,10,21,-639.727,shellmound_12-10-21
10,12,10,21,-738.35895,shellmound_12-10-21
12,12,10,21,-1018.9763,shellmound_12-10-21
14,12,10,21,-701.973,shellmound_12-10-21
15,12,10,21,-2.8741825,shellmound_12-10-21
16,12,10,21,-714.0503,shellmound_12-10-21
18,12,10,21,-480.46652,shellmound_12-10-21
4,12,10,25,-120.78684,shellmound_12-10-25
10,12,10,25,-223.73274,shellmound_12-10-25
11,12,10,25,-10.267474,shellmound_12-10-25
12,12,10,25,-2131.2002,shellmound_12-10-25
13,12,10,25,-98.34178,shellmound_12-10-25
14,12,10,25,-124.57489,shellmound_12-10-25
15,12,10,25,-5.748365,shellmound_12-10-25
16,12,10,25,-122.177,shellmound_12-10-25
17,12,10,25,-5.6377163,shellmound_12-10-25
18,12,10,25,-126.538826,shellmound_12-10-25
6,12,10,26,-145.73508,shellmound_12-10-26
8,12,10,26,-1336.7526,shellmound_12-10-26
9,12,10,26,-61.682903,shellmound_12-10-26
10,12,10,26,-783.0647,shellmound_12-10-26
11,12,10,26,-35.93616,shellmound_12-10-26
12,12,10,26,-4475.5205,shellmound_12-10-26
13,12,10,26,-206.51773,shellmound_12-10-26
14,12,10,26,-186.86234,shellmound_12-10-26
15,12,10,26,-8.622547,shellmound_12-10-26
16,12,10,26,-488.708,shellmound_12-10-26
17,12,10,26,-22.550865,shellmound_12-10-26
4,12,10,28,-724.7211,shellmound_12-10-28
6,12,10,28,-534.36194,shellmound_12-10-28
8,12,10,28,-1336.7526,shellmound_12-10-28
9,12,10,28,-61.682903,shellmound_12-10-28
10,12,10,28,-2237.3276,shellmound_12-10-28
11,12,10,28,-102.67474,shellmound_12-10-28
12,12,10,28,-2450.8804,shellmound_12-10-28
13,12,10,28,-113.09305,shellmound_12-10-28
14,12,10,28,-1432.6113,shellmound_12-10-28
15,12,10,28,-66.10619,shellmound_12-10-28
16,12,10,28,-2810.071,shellmound_12-10-28
17,12,10,28,-129.66748,shellmound_12-10-28
18,12,10,28,-3163.471,shellmound_12-10-28
2,12,12,10,-174.19598,shellmound_12-12-10
4,12,12,10,-512.2152,shellmound_12-12-10
6,12,12,10,-209.45973,shellmound_12-12-10
8,12,12,10,-696.2117,shellmound_12-12-10
10,12,12,10,-799.4996,shellmound_12-12-10
12,12,12,10,-884.18365,shellmound_12-12-10
14,12,12,10,-472.45767,shellmound_12-12-10
16,12,12,10,-528.99634,shellmound_12-12-10
18,12,12,10,-674.2246,shellmound_12-12-10
2,12,12,13,-331.435,shellmound_12-12-13
4,12,12,13,-576.24207,shellmound_12-12-13
6,12,12,13,-302.8299,shellmound_12-12-13
8,12,12,13,-2804.9568,shellmound_12-12-13
10,12,12,13,-3166.1826,shellmound_12-12-13
12,12,12,13,-3154.7397,shellmound_12-12-13
14,12,12,13,-2167.1467,shellmound_12-12-13
16,12,12,13,-2228.6267,shellmound_12-12-13
18,12,12,13,-2103.4678,shellmound_12-12-13
2,12,12,15,-1700.985,shellmound_12-12-15
4,12,12,15,-2733.2932,shellmound_12-12-15
6,12,12,15,-1196.8202,shellmound_12-12-15
8,12,12,15,-2429.1448,shellmound_12-12-15
10,12,12,15,-3444.0044,shellmound_12-12-15
12,12,12,15,-2854.7397,shellmound_12-12-15
14,12,12,15,-2101.7407,shellmound_12-12-15
16,12,12,15,-1407.6864,shellmound_12-12-15
18,12,12,15,-1790.5939,shellmound_12-12-15
2,12,12,21,-1530.7732,shellmound_12-12-21
3,12,12,21,-2.156908,shellmound_12-12-21
4,12,12,21,-1900.9435,shellmound_12-12-21
6,12,12,21,-901.24,shellmound_12-12-21
8,12,12,21,-1593.4773,shellmound_12-12-21
9,12,12,21,-6.853656,shellmound_12-12-21
10,12,12,21,-1407.7252,shellmound_12-12-21
11,12,12,21,-10.267474,shellmound_12-12-21
12,12,12,21,-1545.2534,shellmound_12-12-21
14,12,12,21,-944.21246,shellmound_12-12-21
15,12,12,21,-2.8741825,shellmound_12-12-21
16,12,12,21,-825.53687,shellmound_12-12-21
18,12,12,21,-928.61523,shellmound_12-12-21
2,12,12,23,-53.606396,shellmound_12-12-23
4,12,12,23,-124.42033,shellmound_12-12-23
6,12,12,23,-74.76082,shellmound_12-12-23
8,12,12,23,-49.209766,shellmound_12-12-23
10,12,12,23,-49.223927,shellmound_12-12-23
12,12,12,23,-177.11949,shellmound_12-12-23
13,12,12,23,-4.917089,shellmound_12-12-23
14,12,12,23,-50.96877,shellmound_12-12-23
16,12,12,23,-26.622274,shellmound_12-12-23
18,12,12,23,-40.372437,shellmound_12-12-23
4,12,12,25,-60.39342,shellmound_12-12-25
12,12,12,25,-213.12004,shellmound_12-12-25
13,12,12,25,-9.834178,shellmound_12-12-25
4,12,12,26,-60.39342,shellmound_12-12-26
6,12,12,26,-194.31343,shellmound_12-12-26
8,12,12,26,-742.6403,shellmound_12-12-26
9,12,12,26,-34.26828,shellmound_12-12-26
10,12,12,26,-783.0647,shellmound_12-12-26
11,12,12,26,-35.93616,shellmound_12-12-26
12,12,12,26,-1065.6001,shellmound_12-12-26
