total_inner_iterations,totim,kper,kstp,nouter,inner_iterations,solution_outer_dvmax,solution_outer_dvmax_model,solution_outer_dvmax_package,solution_outer_dvmax_node
145,236.6556656613529,2,4,9,1,3.695930595923520,1,SFR_0,197
146,236.6556656613529,2,4,10,1,1.913030290731629,1,SFR_0,197
147,236.6556656613529,2,4,11,1,1.034133861588954,1,SFR_0,197
148,236.6556656613529,2,4,12,1,.5770833498032195,1,SFR_0,197
149,236.6556656613529,2,4,13,1,.3278187338085874,1,SFR_0,197
150,236.6556656613529,2,4,14,1,.1895035759871682,1,SFR_0,197
151,236.6556656613529,2,4,15,1,.1084863960174783,1,SFR_0,197
152,236.6556656613529,2,4,16,1,.6067876149642482E-01,1,SFR_0,197
159,383.4872727272727,2,5,1,7,-.5004326255713671,1,,880
161,383.4872727272727,2,5,2,2,959.5508607029503,1,SFR_0,197
163,383.4872727272727,2,5,3,2,431.8654664544424,1,SFR_0,197
164,383.4872727272727,2,5,4,1,224.2543262845975,1,SFR_0,197
165,383.4872727272727,2,5,5,1,99.95669222244359,1,SFR_0,197
166,383.4872727272727,2,5,6,1,53.76910603255855,1,SFR_0,197
167,383.4872727272727,2,5,7,1,29.07848659391548,1,SFR_0,197
168,383.4872727272727,2,5,8,1,15.55967116379183,1,SFR_0,197
169,383.4872727272727,2,5,9,1,8.436532304832996,1,SFR_0,197
170,383.4872727272727,2,5,10,1,4.759814839125905,1,SFR_0,197
171,383.4872727272727,2,5,11,1,2.816221893334733,1,SFR_0,197
172,383.4872727272727,2,5,12,1,1.738276390404303,1,SFR_0,197
173,383.4872727272727,2,5,13,1,1.110357435280046,1,SFR_0,197
174,383.4872727272727,2,5,14,1,.7256145388470449,1,SFR_0,197
175,383.4872727272727,2,5,15,1,.4749933795038146,1,SFR_0,197
176,383.4872727272727,2,5,16,1,.3048921944629984,1,SFR_0,197
177,383.4872727272727,2,5,17,1,.1887752211515855,1,SFR_0,197
178,383.4872727272727,2,5,18,1,.1114195391541814,1,SFR_0,197
179,383.4872727272727,2,5,19,1,.6288885236635421E-01,1,SFR_0,197
187,603.7346833261525,2,6,1,8,-.6392587896870907,1,,880
190,603.7346833261525,2,6,2,3,1288.380503996625,1,SFR_0,197
193,603.7346833261525,2,6,3,3,570.5108145960306,1,SFR_0,197
195,603.7346833261525,2,6,4,2,270.2536831212593,1,SFR_0,197
196,603.7346833261525,2,6,5,1,122.7459077062867,1,SFR_0,197
197,603.7346833261525,2,6,6,1,45.17041557154560,1,SFR_0,197
198,603.7346833261525,2,6,7,1,22.54469230400477,1,SFR_0,197
199,603.7346833261525,2,6,8,1,13.27187044529737,1,SFR_0,197
200,603.7346833261525,2,6,9,1,8.240337415123738,1,SFR_0,197
201,603.7346833261525,2,6,10,1,5.193734743495161,1,SFR_0,197
202,603.7346833261525,2,6,11,1,3.091403493087287,1,SFR_0,197
203,603.7346833261525,2,6,12,1,1.924404611283643,1,SFR_0,197
204,603.7346833261525,2,6,13,1,.8554928393878032,1,SFR_0,197
205,603.7346833261525,2,6,14,1,.5907393633668070,1,SFR_0,197
206,603.7346833261525,2,6,15,1,.1353381985126186,1,SFR_0,197
207,603.7346833261525,2,6,16,1,.1460926499620545,1,SFR_0,197
208,603.7346833261525,2,6,17,1,.1072527990295960,1,SFR_0,197
209,603.7346833261525,2,6,18,1,.4239398485894662E-01,1,SFR_0,197
216,934.1057992244722,2,7,1,7,-.7363220256755199,1,,880
220,934.1057992244722,2,7,2,4,-.1215140605996865,1,,3510
222,934.1057992244722,2,7,3,2,846.4641461365156,1,SFR_0,197
224,934.1057992244722,2,7,4,2,415.7803207241639,1,SFR_0,197
225,934.1057992244722,2,7,5,1,198.8848195023379,1,SFR_0,197
226,934.1057992244722,2,7,6,1,81.61568045783343,1,SFR_0,197
227,934.1057992244722,2,7,7,1,47.81555992714683,1,SFR_0,197
228,934.1057992244722,2,7,8,1,29.03840361779211,1,SFR_0,197
229,934.1057992244722,2,7,9,1,18.46892109541924,1,SFR_0,197
230,934.1057992244722,2,7,10,1,12.38991597939113,1,SFR_0,197
231,934.1057992244722,2,7,11,1,8.691460467144211,1,SFR_0,197
232,934.1057992244722,2,7,12,1,6.308364242013550,1,SFR_0,197
233,934.1057992244722,2,7,13,1,4.703585552421501,1,SFR_0,197
234,934.1057992244722,2,7,14,1,3.586283120061088,1,SFR_0,197
235,934.1057992244722,2,7,15,1,2.785626271371136,1,SFR_0,197
236,934.1057992244722,2,7,16,1,2.189754680162722,1,SFR_0,197
237,934.1057992244722,2,7,17,1,1.724551231477580,1,SFR_0,197
238,934.1057992244722,2,7,18,1,1.351682891116539,1,SFR_0,197
239,934.1057992244722,2,7,19,1,1.054566078989887,1,SFR_0,197
240,934.1057992244722,2,7,20,1,.8199427737413716,1,SFR_0,197
241,934.1057992244722,2,7,21,1,.6360781699442515,1,SFR_0,197
242,934.1057992244722,2,7,22,1,.4934346397213834,1,SFR_0,197
243,934.1057992244722,2,7,23,1,.3827489075932352,1,SFR_0,197
244,934.1057992244722,2,7,24,1,.2973382771914320,1,SFR_0,197
245,934.1057992244722,2,7,25,1,.2309770987927156,1,SFR_0,197
246,934.1057992244722,2,7,26,1,.1797274554210792,1,SFR_0,197
247,934.1057992244722,2,7,27,1,.1397950393200348,1,SFR_0,197
248,934.1057992244722,2,7,28,1,.1088501523964305,1,SFR_0,197
249,934.1057992244722,2,7,29,1,.8478788601389819E-01,1,SFR_0,197
257,1429.662473071952,2,8,1,8,-.7649724284068746,1,,880
263,1429.662473071952,2,8,2,6,-.3061963895022330,1,,3897
271,1429.662473071952,2,8,3,8,-.4459452576272618,1,,3827
275,1429.662473071952,2,8,4,4,-.1947132471282202,1,,3792
278,1429.662473071952,2,8,5,3,-.1128132787673763,1,,3793
281,1429.662473071952,2,8,6,3,37.29254035242403,1,SFR_0,178
285,1429.662473071952,2,8,7,4,48.38929381083075,1,SFR_0,178
287,1429.662473071952,2,8,8,2,40.79749503180059,1,SFR_0,178
289,1429.662473071952,2,8,9,2,7.266826015206715,1,SFR_0,178
290,1429.662473071952,2,8,10,1,11.20362226019979,1,SFR_0,178
291,1429.662473071952,2,8,11,1,1.321019939380722,1,SFR_0,146
292,1429.662473071952,2,8,12,1,1.049523130622106,1,SFR_0,146
293,1429.662473071952,2,8,13,1,.8058951492656145,1,SFR_0,178
294,1429.662473071952,2,8,14,1,.8248192666287856,1,SFR_0,178
295,1429.662473071952,2,8,15,1,.8625576984831324,1,SFR_0,178
296,1429.662473071952,2,8,16,1,.8957189322003065,1,SFR_0,178
297,1429.662473071952,2,8,17,1,.8837247991112087,1,SFR_0,178
298,1429.662473071952,2,8,18,1,.8034997707442854,1,SFR_0,178
299,1429.662473071952,2,8,19,1,1.054019046113035,1,SFR_0,178
300,1429.662473071952,2,8,20,1,.7362976020106677,1,SFR_0,178
301,1429.662473071952,2,8,21,1,.8345687316697277,1,SFR_0,178
302,1429.662473071952,2,8,22,1,.6011966560345817,1,SFR_0,178
303,1429.662473071952,2,8,23,1,.6692611780471389,1,SFR_0,178
304,1429.662473071952,2,8,24,1,.3798574037971668,1,SFR_0,178
305,1429.662473071952,2,8,25,1,.6696676163727053,1,SFR_0,178
306,1429.662473071952,2,8,26,1,.3363536158623771,1,SFR_0,178
307,1429.662473071952,2,8,27,1,.6295486944461731,1,SFR_0,178
308,1429.662473071952,2,8,28,1,.1983297168494135,1,SFR_0,178
309,1429.662473071952,2,8,29,1,.5333505758933205,1,SFR_0,178
310,1429.662473071952,2,8,30,1,.1054293331999120,1,SFR_0,178
311,1429.662473071952,2,8,31,1,.3990995002740357,1,SFR_0,178
312,1429.662473071952,2,8,32,1,.5718571765503574E-01,1,SFR_0,178
321,2172.997483843171,2,9,1,9,-.8842399336403162,1,,880
330,2172.997483843171,2,9,2,9,-.4970786105756844,1,,3933
337,2172.997483843171,2,9,3,7,-.2069634373102680,1,,3725
339,2172.997483843171,2,9,4,2,.2131384837325035,1,SFR_0,234
340,2172.997483843171,2,9,5,1,.2359103429330546E-01,1,SFR_0,232
352,3288.000000000000,2,10,1,12,-1.130283989333009,1,,494
362,3288.000000000000,2,10,2,10,-.6122187980618534,1,,957
363,3288.000000000000,2,10,3,1,1.361489464100161,1,SFR_0,234
364,3288.000000000000,2,10,4,1,.1406413259772601,1,SFR_0,234
365,3288.000000000000,2,10,5,1,-.2080249864323554E-02,1,SFR_0,232
368,3301.876777251185,3,1,1,3,-.5013598784268645,1,,600
369,3301.876777251185,3,1,2,1,.8967258982290160,1,SFR_0,232
370,3301.876777251185,3,1,3,1,.3204880291308594,1,SFR_0,232
371,3301.876777251185,3,1,4,1,.7311604297721527E-01,1,SFR_0,232
374,3322.691943127962,3,2,1,3,-.5016376860490155,1,,600
375,3322.691943127962,3,2,2,1,.4062362345333825,1,SFR_0,198
376,3322.691943127962,3,2,3,1,.1762951950810582,1,SFR_0,232
377,3322.691943127962,3,2,4,1,.6294852201999999E-01,1,SFR_0,232
380,3353.914691943128,3,3,1,3,-.5127704426007789,1,,600
381,3353.914691943128,3,3,2,1,.2840987592550858,1,SFR_0,198
382,3353.914691943128,3,3,3,1,.1423950633440401,1,SFR_0,232
383,3353.914691943128,3,3,4,1,.4680344602598721E-01,1,SFR_0,232
387,3400.748815165877,3,4,1,4,-.5511430651425044,1,,600
388,3400.748815165877,3,4,2,1,.2693123508125177,1,SFR_0,232
389,3400.748815165877,3,4,3,1,.1227988467150887,1,SFR_0,232
390,3400.748815165877,3,4,4,1,.4944875780393578E-01,1,SFR_0,232
395,3471.000000000000,3,5,1,5,-.6188328301556041,1,,600
396,3471.000000000000,3,5,2,1,.2805547721345525,1,SFR_0,232
397,3471.000000000000,3,5,3,1,.1249344260480527,1,SFR_0,232
398,3471.000000000000,3,5,4,1,.3476235605489521E-01,1,SFR_0,232
401,3484.876777251185,4,1,1,3,.3909315943506613,1,,600
402,3484.876777251185,4,1,2,1,-3.177051813586945,1,SFR_0,232
403,3484.876777251185,4,1,3,1,-.9190553875402963,1,SFR_0,232
404,3484.876777251185,4,1,4,1,-.1716083388013354,1,SFR_0,232
405,3484.876777251185,4,1,5,1,-.2667448900271372E-01,1,SFR_0,232
408,3505.691943127962,4,2,1,3,.3681619078380720,1,,600
409,3505.691943127962,4,2,2,1,-3.091471280880309,1,SFR_0,232
410,3505.691943127962,4,2,3,1,-.8944445209774140,1,SFR_0,232
411,3505.691943127962,4,2,4,1,-.1829559852113647,1,SFR_0,232
412,3505.691943127962,4,2,5,1,-.3304739297655528E-01,1,SFR_0,232
415,3536.914691943128,4,3,1,3,.3448786806980770,1,,600
416,3536.914691943128,4,3,2,1,-3.027571148228281,1,SFR_0,232
417,3536.914691943128,4,3,3,1,-.9374050556941887,1,SFR_0,232
418,3536.914691943128,4,3,4,1,-.1876158270349971,1,SFR_0,232
419,3536.914691943128,4,3,5,1,-.3494727914372670E-01,1,SFR_0,232
423,3583.748815165877,4,4,1,4,.3385386776823331,1,,600
424,3583.748815165877,4,4,2,1,-2.784643145821802,1,SFR_0,232
425,3583.748815165877,4,4,3,1,-.8709004502838765,1,SFR_0,232
426,3583.748815165877,4,4,4,1,-.2213761425076930,1,SFR_0,232
427,3583.748815165877,4,4,5,1,-.5637936564943125E-01,1,SFR_0,232
432,3654.000000000000,4,5,1,5,.3578859215296433,1,,635
433,3654.000000000000,4,5,2,1,-2.300438862328856,1,SFR_0,232
434,3654.000000000000,4,5,3,1,-.7602622707355196,1,SFR_0,232
435,3654.000000000000,4,5,4,1,-.2009692669649557,1,SFR_0,232
436,3654.000000000000,4,5,5,1,-.5053110450023444E-01,1,SFR_0,232
439,3667.876777251185,5,1,1,3,-.3993875933265265,1,,12851
440,3667.876777251185,5,1,2,1,1.925288770855676,1,SFR_0,232
441,3667.876777251185,5,1,3,1,.4078524294531275,1,SFR_0,232
442,3667.876777251185,5,1,4,1,.7054583417632575E-01,1,SFR_0,232
445,3688.691943127962,5,2,1,3,-.3995003709208937,1,,3401
446,3688.691943127962,5,2,2,1,1.782075324479461,1,SFR_0,232
447,3688.691943127962,5,2,3,1,.4289412092234283,1,SFR_0,232
448,3688.691943127962,5,2,4,1,.8221064974181623E-01,1,SFR_0,232
451,3719.914691943128,5,3,1,3,-.3860063907122715,1,,3401
452,3719.914691943128,5,3,2,1,1.744386423924978,1,SFR_0,232
453,3719.914691943128,5,3,3,1,.4898377074584322,1,SFR_0,232
454,3719.914691943128,5,3,4,1,.1076982664205571,1,SFR_0,232
455,3719.914691943128,5,3,5,1,.2235901314742851E-01,1,SFR_0,232
459,3766.748815165877,5,4,1,4,-.3777760551220943,1,,3401
460,3766.748815165877,5,4,2,1,1.655081506281117,1,SFR_0,232
461,3766.748815165877,5,4,3,1,.4854853115155458,1,SFR_0,232
462,3766.748815165877,5,4,4,1,.1241205516829842,1,SFR_0,232
463,3766.748815165877,5,4,5,1,.3229932366456809E-01,1,SFR_0,232
468,3837.000000000000,5,5,1,5,-.4749057003975032,1,,600
469,3837.000000000000,5,5,2,1,1.382435377821069,1,SFR_0,232
470,3837.000000000000,5,5,3,1,.4494617621991878,1,SFR_0,232
471,3837.000000000000,5,5,4,1,.1334147644033253,1,SFR_0,232
472,3837.000000000000,5,5,5,1,.3379386435371799E-01,1,SFR_0,232
475,3850.800947867298,6,1,1,3,.3482342501719629,1,,12851
476,3850.800947867298,6,1,2,1,-1.234792430458618,1,SFR_0,232
477,3850.800947867298,6,1,3,1,-.2669022796347492,1,SFR_0,232
478,3850.800947867298,6,1,4,1,-.4517099584975480E-01,1,SFR_0,232
481,3871.502369668247,6,2,1,3,.3333181448838403,1,,3401
482,3871.502369668247,6,2,2,1,-1.191127899638807,1,SFR_0,232
483,3871.502369668247,6,2,3,1,-.2890309109231562,1,SFR_0,232
484,3871.502369668247,6,2,4,1,-.5874910968801743E-01,1,SFR_0,232
487,3902.554502369668,6,3,1,3,.3004455154755057,1,,3401
488,3902.554502369668,6,3,2,1,-1.265435209903657,1,SFR_0,232
489,3902.554502369668,6,3,3,1,-.3408142000595860,1,SFR_0,232
490,3902.554502369668,6,3,4,1,-.7923888046455717E-01,1,SFR_0,232
494,3949.132701421801,6,4,1,4,.2646379490116750,1,,3401
495,3949.132701421801,6,4,2,1,-1.285064785339298,1,SFR_0,232
496,3949.132701421801,6,4,3,1,-.3748709296600407,1,SFR_0,232
497,3949.132701421801,6,4,4,1,-.9677749397533979E-01,1,SFR_0,232
502,4019.000000000000,6,5,1,5,.2669925403315432,1,,883
503,4019.000000000000,6,5,2,1,-1.205956167380934,1,SFR_0,232
504,4019.000000000000,6,5,3,1,-.3627561981787558,1,SFR_0,232
505,4019.000000000000,6,5,4,1,-.1098212238366754,1,SFR_0,232
506,4019.000000000000,6,5,5,1,-.2489577883810100E-01,1,SFR_0,232
509,4032.876777251185,7,1,1,3,-.2772777051445239,1,,635
510,4032.876777251185,7,1,2,1,-.2653137897338434,1,SFR_0,198
511,4032.876777251185,7,1,3,1,-.1061730741764617,1,SFR_0,232
512,4032.876777251185,7,1,4,1,-.3294350573168166E-01,1,SFR_0,232
515,4053.691943127962,7,2,1,3,-.2671957526852644,1,,635
516,4053.691943127962,7,2,2,1,-.2635105135533674,1,SFR_0,232
517,4053.691943127962,7,2,3,1,-.1035666840161715,1,SFR_0,232
518,4053.691943127962,7,2,4,1,-.2219908342585371E-01,1,SFR_0,232
521,4084.914691943128,7,3,1,3,-.2561372974498433,1,,635
522,4084.914691943128,7,3,2,1,-.1865609675196280,1,SFR_0,232
523,4084.914691943128,7,3,3,1,-.9123012928202479E-01,1,SFR_0,232
527,4131.748815165876,7,4,1,4,-.2599924719983875,1,,635
528,4131.748815165876,7,4,2,1,-.2473550336350623,1,SFR_0,234
529,4131.748815165876,7,4,3,1,-.3139786346794185E-01,1,SFR_0,232
533,4202.000000000000,7,5,1,4,-.2885077906807645,1,,600
534,4202.000000000000,7,5,2,1,-.4085465871990013,1,SFR_0,234
535,4202.000000000000,7,5,3,1,-.1367921745227645E-01,1,SFR_0,234
538,4215.800947867298,8,1,1,3,.2855062858819508,1,,635
539,4215.800947867298,8,1,2,1,-1.544704781206877,1,SFR_0,232
540,4215.800947867298,8,1,3,1,-.3239611588391965,1,SFR_0,232
541,4215.800947867298,8,1,4,1,-.5589210442693533E-01,1,SFR_0,232
544,4236.502369668247,8,2,1,3,.2818012484817842,1,,635
545,4236.502369668247,8,2,2,1,-1.438254548881872,1,SFR_0,232
546,4236.502369668247,8,2,3,1,-.3456807049475840,1,SFR_0,232
547,4236.502369668247,8,2,4,1,-.6728258774310956E-01,1,SFR_0,232
550,4267.554502369669,8,3,1,3,.2801246063397009,1,,635
551,4267.554502369669,8,3,2,1,-1.474035467646746,1,SFR_0,232
552,4267.554502369669,8,3,3,1,-.4071759256472219,1,SFR_0,232
553,4267.554502369669,8,3,4,1,-.8632508486419123E-01,1,SFR_0,232
557,4314.132701421801,8,4,1,4,.2979969572822654,1,,635
558,4314.132701421801,8,4,2,1,-2.618631258406277,1,SFR_0,231
559,4314.132701421801,8,4,3,1,-.4289498197517211,1,SFR_0,232
560,4314.132701421801,8,4,4,1,-.1156454164837986,1,SFR_0,232
561,4314.132701421801,8,4,5,1,-.2642411856949218E-01,1,SFR_0,232
566,4384.000000000000,8,5,1,5,.3464962131382485,1,,635
567,4384.000000000000,8,5,2,1,-76.41856854050422,1,SFR_0,228
568,4384.000000000000,8,5,3,1,6.419123670304369,1,SFR_0,228
569,4384.000000000000,8,5,4,1,2.618356959793189,1,SFR_0,228
570,4384.000000000000,8,5,5,1,.9411566897489265,1,SFR_0,228
571,4384.000000000000,8,5,6,1,.2685066034873103,1,SFR_0,228
572,4384.000000000000,8,5,7,1,.8225267298582332E-01,1,SFR_0,228
575,4397.876777251185,9,1,1,3,-.3893775244487507,1,,600
576,4397.876777251185,9,1,2,1,6.507405201173591,1,SFR_0,232
577,4397.876777251185,9,1,3,1,1.731035582972857,1,SFR_0,232
578,4397.876777251185,9,1,4,1,.3113064707273264,1,SFR_0,232
579,4397.876777251185,9,1,5,1,.4742277607945699E-01,1,SFR_0,232
582,4418.691943127962,9,2,1,3,-.4184990605959058,1,,600
583,4418.691943127962,9,2,2,1,10.08271526857240,1,SFR_0,228
584,4418.691943127962,9,2,3,1,1.758594254445851,1,SFR_0,232
585,4418.691943127962,9,2,4,1,.3734543942874562,1,SFR_0,232
586,4418.691943127962,9,2,5,1,.7004502591538030E-01,1,SFR_0,232
590,4449.914691943128,9,3,1,4,-.4713714944588929,1,,600
591,4449.914691943128,9,3,2,1,5.618253075204897,1,SFR_0,232
592,4449.914691943128,9,3,3,1,1.887068703601108,1,SFR_0,232
593,4449.914691943128,9,3,4,1,.4736558504481295,1,SFR_0,232
594,4449.914691943128,9,3,5,1,.1044004383564882,1,SFR_0,232
595,4449.914691943128,9,3,6,1,.2412946839377125E-01,1,SFR_0,232
600,4496.748815165876,9,4,1,5,-.5644601917961189,1,,600
601,4496.748815165876,9,4,2,1,5.124960480690516,1,SFR_0,232
602,4496.748815165876,9,4,3,1,1.940913584473728,1,SFR_0,232
603,4496.748815165876,9,4,4,1,.5412491840717603,1,SFR_0,232
604,4496.748815165876,9,4,5,1,.1321650034267118,1,SFR_0,232
605,4496.748815165876,9,4,6,1,.3340011963129344E-01,1,SFR_0,232
611,4567.000000000000,9,5,1,6,-.7132003605968080,1,,635
612,4567.000000000000,9,5,2,1,4.252315032217534,1,SFR_0,232
613,4567.000000000000,9,5,3,1,1.692546284796870,1,SFR_0,232
614,4567.000000000000,9,5,4,1,.5273150652175359,1,SFR_0,232
615,4567.000000000000,9,5,5,1,.1558557128538533,1,SFR_0,232
616,4567.000000000000,9,5,6,1,.4921870382632467E-01,1,SFR_0,232
619,4580.800947867298,10,1,1,3,.2851012819989265,1,,814
620,4580.800947867298,10,1,2,1,-1.708720744860264,1,SFR_0,232
621,4580.800947867298,10,1,3,1,-.5593617309376857,1,SFR_0,232
622,4580.800947867298,10,1,4,1,-.1117074671140801,1,SFR_0,232
623,4580.800947867298,10,1,5,1,-.1855564246992270E-01,1,SFR_0,232
626,4601.502369668247,10,2,1,3,.2662168358295744,1,,600
627,4601.502369668247,10,2,2,1,-1.693691657559196,1,SFR_0,232
628,4601.502369668247,10,2,3,1,-.5157775825552497,1,SFR_0,232
629,4601.502369668247,10,2,4,1,-.1188364090364309,1,SFR_0,232
630,4601.502369668247,10,2,5,1,-.2429010535053261E-01,1,SFR_0,232
633,4632.554502369669,10,3,1,3,.2558452385829533,1,,600
634,4632.554502369669,10,3,2,1,-1.682980506414545,1,SFR_0,232
635,4632.554502369669,10,3,3,1,-.5343619648999740,1,SFR_0,232
636,4632.554502369669,10,3,4,1,-.1309438691069805,1,SFR_0,232
637,4632.554502369669,10,3,5,1,-.2876547555394446E-01,1,SFR_0,232
641,4679.132701421801,10,4,1,4,.2637173549480778,1,,600
642,4679.132701421801,10,4,2,1,-1.620818797481845,1,SFR_0,232
643,4679.132701421801,10,4,3,1,-.5284135726090683,1,SFR_0,232
644,4679.132701421801,10,4,4,1,-.1422483268466911,1,SFR_0,232
645,4679.132701421801,10,4,5,1,-.3756315341653980E-01,1,SFR_0,232
650,4749.000000000000,10,5,1,5,.2912931344245315,1,,600
651,4749.000000000000,10,5,2,1,-1.430736516777072,1,SFR_0,232
652,4749.000000000000,10,5,3,1,-.4744954483893943,1,SFR_0,232
653,4749.000000000000,10,5,4,1,-.1328879374894110,1,SFR_0,232
654,4749.000000000000,10,5,5,1,-.4109904703271233E-01,1,SFR_0,232
657,4762.876777251185,11,1,1,3,-.4221311277686084,1,,3684
658,4762.876777251185,11,1,2,1,.5449186030028363,1,SFR_0,232
659,4762.876777251185,11,1,3,1,.2464033500241277E-01,1,SFR_0,232
662,4783.691943127962,11,2,1,3,-.3818390104722340,1,,3684
663,4783.691943127962,11,2,2,1,.4432388011524075,1,SFR_0,232
664,4783.691943127962,11,2,3,1,.3780835052888305E-01,1,SFR_0,232
668,4814.914691943128,11,3,1,4,-.3638725391725934,1,,3684
669,4814.914691943128,11,3,2,1,.5802610165055319,1,SFR_0,232
670,4814.914691943128,11,3,3,1,.1028444681848946,1,SFR_0,232
671,4814.914691943128,11,3,4,1,.2452739996025657E-01,1,SFR_0,232
676,4861.748815165876,11,4,1,5,-.4262624785914042,1,,883
677,4861.748815165876,11,4,2,1,.7887390062067829,1,SFR_0,232
678,4861.748815165876,11,4,3,1,.1836032076944508,1,SFR_0,232
679,4861.748815165876,11,4,4,1,.5614044260683974E-01,1,SFR_0,232
684,4932.000000000000,11,5,1,5,-.5748739188257019,1,,881
685,4932.000000000000,11,5,2,1,.9588723287714771,1,SFR_0,232
686,4932.000000000000,11,5,3,1,.2447521101531217,1,SFR_0,232
687,4932.000000000000,11,5,4,1,.1041087882333973,1,SFR_0,232
688,4932.000000000000,11,5,5,1,-.7560899392650833E-02,1,SFR_0,232
691,4945.876777251185,12,1,1,3,.3679559060929805,1,,3684
692,4945.876777251185,12,1,2,1,-3.325905379490646,1,SFR_0,232
693,4945.876777251185,12,1,3,1,-.9279991681322207,1,SFR_0,232
694,4945.876777251185,12,1,4,1,-.1739997075529999,1,SFR_0,232
695,4945.876777251185,12,1,5,1,-.2730966226157539E-01,1,SFR_0,232
698,4966.691943127962,12,2,1,3,.3046785525658073,1,,3684
699,4966.691943127962,12,2,2,1,-3.162564369702711,1,SFR_0,232
700,4966.691943127962,12,2,3,1,-.8947948866250898,1,SFR_0,232
701,4966.691943127962,12,2,4,1,-.1874545415147090,1,SFR_0,232
702,4966.691943127962,12,2,5,1,-.3541836620052007E-01,1,SFR_0,232
705,4997.914691943128,12,3,1,3,.2522249895467361,1,,3684
706,4997.914691943128,12,3,2,1,-3.205380727051050,1,SFR_0,232
707,4997.914691943128,12,3,3,1,-.9775082422273162,1,SFR_0,232
708,4997.914691943128,12,3,4,1,-.2040947120077041,1,SFR_0,232
709,4997.914691943128,12,3,5,1,-.4152878325431170E-01,1,SFR_0,232
713,5044.748815165876,12,4,1,4,.2396630089559970,1,,814
714,5044.748815165876,12,4,2,1,-3.116175173620095,1,SFR_0,232
715,5044.748815165876,12,4,3,1,-.9728710563515663,1,SFR_0,232
