rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name
26,2547,0,29,82,1,26,40.083187,4.4948177,0.005627182772186939,295.32574,1,1.0,0.0,0.0,0.0,0.0,27,0,14371.606,6867619,Chaffee Creek
27,2548,0,29,83,1,27,41.901207,4.5012646,0.007997705785154062,295.1002,1,1.0,0.0,0.0,0.0,0.0,28,0,14412.599,6867619,Chaffee Creek
28,2549,0,29,84,1,28,29.57511,4.5068774,0.0001,294.76508,1,1.0,0.0,0.0,0.0,0.0,29,0,14448.336,6867619,Chaffee Creek
29,2634,0,30,84,1,29,13.876072,4.5102863,0.001,294.76508,1,1.0,0.0,0.0,0.0,0.0,0,0,14470.062,6867619,Chaffee Creek
30,5917,3,69,52,2,1,35.499134,3.9787087,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,31,0,11278.184,6867623,Tagatz Creek
31,5918,3,69,53,2,2,35.149265,3.9849746,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,32,0,11313.508,6867623,Tagatz Creek
32,6003,3,70,53,2,3,8.284713,3.988822,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,33,0,11335.225,6867623,Tagatz Creek
33,6004,3,70,54,2,4,47.501663,3.993758,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,34,0,11363.118,6867623,Tagatz Creek
34,6005,3,70,55,2,5,20.110542,3.9997325,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,35,0,11396.924,6867623,Tagatz Creek
35,6090,3,71,55,2,6,32.41226,4.0043674,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,36,0,11423.186,6867623,Tagatz Creek
36,6091,3,71,56,2,7,25.177607,4.0094438,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,37,0,11451.98,6867623,Tagatz Creek
37,6176,3,72,56,2,8,34.78511,4.0147223,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,38,0,11481.962,6867623,Tagatz Creek
38,6177,3,72,57,2,9,16.073383,4.019194,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,39,0,11507.391,6867623,Tagatz Creek
39,6262,3,73,57,2,10,48.043114,4.0248246,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,40,0,11539.449,6867623,Tagatz Creek
40,6347,4,74,57,2,11,8.099156,4.029748,0.0001,290.36386,1,1.0,0.0,0.0,0.0,0.0,41,0,11567.5205,6867623,Tagatz Creek
41,6348,4,74,58,2,12,39.43017,4.033912,0.001,290.36386,1,1.0,0.0,0.0,0.0,0.0,0,0,11591.285,6867623,Tagatz Creek
