lakeno,cellid,claktype,bedleak,belev,telev,connlen,connwidth,zone,iconn
1,"(np.int64(0), np.int64(42), np.int64(46))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,245
1,"(np.int64(0), np.int64(39), np.int64(40))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,246
1,"(np.int64(0), np.int64(39), np.int64(49))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,247
1,"(np.int64(0), np.int64(31), np.int64(45))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,248
1,"(np.int64(1), np.int64(32), np.int64(37))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,249
1,"(np.int64(0), np.int64(35), np.int64(33))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,250
1,"(np.int64(0), np.int64(32), np.int64(46))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,251
1,"(np.int64(0), np.int64(43), np.int64(46))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,252
1,"(np.int64(0), np.int64(35), np.int64(42))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,253
1,"(np.int64(0), np.int64(35), np.int64(51))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,254
1,"(np.int64(0), np.int64(46), np.int64(48))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,255
1,"(np.int64(0), np.int64(38), np.int64(44))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,256
1,"(np.int64(0), np.int64(38), np.int64(53))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,257
1,"(np.int64(0), np.int64(42), np.int64(32))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,258
1,"(np.int64(1), np.int64(30), np.int64(39))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,259
1,"(np.int64(0), np.int64(42), np.int64(41))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,260
1,"(np.int64(0), np.int64(30), np.int64(48))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,261
1,"(np.int64(0), np.int64(42), np.int64(50))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,262
1,"(np.int64(0), np.int64(39), np.int64(35))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,263
1,"(np.int64(0), np.int64(39), np.int64(44))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,264
1,"(np.int64(0), np.int64(31), np.int64(40))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,265
1,"(np.int64(0), np.int64(39), np.int64(53))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,266
1,"(np.int64(0), np.int64(31), np.int64(49))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,267
1,"(np.int64(0), np.int64(32), np.int64(32))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,268
1,"(np.int64(0), np.int64(43), np.int64(32))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,269
1,"(np.int64(1), np.int64(35), np.int64(37))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,270
1,"(np.int64(0), np.int64(46), np.int64(34))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,271
1,"(np.int64(0), np.int64(38), np.int64(39))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,272
1,"(np.int64(0), np.int64(38), np.int64(48))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,273
1,"(np.int64(0), np.int64(42), np.int64(36))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,274
1,"(np.int64(0), np.int64(30), np.int64(43))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,275
1,"(np.int64(0), np.int64(42), np.int64(45))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,276
1,"(np.int64(0), np.int64(30), np.int64(52))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,277
1,"(np.int64(0), np.int64(39), np.int64(39))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,278
1,"(np.int64(0), np.int64(31), np.int64(35))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,279
1,"(np.int64(0), np.int64(31), np.int64(44))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,280
1,"(np.int64(0), np.int64(34), np.int64(46))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,281
1,"(np.int64(0), np.int64(37), np.int64(51))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,282
1,"(np.int64(0), np.int64(38), np.int64(34))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,283
1,"(np.int64(0), np.int64(38), np.int64(43))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,284
1,"(np.int64(0), np.int64(38), np.int64(52))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,285
1,"(np.int64(0), np.int64(42), np.int64(31))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,286
1,"(np.int64(2), np.int64(30), np.int64(38))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,287
1,"(np.int64(0), np.int64(42), np.int64(40))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,288
1,"(np.int64(0), np.int64(30), np.int64(47))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,289
1,"(np.int64(0), np.int64(42), np.int64(49))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,290
1,"(np.int64(0), np.int64(39), np.int64(34))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,291
1,"(np.int64(0), np.int64(41), np.int64(53))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,292
1,"(np.int64(0), np.int64(31), np.int64(39))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,293
1,"(np.int64(0), np.int64(34), np.int64(32))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,294
1,"(np.int64(1), np.int64(34), np.int64(41))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,295
1,"(np.int64(0), np.int64(37), np.int64(37))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,296
1,"(np.int64(0), np.int64(34), np.int64(50))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,297
1,"(np.int64(0), np.int64(45), np.int64(50))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,298
1,"(np.int64(0), np.int64(37), np.int64(46))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,299
1,"(np.int64(0), np.int64(46), np.int64(33))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,300
1,"(np.int64(0), np.int64(38), np.int64(38))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,301
1,"(np.int64(0), np.int64(38), np.int64(47))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,302
1,"(np.int64(0), np.int64(42), np.int64(35))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,303
1,"(np.int64(0), np.int64(30), np.int64(42))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,304
1,"(np.int64(0), np.int64(30), np.int64(51))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,305
1,"(np.int64(0), np.int64(41), np.int64(48))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,306
1,"(np.int64(0), np.int64(33), np.int64(53))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,307
1,"(np.int64(2), np.int64(34), np.int64(36))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,308
1,"(np.int64(0), np.int64(45), np.int64(36))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,309
1,"(np.int64(0), np.int64(37), np.int64(32))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,310
1,"(np.int64(0), np.int64(34), np.int64(45))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,311
1,"(np.int64(0), np.int64(37), np.int64(41))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,312
1,"(np.int64(0), np.int64(34), np.int64(54))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,313
1,"(np.int64(0), np.int64(37), np.int64(50))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,314
1,"(np.int64(0), np.int64(38), np.int64(33))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,315
1,"(np.int64(0), np.int64(38), np.int64(42))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,316
1,"(np.int64(0), np.int64(41), np.int64(34))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,317
1,"(np.int64(0), np.int64(41), np.int64(43))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,318
1,"(np.int64(2), np.int64(33), np.int64(39))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,319
1,"(np.int64(0), np.int64(41), np.int64(52))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,320
1,"(np.int64(0), np.int64(33), np.int64(48))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,321
1,"(np.int64(2), np.int64(44), np.int64(48))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,322
1,"(np.int64(0), np.int64(45), np.int64(31))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,323
1,"(np.int64(1), np.int64(34), np.int64(40))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,324
1,"(np.int64(0), np.int64(37), np.int64(36))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,325
1,"(np.int64(0), np.int64(34), np.int64(49))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,326
1,"(np.int64(0), np.int64(45), np.int64(49))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,327
1,"(np.int64(0), np.int64(37), np.int64(45))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,328
1,"(np.int64(0), np.int64(37), np.int64(54))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,329
1,"(np.int64(0), np.int64(46), np.int64(32))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,330
1,"(np.int64(0), np.int64(38), np.int64(37))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,331
1,"(np.int64(0), np.int64(40), np.int64(46))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,332
1,"(np.int64(0), np.int64(41), np.int64(38))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,333
1,"(np.int64(2), np.int64(33), np.int64(34))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,334
1,"(np.int64(0), np.int64(44), np.int64(34))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,335
1,"(np.int64(0), np.int64(41), np.int64(47))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,336
1,"(np.int64(0), np.int64(33), np.int64(43))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,337
1,"(np.int64(0), np.int64(33), np.int64(52))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,338
1,"(np.int64(0), np.int64(44), np.int64(52))",vertical,0.045,0.0,0.0,0.0,0.0,littoral,339
1,"(np.int64(2), np.int64(34), np.int64(35))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,340
1,"(np.int64(0), np.int64(45), np.int64(35))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,341
1,"(np.int64(0), np.int64(34), np.int64(44))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,342
1,"(np.int64(0), np.int64(37), np.int64(40))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,343
1,"(np.int64(0), np.int64(37), np.int64(49))",vertical,0.025,0.0,0.0,0.0,0.0,profundal,344
