per,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2
0,27,1,30,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,22.752739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,22.789623,0.0,0.0,0.0,0.0,0.0
0,28,1,31,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.788,6.5470705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.892338,6.604965,0.0,0.0,0.0,0.0,0.0
0,29,1,33,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.051258,19.247995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.257713,19.289373,0.0,0.0,0.0,0.0,0.0
0,30,1,33,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,22.795683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,22.79901,0.0,0.0,0.0,0.0,0.0
0,31,1,34,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.892338,7.233891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.537846,7.2861114,0.0,0.0,0.0,0.0,0.0
0,32,1,35,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.509094,3.5350626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.78132,3.7357154,0.0,0.0,0.0,0.0,0.0
0,33,1,36,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,22.834183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,22.859095,0.0,0.0,0.0,0.0,0.0
0,34,1,36,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.537846,7.3434944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,7.3705864,0.0,0.0,0.0,0.0,0.0
0,35,1,37,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.78132,3.7357154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.218884,4.086065,0.0,0.0,0.0,0.0,0.0
0,36,1,39,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,23.756813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,23.760954,0.0,0.0,0.0,0.0,0.0
0,37,1,40,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.957733,4.3907094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.46824,4.415258,0.0,0.0,0.0,0.0,0.0
0,38,1,41,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.699226,2.365375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.699226,3.171405,0.0,0.0,0.0,0.0,0.0
0,39,1,42,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.919914,23.777365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.001743,23.78766,0.0,0.0,0.0,0.0,0.0
0,40,1,42,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.46824,4.565454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.001743,4.6796827,0.0,0.0,0.0,0.0,0.0
0,41,1,43,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.699226,3.6175709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.833,3.8619323,0.0,0.0,0.0,0.0,0.0
0,42,1,43,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.001743,24.2827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.833,24.306042,0.0,0.0,0.0,0.0,0.0
0,43,1,44,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.833,24.639868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.779179,24.65212,0.0,0.0,0.0,0.0,0.0
0,44,1,46,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.779179,24.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.65004,24.711487,0.0,0.0,0.0,0.0,0.0
