#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -160.272 perimeter-fluxes
1 10 4 45.6094 perimeter-fluxes
1 11 4 209.785 perimeter-fluxes
1 12 4 15.5177 perimeter-fluxes
1 13 4 152.507 perimeter-fluxes
1 14 4 15.5299 perimeter-fluxes
1 15 4 179.392 perimeter-fluxes
1 16 4 94.3555 perimeter-fluxes
1 17 5 -214.485 perimeter-fluxes
1 18 5 -418.802 perimeter-fluxes
1 19 5 -333.141 perimeter-fluxes
1 20 5 -178.916 perimeter-fluxes
1 21 5 -150.3 perimeter-fluxes
1 22 5 -20.0448 perimeter-fluxes
1 23 5 206.664 perimeter-fluxes
1 24 5 144.436 perimeter-fluxes
1 25 5 74.014 perimeter-fluxes
1 26 5 220.816 perimeter-fluxes
1 27 10 -360.831 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -40.3195 perimeter-fluxes
1 26 5 -166.137 perimeter-fluxes
1 26 6 3.76282 perimeter-fluxes
1 26 7 -125.889 perimeter-fluxes
1 26 8 -241.377 perimeter-fluxes
1 26 9 -230.892 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 583.846 perimeter-fluxes
1 9 6 471.546 perimeter-fluxes
1 10 4 228.285 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -186.366 perimeter-fluxes
2 10 4 45.4601 perimeter-fluxes
2 11 4 202.753 perimeter-fluxes
2 12 4 16.9567 perimeter-fluxes
2 13 4 180.06 perimeter-fluxes
2 14 4 15.8009 perimeter-fluxes
2 15 4 207.507 perimeter-fluxes
2 16 4 98.5534 perimeter-fluxes
2 17 5 -191.651 perimeter-fluxes
2 18 5 -325.429 perimeter-fluxes
2 19 5 -286.774 perimeter-fluxes
2 20 5 -158.785 perimeter-fluxes
2 21 5 -138.428 perimeter-fluxes
2 22 5 -20.568 perimeter-fluxes
2 23 5 182.756 perimeter-fluxes
2 24 5 131.254 perimeter-fluxes
2 25 5 77.0804 perimeter-fluxes
2 26 5 212.59 perimeter-fluxes
2 27 10 -351.939 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -43.0312 perimeter-fluxes
2 26 5 -157.634 perimeter-fluxes
2 26 6 2.37844 perimeter-fluxes
2 26 7 -127.464 perimeter-fluxes
2 26 8 -242.956 perimeter-fluxes
2 26 9 -220.788 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 423.966 perimeter-fluxes
2 9 6 407.158 perimeter-fluxes
2 10 4 212.755 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -186.596 perimeter-fluxes
3 10 4 44.377 perimeter-fluxes
3 11 4 200.73 perimeter-fluxes
3 12 4 16.9877 perimeter-fluxes
3 13 4 177.904 perimeter-fluxes
3 14 4 15.7847 perimeter-fluxes
3 15 4 205.359 perimeter-fluxes
3 16 4 96.9582 perimeter-fluxes
3 17 5 -191.843 perimeter-fluxes
3 18 5 -324.328 perimeter-fluxes
3 19 5 -286.091 perimeter-fluxes
3 20 5 -158.936 perimeter-fluxes
3 21 5 -138.103 perimeter-fluxes
3 22 5 -20.5553 perimeter-fluxes
3 23 5 181.496 perimeter-fluxes
3 24 5 130.81 perimeter-fluxes
3 25 5 77.0556 perimeter-fluxes
3 26 5 211.146 perimeter-fluxes
3 27 10 -352.936 perimeter-fluxes
3 28 11 0 perimeter-fluxes
3 16 4 -43.0511 perimeter-fluxes
3 26 5 -157.651 perimeter-fluxes
3 26 6 1.08716 perimeter-fluxes
3 26 7 -127.584 perimeter-fluxes
3 26 8 -242.764 perimeter-fluxes
3 26 9 -220.27 perimeter-fluxes
3 27 10 -0 perimeter-fluxes
3 28 11 -0 perimeter-fluxes
3 28 12 -0 perimeter-fluxes
3 28 13 -0 perimeter-fluxes
3 28 14 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 423.376 perimeter-fluxes
3 9 6 406.708 perimeter-fluxes
3 10 4 212.77 perimeter-fluxes
4 4 16 681.559 perimeter-fluxes
4 4 27 196.258 perimeter-fluxes
4 5 33 14.0313 perimeter-fluxes
4 6 18 746.316 perimeter-fluxes
4 6 33 40.5213 perimeter-fluxes
4 7 19 946.956 perimeter-fluxes
4 10 33 5.79845 perimeter-fluxes
