#k i j q boundname
5 7 7 -0.536304 perimeter-fluxes
5 7 22 -309.549 perimeter-fluxes
5 8 6 -0.23516 perimeter-fluxes
5 9 5 -0.136224 perimeter-fluxes
5 10 4 -0.101992 perimeter-fluxes
5 11 4 -0.10812 perimeter-fluxes
5 12 4 -0.112359 perimeter-fluxes
5 13 4 -0.112758 perimeter-fluxes
5 14 4 -0.112287 perimeter-fluxes
5 15 4 -0.113203 perimeter-fluxes
5 16 4 -0.105457 perimeter-fluxes
5 17 5 -0.138243 perimeter-fluxes
5 18 5 -0.12945 perimeter-fluxes
5 19 5 -0.120581 perimeter-fluxes
5 20 5 -0.111343 perimeter-fluxes
5 21 5 -0.0890469 perimeter-fluxes
5 22 5 -0.0621451 perimeter-fluxes
5 23 5 -0.0243632 perimeter-fluxes
5 24 5 0.00543799 perimeter-fluxes
5 25 5 0.0340947 perimeter-fluxes
5 26 5 0.0406714 perimeter-fluxes
5 27 10 -0.490906 perimeter-fluxes
5 28 11 0 perimeter-fluxes
5 16 4 -0.121942 perimeter-fluxes
5 26 5 -0.130183 perimeter-fluxes
5 26 6 -0.126432 perimeter-fluxes
5 26 7 -0.124712 perimeter-fluxes
5 26 8 -0.113528 perimeter-fluxes
5 26 9 -0.106533 perimeter-fluxes
5 27 10 -0 perimeter-fluxes
5 27 22 -0 perimeter-fluxes
5 27 23 -0 perimeter-fluxes
5 27 24 -0 perimeter-fluxes
5 27 25 -0 perimeter-fluxes
5 27 26 -0 perimeter-fluxes
5 27 27 -0 perimeter-fluxes
5 27 28 -0 perimeter-fluxes
5 27 29 -0 perimeter-fluxes
5 27 30 -0 perimeter-fluxes
5 27 31 -0 perimeter-fluxes
5 27 32 -0 perimeter-fluxes
5 27 33 -0 perimeter-fluxes
5 27 34 -0 perimeter-fluxes
5 27 35 -0 perimeter-fluxes
5 28 11 -0 perimeter-fluxes
5 28 12 -0 perimeter-fluxes
5 28 13 -0 perimeter-fluxes
5 28 14 -0 perimeter-fluxes
5 28 15 -0 perimeter-fluxes
5 28 16 -0 perimeter-fluxes
5 28 17 -0 perimeter-fluxes
5 28 18 -0 perimeter-fluxes
5 28 19 -0 perimeter-fluxes
5 28 20 -0 perimeter-fluxes
5 28 21 -0 perimeter-fluxes
5 4 12 79.3692 perimeter-fluxes
5 4 13 66.7219 perimeter-fluxes
5 4 14 52.1421 perimeter-fluxes
5 4 15 39.5124 perimeter-fluxes
5 4 16 33.591 perimeter-fluxes
5 4 24 -32.1398 perimeter-fluxes
5 4 25 -18.8404 perimeter-fluxes
5 4 26 -14.6435 perimeter-fluxes
5 4 27 -7.01773 perimeter-fluxes
5 5 9 167.531 perimeter-fluxes
5 5 10 153.823 perimeter-fluxes
5 5 11 135.989 perimeter-fluxes
5 5 17 34.3072 perimeter-fluxes
5 5 23 -47.1283 perimeter-fluxes
5 5 28 -9.93115 perimeter-fluxes
5 5 32 8.14646 perimeter-fluxes
5 5 33 3.07492 perimeter-fluxes
5 6 8 142.197 perimeter-fluxes
5 6 18 27.6682 perimeter-fluxes
5 6 29 -12.0674 perimeter-fluxes
5 7 7 0.200113 perimeter-fluxes
5 7 19 34.6004 perimeter-fluxes
5 7 22 -8.25719 perimeter-fluxes
5 7 30 43.1443 perimeter-fluxes
5 7 31 0.277197 perimeter-fluxes
5 8 6 0.219562 perimeter-fluxes
5 8 20 44.2986 perimeter-fluxes
5 8 21 34.4735 perimeter-fluxes
5 9 5 0.214206 perimeter-fluxes
5 10 4 0.214858 perimeter-fluxes
5 18 34 149.792 perimeter-fluxes
5 18 35 0 perimeter-fluxes
6 4 16 324.984 perimeter-fluxes
6 4 27 85.601 perimeter-fluxes
6 5 17 346.174 perimeter-fluxes
6 5 28 60.9332 perimeter-fluxes
6 5 33 -15.4331 perimeter-fluxes
6 6 18 358.341 perimeter-fluxes
6 6 29 30.1031 perimeter-fluxes
6 6 33 -14.8709 perimeter-fluxes
6 7 19 365.709 perimeter-fluxes
6 7 33 -13.7555 perimeter-fluxes
6 8 33 -12.7922 perimeter-fluxes
6 9 33 -12.4623 perimeter-fluxes
6 10 33 -13.2276 perimeter-fluxes
6 11 33 -11.8029 perimeter-fluxes
6 12 33 -3.55574 perimeter-fluxes
6 13 33 -5.95671 perimeter-fluxes
6 14 33 -13.0025 perimeter-fluxes
6 15 33 -27.7722 perimeter-fluxes
6 16 33 -47.1373 perimeter-fluxes
6 17 33 -55.6684 perimeter-fluxes
6 18 35 -0 perimeter-fluxes
6 19 35 -0 perimeter-fluxes
6 20 35 -0 perimeter-fluxes
6 21 35 -0 perimeter-fluxes
6 22 35 -0 perimeter-fluxes
6 23 35 -0 perimeter-fluxes
6 24 35 -0 perimeter-fluxes
6 25 35 -0 perimeter-fluxes
6 26 35 -0 perimeter-fluxes
6 27 35 -0 perimeter-fluxes
6 28 21 -0 perimeter-fluxes
6 4 12 -277.221 perimeter-fluxes
6 4 24 -231.214 perimeter-fluxes
6 5 9 -228.232 perimeter-fluxes
6 5 23 -270.096 perimeter-fluxes
6 5 32 -20.0789 perimeter-fluxes
6 6 8 -176.265 perimeter-fluxes
6 6 23 -266.549 perimeter-fluxes
6 6 32 -23.722 perimeter-fluxes
6 7 7 -0.536127 perimeter-fluxes
6 7 22 -309.51 perimeter-fluxes
6 8 6 -0.235044 perimeter-fluxes
6 9 5 -0.136265 perimeter-fluxes
6 10 4 -0.101987 perimeter-fluxes
6 11 4 -0.108116 perimeter-fluxes
6 12 4 -0.112352 perimeter-fluxes
6 13 4 -0.112713 perimeter-fluxes
6 14 4 -0.11233 perimeter-fluxes
6 15 4 -0.113189 perimeter-fluxes
6 16 4 -0.105406 perimeter-fluxes
6 17 5 -0.138194 perimeter-fluxes
6 18 5 -0.129456 perimeter-fluxes
6 19 5 -0.120545 perimeter-fluxes
6 20 5 -0.111387 perimeter-fluxes
6 21 5 -0.0890637 perimeter-fluxes
6 22 5 -0.0621902 perimeter-fluxes
6 23 5 -0.0243869 perimeter-fluxes
6 24 5 0.00541554 perimeter-fluxes
6 25 5 0.0340612 perimeter-fluxes
6 26 5 0.0406295 perimeter-fluxes
6 27 10 -0.490724 perimeter-fluxes
6 28 11 0 perimeter-fluxes
6 16 4 -0.121921 perimeter-fluxes
6 26 5 -0.13011 perimeter-fluxes
6 26 6 -0.126402 perimeter-fluxes
6 26 7 -0.124706 perimeter-fluxes
6 26 8 -0.113556 perimeter-fluxes
6 26 9 -0.106481 perimeter-fluxes
6 27 10 -0 perimeter-fluxes
6 27 22 -0 perimeter-fluxes
6 27 23 -0 perimeter-fluxes
6 27 24 -0 perimeter-fluxes
6 27 25 -0 perimeter-fluxes
6 27 26 -0 perimeter-fluxes
6 27 27 -0 perimeter-fluxes
6 27 28 -0 perimeter-fluxes
6 27 29 -0 perimeter-fluxes
6 27 30 -0 perimeter-fluxes
6 27 31 -0 perimeter-fluxes
6 27 32 -0 perimeter-fluxes
6 27 33 -0 perimeter-fluxes
6 27 34 -0 perimeter-fluxes
6 27 35 -0 perimeter-fluxes
6 28 11 -0 perimeter-fluxes
6 28 12 -0 perimeter-fluxes
6 28 13 -0 perimeter-fluxes
6 28 14 -0 perimeter-fluxes
6 28 15 -0 perimeter-fluxes
6 28 16 -0 perimeter-fluxes
6 28 17 -0 perimeter-fluxes
6 28 18 -0 perimeter-fluxes
6 28 19 -0 perimeter-fluxes
6 28 20 -0 perimeter-fluxes
6 28 21 -0 perimeter-fluxes
6 4 12 79.3877 perimeter-fluxes
6 4 13 66.7437 perimeter-fluxes
6 4 14 52.1488 perimeter-fluxes
6 4 15 39.5122 perimeter-fluxes
6 4 16 33.5151 perimeter-fluxes
6 4 24 -32.1741 perimeter-fluxes
6 4 25 -18.8584 perimeter-fluxes
6 4 26 -14.6389 perimeter-fluxes
6 4 27 -7.02195 perimeter-fluxes
6 5 9 167.57 perimeter-fluxes
6 5 10 153.716 perimeter-fluxes
6 5 11 135.87 perimeter-fluxes
6 5 17 34.2639 perimeter-fluxes
6 5 23 -47.1139 perimeter-fluxes
6 5 28 -9.9235 perimeter-fluxes
6 5 32 8.15446 perimeter-fluxes
6 5 33 3.09244 perimeter-fluxes
6 6 8 142.178 perimeter-fluxes
6 6 18 27.6718 perimeter-fluxes
6 6 29 -12.0078 perimeter-fluxes
6 7 7 0.200098 perimeter-fluxes
6 7 19 34.568 perimeter-fluxes
6 7 22 -8.21074 perimeter-fluxes
6 7 30 42.9905 perimeter-fluxes
6 7 31 0.338437 perimeter-fluxes
6 8 6 0.219464 perimeter-fluxes
6 8 20 44.1449 perimeter-fluxes
6 8 21 34.3894 perimeter-fluxes
6 9 5 0.214209 perimeter-fluxes
6 10 4 0.214858 perimeter-fluxes
6 18 34 149.645 perimeter-fluxes
6 18 35 0 perimeter-fluxes
7 4 16 241.633 perimeter-fluxes
7 4 27 20.3686 perimeter-fluxes
7 5 17 255.315 perimeter-fluxes
7 5 28 7.81871 perimeter-fluxes
7 6 18 262.959 perimeter-fluxes
7 6 29 -0 perimeter-fluxes
7 7 19 260.763 perimeter-fluxes
7 7 30 -0 perimeter-fluxes
7 8 30 -0 perimeter-fluxes
7 13 33 -0 perimeter-fluxes
7 14 33 -0.880286 perimeter-fluxes
7 15 33 -2.32312 perimeter-fluxes
7 16 33 -6.45258 perimeter-fluxes
7 17 33 -9.78173 perimeter-fluxes
7 18 34 -0 perimeter-fluxes
7 19 35 -0 perimeter-fluxes
7 20 35 -0 perimeter-fluxes
7 21 35 -0 perimeter-fluxes
7 22 35 -0 perimeter-fluxes
7 23 35 -0 perimeter-fluxes
7 24 35 -0 perimeter-fluxes
7 25 35 -0 perimeter-fluxes
7 26 35 -0 perimeter-fluxes
7 27 35 -0 perimeter-fluxes
7 28 21 -0 perimeter-fluxes
7 4 12 -218.074 perimeter-fluxes
7 4 24 -103.685 perimeter-fluxes
7 5 9 -182.862 perimeter-fluxes
7 5 23 -139.149 perimeter-fluxes
7 6 8 -184.163 perimeter-fluxes
7 6 23 -138.883 perimeter-fluxes
7 7 7 -287.928 perimeter-fluxes
7 7 22 -184.083 perimeter-fluxes
7 8 6 -264.655 perimeter-fluxes
7 9 5 -164.731 perimeter-fluxes
7 10 4 -124.649 perimeter-fluxes
7 11 4 -134.487 perimeter-fluxes
7 12 4 -139.569 perimeter-fluxes
7 13 4 -138.049 perimeter-fluxes
7 14 4 -136.644 perimeter-fluxes
7 15 4 -135.221 perimeter-fluxes
7 16 4 -122.997 perimeter-fluxes
7 17 5 -151.211 perimeter-fluxes
7 18 5 -135.615 perimeter-fluxes
7 19 5 -120.555 perimeter-fluxes
7 20 5 -104.889 perimeter-fluxes
7 21 5 -77.4887 perimeter-fluxes
7 22 5 -50.1168 perimeter-fluxes
7 23 5 -18.1894 perimeter-fluxes
7 24 5 3.61742 perimeter-fluxes
7 25 5 20.9032 perimeter-fluxes
7 26 5 23.0387 perimeter-fluxes
7 27 10 -349.621 perimeter-fluxes
7 28 11 0 perimeter-fluxes
7 16 4 -143.18 perimeter-fluxes
7 26 5 -69.3726 perimeter-fluxes
7 26 6 -71.6461 perimeter-fluxes
7 26 7 -74.656 perimeter-fluxes
7 26 8 -71.8596 perimeter-fluxes
7 26 9 -71.5849 perimeter-fluxes
7 27 10 -0 perimeter-fluxes
7 27 22 -0 perimeter-fluxes
7 27 23 -0 perimeter-fluxes
7 27 24 -0 perimeter-fluxes
7 27 25 -0 perimeter-fluxes
7 27 26 -0 perimeter-fluxes
7 27 27 -0 perimeter-fluxes
7 27 28 -0 perimeter-fluxes
7 27 29 -0 perimeter-fluxes
7 27 30 -0 perimeter-fluxes
7 27 31 -0 perimeter-fluxes
7 27 32 -0 perimeter-fluxes
7 27 33 -0 perimeter-fluxes
7 27 34 -0 perimeter-fluxes
7 27 35 -0 perimeter-fluxes
7 28 11 -0 perimeter-fluxes
7 28 12 -0 perimeter-fluxes
7 28 13 -0 perimeter-fluxes
7 28 14 -0 perimeter-fluxes
7 28 15 -0 perimeter-fluxes
7 28 16 -0 perimeter-fluxes
7 28 17 -0 perimeter-fluxes
7 28 18 -0 perimeter-fluxes
7 28 19 -0 perimeter-fluxes
7 28 20 -0 perimeter-fluxes
7 28 21 -0 perimeter-fluxes
7 4 12 62.0151 perimeter-fluxes
7 4 13 51.1549 perimeter-fluxes
7 4 14 39.2929 perimeter-fluxes
7 4 15 29.6006 perimeter-fluxes
7 4 16 24.7131 perimeter-fluxes
7 4 24 -14.5672 perimeter-fluxes
7 4 25 -7.57767 perimeter-fluxes
7 4 26 -4.71147 perimeter-fluxes
7 4 27 -1.75176 perimeter-fluxes
7 5 9 135.024 perimeter-fluxes
7 5 10 123.119 perimeter-fluxes
7 5 11 107.166 perimeter-fluxes
7 5 17 25.0234 perimeter-fluxes
7 5 23 -24.4948 perimeter-fluxes
7 5 28 -1.46458 perimeter-fluxes
7 6 8 186.423 perimeter-fluxes
7 6 18 20.2274 perimeter-fluxes
7 6 29 -0.659112 perimeter-fluxes
7 7 7 219.812 perimeter-fluxes
7 7 19 24.5846 perimeter-fluxes
7 7 22 -4.8588 perimeter-fluxes
7 7 30 1.00765 perimeter-fluxes
7 8 6 252.215 perimeter-fluxes
7 8 20 30.8066 perimeter-fluxes
7 8 21 22.7814 perimeter-fluxes
7 9 5 262.146 perimeter-fluxes
7 10 4 267.124 perimeter-fluxes
7 13 33 1.46767 perimeter-fluxes
7 18 34 20.9014 perimeter-fluxes
7 19 35 0 perimeter-fluxes
8 4 16 135.486 perimeter-fluxes
8 4 27 53.0117 perimeter-fluxes
8 5 17 147.221 perimeter-fluxes
8 5 28 39.1104 perimeter-fluxes
8 5 33 -5.45531 perimeter-fluxes
8 6 18 155.638 perimeter-fluxes
8 6 29 19.4705 perimeter-fluxes
8 6 33 -7.5978 perimeter-fluxes
8 7 19 160.212 perimeter-fluxes
8 7 33 -6.80795 perimeter-fluxes
8 8 33 -7.30739 perimeter-fluxes
8 9 33 -7.50836 perimeter-fluxes
8 10 33 -8.33165 perimeter-fluxes
8 11 33 -7.53786 perimeter-fluxes
8 12 33 -2.35056 perimeter-fluxes
8 13 33 -4.12508 perimeter-fluxes
8 14 33 -8.8339 perimeter-fluxes
8 15 33 -18.6263 perimeter-fluxes
8 16 33 -31.1645 perimeter-fluxes
8 17 33 -36.5754 perimeter-fluxes
8 18 35 -0 perimeter-fluxes
8 19 35 -0 perimeter-fluxes
8 20 35 -0 perimeter-fluxes
8 21 35 -0 perimeter-fluxes
8 22 35 -0 perimeter-fluxes
8 23 35 -0 perimeter-fluxes
8 24 35 -0 perimeter-fluxes
8 25 35 -0 perimeter-fluxes
8 26 35 -0 perimeter-fluxes
8 27 35 -0 perimeter-fluxes
8 28 21 -0 perimeter-fluxes
8 4 12 -105.71 perimeter-fluxes
8 4 24 -122.962 perimeter-fluxes
8 5 9 -81.8862 perimeter-fluxes
8 5 23 -136.647 perimeter-fluxes
8 5 32 -10.4271 perimeter-fluxes
8 6 8 -84.7349 perimeter-fluxes
8 6 23 -133.145 perimeter-fluxes
8 6 32 -13.5385 perimeter-fluxes
8 7 7 -142.304 perimeter-fluxes
8 7 22 -146.446 perimeter-fluxes
8 8 6 -130.13 perimeter-fluxes
8 9 5 -80.3923 perimeter-fluxes
8 10 4 -62.2239 perimeter-fluxes
8 11 4 -68.2166 perimeter-fluxes
8 12 4 -71.8924 perimeter-fluxes
8 13 4 -72.1107 perimeter-fluxes
8 14 4 -71.6963 perimeter-fluxes
8 15 4 -71.4395 perimeter-fluxes
8 16 4 -64.7369 perimeter-fluxes
8 17 5 -76.7673 perimeter-fluxes
8 18 5 -67.8627 perimeter-fluxes
8 19 5 -59.1269 perimeter-fluxes
8 20 5 -50.2389 perimeter-fluxes
8 21 5 -36.21 perimeter-fluxes
8 22 5 -22.7309 perimeter-fluxes
8 23 5 -8.06267 perimeter-fluxes
8 24 5 1.53193 perimeter-fluxes
8 25 5 8.87918 perimeter-fluxes
8 26 5 9.82692 perimeter-fluxes
8 27 10 -156.666 perimeter-fluxes
8 28 11 0 perimeter-fluxes
8 16 4 -75.4571 perimeter-fluxes
8 26 5 -29.6548 perimeter-fluxes
8 26 6 -30.8985 perimeter-fluxes
8 26 7 -32.6309 perimeter-fluxes
8 26 8 -31.6581 perimeter-fluxes
8 26 9 -31.696 perimeter-fluxes
8 27 10 -0 perimeter-fluxes
8 27 22 -0 perimeter-fluxes
8 27 23 -0 perimeter-fluxes
8 27 24 -0 perimeter-fluxes
8 27 25 -0 perimeter-fluxes
8 27 26 -0 perimeter-fluxes
8 27 27 -0 perimeter-fluxes
8 27 28 -0 perimeter-fluxes
8 27 29 -0 perimeter-fluxes
8 27 30 -0 perimeter-fluxes
8 27 31 -0 perimeter-fluxes
8 27 32 -0 perimeter-fluxes
8 27 33 -0 perimeter-fluxes
8 27 34 -0 perimeter-fluxes
8 27 35 -0 perimeter-fluxes
8 28 11 -0 perimeter-fluxes
8 28 12 -0 perimeter-fluxes
8 28 13 -0 perimeter-fluxes
8 28 14 -0 perimeter-fluxes
8 28 15 -0 perimeter-fluxes
8 28 16 -0 perimeter-fluxes
8 28 17 -0 perimeter-fluxes
8 28 18 -0 perimeter-fluxes
8 28 19 -0 perimeter-fluxes
8 28 20 -0 perimeter-fluxes
8 28 21 -0 perimeter-fluxes
8 4 12 30.054 perimeter-fluxes
8 4 13 25.7318 perimeter-fluxes
8 4 14 20.5309 perimeter-fluxes
8 4 15 15.954 perimeter-fluxes
8 4 16 13.8341 perimeter-fluxes
