#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -127.309 perimeter-fluxes
1 10 4 251.366 perimeter-fluxes
1 11 4 121.797 perimeter-fluxes
1 12 4 -46.5304 perimeter-fluxes
1 13 4 0 perimeter-fluxes
1 14 4 -46.0872 perimeter-fluxes
1 17 5 -286.044 perimeter-fluxes
1 18 5 -501.293 perimeter-fluxes
1 20 5 -142.464 perimeter-fluxes
1 21 5 -14.2062 perimeter-fluxes
1 22 5 7.33447 perimeter-fluxes
1 23 5 214.088 perimeter-fluxes
1 24 5 233.648 perimeter-fluxes
1 25 5 13.8138 perimeter-fluxes
1 26 5 -9.45647 perimeter-fluxes
1 27 10 -411.062 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 26 5 -428.064 perimeter-fluxes
1 26 6 -209.093 perimeter-fluxes
1 26 7 -102.535 perimeter-fluxes
1 26 8 -43.9559 perimeter-fluxes
1 26 9 -120.253 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 1164.61 perimeter-fluxes
1 9 6 515.606 perimeter-fluxes
1 10 4 261.496 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -169.032 perimeter-fluxes
2 10 4 154.603 perimeter-fluxes
2 11 4 156.803 perimeter-fluxes
2 12 4 -23.2044 perimeter-fluxes
2 14 4 -32.586 perimeter-fluxes
2 15 4 122.01 perimeter-fluxes
2 16 4 66.5235 perimeter-fluxes
2 17 5 -194.278 perimeter-fluxes
2 18 5 -249.801 perimeter-fluxes
2 19 5 -176.708 perimeter-fluxes
2 20 5 -114.102 perimeter-fluxes
2 21 5 -13.6923 perimeter-fluxes
2 22 5 6.91115 perimeter-fluxes
2 23 5 164.615 perimeter-fluxes
2 24 5 180.774 perimeter-fluxes
2 25 5 15.8798 perimeter-fluxes
2 26 5 -9.75959 perimeter-fluxes
2 27 10 -389.08 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -90.8716 perimeter-fluxes
2 26 5 -317.323 perimeter-fluxes
2 26 6 -166.567 perimeter-fluxes
2 26 7 -106.887 perimeter-fluxes
2 26 8 -54.8315 perimeter-fluxes
2 26 9 -115.475 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 568.762 perimeter-fluxes
2 9 6 380.153 perimeter-fluxes
2 10 4 159.035 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -169.254 perimeter-fluxes
3 10 4 152.295 perimeter-fluxes
3 11 4 155.043 perimeter-fluxes
3 12 4 -23.1944 perimeter-fluxes
3 13 4 105.943 perimeter-fluxes
3 14 4 -32.559 perimeter-fluxes
3 15 4 121.731 perimeter-fluxes
3 16 4 65.3453 perimeter-fluxes
3 17 5 -194.461 perimeter-fluxes
3 18 5 -247.1 perimeter-fluxes
3 19 5 -176.816 perimeter-fluxes
3 20 5 -114.198 perimeter-fluxes
3 21 5 -14.2109 perimeter-fluxes
3 22 5 6.91942 perimeter-fluxes
3 23 5 163.687 perimeter-fluxes
3 24 5 179.761 perimeter-fluxes
3 25 5 15.8686 perimeter-fluxes
3 26 5 -10.403 perimeter-fluxes
3 27 10 -390.17 perimeter-fluxes
3 28 11 0 perimeter-fluxes
3 16 4 -91.0697 perimeter-fluxes
3 26 5 -317.006 perimeter-fluxes
3 26 6 -166.742 perimeter-fluxes
3 26 7 -106.976 perimeter-fluxes
3 26 8 -55.4574 perimeter-fluxes
