#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -107.317 perimeter-fluxes
1 10 4 -113.892 perimeter-fluxes
1 11 4 -133.647 perimeter-fluxes
1 12 4 -152.548 perimeter-fluxes
1 13 4 -193.771 perimeter-fluxes
1 14 4 -153.135 perimeter-fluxes
1 15 4 -207.099 perimeter-fluxes
1 16 4 -162.478 perimeter-fluxes
1 17 5 -174.926 perimeter-fluxes
1 18 5 -172.766 perimeter-fluxes
1 19 5 -147.339 perimeter-fluxes
1 20 5 -148.791 perimeter-fluxes
1 21 5 -129.664 perimeter-fluxes
1 22 5 -108.607 perimeter-fluxes
1 23 5 -97.1488 perimeter-fluxes
1 24 5 -104.011 perimeter-fluxes
1 25 5 -141.16 perimeter-fluxes
1 26 5 -152.779 perimeter-fluxes
1 27 10 -409.737 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -137.58 perimeter-fluxes
1 26 5 -125.323 perimeter-fluxes
1 26 6 -111.823 perimeter-fluxes
1 26 7 -86.5577 perimeter-fluxes
1 26 8 -66.6666 perimeter-fluxes
1 26 9 -58.3897 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 300.346 perimeter-fluxes
1 9 6 253.938 perimeter-fluxes
1 10 4 271.208 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -129.706 perimeter-fluxes
2 10 4 -103.285 perimeter-fluxes
2 11 4 -114.812 perimeter-fluxes
2 12 4 -126.214 perimeter-fluxes
2 13 4 -133.246 perimeter-fluxes
2 14 4 -135.5 perimeter-fluxes
2 15 4 -140.615 perimeter-fluxes
2 16 4 -129.365 perimeter-fluxes
2 17 5 -155.334 perimeter-fluxes
2 18 5 -142.547 perimeter-fluxes
2 19 5 -132.672 perimeter-fluxes
2 20 5 -127.496 perimeter-fluxes
2 21 5 -117.273 perimeter-fluxes
2 22 5 -109.188 perimeter-fluxes
2 23 5 -103.875 perimeter-fluxes
2 24 5 -109.751 perimeter-fluxes
2 25 5 -122.433 perimeter-fluxes
2 26 5 -140.917 perimeter-fluxes
2 27 10 -393.217 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -136.018 perimeter-fluxes
2 26 5 -117.032 perimeter-fluxes
2 26 6 -102.07 perimeter-fluxes
2 26 7 -89.2727 perimeter-fluxes
2 26 8 -71.3289 perimeter-fluxes
2 26 9 -58.6328 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
