#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -148.251 perimeter-fluxes
1 10 4 47.8648 perimeter-fluxes
1 11 4 95.0732 perimeter-fluxes
1 12 4 -63.827 perimeter-fluxes
1 13 4 0 perimeter-fluxes
1 14 4 -93.7812 perimeter-fluxes
1 16 4 -37.031 perimeter-fluxes
1 17 5 -196.844 perimeter-fluxes
1 18 5 -174.406 perimeter-fluxes
1 19 5 -7.96481 perimeter-fluxes
1 20 5 -77.3067 perimeter-fluxes
1 21 5 22.3578 perimeter-fluxes
1 22 5 -5.66352 perimeter-fluxes
1 23 5 202.514 perimeter-fluxes
1 24 5 86.5211 perimeter-fluxes
1 25 5 -77.3937 perimeter-fluxes
1 26 5 -102.328 perimeter-fluxes
1 27 10 -485.733 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -0 perimeter-fluxes
1 26 5 -168.603 perimeter-fluxes
1 26 6 -88.4516 perimeter-fluxes
1 26 7 -109.752 perimeter-fluxes
1 26 8 -156.355 perimeter-fluxes
1 26 9 -432.791 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 643.053 perimeter-fluxes
1 9 6 437.307 perimeter-fluxes
1 10 4 310.035 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -181.988 perimeter-fluxes
2 10 4 49.2185 perimeter-fluxes
2 11 4 102.99 perimeter-fluxes
2 12 4 -46.8344 perimeter-fluxes
2 13 4 29.6583 perimeter-fluxes
2 14 4 -75.196 perimeter-fluxes
2 15 4 33.4916 perimeter-fluxes
2 16 4 -19.3111 perimeter-fluxes
2 17 5 -159.981 perimeter-fluxes
2 18 5 -121.762 perimeter-fluxes
2 19 5 -8.38524 perimeter-fluxes
2 20 5 -64.7477 perimeter-fluxes
2 21 5 22.6735 perimeter-fluxes
2 22 5 -6.04444 perimeter-fluxes
2 23 5 154.839 perimeter-fluxes
2 24 5 71.699 perimeter-fluxes
2 25 5 -65.2505 perimeter-fluxes
2 26 5 -93.4081 perimeter-fluxes
2 27 10 -452.845 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -67.1076 perimeter-fluxes
2 26 5 -146.867 perimeter-fluxes
2 26 6 -77.8733 perimeter-fluxes
2 26 7 -113.132 perimeter-fluxes
2 26 8 -165.167 perimeter-fluxes
2 26 9 -370.638 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
