41.25 41.34 40.20 38.70 40.31 40.65 39.56 40.17 39.86 39.39 39.00 39.70 39.94 39.99 40.02 40.34 40.57 41.55 42.39 41.89 42.39 43.41 43.27 43.09 43.02 42.12 41.91 42.53 41.90 42.04 42.26 42.32 40.53 42.35 40.97
40.98 41.85 38.49 40.70 40.25 38.82 40.08 40.61 39.64 39.03 39.18 39.36 39.15 39.95 39.51 39.75 40.69 41.44 42.11 42.03 41.34 42.44 40.59 41.91 42.18 39.95 41.41 42.21 41.81 41.80 41.36 41.87 41.56 41.53 40.72
41.22 40.67 40.83 40.58 39.50 39.17 39.52 40.16 39.51 39.19 38.26 38.52 38.59 39.54 39.32 39.77 40.25 41.10 41.55 41.96 42.09 42.13 42.00 40.35 42.60 39.92 40.08 40.22 40.63 41.54 40.11 39.30 42.05 41.46 40.60
41.23 40.54 40.66 40.08 40.26 38.81 40.44 39.59 38.69 39.32 38.37 -429.06 -422.33 -415.34 -408.02 -400.43 39.57 40.31 41.50 42.10 41.68 41.53 39.77 -332.74 -323.45 -314.73 -306.94 39.76 40.99 41.73 40.73 39.93 39.70 39.86 40.97
40.43 40.66 40.03 39.78 38.37 39.99 39.30 39.23 -450.45 -444.16 -437.69 -431.05 -424.21 -417.19 -409.96 -402.41 -394.82 39.94 41.42 41.37 41.49 41.28 -343.65 -334.33 -325.00 -315.72 -308.15 -301.09 40.86 40.82 41.47 -274.17 -266.96 39.46 39.63
41.37 40.38 37.25 39.27 39.92 39.32 39.17 -458.54 -452.36 -446.19 -439.56 -433.05 -426.23 -419.22 -412.04 -404.55 -396.99 -389.13 41.37 41.42 41.00 41.79 -345.80 -336.38 -326.91 -317.48 -310.14 -302.83 -296.67 40.71 39.60 -276.09 -269.11 39.47 37.96
40.89 38.05 40.08 39.69 38.97 39.09 -466.77 -460.70 -454.61 -448.26 -441.80 -435.30 -428.46 -421.49 -414.41 -406.99 -399.46 -391.70 -383.70 41.21 40.88 -357.75 -348.38 -339.42 -330.22 -321.26 -313.49 -306.33 -299.30 -292.41 -285.04 -278.56 -271.71 38.95 38.16
40.57 39.56 39.53 39.15 39.10 -475.09 -469.20 -463.20 -456.97 -450.72 -444.22 -437.65 -430.89 -424.02 -416.97 -409.63 -402.23 -394.60 -386.62 -378.33 -369.65 -360.88 -351.94 -342.81 -333.75 -324.93 -316.99 -309.48 -302.30 -295.14 -287.94 -280.83 -273.54 37.87 40.45
39.78 38.93 38.53 39.11 -483.50 -477.86 -471.89 -465.62 -459.39 -453.10 -446.60 -440.14 -433.43 -426.56 -419.64 -412.47 -405.13 -397.61 -389.74 -381.60 -372.91 -364.16 -355.32 -346.31 -337.17 -328.45 -320.70 -312.84 -305.36 -298.16 -290.87 -283.38 -275.94 40.97 40.43
39.73 38.45 38.10 -492.90 -486.89 -480.89 -474.71 -468.47 -462.16 -455.89 -449.35 -442.89 -436.18 -429.40 -422.51 -415.47 -408.30 -401.15 -393.13 -385.12 -376.56 -367.78 -358.88 -349.93 -340.98 -332.38 -324.14 -316.12 -308.57 -301.00 -293.66 -286.07 -278.64 37.76 38.18
39.70 38.22 38.21 -496.22 -490.03 -483.66 -477.60 -471.31 -464.86 -458.36 -451.90 -445.63 -438.89 -432.13 -425.45 -418.58 -411.67 -404.47 -396.79 -388.67 -380.06 -371.51 -362.60 -353.58 -344.60 -335.94 -327.58 -319.28 -311.55 -304.02 -296.37 -288.96 -281.47 39.40 39.68
