#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -111.093 perimeter-fluxes
1 10 4 131.403 perimeter-fluxes
1 11 4 215.938 perimeter-fluxes
1 12 4 30.8508 perimeter-fluxes
1 13 4 176.75 perimeter-fluxes
1 14 4 -20.3978 perimeter-fluxes
1 15 4 29.7296 perimeter-fluxes
1 16 4 63.0477 perimeter-fluxes
1 17 5 -176.362 perimeter-fluxes
1 18 5 -274.465 perimeter-fluxes
1 19 5 -271.876 perimeter-fluxes
1 20 5 -115.435 perimeter-fluxes
1 21 5 -40.9525 perimeter-fluxes
1 22 5 35.716 perimeter-fluxes
1 23 5 253.612 perimeter-fluxes
1 24 5 102.035 perimeter-fluxes
1 25 5 36.979 perimeter-fluxes
1 26 5 9.60706 perimeter-fluxes
1 27 10 -292.187 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -19.704 perimeter-fluxes
1 26 5 -52.6208 perimeter-fluxes
1 26 6 -68.3621 perimeter-fluxes
1 26 7 -96.9704 perimeter-fluxes
1 26 8 -166.753 perimeter-fluxes
1 26 9 -478.11 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 670.437 perimeter-fluxes
1 9 6 436.73 perimeter-fluxes
1 10 4 171.743 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -130.46 perimeter-fluxes
2 10 4 127.37 perimeter-fluxes
2 11 4 209.349 perimeter-fluxes
2 12 4 32.7672 perimeter-fluxes
2 13 4 193.711 perimeter-fluxes
2 14 4 -19.9557 perimeter-fluxes
2 15 4 33.2066 perimeter-fluxes
2 16 4 64.3548 perimeter-fluxes
2 17 5 -164.714 perimeter-fluxes
2 18 5 -237.339 perimeter-fluxes
2 19 5 -247.126 perimeter-fluxes
2 20 5 -106.284 perimeter-fluxes
2 21 5 -39.5503 perimeter-fluxes
2 22 5 34.6625 perimeter-fluxes
2 23 5 227.772 perimeter-fluxes
2 24 5 95.3045 perimeter-fluxes
2 25 5 38.5061 perimeter-fluxes
2 26 5 9.86364 perimeter-fluxes
2 27 10 -289.589 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -20.5008 perimeter-fluxes
2 26 5 -51.8796 perimeter-fluxes
2 26 6 -65.8125 perimeter-fluxes
2 26 7 -98.509 perimeter-fluxes
2 26 8 -171.109 perimeter-fluxes
2 26 9 -438.511 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 487.077 perimeter-fluxes
2 9 6 382.918 perimeter-fluxes
2 10 4 164.953 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -130.664 perimeter-fluxes
3 10 4 125.75 perimeter-fluxes
3 11 4 207.635 perimeter-fluxes
3 12 4 32.8334 perimeter-fluxes
3 13 4 191.534 perimeter-fluxes
3 14 4 -19.9414 perimeter-fluxes
3 15 4 32.1579 perimeter-fluxes
3 16 4 63.0525 perimeter-fluxes
3 17 5 -164.885 perimeter-fluxes
3 18 5 -236.527 perimeter-fluxes
3 19 5 -246.206 perimeter-fluxes
3 20 5 -106.368 perimeter-fluxes
3 21 5 -39.5786 perimeter-fluxes
3 22 5 34.6205 perimeter-fluxes
3 23 5 226.332 perimeter-fluxes
3 24 5 95.1991 perimeter-fluxes
3 25 5 38.4637 perimeter-fluxes
3 26 5 9.9267 perimeter-fluxes
3 27 10 -290.714 perimeter-fluxes
3 28 11 0 perimeter-fluxes
3 16 4 -20.5833 perimeter-fluxes
3 26 5 -52.1246 perimeter-fluxes
3 26 6 -65.8569 perimeter-fluxes
3 26 7 -98.5787 perimeter-fluxes
3 26 8 -171.364 perimeter-fluxes
3 26 9 -436.513 perimeter-fluxes
3 27 10 -0 perimeter-fluxes
3 28 11 -0 perimeter-fluxes
3 28 12 -0 perimeter-fluxes
3 28 13 -0 perimeter-fluxes
3 28 14 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 486.042 perimeter-fluxes
3 9 6 382.576 perimeter-fluxes
3 10 4 164.956 perimeter-fluxes
4 4 16 678.09 perimeter-fluxes
4 4 27 269.824 perimeter-fluxes
4 5 33 -46.6564 perimeter-fluxes
4 6 18 766.576 perimeter-fluxes
4 6 33 -42.8996 perimeter-fluxes
4 7 19 889.297 perimeter-fluxes
4 10 33 -58.4744 perimeter-fluxes
4 11 33 -35.9486 perimeter-fluxes
4 12 33 18.82 perimeter-fluxes
4 13 33 -3.50428 perimeter-fluxes
4 14 33 -42.1134 perimeter-fluxes
4 15 33 -124.474 perimeter-fluxes
4 18 35 -0 perimeter-fluxes
4 19 35 -0 perimeter-fluxes
4 21 35 -0 perimeter-fluxes
4 22 35 -0 perimeter-fluxes
4 24 35 -0 perimeter-fluxes
4 26 35 -0 perimeter-fluxes
4 27 35 -0 perimeter-fluxes
4 28 21 -0 perimeter-fluxes
4 4 12 -594.236 perimeter-fluxes
4 4 24 -793.915 perimeter-fluxes
4 5 32 -168.836 perimeter-fluxes
4 6 8 -325.754 perimeter-fluxes
4 6 23 -822.426 perimeter-fluxes
4 7 7 -1.0703 perimeter-fluxes
4 7 22 -906.273 perimeter-fluxes
4 8 6 0 perimeter-fluxes
4 9 5 -0.0937113 perimeter-fluxes
4 10 4 0.0794154 perimeter-fluxes
4 11 4 0.115884 perimeter-fluxes
4 12 4 0.0162137 perimeter-fluxes
4 13 4 0.0842077 perimeter-fluxes
4 14 4 -0.00822809 perimeter-fluxes
4 15 4 0.0120854 perimeter-fluxes
4 16 4 0.0235321 perimeter-fluxes
4 17 5 -0.063281 perimeter-fluxes
4 18 5 -0.0936929 perimeter-fluxes
4 19 5 -0.102452 perimeter-fluxes
4 20 5 -0.0472431 perimeter-fluxes
4 21 5 -0.0187208 perimeter-fluxes
4 22 5 0.0178533 perimeter-fluxes
4 23 5 0.124675 perimeter-fluxes
4 24 5 0.0578314 perimeter-fluxes
4 25 5 0.0253637 perimeter-fluxes
4 26 5 0.00803847 perimeter-fluxes
4 27 10 -0.210089 perimeter-fluxes
4 28 11 0 perimeter-fluxes
4 16 4 -0.00762023 perimeter-fluxes
4 26 5 -0.0424081 perimeter-fluxes
4 26 6 -0.052239 perimeter-fluxes
4 26 7 -0.0747222 perimeter-fluxes
4 26 8 -0.123888 perimeter-fluxes
4 26 9 -0.295859 perimeter-fluxes
4 27 10 -0 perimeter-fluxes
4 27 22 -0 perimeter-fluxes
4 27 23 -0 perimeter-fluxes
4 27 24 -0 perimeter-fluxes
4 27 25 -0 perimeter-fluxes
4 27 27 -0 perimeter-fluxes
4 27 28 -0 perimeter-fluxes
4 27 29 -0 perimeter-fluxes
4 27 30 -0 perimeter-fluxes
4 27 31 -0 perimeter-fluxes
4 27 32 -0 perimeter-fluxes
4 27 33 -0 perimeter-fluxes
4 27 34 -0 perimeter-fluxes
4 28 11 -0 perimeter-fluxes
4 28 12 -0 perimeter-fluxes
4 28 13 -0 perimeter-fluxes
4 28 14 -0 perimeter-fluxes
4 28 15 -0 perimeter-fluxes
4 28 16 -0 perimeter-fluxes
4 28 17 -0 perimeter-fluxes
4 28 18 -0 perimeter-fluxes
4 28 20 -0 perimeter-fluxes
4 28 21 -0 perimeter-fluxes
4 4 12 215.564 perimeter-fluxes
4 4 13 199.605 perimeter-fluxes
4 4 14 153.31 perimeter-fluxes
4 4 15 114.729 perimeter-fluxes
4 4 16 89.1491 perimeter-fluxes
4 4 24 -121.591 perimeter-fluxes
4 4 25 -75.9887 perimeter-fluxes
4 4 27 -20.0295 perimeter-fluxes
4 5 11 -19.1235 perimeter-fluxes
4 5 17 88.1332 perimeter-fluxes
4 5 32 53.2402 perimeter-fluxes
4 5 33 46.7035 perimeter-fluxes
4 6 8 354.109 perimeter-fluxes
4 6 18 90.3883 perimeter-fluxes
4 7 7 0.592992 perimeter-fluxes
4 7 19 104.806 perimeter-fluxes
4 7 22 -78.4347 perimeter-fluxes
4 7 31 -44.6583 perimeter-fluxes
4 8 6 509.086 perimeter-fluxes
4 8 20 108.98 perimeter-fluxes
4 8 21 101.652 perimeter-fluxes
4 9 5 0.339263 perimeter-fluxes
4 10 4 0.102333 perimeter-fluxes
5 4 16 328.612 perimeter-fluxes
5 4 27 66.5041 perimeter-fluxes
5 5 17 345.417 perimeter-fluxes
5 5 28 42.0126 perimeter-fluxes
5 5 33 -7.72002 perimeter-fluxes
5 6 18 355.633 perimeter-fluxes
5 6 29 9.83419 perimeter-fluxes
5 6 33 -7.10095 perimeter-fluxes
5 7 19 388.413 perimeter-fluxes
5 7 33 -7.70343 perimeter-fluxes
5 8 33 -9.90382 perimeter-fluxes
5 9 33 -12.0076 perimeter-fluxes
5 10 33 -11.0451 perimeter-fluxes
5 11 33 -6.96409 perimeter-fluxes
5 12 33 3.81743 perimeter-fluxes
5 13 33 -0.653499 perimeter-fluxes
5 14 33 -9.00484 perimeter-fluxes
5 15 33 -27.4125 perimeter-fluxes
5 16 33 -48.5634 perimeter-fluxes
5 17 33 -53.3721 perimeter-fluxes
5 18 35 -0 perimeter-fluxes
5 19 35 -0 perimeter-fluxes
5 20 35 -0 perimeter-fluxes
5 21 35 -0 perimeter-fluxes
5 22 35 -0 perimeter-fluxes
5 23 35 -0 perimeter-fluxes
5 24 35 -0 perimeter-fluxes
5 25 35 -0 perimeter-fluxes
5 26 35 -0 perimeter-fluxes
5 27 35 -0 perimeter-fluxes
5 28 21 -0 perimeter-fluxes
5 4 12 -343.286 perimeter-fluxes
5 4 24 -232.794 perimeter-fluxes
5 5 9 -305.446 perimeter-fluxes
5 5 23 -272.432 perimeter-fluxes
5 5 32 -29.5266 perimeter-fluxes
5 6 8 -187.168 perimeter-fluxes
5 6 23 -270.564 perimeter-fluxes
5 6 32 -29.0651 perimeter-fluxes
5 7 7 -0.515111 perimeter-fluxes
5 7 22 -321.006 perimeter-fluxes
5 8 6 -0.560932 perimeter-fluxes
5 9 5 -0.184456 perimeter-fluxes
5 10 4 0.16044 perimeter-fluxes
5 11 4 0.252218 perimeter-fluxes
5 12 4 0.0381778 perimeter-fluxes
5 13 4 0.212312 perimeter-fluxes
5 14 4 -0.022058 perimeter-fluxes
5 15 4 0.0339468 perimeter-fluxes
5 16 4 0.0682564 perimeter-fluxes
5 17 5 -0.198051 perimeter-fluxes
5 18 5 -0.296097 perimeter-fluxes
5 19 5 -0.325366 perimeter-fluxes
5 20 5 -0.149981 perimeter-fluxes
5 21 5 -0.059511 perimeter-fluxes
5 22 5 0.0564771 perimeter-fluxes
5 23 5 0.391251 perimeter-fluxes
5 24 5 0.174898 perimeter-fluxes
5 25 5 0.0727169 perimeter-fluxes
5 26 5 0.0195513 perimeter-fluxes
5 27 10 -0.524782 perimeter-fluxes
5 28 11 0 perimeter-fluxes
5 16 4 -0.0222142 perimeter-fluxes
5 26 5 -0.104018 perimeter-fluxes
5 26 6 -0.128684 perimeter-fluxes
5 26 7 -0.185765 perimeter-fluxes
5 26 8 -0.317938 perimeter-fluxes
5 26 9 -0.794398 perimeter-fluxes
5 27 10 -0 perimeter-fluxes
5 27 22 -0 perimeter-fluxes
5 27 23 -0 perimeter-fluxes
5 27 24 -0 perimeter-fluxes
5 27 25 -0 perimeter-fluxes
5 27 26 -0 perimeter-fluxes
5 27 27 -0 perimeter-fluxes
5 27 28 -0 perimeter-fluxes
