#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -51.152 perimeter-fluxes
1 10 4 -59.6808 perimeter-fluxes
1 11 4 -71.5792 perimeter-fluxes
1 12 4 -78.4737 perimeter-fluxes
1 13 4 -84.1769 perimeter-fluxes
1 14 4 -75.1106 perimeter-fluxes
1 15 4 -82.4171 perimeter-fluxes
1 16 4 -66.0817 perimeter-fluxes
1 17 5 -68.654 perimeter-fluxes
1 18 5 -57.3232 perimeter-fluxes
1 19 5 -44.5254 perimeter-fluxes
1 20 5 -37.2251 perimeter-fluxes
1 21 5 -17.9879 perimeter-fluxes
1 22 5 0.68231 perimeter-fluxes
1 23 5 23.7815 perimeter-fluxes
1 24 5 39.4019 perimeter-fluxes
1 25 5 52.6074 perimeter-fluxes
1 26 5 54.911 perimeter-fluxes
1 27 10 -233.28 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -106.562 perimeter-fluxes
1 26 5 -81.7679 perimeter-fluxes
1 26 6 -81.5626 perimeter-fluxes
1 26 7 -73.4091 perimeter-fluxes
1 26 8 -58.6165 perimeter-fluxes
1 26 9 -50.0455 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 164.107 perimeter-fluxes
1 9 6 140.305 perimeter-fluxes
1 10 4 156.878 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -58.8408 perimeter-fluxes
2 10 4 -57.8312 perimeter-fluxes
2 11 4 -67.8989 perimeter-fluxes
2 12 4 -74.191 perimeter-fluxes
2 13 4 -75.4511 perimeter-fluxes
2 14 4 -73.3772 perimeter-fluxes
2 15 4 -74.6234 perimeter-fluxes
2 16 4 -62.7306 perimeter-fluxes
2 17 5 -66.5215 perimeter-fluxes
2 18 5 -53.6889 perimeter-fluxes
2 19 5 -43.3656 perimeter-fluxes
2 20 5 -35.2925 perimeter-fluxes
2 21 5 -17.6222 perimeter-fluxes
2 22 5 0.614025 perimeter-fluxes
2 23 5 22.6835 perimeter-fluxes
2 24 5 37.784 perimeter-fluxes
