#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -120.83 perimeter-fluxes
1 10 4 -119.183 perimeter-fluxes
1 11 4 -129.231 perimeter-fluxes
1 12 4 -137.236 perimeter-fluxes
1 13 4 -156.551 perimeter-fluxes
1 14 4 -135.656 perimeter-fluxes
1 15 4 -162.234 perimeter-fluxes
1 16 4 -143.088 perimeter-fluxes
1 17 5 -177.718 perimeter-fluxes
1 18 5 -173.982 perimeter-fluxes
1 19 5 -148.106 perimeter-fluxes
1 20 5 -136.044 perimeter-fluxes
1 21 5 -110.116 perimeter-fluxes
1 22 5 -84.0639 perimeter-fluxes
1 23 5 -62.3992 perimeter-fluxes
1 24 5 -53.4857 perimeter-fluxes
1 25 5 -58.5383 perimeter-fluxes
1 26 5 -63.2629 perimeter-fluxes
1 27 10 -344.493 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -130.799 perimeter-fluxes
1 26 5 -90.4485 perimeter-fluxes
1 26 6 -83.5896 perimeter-fluxes
1 26 7 -73.7851 perimeter-fluxes
1 26 8 -60.4961 perimeter-fluxes
1 26 9 -51.8831 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 251.706 perimeter-fluxes
1 9 6 220.908 perimeter-fluxes
1 10 4 227.229 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -141.042 perimeter-fluxes
2 10 4 -110.956 perimeter-fluxes
2 11 4 -116.377 perimeter-fluxes
2 12 4 -121.954 perimeter-fluxes
2 13 4 -125.466 perimeter-fluxes
2 14 4 -126.709 perimeter-fluxes
2 15 4 -130.896 perimeter-fluxes
2 16 4 -126.016 perimeter-fluxes
2 17 5 -163.7 perimeter-fluxes
2 18 5 -152.365 perimeter-fluxes
2 19 5 -138.177 perimeter-fluxes
2 20 5 -122.919 perimeter-fluxes
2 21 5 -104.01 perimeter-fluxes
