#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -133.345 perimeter-fluxes
1 10 4 -12.2033 perimeter-fluxes
1 11 4 11.3737 perimeter-fluxes
1 12 4 -74.3191 perimeter-fluxes
1 13 4 8.68229 perimeter-fluxes
1 14 4 -65.7454 perimeter-fluxes
1 15 4 12.5151 perimeter-fluxes
1 16 4 20.0846 perimeter-fluxes
1 17 5 -247.794 perimeter-fluxes
1 18 5 -397.401 perimeter-fluxes
1 19 5 -359.665 perimeter-fluxes
1 20 5 -230.018 perimeter-fluxes
1 21 5 -215.545 perimeter-fluxes
1 22 5 -122.181 perimeter-fluxes
1 23 5 -78.1089 perimeter-fluxes
1 24 5 -35.9804 perimeter-fluxes
1 25 5 -84.5304 perimeter-fluxes
1 26 5 -55.4547 perimeter-fluxes
1 27 10 -330.429 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -138.938 perimeter-fluxes
1 26 5 -263.332 perimeter-fluxes
1 26 6 -196.188 perimeter-fluxes
1 26 7 -127.091 perimeter-fluxes
1 26 8 -90.1019 perimeter-fluxes
1 26 9 -132.421 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 461.639 perimeter-fluxes
1 9 6 371.553 perimeter-fluxes
1 10 4 253.119 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -161.099 perimeter-fluxes
2 10 4 -12.1677 perimeter-fluxes
2 11 4 12.0503 perimeter-fluxes
2 12 4 -61.8966 perimeter-fluxes
2 13 4 15.9929 perimeter-fluxes
2 14 4 -59.7007 perimeter-fluxes
2 15 4 43.3487 perimeter-fluxes
2 16 4 28.1904 perimeter-fluxes
2 17 5 -203.788 perimeter-fluxes
2 18 5 -265.385 perimeter-fluxes
2 19 5 -270.525 perimeter-fluxes
2 20 5 -183.468 perimeter-fluxes
2 21 5 -177.581 perimeter-fluxes
2 22 5 -122.119 perimeter-fluxes
2 23 5 -86.2548 perimeter-fluxes
2 24 5 -40.3892 perimeter-fluxes
2 25 5 -72.9836 perimeter-fluxes
2 26 5 -52.5121 perimeter-fluxes
2 27 10 -322.217 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -135.648 perimeter-fluxes
2 26 5 -224.222 perimeter-fluxes
2 26 6 -166.098 perimeter-fluxes
2 26 7 -129.493 perimeter-fluxes
2 26 8 -99.3702 perimeter-fluxes
2 26 9 -128.847 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 328.445 perimeter-fluxes
2 9 6 321.221 perimeter-fluxes
2 10 4 227.816 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -161.299 perimeter-fluxes
3 10 4 -12.8413 perimeter-fluxes
3 11 4 11.3533 perimeter-fluxes
3 12 4 -61.9101 perimeter-fluxes
3 13 4 14.9913 perimeter-fluxes
3 14 4 -59.6483 perimeter-fluxes
3 15 4 42.22 perimeter-fluxes
3 16 4 27.0463 perimeter-fluxes
3 17 5 -203.972 perimeter-fluxes
3 18 5 -264.811 perimeter-fluxes
3 19 5 -270.004 perimeter-fluxes
3 20 5 -183.617 perimeter-fluxes
3 21 5 -177.402 perimeter-fluxes
3 22 5 -122.047 perimeter-fluxes
3 23 5 -86.34 perimeter-fluxes
3 24 5 -40.7847 perimeter-fluxes
3 25 5 -73.004 perimeter-fluxes
3 26 5 -52.9016 perimeter-fluxes
3 27 10 -323.279 perimeter-fluxes
3 28 11 0 perimeter-fluxes
3 16 4 -135.634 perimeter-fluxes
3 26 5 -224.068 perimeter-fluxes
3 26 6 -166.145 perimeter-fluxes
3 26 7 -129.597 perimeter-fluxes
3 26 8 -99.7989 perimeter-fluxes
3 26 9 -128.732 perimeter-fluxes
3 27 10 -0 perimeter-fluxes
3 28 11 -0 perimeter-fluxes
3 28 12 -0 perimeter-fluxes
3 28 13 -0 perimeter-fluxes
3 28 14 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 328.109 perimeter-fluxes
3 9 6 321.152 perimeter-fluxes
3 10 4 227.805 perimeter-fluxes
4 4 16 776.779 perimeter-fluxes
4 4 27 263.256 perimeter-fluxes
4 5 33 5.32187 perimeter-fluxes
4 6 18 847.328 perimeter-fluxes
4 6 33 -4.96255 perimeter-fluxes
4 7 19 1021.47 perimeter-fluxes
4 10 33 -23.627 perimeter-fluxes
4 11 33 -11.3794 perimeter-fluxes
4 12 33 24.8632 perimeter-fluxes
4 13 33 -3.82872 perimeter-fluxes
4 14 33 -37.3178 perimeter-fluxes
4 15 33 -104.087 perimeter-fluxes
4 18 35 -0 perimeter-fluxes
4 19 35 -0 perimeter-fluxes
4 21 35 -0 perimeter-fluxes
4 22 35 -0 perimeter-fluxes
4 24 35 -0 perimeter-fluxes
4 26 35 -0 perimeter-fluxes
4 27 35 -0 perimeter-fluxes
4 28 21 -0 perimeter-fluxes
4 4 12 -681.403 perimeter-fluxes
4 4 24 -734.961 perimeter-fluxes
4 5 32 -239.733 perimeter-fluxes
4 6 8 -457.669 perimeter-fluxes
4 6 23 -784.37 perimeter-fluxes
4 7 7 -1.00307 perimeter-fluxes
4 7 22 -921.16 perimeter-fluxes
4 8 6 0 perimeter-fluxes
4 9 5 -0.115648 perimeter-fluxes
4 10 4 -0.0083849 perimeter-fluxes
4 11 4 0.00616525 perimeter-fluxes
4 12 4 -0.0305485 perimeter-fluxes
4 13 4 0.00641134 perimeter-fluxes
