41.25 41.34 40.20 38.70 40.31 40.65 39.56 40.17 39.86 39.39 39.00 39.70 39.94 39.99 40.02 40.34 40.57 41.55 42.39 41.89 42.39 43.41 43.27 43.09 43.02 42.12 41.91 42.53 41.90 42.04 42.26 42.32 40.53 42.35 40.97
40.98 41.85 38.49 40.70 40.25 38.82 40.08 40.61 39.64 39.03 39.18 39.36 39.15 39.95 39.51 39.75 40.69 41.44 42.11 42.03 41.34 42.44 40.59 41.91 42.18 39.95 41.41 42.21 41.81 41.80 41.36 41.87 41.56 41.53 40.72
41.22 40.67 40.83 40.58 39.50 39.17 39.52 40.16 39.51 39.19 38.26 38.52 38.59 39.54 39.32 39.77 40.25 41.10 41.55 41.96 42.09 42.13 42.00 40.35 42.60 39.92 40.08 40.22 40.63 41.54 40.11 39.30 42.05 41.46 40.60
41.23 40.54 40.66 40.08 40.26 38.81 40.44 39.59 38.69 39.32 38.37 -379.04 -372.77 -366.27 -359.54 -352.51 39.57 40.31 41.50 42.10 41.68 41.53 39.77 -289.81 -281.35 -273.27 -266.02 39.76 40.99 41.73 40.73 39.93 39.70 39.86 40.97
40.43 40.66 40.03 39.78 38.37 39.99 39.30 39.23 -398.52 -392.79 -386.85 -380.75 -374.44 -367.95 -361.29 -354.31 -347.25 39.94 41.42 41.37 41.49 41.28 -299.89 -291.29 -282.71 -274.22 -267.13 -260.51 40.86 40.82 41.47 -235.06 -228.41 39.46 39.63
41.37 40.38 37.25 39.27 39.92 39.32 39.17 -405.82 -400.23 -394.56 -388.54 -382.52 -376.24 -369.77 -363.16 -356.24 -349.21 -341.94 41.37 41.42 41.00 41.79 -301.84 -293.15 -284.44 -275.79 -268.83 -262.14 -256.11 40.71 39.60 -236.85 -230.33 39.47 37.96
40.89 38.05 40.08 39.69 38.97 39.09 -413.29 -407.79 -402.21 -396.45 -390.52 -384.51 -378.24 -371.82 -365.29 -358.44 -351.46 -344.27 -336.81 41.21 40.88 -312.82 -304.28 -295.86 -287.36 -279.06 -271.81 -265.06 -258.50 -252.02 -245.29 -239.01 -232.53 38.95 38.16
40.57 39.56 39.53 39.15 39.10 -420.86 -415.50 -409.98 -404.32 -398.59 -392.64 -386.62 -380.41 -374.07 -367.59 -360.82 -353.96 -346.87 -339.46 -331.80 -323.79 -315.65 -307.34 -298.89 -290.52 -282.35 -274.95 -267.90 -261.16 -254.46 -247.76 -241.11 -234.38 37.87 40.45
39.78 38.93 38.53 39.11 -428.65 -423.35 -417.87 -412.19 -406.49 -400.73 -394.79 -388.83 -382.67 -376.37 -369.99 -363.36 -356.57 -349.60 -342.27 -334.74 -326.74 -318.63 -310.41 -302.06 -293.69 -285.61 -278.24 -270.91 -263.91 -257.10 -250.28 -243.39 -236.53 40.97 40.43
39.73 38.45 38.10 -437.12 -431.58 -426.04 -420.40 -414.69 -408.92 -403.14 -397.18 -391.23 -385.10 -378.88 -372.58 -366.08 -359.45 -352.73 -345.39 -337.97 -330.04 -321.92 -313.65 -305.33 -297.05 -289.02 -281.34 -273.85 -266.74 -259.66 -252.75 -245.76 -238.87 37.76 38.18
39.70 38.22 38.21 -440.10 -434.41 -428.62 -422.98 -417.20 -411.33 -405.42 -399.49 -393.64 -387.53 -381.36 -375.21 -368.87 -362.45 -355.79 -348.70 -341.26 -333.31 -325.28 -316.99 -308.61 -300.29 -292.20 -284.40 -276.70 -269.42 -262.30 -255.17 -248.22 -241.26 39.40 39.68
