#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -118.304 perimeter-fluxes
1 10 4 -134.45 perimeter-fluxes
1 11 4 -159.567 perimeter-fluxes
1 12 4 -183.47 perimeter-fluxes
1 13 4 -248.191 perimeter-fluxes
1 14 4 -170.135 perimeter-fluxes
1 15 4 -257.974 perimeter-fluxes
1 16 4 -186.226 perimeter-fluxes
1 17 5 -183.517 perimeter-fluxes
1 18 5 -180.679 perimeter-fluxes
1 19 5 -147.095 perimeter-fluxes
1 20 5 -140.129 perimeter-fluxes
1 21 5 -107.168 perimeter-fluxes
1 22 5 -75.7157 perimeter-fluxes
1 23 5 -56.6196 perimeter-fluxes
1 24 5 -58.5187 perimeter-fluxes
1 25 5 -84.2401 perimeter-fluxes
1 26 5 -106.83 perimeter-fluxes
1 27 10 -421.579 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 -123.339 perimeter-fluxes
1 26 5 -150.166 perimeter-fluxes
1 26 6 -130.184 perimeter-fluxes
1 26 7 -93.8293 perimeter-fluxes
1 26 8 -67.8767 perimeter-fluxes
1 26 9 -56.4502 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 319.842 perimeter-fluxes
1 9 6 262.055 perimeter-fluxes
1 10 4 271.286 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -145.971 perimeter-fluxes
2 10 4 -116.895 perimeter-fluxes
2 11 4 -128.701 perimeter-fluxes
2 12 4 -138.586 perimeter-fluxes
2 13 4 -142.815 perimeter-fluxes
2 14 4 -142.342 perimeter-fluxes
2 15 4 -146.11 perimeter-fluxes
2 16 4 -133.943 perimeter-fluxes
2 17 5 -158.763 perimeter-fluxes
2 18 5 -144.246 perimeter-fluxes
2 19 5 -130.571 perimeter-fluxes
2 20 5 -118.772 perimeter-fluxes
2 21 5 -97.094 perimeter-fluxes
2 22 5 -77.2072 perimeter-fluxes
2 23 5 -61.9472 perimeter-fluxes
2 24 5 -63.1243 perimeter-fluxes
2 25 5 -74.0849 perimeter-fluxes
2 26 5 -99.6567 perimeter-fluxes
2 27 10 -402.025 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 -124.209 perimeter-fluxes
2 26 5 -138.349 perimeter-fluxes
2 26 6 -117.198 perimeter-fluxes
2 26 7 -96.7919 perimeter-fluxes
2 26 8 -73.2108 perimeter-fluxes
2 26 9 -56.7214 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
