#k i j q boundname
1 28 15 -0 perimeter-fluxes
1 9 5 -134.6 perimeter-fluxes
1 10 4 128.478 perimeter-fluxes
1 11 4 224.275 perimeter-fluxes
1 12 4 28.7879 perimeter-fluxes
1 13 4 91.3618 perimeter-fluxes
1 14 4 -7.07549 perimeter-fluxes
1 16 4 548.551 perimeter-fluxes
1 17 5 -220.848 perimeter-fluxes
1 18 5 -203.146 perimeter-fluxes
1 19 5 -172.341 perimeter-fluxes
1 20 5 -106.849 perimeter-fluxes
1 21 5 -41.0995 perimeter-fluxes
1 22 5 39.9506 perimeter-fluxes
1 23 5 327.469 perimeter-fluxes
1 24 5 317.985 perimeter-fluxes
1 25 5 50.7648 perimeter-fluxes
1 26 5 62.3938 perimeter-fluxes
1 27 10 -380.343 perimeter-fluxes
1 28 11 0 perimeter-fluxes
1 16 4 44.2225 perimeter-fluxes
1 26 5 -190.16 perimeter-fluxes
1 26 6 2.34516 perimeter-fluxes
1 26 7 -61.1015 perimeter-fluxes
1 26 8 -17.141 perimeter-fluxes
1 26 9 -201.87 perimeter-fluxes
1 27 10 -0 perimeter-fluxes
1 28 11 -0 perimeter-fluxes
1 28 12 -0 perimeter-fluxes
1 28 13 -0 perimeter-fluxes
1 28 14 -0 perimeter-fluxes
1 28 15 -0 perimeter-fluxes
1 9 5 733.195 perimeter-fluxes
1 9 6 562.486 perimeter-fluxes
1 10 4 219.186 perimeter-fluxes
2 9 6 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 -164.337 perimeter-fluxes
2 10 4 123.735 perimeter-fluxes
2 11 4 211.977 perimeter-fluxes
2 12 4 33.2387 perimeter-fluxes
2 13 4 154.786 perimeter-fluxes
2 14 4 -6.68883 perimeter-fluxes
2 15 4 156.553 perimeter-fluxes
2 16 4 272.343 perimeter-fluxes
2 17 5 -184.198 perimeter-fluxes
2 18 5 -152.302 perimeter-fluxes
2 19 5 -150.072 perimeter-fluxes
2 20 5 -93.1947 perimeter-fluxes
2 21 5 -38.3615 perimeter-fluxes
2 22 5 37.8375 perimeter-fluxes
2 23 5 264.25 perimeter-fluxes
2 24 5 260.994 perimeter-fluxes
2 25 5 54.4694 perimeter-fluxes
2 26 5 61.4044 perimeter-fluxes
2 27 10 -367.158 perimeter-fluxes
2 28 11 0 perimeter-fluxes
2 16 4 30.0108 perimeter-fluxes
2 26 5 -171.391 perimeter-fluxes
2 26 6 1.07412 perimeter-fluxes
2 26 7 -63.9705 perimeter-fluxes
2 26 8 -20.5458 perimeter-fluxes
2 26 9 -190.924 perimeter-fluxes
2 27 10 -0 perimeter-fluxes
2 28 11 -0 perimeter-fluxes
2 28 12 -0 perimeter-fluxes
2 28 13 -0 perimeter-fluxes
2 28 14 -0 perimeter-fluxes
2 28 15 -0 perimeter-fluxes
2 9 5 475.387 perimeter-fluxes
2 9 6 450.194 perimeter-fluxes
2 10 4 198.743 perimeter-fluxes
3 9 6 -0 perimeter-fluxes
3 28 15 -0 perimeter-fluxes
3 9 5 -164.535 perimeter-fluxes
3 10 4 122.264 perimeter-fluxes
3 11 4 210.399 perimeter-fluxes
3 12 4 33.2959 perimeter-fluxes
3 13 4 153.073 perimeter-fluxes
3 14 4 -6.67707 perimeter-fluxes
3 15 4 154.994 perimeter-fluxes
3 16 4 268.966 perimeter-fluxes
3 17 5 -184.351 perimeter-fluxes
3 18 5 -152.274 perimeter-fluxes
3 19 5 -149.903 perimeter-fluxes
3 20 5 -93.257 perimeter-fluxes
3 21 5 -38.3886 perimeter-fluxes
3 22 5 37.8253 perimeter-fluxes
3 23 5 262.857 perimeter-fluxes
3 24 5 259.683 perimeter-fluxes
3 25 5 54.4448 perimeter-fluxes
3 26 5 60.3819 perimeter-fluxes
