total_inner_iterations,totim,kper,kstp,nouter,inner_iterations,solution_outer_dvmax,solution_outer_dvmax_model,solution_outer_dvmax_package,solution_outer_dvmax_node
275,3353.914691943128,3,3,6,1,1.079872219266151,1,SFR_0,123
276,3353.914691943128,3,3,7,1,.6406059990829106,1,SFR_0,89
277,3353.914691943128,3,3,8,1,.3554588397251868,1,SFR_0,89
278,3353.914691943128,3,3,9,1,.2270246235290215,1,SFR_0,89
279,3353.914691943128,3,3,10,1,.1221077857164084,1,SFR_0,89
280,3353.914691943128,3,3,11,1,.4853475657913870E-01,1,SFR_0,89
287,3400.748815165877,3,4,1,7,-.5563507849566705,1,,530
289,3400.748815165877,3,4,2,2,880.6576734224524,1,SFR_0,123
291,3400.748815165877,3,4,3,2,177.5883684857004,1,SFR_0,123
292,3400.748815165877,3,4,4,1,31.56800673706981,1,SFR_0,123
293,3400.748815165877,3,4,5,1,4.967848394970384,1,SFR_0,123
294,3400.748815165877,3,4,6,1,1.224453793451321,1,SFR_0,123
295,3400.748815165877,3,4,7,1,.6700762982545320,1,SFR_0,123
296,3400.748815165877,3,4,8,1,.4322191040625482,1,SFR_0,89
297,3400.748815165877,3,4,9,1,.2034961903206288,1,SFR_0,89
298,3400.748815165877,3,4,10,1,.9013822288769294E-01,1,SFR_0,89
303,3471.000000000000,3,5,1,5,-.5197669758338250,1,,601
305,3471.000000000000,3,5,2,2,1023.289088799022,1,SFR_0,123
306,3471.000000000000,3,5,3,1,205.9233673451195,1,SFR_0,123
307,3471.000000000000,3,5,4,1,36.59160247291148,1,SFR_0,123
308,3471.000000000000,3,5,5,1,7.860945056779244,1,SFR_0,123
309,3471.000000000000,3,5,6,1,3.539517656799439,1,SFR_0,123
310,3471.000000000000,3,5,7,1,2.110425530616242,1,SFR_0,89
311,3471.000000000000,3,5,8,1,1.403568680106399,1,SFR_0,89
312,3471.000000000000,3,5,9,1,.7311574297617852,1,SFR_0,89
313,3471.000000000000,3,5,10,1,.3191529024632412,1,SFR_0,89
314,3471.000000000000,3,5,11,1,.2167616062164922,1,SFR_0,89
315,3471.000000000000,3,5,12,1,.1446138406111417,1,SFR_0,89
316,3471.000000000000,3,5,13,1,.9907629980065416E-01,1,SFR_0,89
322,3484.876777251185,4,1,1,6,6.626635965769985,1,,318
329,3484.876777251185,4,1,2,7,1.120139591428114,1,,3367
332,3484.876777251185,4,1,3,3,-3664.827709703834,1,SFR_0,123
334,3484.876777251185,4,1,4,2,-350.7713270331489,1,SFR_0,123
335,3484.876777251185,4,1,5,1,-26.44986373350200,1,SFR_0,123
336,3484.876777251185,4,1,6,1,-1.972617810324373,1,SFR_0,123
337,3484.876777251185,4,1,7,1,-.3154337760904165,1,SFR_0,123
338,3484.876777251185,4,1,8,1,-.2143355821011124,1,SFR_0,123
339,3484.876777251185,4,1,9,1,-.5385657764763437E-01,1,SFR_0,89
346,3505.691943127962,4,2,1,7,.8440449807927592,1,,458
351,3505.691943127962,4,2,2,5,.3540711760031954,1,,458
353,3505.691943127962,4,2,3,2,-298.5273975000937,1,SFR_0,123
354,3505.691943127962,4,2,4,1,-31.83084176285349,1,SFR_0,123
355,3505.691943127962,4,2,5,1,-3.164893211482411,1,SFR_0,123
356,3505.691943127962,4,2,6,1,-.4984236933741374,1,SFR_0,123
357,3505.691943127962,4,2,7,1,-.2977046971448020,1,SFR_0,123
358,3505.691943127962,4,2,8,1,-.1464001932420428,1,SFR_0,123
359,3505.691943127962,4,2,9,1,-.7878398519222117E-01,1,SFR_0,89
366,3536.914691943128,4,3,1,7,1.044839728668677,1,,458
370,3536.914691943128,4,3,2,4,.3968164495951072,1,,495
371,3536.914691943128,4,3,3,1,-225.7354960665888,1,SFR_0,123
372,3536.914691943128,4,3,4,1,-30.25335561059034,1,SFR_0,123
373,3536.914691943128,4,3,5,1,-4.977333243734766,1,SFR_0,123
374,3536.914691943128,4,3,6,1,-2.415862770775175,1,SFR_0,123
375,3536.914691943128,4,3,7,1,-1.240197571786211,1,SFR_0,123
376,3536.914691943128,4,3,8,1,-.7206360428874879,1,SFR_0,123
377,3536.914691943128,4,3,9,1,-.3163311831153769,1,SFR_0,123
378,3536.914691943128,4,3,10,1,-.1072989738746070,1,SFR_0,123
379,3536.914691943128,4,3,11,1,-.2597565781188500E-01,1,SFR_0,89
385,3583.748815165877,4,4,1,6,.5760370417352689,1,,530
389,3583.748815165877,4,4,2,4,.1530136101684576,1,,531
390,3583.748815165877,4,4,3,1,-282.7287525853972,1,SFR_0,123
391,3583.748815165877,4,4,4,1,-41.18016377986333,1,SFR_0,123
392,3583.748815165877,4,4,5,1,-7.522795395584411,1,SFR_0,123
393,3583.748815165877,4,4,6,1,-2.771873211821622,1,SFR_0,123
394,3583.748815165877,4,4,7,1,-1.443886645717999,1,SFR_0,123
395,3583.748815165877,4,4,8,1,-.7404492815683135,1,SFR_0,123
396,3583.748815165877,4,4,9,1,-.4239171504938021,1,SFR_0,123
397,3583.748815165877,4,4,10,1,-.1215846857406193,1,SFR_0,123
398,3583.748815165877,4,4,11,1,-.7371413477665728E-01,1,SFR_0,123
403,3654.000000000000,4,5,1,5,.5085266207920185,1,,566
406,3654.000000000000,4,5,2,3,.1137331521605844,1,,746
407,3654.000000000000,4,5,3,1,-317.5382776807853,1,SFR_0,123
408,3654.000000000000,4,5,4,1,-50.25247302172023,1,SFR_0,123
409,3654.000000000000,4,5,5,1,-11.95200159487879,1,SFR_0,123
410,3654.000000000000,4,5,6,1,-5.041265410548242,1,SFR_0,123
411,3654.000000000000,4,5,7,1,-2.202271166613472,1,SFR_0,123
412,3654.000000000000,4,5,8,1,-1.425075056294896,1,SFR_0,123
413,3654.000000000000,4,5,9,1,-.7320413388501048,1,SFR_0,123
414,3654.000000000000,4,5,10,1,-.2164886403313693,1,SFR_0,123
415,3654.000000000000,4,5,11,1,-.8333373604831487E-01,1,SFR_0,123
421,3667.876777251185,5,1,1,6,-2.077188040311590,1,,318
425,3667.876777251185,5,1,2,4,.2140854596687660,1,,781
427,3667.876777251185,5,1,3,2,598.5934119643491,1,SFR_0,123
429,3667.876777251185,5,1,4,2,56.95940191762431,1,SFR_0,123
430,3667.876777251185,5,1,5,1,5.737687706545124,1,SFR_0,123
431,3667.876777251185,5,1,6,1,.6518787667548740,1,SFR_0,123
432,3667.876777251185,5,1,7,1,.2351620891132688,1,SFR_0,123
433,3667.876777251185,5,1,8,1,.1179560275931273,1,SFR_0,123
434,3667.876777251185,5,1,9,1,.8191426639145437E-01,1,SFR_0,123
440,3688.691943127962,5,2,1,6,-.4295938954636114,1,,530
442,3688.691943127962,5,2,2,2,251.8062484766373,1,SFR_0,123
444,3688.691943127962,5,2,3,2,49.28629028453046,1,SFR_0,123
445,3688.691943127962,5,2,4,1,8.022824448297234,1,SFR_0,123
446,3688.691943127962,5,2,5,1,1.204591880572792,1,SFR_0,123
447,3688.691943127962,5,2,6,1,.3078737635760829,1,SFR_0,123
448,3688.691943127962,5,2,7,1,.2095121035670270,1,SFR_0,89
449,3688.691943127962,5,2,8,1,.1148488167857929,1,SFR_0,89
450,3688.691943127962,5,2,9,1,.7503077751200285E-01,1,SFR_0,89
455,3719.914691943128,5,3,1,5,-.3726924707749220,1,,530
457,3719.914691943128,5,3,2,2,265.1552925205798,1,SFR_0,123
458,3719.914691943128,5,3,3,1,56.50561300720702,1,SFR_0,123
459,3719.914691943128,5,3,4,1,9.967304533925905,1,SFR_0,123
460,3719.914691943128,5,3,5,1,2.460135728430815,1,SFR_0,123
461,3719.914691943128,5,3,6,1,1.115854429380409,1,SFR_0,123
462,3719.914691943128,5,3,7,1,.5426749389310201,1,SFR_0,123
463,3719.914691943128,5,3,8,1,.3388534453229388,1,SFR_0,123
464,3719.914691943128,5,3,9,1,.2237881170477733,1,SFR_0,123
465,3719.914691943128,5,3,10,1,.1717388100826198,1,SFR_0,123
466,3719.914691943128,5,3,11,1,.1619435389577036,1,SFR_0,123
467,3719.914691943128,5,3,12,1,.8808153897322933E-01,1,SFR_0,123
472,3766.748815165877,5,4,1,5,-.3393753471550909,1,,601
474,3766.748815165877,5,4,2,2,364.3961054083547,1,SFR_0,123
476,3766.748815165877,5,4,3,2,75.15245240595794,1,SFR_0,123
477,3766.748815165877,5,4,4,1,13.91588438325613,1,SFR_0,123
478,3766.748815165877,5,4,5,1,2.455174700804826,1,SFR_0,123
479,3766.748815165877,5,4,6,1,.7264182327263322,1,SFR_0,89
480,3766.748815165877,5,4,7,1,.5717839590573903,1,SFR_0,89
481,3766.748815165877,5,4,8,1,.3051634729892961,1,SFR_0,89
482,3766.748815165877,5,4,9,1,.1329635945896891,1,SFR_0,89
483,3766.748815165877,5,4,10,1,.3898221267054008E-01,1,SFR_0,123
488,3837.000000000000,5,5,1,5,-.3372811136784151,1,,601
490,3837.000000000000,5,5,2,2,479.0518914775065,1,SFR_0,123
491,3837.000000000000,5,5,3,1,91.77156211719054,1,SFR_0,123
492,3837.000000000000,5,5,4,1,15.49231704420543,1,SFR_0,123
493,3837.000000000000,5,5,5,1,3.599742727863896,1,SFR_0,123
494,3837.000000000000,5,5,6,1,1.078037121047359,1,SFR_0,123
495,3837.000000000000,5,5,7,1,.4328495875832905,1,SFR_0,89
496,3837.000000000000,5,5,8,1,.2364116736755458,1,SFR_0,89
497,3837.000000000000,5,5,9,1,.1313928476215279,1,SFR_0,89
498,3837.000000000000,5,5,10,1,.7631489169649311E-01,1,SFR_0,89
504,3850.800947867298,6,1,1,6,3.764061004804681,1,,248
511,3850.800947867298,6,1,2,7,.5780645021622917,1,,495
513,3850.800947867298,6,1,3,2,-1677.292758613750,1,SFR_0,123
514,3850.800947867298,6,1,4,1,-144.6175124133763,1,SFR_0,123
515,3850.800947867298,6,1,5,1,-10.49317964752557,1,SFR_0,123
516,3850.800947867298,6,1,6,1,-1.619735100035522,1,SFR_0,123
517,3850.800947867298,6,1,7,1,-.5434987505313111,1,SFR_0,123
518,3850.800947867298,6,1,8,1,-.2791026524098882,1,SFR_0,123
519,3850.800947867298,6,1,9,1,-.1141915304484371,1,SFR_0,123
520,3850.800947867298,6,1,10,1,-.5621920528103783E-01,1,SFR_0,123
527,3871.502369668247,6,2,1,7,.5724838855928098,1,,531
531,3871.502369668247,6,2,2,4,.3027485214660146,1,,603
533,3871.502369668247,6,2,3,2,-128.5555435223687,1,SFR_0,123
534,3871.502369668247,6,2,4,1,-19.34514897680588,1,SFR_0,123
535,3871.502369668247,6,2,5,1,-2.653914966319050,1,SFR_0,123
536,3871.502369668247,6,2,6,1,-.5984684225626242,1,SFR_0,123
537,3871.502369668247,6,2,7,1,-.4546346110699135,1,SFR_0,123
538,3871.502369668247,6,2,8,1,-.1190235492409806,1,SFR_0,123
539,3871.502369668247,6,2,9,1,-.6581285952311081E-01,1,SFR_0,123
546,3902.554502369668,6,3,1,7,.7955763435568741,1,,531
549,3902.554502369668,6,3,2,3,.1317619450195053,1,,816
550,3902.554502369668,6,3,3,1,-127.6993410841846,1,SFR_0,123
551,3902.554502369668,6,3,4,1,-17.96176002973070,1,SFR_0,123
552,3902.554502369668,6,3,5,1,-3.078669068423249,1,SFR_0,123
553,3902.554502369668,6,3,6,1,-1.317613436117173,1,SFR_0,123
554,3902.554502369668,6,3,7,1,-.6775771221489125,1,SFR_0,123
555,3902.554502369668,6,3,8,1,-.2948238744768992,1,SFR_0,123
556,3902.554502369668,6,3,9,1,-.1043790811790773,1,SFR_0,123
557,3902.554502369668,6,3,10,1,-.5682239844773626E-01,1,SFR_0,123
563,3949.132701421801,6,4,1,6,.4696958713681028,1,,566
566,3949.132701421801,6,4,2,3,-682.0696476928589,1,SFR_0,123
567,3949.132701421801,6,4,3,1,-163.5220384093614,1,SFR_0,123
568,3949.132701421801,6,4,4,1,-24.55074014486112,1,SFR_0,123
569,3949.132701421801,6,4,5,1,-5.203527017985127,1,SFR_0,123
570,3949.132701421801,6,4,6,1,-2.397350676881890,1,SFR_0,123
571,3949.132701421801,6,4,7,1,-1.130832392117126,1,SFR_0,123
572,3949.132701421801,6,4,8,1,-.8142358263360764,1,SFR_0,123
573,3949.132701421801,6,4,9,1,-.4868282848874480,1,SFR_0,123
574,3949.132701421801,6,4,10,1,-.3844498706706008,1,SFR_0,123
575,3949.132701421801,6,4,11,1,-.4147896378081374,1,SFR_0,123
576,3949.132701421801,6,4,12,1,-.2143251429343705,1,SFR_0,123
577,3949.132701421801,6,4,13,1,-.4729552400946015E-01,1,SFR_0,123
582,4019.000000000000,6,5,1,5,.4631387232604212,1,,601
586,4019.000000000000,6,5,2,4,.1386629794863552,1,,602
587,4019.000000000000,6,5,3,1,-220.6503588005526,1,SFR_0,123
588,4019.000000000000,6,5,4,1,-31.80909560674088,1,SFR_0,123
589,4019.000000000000,6,5,5,1,-6.758778974246369,1,SFR_0,123
590,4019.000000000000,6,5,6,1,-3.363379590940741,1,SFR_0,123
591,4019.000000000000,6,5,7,1,-1.559179050038713,1,SFR_0,123
592,4019.000000000000,6,5,8,1,-.9515115939815195,1,SFR_0,123
593,4019.000000000000,6,5,9,1,-.1391976596396076,1,SFR_0,123
594,4019.000000000000,6,5,10,1,-.1124452442846623,1,SFR_0,123
595,4019.000000000000,6,5,11,1,-.7776231944370031E-01,1,SFR_0,123
600,4032.876777251185,7,1,1,5,1.462956633285522,1,,249
605,4032.876777251185,7,1,2,5,.1770930041664158,1,,3582
607,4032.876777251185,7,1,3,2,-712.5942251295293,1,SFR_0,123
608,4032.876777251185,7,1,4,1,-56.52610977613806,1,SFR_0,123
609,4032.876777251185,7,1,5,1,-4.520976493106771,1,SFR_0,123
610,4032.876777251185,7,1,6,1,-1.633852106913801,1,SFR_0,123
611,4032.876777251185,7,1,7,1,-1.029208594563998,1,SFR_0,123
612,4032.876777251185,7,1,8,1,-.6700006889651520,1,SFR_0,123
613,4032.876777251185,7,1,9,1,-.3831515439336185,1,SFR_0,123
614,4032.876777251185,7,1,10,1,-.2997529074186321,1,SFR_0,123
615,4032.876777251185,7,1,11,1,-.1284433675991564,1,SFR_0,123
616,4032.876777251185,7,1,12,1,-.2684348362322630E-01,1,SFR_0,123
620,4053.691943127962,7,2,1,4,.2122704004684337,1,,3216
621,4053.691943127962,7,2,2,1,-142.7061065460831,1,SFR_0,123
622,4053.691943127962,7,2,3,1,-20.04954951313166,1,SFR_0,123
623,4053.691943127962,7,2,4,1,-2.834754326710856,1,SFR_0,123
624,4053.691943127962,7,2,5,1,-.3929893593335272,1,SFR_0,123
625,4053.691943127962,7,2,6,1,.7842012964925525E-01,1,SFR_0,98
628,4084.914691943128,7,3,1,3,.1432721449491794,1,,3217
630,4084.914691943128,7,3,2,2,-174.3087394532490,1,SFR_0,69
631,4084.914691943128,7,3,3,1,-15.23939675189084,1,SFR_0,123
632,4084.914691943128,7,3,4,1,-1.082629265586192,1,SFR_0,123
633,4084.914691943128,7,3,5,1,.2508351154419967,1,SFR_0,123
634,4084.914691943128,7,3,6,1,.3027526441428375,1,SFR_0,123
635,4084.914691943128,7,3,7,1,.2585968962598205,1,SFR_0,123
636,4084.914691943128,7,3,8,1,.1873775213883246,1,SFR_0,123
637,4084.914691943128,7,3,9,1,.1276886438703296,1,SFR_0,123
638,4084.914691943128,7,3,10,1,.9905677565771001E-01,1,SFR_0,123
641,4131.748815165876,7,4,1,3,-.1014266219329798,1,,600
643,4131.748815165876,7,4,2,2,-248.3470063484842,1,SFR_0,69
644,4131.748815165876,7,4,3,1,-23.60282360065866,1,SFR_0,123
645,4131.748815165876,7,4,4,1,-2.241872735513061,1,SFR_0,123
646,4131.748815165876,7,4,5,1,-.1651276582013839,1,SFR_0,53
647,4131.748815165876,7,4,6,1,.3239209259892976,1,SFR_0,123
648,4131.748815165876,7,4,7,1,.3751738731025617,1,SFR_0,123
649,4131.748815165876,7,4,8,1,.2581157638063325,1,SFR_0,123
650,4131.748815165876,7,4,9,1,.1366814900656384,1,SFR_0,123
651,4131.748815165876,7,4,10,1,.5830022194124194E-01,1,SFR_0,123
