#k i j q boundname
10 12 23 -565.548 wel_100684
9 12 30 -121.332 wel_100688
9 14 31 -121.332 wel_101083
9 14 33 -121.332 wel_101084
10 15 13 -565.548 wel_101466
10 15 20 -1252.43 wel_101470
9 20 23 -121.332 wel_102654
10 22 4 -570.139 wel_103036
10 22 13 -1131.1 wel_103042
7 27 4 -151.686 wel_104218
7 27 7 -106.18 wel_104220
10 27 17 -1696.64 wel_104226
9 28 4 -120.502 wel_104612
7 28 17 -1483.88 wel_104620
10 28 22 -565.548 wel_104623
1 27 3 -9149.98 wel_58514
1 27 5 -3221.73 wel_58515
1 27 6 -3877.3 wel_58516
1 27 8 -8653.58 wel_58517
1 27 9 -7158.79 wel_58518
1 27 11 -3013.78 wel_58519
1 27 13 -2711.25 wel_58520
1 27 14 -664.546 wel_58521
13 27 16 -1448.54 wel_58522
4 27 18 -3525.19 wel_58523
13 27 19 -1338.08 wel_58524
4 27 21 -787.356 wel_58525
11 27 22 -201.227 wel_58526
13 27 24 -2182.78 wel_58527
13 27 26 -3426.88 wel_58528
4 27 27 -6312.59 wel_58529
4 27 29 -2447.3 wel_58530
4 27 30 -2954.38 wel_58531
13 27 32 -1293.82 wel_58532
1 26 3 -6804.83 wel_58908
1 26 5 -2787.15 wel_58909
1 26 6 -8769.54 wel_58910
1 26 8 -7659.6 wel_58911
1 26 9 -5520.75 wel_58912
1 26 11 -6302.32 wel_58913
1 26 13 -2672.51 wel_58914
13 26 14 -1655.59 wel_58915
13 26 16 -861.814 wel_58916
4 26 18 -443.787 wel_58917
13 26 19 -2461.56 wel_58918
13 26 22 -837.465 wel_58920
13 26 24 -1534.48 wel_58921
13 26 26 -6504.69 wel_58922
13 26 27 -3426.07 wel_58923
13 26 29 -1688.41 wel_58924
13 26 30 -1181.93 wel_58925
1 24 3 -2988.48 wel_59302
1 24 5 -3699.85 wel_59303
1 24 6 -5767.06 wel_59304
1 24 8 -6478.17 wel_59305
1 24 9 -11350.5 wel_59306
1 24 11 -8422.27 wel_59307
1 24 13 -6916.49 wel_59308
4 24 14 -5306.63 wel_59309
4 24 16 -5185.35 wel_59310
13 24 18 -1225.54 wel_59311
13 24 19 -2035.47 wel_59312
13 24 21 -1859.19 wel_59313
13 24 22 -1771.55 wel_59314
13 24 24 -1968.39 wel_59315
13 24 26 -4786.81 wel_59316
4 24 27 -4576.51 wel_59317
13 24 29 -2263.65 wel_59318
13 24 30 -2697.45 wel_59319
13 24 32 -466.04 wel_59320
1 23 3 -1959.48 wel_59696
1 23 5 -2026.57 wel_59697
1 23 6 -7301.34 wel_59698
1 23 8 -6151.5 wel_59699
1 23 9 -4719.79 wel_59700
1 23 11 -5529.58 wel_59701
9 23 13 -8840.38 wel_59702
4 23 14 -9386.72 wel_59703
4 23 16 -11162.5 wel_59704
4 23 18 -8675.47 wel_59705
4 23 19 -3055.49 wel_59706
13 23 21 -1279.45 wel_59707
13 23 22 -196.839 wel_59708
12 23 24 -836.566 wel_59709
13 23 26 -1002.06 wel_59710
13 23 27 -1575.61 wel_59711
13 23 29 -1131.82 wel_59712
13 23 30 -2478.35 wel_59713
13 23 32 -1717.64 wel_59714
1 21 3 -5829.87 wel_60090
1 21 5 -7498.4 wel_60091
1 21 6 -5897.03 wel_60092
1 21 8 -3766.86 wel_60093
1 21 9 -7749.69 wel_60094
1 21 11 -2872.03 wel_60095
4 21 13 -6361.94 wel_60096
4 21 14 -10800.2 wel_60097
4 21 16 -10491.5 wel_60098
4 21 18 -7144.96 wel_60099
4 21 19 -2197.04 wel_60100
13 21 21 -295.259 wel_60101
13 21 29 -246.049 wel_60106
13 21 30 -2706.54 wel_60107
13 21 32 -3002.69 wel_60108
1 19 3 -5838.44 wel_60484
1 19 5 -7994.84 wel_60485
1 19 6 -4424.53 wel_60486
1 19 8 -5453.74 wel_60487
1 19 9 -8827.06 wel_60488
4 19 11 -4397.76 wel_60489
4 19 13 -8715.18 wel_60490
4 19 14 -5422.19 wel_60491
13 19 16 -3777.77 wel_60492
13 19 18 -1552.42 wel_60493
13 19 19 -1820.9 wel_60494
13 19 21 -1968.39 wel_60495
13 19 22 -1230.24 wel_60496
13 19 24 -594.112 wel_60497
13 19 26 -297.056 wel_60498
13 19 30 -246.049 wel_60501
4 19 32 -1235.64 wel_60502
1 18 3 -12809 wel_60878
1 18 5 -8657 wel_60879
1 18 6 -4281.25 wel_60880
1 18 8 -7046.25 wel_60881
1 18 9 -6929.89 wel_60882
4 18 11 -2299.38 wel_60883
4 18 13 -3986.13 wel_60884
4 18 14 -1875.36 wel_60885
4 18 16 -3350.76 wel_60886
4 18 18 -3464.43 wel_60887
13 18 19 -1082.62 wel_60888
13 18 21 -2017.6 wel_60889
13 18 22 -1033.41 wel_60890
13 18 24 -1631.11 wel_60891
13 18 30 -594.112 wel_60895
13 18 32 -148.528 wel_60896
1 16 3 -9489.22 wel_61272
1 16 5 -5829.33 wel_61273
1 16 6 -8558.3 wel_61274
1 16 8 -8066.34 wel_61275
4 16 9 -6594.39 wel_61276
4 16 11 -2214.44 wel_61277
13 16 13 -2362.07 wel_61278
4 16 14 -2422.96 wel_61279
4 16 16 -8662.94 wel_61280
13 16 18 -2613.51 wel_61281
13 16 19 -2768.91 wel_61282
13 16 21 -4478.09 wel_61283
4 16 22 -4379.67 wel_61284
13 16 24 -492.997 wel_61285
13 16 26 -543.105 wel_61286
13 16 27 -393.678 wel_61287
13 16 29 -148.528 wel_61288
1 15 3 -5824.98 wel_61666
1 15 5 -8988.01 wel_61667
1 15 6 -8938.84 wel_61668
1 15 8 -7301.42 wel_61669
4 15 9 -2608.12 wel_61670
4 15 11 -5643.35 wel_61671
4 15 13 -3822.52 wel_61672
6 15 14 -3087.56 wel_61673
4 15 16 -6949.61 wel_61674
13 15 18 -1449.34 wel_61675
13 15 19 -3073.26 wel_61676
13 15 21 -2312.86 wel_61677
4 15 22 -2513.29 wel_61678
13 15 24 -542.206 wel_61679
13 15 26 -1485.28 wel_61680
8 15 27 -148.528 wel_61681
1 13 3 -6200.86 wel_62060
1 13 5 -8907.53 wel_62061
1 13 6 -7565.25 wel_62062
4 13 8 -5467.05 wel_62063
13 13 9 -1530 wel_62064
13 13 11 -696.212 wel_62065
4 13 13 -2490.02 wel_62066
13 13 14 -2804.96 wel_62067
13 13 16 -2429.14 wel_62068
4 13 18 -1547.76 wel_62069
4 13 19 -1950.21 wel_62070
4 13 21 -3346.26 wel_62071
13 13 22 -1593.48 wel_62072
13 13 24 -49.2098 wel_62073
13 13 27 -742.64 wel_62075
13 13 29 -1188.22 wel_62076
13 13 30 -1188.22 wel_62077
13 13 32 -445.584 wel_62078
1 11 3 -1793.98 wel_62454
1 11 5 -9900.84 wel_62455
1 11 6 -4871.91 wel_62456
4 11 8 -3041.6 wel_62457
4 11 9 -2219.87 wel_62458
4 11 11 -2787.41 wel_62459
4 11 13 -1895.11 wel_62460
13 11 14 -1230.24 wel_62461
4 11 16 -393.678 wel_62462
13 11 18 -196.839 wel_62463
13 11 19 -1379.09 wel_62464
4 11 21 -4871.47 wel_62465
13 11 22 -639.727 wel_62466
13 11 27 -1336.75 wel_62469
13 11 29 -1336.75 wel_62470
1 10 3 -6008.22 wel_62848
1 10 5 -5122.51 wel_62849
1 10 6 -3602.89 wel_62850
4 10 8 -2798.64 wel_62851
13 10 9 -5518.99 wel_62852
4 10 11 -630.637 wel_62853
13 10 13 -1490.74 wel_62854
13 10 14 -4576.51 wel_62855
13 10 16 -3149.43 wel_62856
13 10 18 -805.222 wel_62857
13 10 19 -503.117 wel_62858
4 10 21 -2442.57 wel_62859
13 10 22 -98.4195 wel_62860
13 10 24 -148.528 wel_62861
13 10 26 -742.64 wel_62862
13 10 27 -148.528 wel_62863
13 10 29 -297.056 wel_62864
1 8 3 -9658.7 wel_63242
1 8 5 -1959.56 wel_63243
1 8 6 -1207.95 wel_63244
13 8 8 -3339.48 wel_63245
13 8 9 -5059.28 wel_63246
4 8 11 -1945.19 wel_63247
4 8 13 -2312.86 wel_63248
4 8 14 -2657.33 wel_63249
13 8 16 -639.727 wel_63250
13 8 18 -1377.87 wel_63251
13 8 19 -934.986 wel_63252
13 8 24 -148.528 wel_63255
1 7 3 -5310.42 wel_63636
1 7 5 -3212.16 wel_63637
1 7 6 -2509.68 wel_63638
4 7 8 -2970.53 wel_63639
4 7 9 -3802.61 wel_63640
4 7 11 -1820.76 wel_63641
13 7 13 -2017.6 wel_63642
13 7 14 -639.727 wel_63643
13 7 19 -1188.22 wel_63646
13 7 22 -148.528 wel_63648
13 7 26 -297.056 wel_63650
8 7 30 -148.528 wel_63653
1 5 3 -3810.48 wel_64030
1 5 5 -3467.08 wel_64031
1 5 6 -6920.94 wel_64032
13 5 8 -4446.82 wel_64033
13 5 9 -3297.05 wel_64034
13 5 11 -3976.9 wel_64035
13 5 13 -1847.4 wel_64036
13 5 18 -49.2098 wel_64039
13 5 24 -297.056 wel_64043
2 3 3 -1891.22 wel_64424
13 3 5 -2012.58 wel_64425
13 3 6 -4191.86 wel_64426
13 3 8 -4464.91 wel_64427
4 3 9 -688.937 wel_64428
4 3 11 -475.197 wel_64429
13 3 13 -971.467 wel_64430
4 3 19 -1010.11 wel_64434
4 3 21 -2010.43 wel_64435
4 3 22 -857.98 wel_64436
1 2 3 -1002.14 wel_64818
2 2 5 -1820.74 wel_64819
13 2 6 -1181.03 wel_64820
13 2 8 -1968.37 wel_64821
4 2 9 -1623.92 wel_64822
13 2 11 -984.195 wel_64823
13 2 13 -545.695 wel_64824
4 2 19 -3287.64 wel_64828
4 2 21 -3692.04 wel_64829
4 2 22 -1265.56 wel_64830
4 2 24 -1512.74 wel_64831
4 2 26 -196.839 wel_64832
4 2 29 -165.495 wel_64834
13 2 32 -297.056 wel_64836
9 3 23 -6445.99 wel_98320
10 4 20 -565.548 wel_98712
9 4 23 -121.332 wel_98714
10 7 9 -570.139 wel_99493
10 9 28 -565.548 wel_99899
