#k i j q boundname
10 12 23 -565.548 wel_100684
9 12 30 -121.332 wel_100688
9 14 31 -121.332 wel_101083
9 14 33 -121.332 wel_101084
10 15 13 -565.548 wel_101466
10 15 20 -1252.43 wel_101470
9 20 23 -121.332 wel_102654
10 22 4 -570.139 wel_103036
10 22 13 -1131.1 wel_103042
7 27 4 -151.686 wel_104218
7 27 7 -106.18 wel_104220
10 27 17 -1696.64 wel_104226
9 28 4 -120.502 wel_104612
7 28 17 -1483.88 wel_104620
10 28 22 -565.548 wel_104623
13 27 16 -14.7513 wel_58522
4 27 30 -4.91709 wel_58531
13 26 14 -9.83418 wel_58915
13 26 19 -24.5854 wel_58918
13 26 22 -4.91709 wel_58920
13 26 29 -9.83418 wel_58924
13 26 30 -4.91709 wel_58925
13 24 19 -9.83418 wel_59312
13 24 22 -4.91709 wel_59314
13 24 29 -4.91709 wel_59318
13 24 32 -4.91709 wel_59320
4 23 16 -9.83418 wel_59704
13 23 29 -4.91709 wel_59712
13 23 30 -4.91709 wel_59713
4 21 16 -9.83418 wel_60098
13 21 21 -9.83418 wel_60101
13 21 30 -4.91709 wel_60107
13 21 32 -14.7513 wel_60108
13 19 16 -9.83418 wel_60492
13 19 24 -14.7513 wel_60497
13 19 26 -9.83418 wel_60498
13 19 27 -4.91709 wel_60499
4 19 32 -9.83418 wel_60502
13 18 24 -19.6684 wel_60891
13 18 29 -88.5076 wel_60894
13 18 30 -54.088 wel_60895
13 18 32 -24.5854 wel_60896
4 16 14 -29.5025 wel_61279
4 16 16 -186.849 wel_61280
13 16 18 -19.6684 wel_61281
13 16 26 -14.7513 wel_61286
13 16 29 -39.3367 wel_61288
4 15 22 -14.7513 wel_61678
13 15 26 -49.1709 wel_61680
8 15 27 -4.91709 wel_61681
13 13 24 -4.91709 wel_62073
13 13 26 -9.83418 wel_62074
13 13 27 -49.1709 wel_62075
13 13 29 -39.3367 wel_62076
13 13 30 -24.5854 wel_62077
13 13 32 -63.9222 wel_62078
13 11 26 -98.3418 wel_62468
13 11 27 -206.518 wel_62469
13 11 29 -113.093 wel_62470
13 10 16 -4.91709 wel_62856
13 10 24 -9.83418 wel_62861
13 10 26 -44.2538 wel_62862
13 10 27 -98.3418 wel_62863
13 10 29 -4.91709 wel_62864
4 8 14 -4.91709 wel_63249
13 8 16 -49.1709 wel_63250
13 8 18 -14.7513 wel_63251
13 8 24 -39.3367 wel_63255
13 8 27 -4.91709 wel_63257
8 8 30 -4.91709 wel_63259
13 7 16 -34.4196 wel_63644
13 7 19 -39.3367 wel_63646
13 7 21 -14.7513 wel_63647
13 7 22 -68.8392 wel_63648
13 7 24 -9.83418 wel_63649
8 7 30 -4.91709 wel_63653
13 5 16 -9.83418 wel_64038
13 5 18 -9.83418 wel_64039
13 5 19 -44.2538 wel_64040
13 5 21 -98.3418 wel_64041
13 5 22 -4.91709 wel_64042
13 5 24 -19.6684 wel_64043
2 3 3 -14.7513 wel_64424
4 3 21 -4.91709 wel_64435
1 2 3 -24.5854 wel_64818
4 2 27 -4.91709 wel_64833
13 2 32 -9.83418 wel_64836
9 3 23 -6445.99 wel_98320
10 4 20 -565.548 wel_98712
9 4 23 -121.332 wel_98714
10 7 9 -570.139 wel_99493
10 9 28 -565.548 wel_99899
