#k i j q boundname
10 12 23 -565.548 wel_100684
9 12 30 -121.332 wel_100688
9 14 31 -121.332 wel_101083
9 14 33 -121.332 wel_101084
10 15 13 -565.548 wel_101466
10 15 20 -1252.43 wel_101470
9 20 23 -121.332 wel_102654
10 22 4 -570.139 wel_103036
10 22 13 -1131.1 wel_103042
7 27 4 -151.686 wel_104218
7 27 7 -106.18 wel_104220
10 27 17 -1696.64 wel_104226
9 28 4 -120.502 wel_104612
7 28 17 -1483.88 wel_104620
10 28 22 -565.548 wel_104623
1 27 3 -6342.78 wel_58514
1 27 5 -2208.46 wel_58515
1 27 6 -2234.01 wel_58516
1 27 8 -2339.38 wel_58517
1 27 9 -8347.89 wel_58518
1 27 11 -1864.54 wel_58519
1 27 13 -1920.14 wel_58520
1 27 14 -353.076 wel_58521
13 27 16 -540.912 wel_58522
4 27 18 -1673.93 wel_58523
13 27 19 -791.306 wel_58524
4 27 21 -421.489 wel_58525
11 27 22 -105.372 wel_58526
13 27 24 -1104.69 wel_58527
13 27 26 -3199.04 wel_58528
4 27 27 -1923.04 wel_58529
4 27 29 -892.229 wel_58530
4 27 30 -1710.08 wel_58531
13 27 32 -26.3431 wel_58532
1 26 3 -6298.37 wel_58908
1 26 5 -2572.03 wel_58909
1 26 6 -3956.57 wel_58910
1 26 8 -2947.16 wel_58911
1 26 9 -2086.26 wel_58912
1 26 11 -2051.32 wel_58913
1 26 13 -1683.76 wel_58914
13 26 14 -1041.7 wel_58915
13 26 16 -473.468 wel_58916
4 26 18 -524.17 wel_58917
13 26 19 -2303.23 wel_58918
13 26 22 -431.09 wel_58920
13 26 24 -1003.34 wel_58921
13 26 26 -3017.89 wel_58922
13 26 27 -1992.47 wel_58923
13 26 29 -905.261 wel_58924
13 26 30 -926.929 wel_58925
13 26 32 -62.2874 wel_58926
1 24 3 -1835.98 wel_59302
1 24 5 -1495.51 wel_59303
1 24 6 -4483.75 wel_59304
1 24 8 -2702.93 wel_59305
1 24 9 -3176.18 wel_59306
1 24 11 -2698.58 wel_59307
1 24 13 -2751.06 wel_59308
4 24 14 -3220.87 wel_59309
4 24 16 -2032.25 wel_59310
13 24 18 -727.302 wel_59311
13 24 19 -1943.68 wel_59312
13 24 21 -737.606 wel_59313
13 24 22 -974.693 wel_59314
13 24 24 -1350.95 wel_59315
13 24 26 -5081.02 wel_59316
4 24 27 -5358.57 wel_59317
13 24 29 -1368.97 wel_59318
13 24 30 -1369.84 wel_59319
13 24 32 -816.877 wel_59320
1 23 3 -706.11 wel_59696
1 23 5 -1183.69 wel_59697
1 23 6 -6799.83 wel_59698
1 23 8 -4376.66 wel_59699
1 23 9 -4038.56 wel_59700
1 23 11 -5321.5 wel_59701
9 23 13 -2449.9 wel_59702
4 23 14 -1775 wel_59703
4 23 16 -2568.73 wel_59704
4 23 18 -5536.24 wel_59705
4 23 19 -1775.87 wel_59706
13 23 21 -684.919 wel_59707
13 23 22 -131.715 wel_59708
12 23 24 -474.175 wel_59709
13 23 26 -631.362 wel_59710
13 23 27 -1443.64 wel_59711
13 23 29 -2162.3 wel_59712
13 23 30 -2153.18 wel_59713
13 23 32 -842.978 wel_59714
1 21 3 -1264.47 wel_60090
1 21 5 -919.393 wel_60091
1 21 6 -4016.27 wel_60092
1 21 8 -1983.18 wel_60093
1 21 9 -2216.83 wel_60094
1 21 11 -2712.97 wel_60095
4 21 13 -3198.17 wel_60096
4 21 14 -3716.42 wel_60097
4 21 16 -1913.3 wel_60098
4 21 18 -2643.3 wel_60099
4 21 19 -2669.56 wel_60100
13 21 21 -158.058 wel_60101
13 21 29 -131.715 wel_60106
13 21 30 -1422.52 wel_60107
13 21 32 -1741.1 wel_60108
1 19 3 -1448.87 wel_60484
1 19 5 -2132.07 wel_60485
1 19 6 -5988.3 wel_60486
1 19 8 -1033.09 wel_60487
1 19 9 -2932.33 wel_60488
4 19 11 -3436.8 wel_60489
4 19 13 -5008.87 wel_60490
4 19 14 -3174.52 wel_60491
13 19 16 -1487.44 wel_60492
13 19 18 -646.555 wel_60493
13 19 19 -416.337 wel_60494
13 19 21 -1250.73 wel_60495
13 19 22 -880.208 wel_60496
13 19 24 -186.862 wel_60497
13 19 26 -186.862 wel_60498
13 19 27 -62.2874 wel_60499
13 19 30 -131.715 wel_60501
4 19 32 -735.387 wel_60502
1 18 3 -5473.56 wel_60878
1 18 5 -3630.62 wel_60879
1 18 6 -3786.54 wel_60880
1 18 8 -2390.35 wel_60881
1 18 9 -3691.49 wel_60882
4 18 11 -2359.6 wel_60883
4 18 13 -4971.93 wel_60884
4 18 14 -1025.43 wel_60885
4 18 16 -1698.02 wel_60886
4 18 18 -1797.06 wel_60887
13 18 19 -679.767 wel_60888
13 18 21 -1080.07 wel_60889
13 18 22 -676.333 wel_60890
13 18 24 -1058.68 wel_60891
13 18 30 -186.862 wel_60895
13 18 32 -498.3 wel_60896
1 16 3 -4144.78 wel_61272
1 16 5 -3075.17 wel_61273
1 16 6 -2967.04 wel_61274
1 16 8 -6866.15 wel_61275
4 16 9 -2522.06 wel_61276
4 16 11 -1157.38 wel_61277
13 16 13 -1289.09 wel_61278
4 16 14 -1720.17 wel_61279
4 16 16 -4269.03 wel_61280
13 16 18 -1180.76 wel_61281
13 16 19 -1343.5 wel_61282
13 16 21 -2370.88 wel_61283
4 16 22 -3506.22 wel_61284
13 16 24 -210.744 wel_61285
13 16 26 -256.29 wel_61286
13 16 27 -210.744 wel_61287
13 16 32 -62.2874 wel_61290
1 15 3 -5263.59 wel_61666
1 15 5 -5836.13 wel_61667
1 15 6 -3979.9 wel_61668
1 15 8 -4194.85 wel_61669
4 15 9 -1672.22 wel_61670
4 15 11 -3590.78 wel_61671
4 15 13 -3377.44 wel_61672
6 15 14 -1538.78 wel_61673
4 15 16 -2231 wel_61674
13 15 18 -943.198 wel_61675
13 15 19 -1949.97 wel_61676
13 15 21 -1855.48 wel_61677
4 15 22 -1533.36 wel_61678
13 15 24 -273.032 wel_61679
13 15 26 -622.874 wel_61680
8 15 27 -62.2874 wel_61681
13 15 29 -62.2874 wel_61682
1 13 3 -2415.72 wel_62060
1 13 5 -5273.73 wel_62061
1 13 6 -2416.67 wel_62062
4 13 8 -1659.61 wel_62063
13 13 9 -1198.84 wel_62064
13 13 11 -472.458 wel_62065
4 13 13 -2503.76 wel_62066
13 13 14 -2167.15 wel_62067
13 13 16 -2101.74 wel_62068
4 13 18 -1356.68 wel_62069
4 13 19 -1391.61 wel_62070
4 13 21 -2778.07 wel_62071
13 13 22 -944.212 wel_62072
13 13 24 -50.9688 wel_62073
13 13 27 -436.012 wel_62075
13 13 29 -498.3 wel_62076
13 13 30 -249.15 wel_62077
13 13 32 -311.437 wel_62078
1 11 3 -658.576 wel_62454
1 11 5 -6262.88 wel_62455
1 11 6 -3487.75 wel_62456
4 11 8 -1795.35 wel_62457
4 11 9 -1040.54 wel_62458
4 11 11 -1617.75 wel_62459
4 11 13 -1167.46 wel_62460
13 11 14 -976.993 wel_62461
4 11 16 -210.744 wel_62462
13 11 18 -203.875 wel_62463
13 11 19 -614.789 wel_62464
4 11 21 -2526.81 wel_62465
13 11 22 -701.973 wel_62466
13 11 26 -124.575 wel_62468
13 11 27 -186.862 wel_62469
13 11 29 -1432.61 wel_62470
1 10 3 -2634.31 wel_62848
1 10 5 -4768.3 wel_62849
1 10 6 -1441.05 wel_62850
4 10 8 -1552.52 wel_62851
13 10 9 -3724.35 wel_62852
4 10 11 -469.804 wel_62853
13 10 13 -798.089 wel_62854
13 10 14 -2991.67 wel_62855
13 10 16 -1685.96 wel_62856
13 10 18 -368.803 wel_62857
13 10 19 -275.147 wel_62858
4 10 21 -676.524 wel_62859
13 10 22 -52.6861 wel_62860
13 10 24 -62.2874 wel_62861
13 10 26 -373.725 wel_62862
13 10 27 -622.874 wel_62863
13 10 29 -124.575 wel_62864
1 8 3 -2494.18 wel_63242
1 8 5 -2011.96 wel_63243
1 8 6 -256.561 wel_63244
13 8 8 -1732.36 wel_63245
13 8 9 -3836.11 wel_63246
4 8 11 -1478.09 wel_63247
4 8 13 -1238.12 wel_63248
4 8 14 -1422.52 wel_63249
13 8 16 -342.46 wel_63250
13 8 18 -1001.62 wel_63251
13 8 19 -869.904 wel_63252
1 7 3 -1404.28 wel_63636
1 7 5 -2156.96 wel_63637
1 7 6 -1183.72 wel_63638
4 7 8 -1640.72 wel_63639
4 7 9 -2183.86 wel_63640
4 7 11 -974.693 wel_63641
13 7 13 -1106.41 wel_63642
13 7 14 -342.46 wel_63643
13 7 19 -560.587 wel_63646
13 7 22 -124.575 wel_63648
13 7 26 -249.15 wel_63650
8 7 30 -62.2874 wel_63653
1 5 3 -1652.96 wel_64030
1 5 5 -1096.1 wel_64031
1 5 6 -4346.88 wel_64032
13 5 8 -2552.42 wel_64033
13 5 9 -1789.61 wel_64034
13 5 11 -2795.25 wel_64035
13 5 13 -1353.68 wel_64036
13 5 16 -186.862 wel_64038
13 5 18 -124.575 wel_64039
13 5 24 -186.862 wel_64043
4 5 26 -17.929 wel_64044
4 5 27 -412.368 wel_64045
2 3 3 -759.269 wel_64424
13 3 5 -1293.11 wel_64425
13 3 6 -2769.49 wel_64426
13 3 8 -3649.15 wel_64427
4 3 9 -491.931 wel_64428
4 3 11 -295.854 wel_64429
13 3 13 -571.486 wel_64430
4 3 19 -776.495 wel_64434
4 3 21 -1469.72 wel_64435
4 3 22 -426.321 wel_64436
4 3 26 -88.5442 wel_64438
4 3 27 -1195.35 wel_64439
1 2 3 -950.852 wel_64818
2 2 5 -737.606 wel_64819
13 2 6 -903.116 wel_64820
13 2 8 -2104.52 wel_64821
4 2 9 -1558.84 wel_64822
13 2 11 -892.812 wel_64823
13 2 13 -288.056 wel_64824
4 2 19 -2223.65 wel_64828
4 2 21 -2945.53 wel_64829
4 2 22 -709.079 wel_64830
4 2 24 -902.445 wel_64831
4 2 26 -1442.26 wel_64832
4 2 27 -431.09 wel_64833
4 2 29 -210.744 wel_64834
13 2 32 -124.575 wel_64836
9 3 23 -6445.99 wel_98320
10 4 20 -565.548 wel_98712
9 4 23 -121.332 wel_98714
10 7 9 -570.139 wel_99493
10 9 28 -565.548 wel_99899
