0,inflow,25
4,inflow,10
8,inflow,150
12,inflow,150
16,inflow,150
22,inflow,150
10,status,simple
7,status,simple
10,status,simple
14,status,simple
17,status,simple
27,status,simple
10,stage,1075.5
7,stage,1072.6
10,stage,1069.9
14,stage,1066.8
17,stage,1063.6
27,stage,1061.6
