41.22 41.35 40.19 38.70 -98.94 -95.02 -90.38 -88.09 -85.75 -83.34 -80.82 -78.23 -75.49 -72.61 -69.65 -66.42 -63.09 -59.60 -55.92 -52.17 -48.27 -44.33 -40.36 -36.47 -32.67 -29.01 -25.59 -22.28 -19.11 -15.97 -12.85 -9.71 -6.54 42.31 41.02
40.96 -105.31 -103.44 -101.42 -99.15 -95.20 -90.49 -88.28 -86.02 -83.69 -81.26 -78.77 -76.13 -73.36 -70.49 -67.36 -64.11 -60.70 -57.07 -53.34 -49.43 -45.44 -41.39 -37.37 -33.43 -29.66 -26.21 -22.91 -19.78 -16.66 -13.54 -10.39 -7.20 41.56 40.71
41.21 -105.50 -103.62 -101.60 -99.36 -95.87 -91.77 -88.93 -86.35 -84.13 -81.80 -79.41 -76.89 -74.22 -71.47 -68.44 -65.28 -61.94 -58.36 -54.66 -50.72 -46.67 -42.53 -38.34 -34.24 -30.30 -26.85 -23.60 -20.52 -17.43 -14.32 -11.15 -7.93 41.39 40.60
41.15 -105.72 -103.83 -101.80 -99.58 -97.14 -94.50 -90.15 -86.78 -84.67 -82.46 -80.19 -77.79 -75.24 -72.61 -69.68 -66.62 -63.36 -59.82 -56.14 -52.17 -48.04 -43.78 -39.40 -35.09 -30.95 -27.52 -24.38 -21.37 -18.31 -15.21 -12.00 -8.76 40.30 40.95
40.04 -105.81 -103.90 -101.85 -99.68 -97.48 -95.17 -90.69 -87.31 -85.34 -83.27 -81.15 -78.89 -76.49 -74.00 -71.20 -68.26 -65.10 -61.62 -57.98 -53.99 -49.80 -45.45 -40.87 -36.33 -31.88 -28.53 -25.57 -22.59 -19.51 -16.35 -13.07 -9.74 39.47 39.61
41.37 40.35 -103.75 -101.75 -99.67 -97.60 -95.43 -91.10 -87.87 -86.06 -84.15 -82.18 -80.09 -77.84 -75.51 -72.86 -70.05 -67.00 -63.59 -60.00 -56.02 -51.79 -47.37 -42.66 -37.96 -33.32 -29.99 -27.11 -24.06 -20.89 -17.62 -14.23 -10.81 39.80 38.01
40.87 38.04 -102.95 -101.23 -99.40 -97.56 -95.61 -91.51 -88.50 -86.87 -85.14 -83.36 -81.45 -79.39 -77.24 -74.77 -72.12 -69.22 -65.92 -62.42 -58.48 -54.28 -49.89 -45.26 -40.69 -36.26 -32.75 -29.54 -26.11 -22.64 -19.13 -15.58 -12.01 38.79 38.19
40.55 39.63 -102.04 -100.60 -99.05 -97.47 -95.76 -91.95 -89.18 -87.75 -86.21 -84.63 -82.92 -81.07 -79.13 -76.87 -74.43 -71.71 -68.55 -65.16 -61.25 -57.08 -52.69 -48.10 -43.58 -39.20 -35.43 -31.85 -28.13 -24.41 -20.69 -16.98 -13.28 37.87 40.59
39.79 38.94 -101.04 -99.90 -98.65 -97.34 -95.90 -92.40 -89.90 -88.66 -87.34 -85.96 -84.46 -82.83 -81.13 -79.10 -76.88 -74.37 -71.36 -68.09 -64.22 -60.07 -55.68 -51.09 -46.55 -42.13 -38.05 -34.09 -30.14 -26.20 -22.28 -18.42 -14.58 40.93 40.54
39.61 38.52 -100.07 -99.24 -98.31 -97.28 -96.11 -92.95 -90.72 -89.68 -88.56 -87.39 -86.12 -84.74 -83.30 -81.57 -79.64 -77.42 -74.61 -71.48 -67.61 -63.37 -58.87 -54.15 -49.46 -44.85 -40.50 -36.25 -32.07 -27.95 -23.86 -19.87 -15.91 37.80 38.17
