,0,1,2,3,4,5,6,7,8
0,0,0,"(0, 4, 18)",horizontal,1.0,30.87908,100.0,201.85849999999937,405.66499999999996
1,0,1,"(0, 5, 17)",horizontal,1.0,30.49949,100.0,202.83249999999998,403.71700000000055
2,0,2,"(1, 5, 18)",vertical,1.0,0.0,0.0,0.0,0.0
3,0,3,"(0, 4, 19)",horizontal,1.0,30.35243,100.0,201.85849999999937,405.66499999999996
4,0,4,"(0, 5, 20)",horizontal,1.0,29.7967,100.0,202.83249999999998,403.71700000000055
5,0,5,"(1, 5, 19)",vertical,1.0,0.0,0.0,0.0,0.0
6,0,6,"(0, 5, 17)",horizontal,1.0,30.49949,100.0,201.85850000000028,405.66499999999996
7,0,7,"(0, 6, 16)",horizontal,1.0,30.08806,100.0,202.83249999999998,403.71700000000055
8,0,8,"(1, 6, 17)",vertical,1.0,0.0,0.0,0.0,0.0
9,0,9,"(1, 6, 18)",vertical,1.0,0.0,0.0,0.0,0.0
10,0,10,"(0, 6, 20)",horizontal,1.0,29.73167,100.0,202.83249999999998,403.71700000000055
11,0,11,"(1, 6, 19)",vertical,1.0,0.0,0.0,0.0,0.0
12,0,12,"(0, 6, 15)",horizontal,1.0,30.20175,100.0,201.85850000000028,405.66499999999996
13,0,13,"(0, 7, 14)",horizontal,1.0,30.21729,100.0,202.83249999999998,403.71700000000055
14,0,14,"(1, 7, 15)",vertical,1.0,0.0,0.0,0.0,0.0
15,0,15,"(0, 6, 16)",horizontal,1.0,30.08806,100.0,201.85850000000028,405.66499999999996
16,0,16,"(1, 7, 16)",vertical,1.0,0.0,0.0,0.0,0.0
17,0,17,"(1, 7, 17)",vertical,1.0,0.0,0.0,0.0,0.0
18,0,18,"(1, 7, 18)",vertical,1.0,0.0,0.0,0.0,0.0
19,0,19,"(0, 7, 20)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71700000000055
20,0,20,"(1, 7, 19)",vertical,1.0,0.0,0.0,0.0,0.0
21,0,21,"(0, 8, 14)",horizontal,1.0,29.82277,100.0,202.83249999999998,403.71700000000055
22,0,22,"(1, 8, 15)",vertical,1.0,0.0,0.0,0.0,0.0
23,0,23,"(1, 8, 16)",vertical,1.0,0.0,0.0,0.0,0.0
24,0,24,"(1, 8, 17)",vertical,1.0,0.0,0.0,0.0,0.0
25,0,25,"(1, 8, 18)",vertical,1.0,0.0,0.0,0.0,0.0
26,0,26,"(1, 8, 19)",vertical,1.0,0.0,0.0,0.0,0.0
27,0,27,"(0, 7, 20)",horizontal,1.0,29.7,100.0,201.85850000000028,405.66499999999996
28,0,28,"(0, 8, 21)",horizontal,1.0,29.7,100.0,202.83250000000044,403.71700000000055
29,0,29,"(1, 8, 20)",vertical,1.0,0.0,0.0,0.0,0.0
30,0,30,"(0, 9, 14)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71699999999873
31,0,31,"(0, 10, 15)",horizontal,1.0,29.7,100.0,201.85850000000028,405.66499999999996
32,0,32,"(1, 9, 15)",vertical,1.0,0.0,0.0,0.0,0.0
33,0,33,"(1, 9, 16)",vertical,1.0,0.0,0.0,0.0,0.0
34,0,34,"(1, 9, 17)",vertical,1.0,0.0,0.0,0.0,0.0
35,0,35,"(1, 9, 18)",vertical,1.0,0.0,0.0,0.0,0.0
36,0,36,"(1, 9, 19)",vertical,1.0,0.0,0.0,0.0,0.0
37,0,37,"(0, 9, 21)",horizontal,1.0,29.7,100.0,202.83250000000044,403.71699999999873
38,0,38,"(1, 9, 20)",vertical,1.0,0.0,0.0,0.0,0.0
39,0,39,"(0, 10, 15)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71700000000055
40,0,40,"(1, 10, 16)",vertical,1.0,0.0,0.0,0.0,0.0
41,0,41,"(1, 10, 17)",vertical,1.0,0.0,0.0,0.0,0.0
42,0,42,"(1, 10, 18)",vertical,1.0,0.0,0.0,0.0,0.0
43,0,43,"(1, 10, 19)",vertical,1.0,0.0,0.0,0.0,0.0
44,0,44,"(0, 10, 21)",horizontal,1.0,29.7,100.0,202.83250000000044,403.71700000000055
45,0,45,"(1, 10, 20)",vertical,1.0,0.0,0.0,0.0,0.0
46,0,46,"(0, 11, 15)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71699999999873
47,0,47,"(1, 11, 16)",vertical,1.0,0.0,0.0,0.0,0.0
48,0,48,"(1, 11, 17)",vertical,1.0,0.0,0.0,0.0,0.0
49,0,49,"(1, 11, 18)",vertical,1.0,0.0,0.0,0.0,0.0
50,0,50,"(1, 11, 19)",vertical,1.0,0.0,0.0,0.0,0.0
51,0,51,"(0, 11, 21)",horizontal,1.0,29.7,100.0,202.83250000000044,403.71699999999873
52,0,52,"(0, 12, 20)",horizontal,1.0,29.7,100.0,201.85850000000028,405.66499999999996
53,0,53,"(1, 11, 20)",vertical,1.0,0.0,0.0,0.0,0.0
54,0,54,"(0, 12, 15)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71700000000055
55,0,55,"(1, 12, 16)",vertical,1.0,0.0,0.0,0.0,0.0
56,0,56,"(1, 12, 17)",vertical,1.0,0.0,0.0,0.0,0.0
57,0,57,"(1, 12, 18)",vertical,1.0,0.0,0.0,0.0,0.0
58,0,58,"(0, 12, 20)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71700000000055
59,0,59,"(1, 12, 19)",vertical,1.0,0.0,0.0,0.0,0.0
60,0,60,"(0, 13, 15)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71700000000055
61,0,61,"(1, 13, 16)",vertical,1.0,0.0,0.0,0.0,0.0
62,0,62,"(1, 13, 17)",vertical,1.0,0.0,0.0,0.0,0.0
63,0,63,"(1, 13, 18)",vertical,1.0,0.0,0.0,0.0,0.0
64,0,64,"(0, 13, 20)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71700000000055
65,0,65,"(0, 14, 19)",horizontal,1.0,29.7,100.0,201.85849999999937,405.66499999999996
66,0,66,"(1, 13, 19)",vertical,1.0,0.0,0.0,0.0,0.0
67,0,67,"(0, 14, 15)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71699999999873
68,0,68,"(0, 15, 16)",horizontal,1.0,29.7,100.0,201.85849999999982,405.66499999999996
69,0,69,"(1, 14, 16)",vertical,1.0,0.0,0.0,0.0,0.0
70,0,70,"(1, 14, 17)",vertical,1.0,0.0,0.0,0.0,0.0
71,0,71,"(0, 14, 19)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71699999999873
72,0,72,"(0, 15, 18)",horizontal,1.0,29.7,100.0,201.85849999999982,405.66499999999996
73,0,73,"(1, 14, 18)",vertical,1.0,0.0,0.0,0.0,0.0
74,0,74,"(0, 15, 16)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71699999999964
75,0,75,"(0, 15, 18)",horizontal,1.0,29.7,100.0,202.83249999999998,403.71699999999964
76,0,76,"(0, 16, 17)",horizontal,1.0,29.56547,100.0,201.85849999999982,405.66499999999996
77,0,77,"(1, 15, 17)",vertical,1.0,0.0,0.0,0.0,0.0
78,1,0,"(0, 17, 1)",horizontal,1.0,20.2,100.0,201.85849999999982,405.665
79,1,1,"(0, 18, 2)",horizontal,1.0,20.2,100.0,202.83250000000004,403.71699999999964
80,1,2,"(1, 18, 1)",vertical,1.0,0.0,0.0,0.0,0.0
81,1,3,"(0, 19, 2)",horizontal,1.0,20.2,100.0,202.83250000000004,403.71699999999964
82,1,4,"(1, 19, 1)",vertical,1.0,0.0,0.0,0.0,0.0
83,1,5,"(0, 20, 2)",horizontal,1.0,20.2,100.0,202.83250000000004,403.71699999999964
84,1,6,"(1, 20, 1)",vertical,1.0,0.0,0.0,0.0,0.0
85,1,7,"(1, 21, 1)",vertical,1.0,0.0,0.0,0.0,0.0
86,1,8,"(0, 20, 2)",horizontal,1.0,20.2,100.0,201.85849999999982,405.6650000000001
87,1,9,"(0, 21, 3)",horizontal,1.0,20.2,100.0,202.83249999999998,403.71700000000055
88,1,10,"(1, 21, 2)",vertical,1.0,0.0,0.0,0.0,0.0
89,1,11,"(1, 22, 0)",vertical,1.0,0.0,0.0,0.0,0.0
