time,EXTIN,INFLOW,FROMMVR,GWF,OUTFLOW,EXTOUT,TOMVR
2628000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
2803200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
2978400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
3153600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
3328800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
3504000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
3679200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
3854400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
4029600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
4204800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
4380000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
4555200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
4730400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
4905600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
5080800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
5256000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
5431200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
5606400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
5781600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
5956800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
6132000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
6307200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
6482400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
6657600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
6832800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
7008000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
7183200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
7358400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
7533600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
7708800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
7884000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
8059200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
8234400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
8409600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
8584800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
8760000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
8935200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
9110400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
9285600.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
9460800.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
9636000.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
9811200.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
9986400.000000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
10161600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
10336800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
10512000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
10687200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
10862400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
11037600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
11212800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
11388000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
11563200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
11738400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
11913600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
12088800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
12264000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
12439200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
12614400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
12789600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
12964800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
13140000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
13315200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
13490400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
13665600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
13840800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
14016000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
14191200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
14366400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
14541600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
14716800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
14892000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
15067200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
15242400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
15417600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
15592800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
15768000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
15943200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
16118400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
16293600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
16468800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
16644000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
16819200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
16994400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
17169600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
17344800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
17520000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
17695200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
17870400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
18045600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
18220800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
18396000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
18571200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
18746400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
18921600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
19096800.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
19272000.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
19447200.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
19622400.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
19797600.00000,25.00000000,0.000000000,0.000000000,0.2286837705,-24.77131623,0.000000000,0.000000000
