,atotim,aEXTIN,aINFLOW,aFROMMVR,aGWF,aOUTFLOW,aEXTOUT,aTOMVR
273,50457600.0,185.0,1022.128293,230.6714915,3.347800749,-1022.128293,-202.3667573,-209.9569334
274,50632800.0,185.0,1022.476279,231.043621,3.303812263,-1022.476279,-202.7334597,-210.006349
275,50808000.0,185.0,1022.765106,231.360958,3.274469258,-1022.765106,-203.0432758,-210.043213
276,50983200.0,185.0,1023.005513,231.6308951,3.248745464,-1023.005513,-203.3045731,-210.0775765
277,51158400.0,185.0,1023.218456,231.8654364,3.227368755,-1023.218456,-203.5297567,-210.1083109
278,51333600.0,185.0,1023.410914,232.0761408,3.212363227,-1023.410914,-203.7305497,-210.1332279
279,51508800.0,185.0,1023.587693,232.2721906,3.201436541,-1023.587693,-203.9162626,-210.1544914
280,51684000.0,185.0,1023.756865,232.4575396,3.189637316,-1023.756865,-204.0909301,-210.1769722
281,51859200.0,185.0,1023.918517,232.632589,3.184801082,-1023.918517,-204.255001,-210.1927869
282,52034400.0,185.0,1024.072853,232.7979842,3.179034726,-1024.072853,-204.4091283,-210.2098212
283,52209600.0,185.0,1024.22447,232.9612188,3.17367865,-1024.22447,-204.5609067,-210.2266334
284,52384800.0,185.0,1024.388123,233.1648033,3.172449223,-1024.388123,-204.7527939,-210.2395603
285,52560000.0,185.0,1024.53947,233.3365748,3.170021612,-1024.53947,-204.9123905,-210.2541627
286,52735200.0,185.0,1024.629399,233.3886496,3.168246501,-1024.629399,-204.9521892,-210.268214
287,52910400.0,185.0,1024.76157,233.5300841,3.17073804,-1024.76157,-205.0808051,-210.2785409
288,53085600.0,185.0,1024.889968,233.6726103,3.172015226,-1024.889968,-205.2101201,-210.290475
289,53260800.0,185.0,1025.013711,233.8090983,3.172256604,-1025.013711,-205.3330507,-210.3037911
290,53436000.0,185.0,1025.130324,233.9338223,3.171662101,-1025.130324,-205.4439718,-210.3181884
291,53611200.0,185.0,1025.24034,234.049084,3.170306818,-1025.24034,-205.5452756,-210.3335015
292,53786400.0,185.0,1025.342642,234.1576625,3.171504144,-1025.342642,-205.6398128,-210.3463455
293,53961600.0,185.0,1025.438762,234.2606303,3.174003935,-1025.438762,-205.7287958,-210.3578306
294,54136800.0,185.0,1025.530611,234.3574214,3.175592989,-1025.530611,-205.8117322,-210.3700962
295,54312000.0,185.0,1025.618723,234.4491436,3.176346842,-1025.618723,-205.8897781,-210.3830187
296,54487200.0,185.0,1025.703107,234.5359677,3.179472621,-1025.703107,-205.9631408,-210.3933543
297,54662400.0,185.0,1025.782719,234.6161288,3.183988659,-1025.782719,-206.0301192,-210.402021
298,54837600.0,185.0,1025.85671,234.6874178,3.187611163,-1025.85671,-206.0885273,-210.4112794
299,55012800.0,185.0,1025.926055,234.752537,3.190307202,-1025.926055,-206.1411072,-210.4211227
300,55188000.0,185.0,1025.991709,234.8132929,3.192227408,-1025.991709,-206.189716,-210.4313495
301,55363200.0,185.0,1026.028642,234.8192131,3.193349898,-1026.028642,-206.1840347,-210.4418285
302,55538400.0,185.0,1026.087337,234.8716098,3.194041554,-1026.087337,-206.2250998,-210.4524685
303,55713600.0,185.0,1026.142979,234.9206707,3.194250438,-1026.142979,-206.2632403,-210.46318
304,55888800.0,185.0,1026.195579,234.9665122,3.19404653,-1026.195579,-206.2985771,-210.4738886
305,56064000.0,185.0,1026.246033,235.0103744,3.193466474,-1026.246033,-206.3323228,-210.4845852
306,56239200.0,185.0,1026.295381,235.0537136,3.192481633,-1026.295381,-206.3658727,-210.4953593
307,56414400.0,185.0,1026.342708,235.0947872,3.191261522,-1026.342708,-206.397494,-210.5060317
308,56589600.0,185.0,1026.384104,235.1328098,3.193420855,-1026.384104,-206.4263923,-210.5129966
309,56764800.0,185.0,1026.422933,235.1674122,3.195077771,-1026.422933,-206.4522117,-210.5201227
310,56940000.0,185.0,1026.458326,235.1975957,3.196391905,-1026.458326,-206.474006,-210.5271978
311,57115200.0,185.0,1026.48917,235.2213284,3.197464965,-1026.48917,-206.4897619,-210.5341015
312,57290400.0,185.0,1026.516358,235.2403764,3.198227958,-1026.516358,-206.5012304,-210.5409181
313,57465600.0,185.0,1026.541197,235.2569301,3.198648085,-1026.541197,-206.5105842,-210.5476979
314,57640800.0,185.0,1026.564462,235.2721062,3.198745306,-1026.564462,-206.5189147,-210.5544462
315,57816000.0,185.0,1026.58593,235.2856166,3.201983501,-1026.58593,-206.5259115,-210.5577216
316,57991200.0,185.0,1026.580737,235.2473447,3.204641392,-1026.580737,-206.4815813,-210.561122
317,58166400.0,185.0,1026.598911,235.2574819,3.207009147,-1026.598911,-206.485805,-210.5646678
318,58341600.0,185.0,1026.624299,235.2667626,3.204940216,-1026.624299,-206.48944,-210.5723823
319,58516800.0,185.0,1026.69982,235.2781207,3.178541511,-1026.69982,-206.4953903,-210.604189
320,58692000.0,185.0,1026.766366,235.2907853,3.156913641,-1026.766366,-206.502865,-210.6310067
321,58867200.0,185.0,1026.831115,235.304471,3.136368833,-1026.831115,-206.5115575,-210.6565446
322,59042400.0,185.0,1026.893864,235.3186964,3.116804178,-1026.893864,-206.5209824,-210.6809097
323,59217600.0,185.0,1026.954518,235.3332466,3.098183366,-1026.954518,-206.5309254,-210.7041379
324,59392800.0,185.0,1027.013172,235.3481269,3.080468783,-1027.013172,-206.5413895,-210.7262687
325,59568000.0,185.0,1027.06983,235.3632138,3.063611693,-1027.06983,-206.5522467,-210.7473555
326,59743200.0,185.0,1027.12442,235.3783404,3.047584139,-1027.12442,-206.563336,-210.7674203
327,59918400.0,185.0,1027.176685,235.3930874,3.032385156,-1027.176685,-206.5742553,-210.786447
328,60093600.0,185.0,1027.226442,235.4071264,3.017999936,-1027.226442,-206.5846847,-210.8044418
329,60268800.0,185.0,1027.273693,235.4203257,3.004379705,-1027.273693,-206.5944796,-210.8214665
330,60444000.0,185.0,1027.318512,235.4326704,2.991476983,-1027.318512,-206.6036097,-210.8375838
331,60619200.0,185.0,1027.361107,235.4442138,2.979264881,-1027.361107,-206.6121162,-210.8528327
332,60794400.0,185.0,1027.401531,235.4551147,2.967730998,-1027.401531,-206.6201446,-210.8672391
333,60969600.0,185.0,1027.439651,235.4651323,2.95676636,-1027.439651,-206.6274418,-210.8809241
334,61144800.0,185.0,1027.473036,235.4731596,2.947270071,-1027.473036,-206.6328942,-210.8929954
335,61320000.0,185.0,1027.500161,235.4788369,2.939860422,-1027.500161,-206.6361354,-210.902841
336,61495200.0,185.0,1027.524571,235.4823458,2.932838319,-1027.524571,-206.637343,-210.9121644
337,61670400.0,185.0,1027.54659,235.4841949,2.926200217,-1027.54659,-206.6370193,-210.9209754
338,61845600.0,185.0,1027.566388,235.4845458,2.919935019,-1027.566388,-206.6353173,-210.9292935
339,62020800.0,185.0,1027.584147,235.4835783,2.914026215,-1027.584147,-206.6324078,-210.9371443
340,62196000.0,185.0,1027.600339,235.4819672,2.908447221,-1027.600339,-206.6289482,-210.9445718
341,62371200.0,185.0,1027.61524,235.4799912,2.903185234,-1027.61524,-206.6252014,-210.9516046
342,62546400.0,185.0,1027.62758,235.4772267,2.899292856,-1027.62758,-206.6207488,-210.957185
343,62721600.0,185.0,1027.637542,235.473688,2.896577746,-1027.637542,-206.615607,-210.9615033
344,62896800.0,185.0,1027.646238,235.4695052,2.894052249,-1027.646238,-206.6099064,-210.9655466
345,63072000.0,185.0,1027.653755,235.4647498,2.891725533,-1027.653755,-206.6037166,-210.9693077
