per,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2
0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.67,4.355992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.92,4.5113745,0.0,0.0,0.0,0.0,0.0
0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.29,3.9755566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.48,4.037363,0.0,0.0,0.0,0.0,0.0
