41.22 41.35 40.19 38.70 -552.64 -547.40 -541.98 -536.35 -530.57 -524.59 -518.39 -512.06 -505.49 -498.75 -491.88 -484.79 -477.56 -470.19 -462.66 -455.01 -447.25 -439.43 -431.61 -423.86 -416.22 -408.92 -401.90 -395.17 -388.76 -382.42 -376.16 -369.89 -363.59 42.31 41.02
40.96 -569.84 -565.05 -560.05 -554.91 -549.61 -544.11 -538.42 -532.59 -526.55 -520.31 -513.95 -507.36 -500.59 -493.70 -486.57 -479.29 -471.86 -464.25 -456.51 -448.64 -440.67 -432.67 -424.73 -416.93 -409.53 -402.53 -395.96 -389.75 -383.63 -377.57 -371.46 -365.30 41.56 40.71
41.21 -572.41 -567.54 -562.48 -557.28 -551.92 -546.37 -540.63 -534.76 -528.68 -522.42 -516.04 -509.43 -502.65 -495.74 -488.58 -481.27 -473.80 -466.10 -458.25 -450.24 -442.07 -433.85 -425.65 -417.62 -410.08 -403.08 -396.74 -390.75 -384.86 -379.00 -373.05 -367.05 41.39 40.60
41.15 -575.30 -570.31 -565.16 -559.89 -554.46 -548.86 -543.06 -537.14 -531.01 -524.70 -518.28 -511.63 -504.83 -497.90 -490.70 -483.36 -475.85 -468.09 -460.15 -452.02 -443.70 -435.27 -426.80 -418.49 -410.78 -403.79 -397.77 -392.06 -386.42 -380.75 -374.95 -369.05 40.30 40.95
40.04 -578.33 -573.24 -568.02 -562.69 -557.20 -551.54 -545.71 -539.74 -533.58 -527.26 -520.81 -514.14 -507.33 -500.39 -493.17 -485.80 -478.25 -470.42 -462.41 -454.18 -445.68 -437.03 -428.27 -419.60 -411.62 -404.61 -398.94 -393.53 -388.15 -382.65 -376.97 -371.17 39.47 39.61
41.37 40.35 -576.39 -571.09 -565.67 -560.10 -554.37 -548.49 -542.46 -536.26 -529.91 -523.43 -516.75 -509.93 -502.97 -495.75 -488.38 -480.83 -472.98 -464.96 -456.71 -448.19 -439.53 -430.74 -422.08 -414.09 -407.10 -401.46 -396.00 -390.58 -385.05 -379.36 -373.57 39.80 38.01
40.87 38.04 -579.82 -574.39 -568.88 -563.22 -557.43 -551.50 -545.42 -539.20 -532.83 -526.33 -519.64 -512.82 -505.85 -498.64 -491.27 -483.71 -475.87 -467.86 -459.62 -451.12 -442.50 -433.76 -425.22 -417.33 -410.29 -404.48 -398.88 -393.36 -387.75 -382.01 -376.18 38.79 38.19
40.55 39.63 -583.38 -577.83 -572.21 -566.46 -560.59 -554.60 -548.48 -542.22 -535.84 -529.33 -522.64 -515.83 -508.88 -501.70 -494.38 -486.87 -479.08 -471.15 -463.00 -454.65 -446.22 -437.74 -429.52 -421.75 -414.63 -408.46 -402.51 -396.69 -390.86 -384.97 -379.02 37.87 40.59
39.79 38.94 -587.05 -581.41 -575.70 -569.87 -563.94 -557.90 -551.73 -545.44 -539.04 -532.51 -525.83 -519.03 -512.09 -504.95 -497.67 -490.21 -482.49 -474.63 -466.54 -458.34 -450.10 -441.86 -433.87 -426.24 -419.10 -412.59 -406.33 -400.24 -394.20 -388.15 -382.07 40.93 40.54
39.61 38.52 -590.78 -585.05 -579.27 -573.36 -567.37 -561.29 -555.07 -548.76 -542.35 -535.81 -529.15 -522.39 -515.48 -508.41 -501.21 -493.83 -486.22 -478.48 -470.51 -462.44 -454.33 -446.24 -438.38 -430.78 -423.60 -416.85 -410.33 -403.98 -397.72 -391.48 -385.23 37.80 38.17
