per,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2
0,13,1,25,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.6456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.9567,7.950221,0.0,0.0,0.0,0.0,0.0
0,14,1,25,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.9265,41.393887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.9567,42.77909,0.0,0.0,0.0,0.0,0.0
0,15,1,31,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.4199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.23755,8.228584,0.0,0.0,0.0,0.0,0.0
0,16,1,31,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.13385,11.816091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.23755,12.549924,0.0,0.0,0.0,0.0,0.0
0,17,1,36,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.24805,5.6239305,0.0,0.0,0.0,0.0,0.0
0,18,1,36,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.68506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.24805,5.7022986,0.0,0.0,0.0,0.0,0.0
0,19,1,38,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.8425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.8425,1.7544382,0.0,0.0,0.0,0.0,0.0
0,20,1,39,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.9698,42.08524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0616,42.528667,0.0,0.0,0.0,0.0,0.0
0,21,1,40,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.5604,8.862161,0.0,0.0,0.0,0.0,0.0
0,22,1,41,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.1706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.45667,6.8474445,0.0,0.0,0.0,0.0,0.0
0,23,1,41,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.7336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.28345,8.219395,0.0,0.0,0.0,0.0,0.0
0,24,1,42,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.7152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.7401,8.753949,0.0,0.0,0.0,0.0,0.0
0,25,1,42,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.9567,43.532112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.7401,43.794323,0.0,0.0,0.0,0.0,0.0
0,26,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.7375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.5682,5.415492,0.0,0.0,0.0,0.0,0.0
0,27,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.09973,5.7391205,0.0,0.0,0.0,0.0,0.0
0,28,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.88055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.33594,7.3439364,0.0,0.0,0.0,0.0,0.0
0,29,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.7113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.33594,5.9843326,0.0,0.0,0.0,0.0,0.0
0,30,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.6181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6417,6.188443,0.0,0.0,0.0,0.0,0.0
0,31,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.23755,15.036419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6417,15.223691,0.0,0.0,0.0,0.0,0.0
0,32,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.458,7.6005373,0.0,0.0,0.0,0.0,0.0
0,33,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.9199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.458,7.2038836,0.0,0.0,0.0,0.0,0.0
0,34,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.0709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.3058,6.5353928,0.0,0.0,0.0,0.0,0.0
0,35,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.96454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.3058,5.2233276,0.0,0.0,0.0,0.0,0.0
0,36,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.24805,8.026827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.2533,9.770588,0.0,0.0,0.0,0.0,0.0
0,37,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.395,6.217581,0.0,0.0,0.0,0.0,0.0
0,38,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.8425,8.567071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.4738,9.84781,0.0,0.0,0.0,0.0,0.0
0,39,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0616,43.75358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.1011,44.603336,0.0,0.0,0.0,0.0,0.0
0,40,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.5604,50.741665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.8294,50.96602,0.0,0.0,0.0,0.0,0.0
0,41,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.80444,54.880924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.4383,55.554874,0.0,0.0,0.0,0.0,0.0
0,42,1,0,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.7401,44.684116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.1785,45.19059,0.0,0.0,0.0,0.0,0.0
