time,GAGE-1,TRGW-0-26-6,TRGW-0-3-8,TRGW-2-26-6,TRGW-2-3-8
3652.5,3405.6527013702653,37.47493850306262,38.063501262799626,37.26565692182182,38.27175406732943
3653.5,2461.823846741293,37.38663510075444,38.03615422606951,37.30038309731377,37.9183921203723
3654.5,3439.303917096458,37.51278262854717,37.99623654395237,37.42283288143826,37.94224249464507
3655.5,3197.2067459626182,37.363103909677264,37.99571487330596,37.40899865881094,38.0569977574648
3656.5,2625.301280796872,37.09127472214627,38.12742287724623,37.43671290741327,37.90974185408636
3657.5,2700.654128037968,37.45682706413553,38.02548454702459,37.35634795580548,37.84824638562026
3658.5,2874.7402039042704,37.25785345888016,38.03253332623365,37.27834973527771,38.0658961504506
3659.5,3262.700552285274,37.468487259384126,37.96769117502148,37.26839999142975,38.017872257831264
3660.5,2841.852687969454,37.34518545362138,38.08959372093143,37.2586535560977,37.9900058619017
3661.5,2623.151037088598,37.40088539375314,37.97458351875522,37.28536297787416,37.8514027760972
3662.5,2813.6235622558493,37.11260636327031,37.79497785884242,37.39428421326467,37.988254524720624
3663.5,3495.516289910402,37.26111105224674,37.91006719200287,37.23087361994138,37.96706930330364
3664.5,2797.214699595448,37.31283951140252,37.92703761717848,37.38836446971337,37.85245233238576
3665.5,2551.699322932143,37.26248032404605,37.807765470943,37.32073961697826,37.84405464950522
3666.5,2823.0536776980807,37.309257794199766,38.02720309694059,37.2739196119359,38.07496604976706
3667.5,2838.0557397216608,37.26269124120175,37.82048183514006,37.29714940341521,37.95116574353813
3668.5,2828.70349447392,37.09307420669256,38.01203212599552,37.23578621105276,38.05083118594833
3669.5,3026.931205021753,37.30502689649796,38.01637021296101,37.18673487866175,37.983267833936985
3670.5,2810.907704213306,37.34672449318789,38.14590289580445,37.2753872743525,37.8600905861161
3671.5,2855.9704601312874,37.21636163980167,37.88590419419906,37.21905315886643,38.139803475242864
3672.5,2883.4940219928776,37.2774440534006,38.08449697189615,37.04609846180672,38.104649617379245
