time,INFLOW-EXT,INFLOW,OUTFLOW,STAGE,DEPTH
300.0000000000,524.4991398300000,524.4991398300000,-524.4991398300000,52.23752462362058,6.212305873620577
600.0000000000,539.1361371900000,539.1361371900000,-539.1361371900000,52.34097016795845,6.315751417958451
900.0000000000,553.4506260600000,553.4506260600000,-553.4506260600000,52.44105531709963,6.415836567099633
1200.000000000,567.2857739300000,567.2857739300000,-567.2857739300000,52.53680951064740,6.511590760647398
1500.000000000,580.4900000000000,580.4900000000000,-580.4900000000000,52.62732954411288,6.602110794112883
1800.000000000,592.9186360200000,592.9186360200000,-592.9186360200000,52.71178301762417,6.686564267624168
2100.000000000,604.4355112500000,604.4355112500000,-604.4355112500000,52.78941104927856,6.764192299278552
2400.000000000,614.9144443900000,614.9144443900000,-614.9144443900000,52.85953040672147,6.834311656721467
2700.000000000,624.2406260600000,624.2406260600000,-624.2406260600000,52.92153517875674,6.896316428756738
3000.000000000,632.3118766699999,632.3118766699999,-632.3118766699999,52.97489808329478,6.949679333294779
3300.000000000,639.0397658900000,639.0397658900000,-639.0397658900000,53.01917148612429,6.993952736124290
3600.000000000,644.3505815800000,644.3505815800000,-644.3505815800000,53.05398818790606,7.028769437906062
3900.000000000,648.1861373100000,648.1861373100000,-648.1861373100000,53.07906201979627,7.053843269796265
4200.000000000,650.5044099500000,650.5044099500000,-650.5044099500000,53.09418828040103,7.068969530401032
4500.000000000,651.2800000000000,651.2800000000000,-651.2800000000000,53.09924403316689,7.074025283166889
4800.000000000,650.5044099500000,650.5044099500000,-650.5044099500000,53.09418828040103,7.068969530401032
5100.000000000,648.1861373100000,648.1861373100000,-648.1861373100000,53.07906201979627,7.053843269796265
5400.000000000,644.3505815800000,644.3505815800000,-644.3505815800000,53.05398818790606,7.028769437906062
5700.000000000,639.0397658900000,639.0397658900000,-639.0397658900000,53.01917148612429,6.993952736124290
6000.000000000,632.3118766699999,632.3118766699999,-632.3118766699999,52.97489808329478,6.949679333294779
6300.000000000,624.2406260600000,624.2406260600000,-624.2406260600000,52.92153517875674,6.896316428756738
